"Name","Salary","Team","Position","OppTeam","Projections"
"Jose Urena",6400,"MIA","SP","TEX",10.32
"Yu Darvish",12100,"TEX","SP","MIA",21.93
"Anibal Sanchez",5900,"DET","SP","KCR",14.76
"Ian Kennedy",7800,"KCR","SP","DET",14.56
"Ricky Nolasco",6500,"LAA","SP","CLE",10.83
"Carlos Carrasco",11000,"CLE","SP","LAA",24.2
"Jake Arrieta",9300,"CHC","SP","CHW",22.78
"James Shields",5000,"CHW","SP","CHC",8.15
"Ervin Santana",7400,"MIN","SP","LAD",14.38
"Brock Stewart",4100,"LAD","SP","MIN",12.66
"Jhoulys Chacin",7400,"SDP","SP","NYM",16.89
"Steven Matz",7700,"NYM","SP","SDP",17.26
"Jeff Hoffman",6600,"COL","SP","STL",14.24
"Carlos Martinez",8400,"STL","SP","COL",23.3
"Marco Estrada",5800,"TOR","SP","OAK",14.79
"Paul Blackburn",5600,"OAK","SP","TOR",10.8
"Andrew Moore",4800,"SEA","SP","BOS",10.72
"Aaron Blair",4500,"ATL","SP","ARI",7.51
"Chris Sale",13400,"BOS","SP","SEA",32.7
"Luis Severino",11500,"NYY","SP","CIN",25.74
"Alex Cobb",8600,"TBR","SP","BAL",18.87
"Homer Bailey",5500,"CIN","SP","NYY",7.95
"Patrick Corbin",7900,"ARI","SP","ATL",17.85
"Trevor Williams",6300,"PIT","SP","SFG",14.86
"Michael Fiers",10200,"HOU","SP","PHI",20.28
"Aaron Nola",7500,"PHI","SP","HOU",19.98
"Gio Gonzalez",9700,"WAS","SP","MIL",22.76
"Jimmy Nelson",8000,"MIL","SP","WAS",15.08
"Jeff Samardzija",7600,"SFG","SP","PIT",19.31
"Ubaldo Jimenez",4900,"BAL","SP","TBR",9.94
