"Name","Salary","Team","Position","OppTeam","Projections"
"Dee Gordon",3800,"MIA","2B","LAD",6.22
"Joc Pederson",3600,"LAD","OF","MIA",7.77
"Adrian Gonzalez",3400,"LAD","1B","MIA",7.03
"J.T. Realmuto",3400,"MIA","C","LAD",5.87
"Christian Yelich",3700,"MIA","OF","LAD",7.08
"Justin Bour",4100,"MIA","1B","LAD",5.57
"Giancarlo Stanton",4500,"MIA","OF","LAD",7.01
"Christopher Taylor",3700,"LAD","2B","MIA",6.29
"Cody Bellinger",4600,"LAD","1B/OF","MIA",7.39
"Mark Canha",3500,"OAK","OF","BOS",6.78
"Josh Phegley",2900,"OAK","C","BOS",5.17
"Stephen Vogt",3000,"OAK","C","BOS",4.58
"Chase Utley",3400,"LAD","1B/2B","MIA",6.19
"Corey Seager",4700,"LAD","SS","MIA",9.58
"Yasmani Grandal",3800,"LAD","C","MIA",6.83
"Yasiel Puig",4100,"LAD","OF","MIA",6.96
"Marcell Ozuna",3700,"MIA","OF","LAD",6.41
"Derek Dietrich",3000,"MIA","3B","LAD",6.16
"Tyler Saladino",3000,"CHW","2B/SS","SEA",6.26
"Omar Narvaez",2400,"CHW","C","SEA",5.65
"Leury Garcia",3600,"CHW","OF","SEA",6.04
"Matt Davidson",3200,"CHW","1B/3B","SEA",6.26
"Carlos Sanchez",2900,"CHW","2B","SEA",5.41
"Jarrod Dyson",3500,"SEA","OF","CHW",6.41
"Timothy Anderson",4200,"CHW","SS","SEA",6.75
"Melky Cabrera",3800,"CHW","OF","SEA",7.51
"Todd Frazier",3800,"CHW","3B","SEA",8.58
"J.T. Riddle",2300,"MIA","SS","LAD",4.42
"Ichiro Suzuki",2600,"MIA","OF","LAD",4.49
"Tyler Moore",2600,"MIA","1B/OF","LAD",5.01
"Christian Colon",2500,"MIA","2B/SS","LAD",4.05
"Jose Abreu",4500,"CHW","1B","SEA",8.49
"Avisail Garcia",4200,"CHW","OF","SEA",8.11
"Rajai Davis",3500,"OAK","OF","BOS",6.93
"Yonder Alonso",3800,"OAK","1B","BOS",5.82
"Orlando Arcia",2800,"MIL","SS","CHC",4
"Jett Bandy",3100,"MIL","C","CHC",4.4
"Keon Broxton",3500,"MIL","OF","CHC",4.61
"Eric Sogard",3400,"MIL","2B","CHC",6.09
"Ryan Braun",4600,"MIL","OF","CHC",6.81
"Dustin Pedroia",3600,"BOS","2B","OAK",6.82
"Travis Shaw",4000,"MIL","3B","CHC",5.68
"Hernan Perez",3600,"MIL","3B/OF","CHC",5.37
"Eric Thames",4500,"MIL","1B","CHC",8.19
"Ben Zobrist",3900,"CHC","2B/OF","MIL",8.06
"Kris Bryant",5200,"CHC","3B","MIL",8.73
"Kyle Schwarber",4300,"CHC","OF","MIL",7.85
"Addison Russell",3800,"CHC","SS","MIL",6.83
"Willson Contreras",3600,"CHC","C","MIL",6.78
"Jason Heyward",3400,"CHC","OF","MIL",7.05
"Ian Happ",3900,"CHC","2B","MIL",7.31
"Andrew Benintendi",3700,"BOS","OF","OAK",8.59
"Mookie Betts",5500,"BOS","OF","OAK",8.6
"Jed Lowrie",3500,"OAK","2B","BOS",6.64
"Matt Joyce",3600,"OAK","OF","BOS",5.46
"Ryon Healy",3300,"OAK","1B/3B","BOS",6.36
"Khris Davis",3900,"OAK","OF","BOS",8.61
"Chad Pinder",2200,"OAK","2B/SS","BOS",5.06
"Adam Rosales",2300,"OAK","SS","BOS",5.09
"Trevor Plouffe",3600,"OAK","3B","BOS",5.57
"Christian Vazquez",2600,"BOS","C","OAK",5.52
"Deven Marrero",2300,"BOS","3B","OAK",5.43
"Mitch Moreland",3500,"BOS","1B","OAK",7.01
"Hanley Ramirez",4000,"BOS","1B","OAK",6.92
"Xander Bogaerts",4300,"BOS","SS","OAK",7.03
"Jackie Bradley",3800,"BOS","OF","OAK",6.32
"Josh Rutledge",2300,"BOS","3B","OAK",5.88
"Sandy Leon",2800,"BOS","C","OAK",5.55
"Nelson Cruz",5000,"SEA","OF","CHW",10.51
"Kyle Seager",3800,"SEA","3B","CHW",5.75
"Kennys Vargas",3800,"MIN","1B","KCR",6.75
"Byron Buxton",3600,"MIN","OF","KCR",5.37
"Eddie Rosario",3400,"MIN","OF","KCR",5.45
"Andrew Romine",3300,"DET","2B/OF","TEX",4.65
"Nick Castellanos",3500,"DET","3B","TEX",6.25
"Tyler Collins",3200,"DET","OF","TEX",5.62
"Justin Upton",4200,"DET","OF","TEX",6.62
"Jorge Polanco",3600,"MIN","SS","KCR",5.3
"Jason Castro",3100,"MIN","C","KCR",5.73
"Jorge Bonifacio",3200,"KCR","OF","MIN",5.17
"Mike Moustakas",3800,"KCR","3B","MIN",7.14
"Whit Merrifield",3800,"KCR","2B","MIN",5.45
"Brandon Moss",3600,"KCR","OF","MIN",6.19
"Brian Dozier",4400,"MIN","2B","KCR",8.89
"Joe Mauer",3800,"MIN","1B","KCR",5.76
"Max Kepler",3900,"MIN","OF","KCR",7.33
"Alex Avila",3500,"DET","1B/C","TEX",5.16
"J.D. Martinez",5000,"DET","OF","TEX",6.89
"Delino DeShields",3400,"TEX","OF","DET",7.08
"Joey Gallo",4400,"TEX","3B","DET",5.97
"Shin-Soo Choo",4100,"TEX","OF","DET",6.3
"Robinson Chirinos",2900,"TEX","C","DET",6.53
"Ryan Rua",3000,"TEX","1B/OF","DET",6.76
"Miguel Cabrera",4600,"DET","1B","TEX",8.17
"Jared Hoying",3100,"TEX","OF","DET",6.03
"Jonathan Lucroy",3600,"TEX","C","DET",7.66
"Rougned Odor",4000,"TEX","2B","DET",6.3
"James McCann",3200,"DET","C","TEX",4.62
"Jose Iglesias",2600,"DET","SS","TEX",4.57
"Ian Kinsler",3900,"DET","2B","TEX",6.19
"Elvis Andrus",3700,"TEX","SS","DET",7.93
"Mike Napoli",3800,"TEX","1B","DET",6.88
"Nomar Mazara",4600,"TEX","OF","DET",6.13
"Alcides Escobar",2900,"KCR","SS","MIN",5.56
"Salvador Perez",3600,"KCR","C","MIN",6.71
"Jake Lamb",5400,"ARI","3B","SDP",6.33
"Paul Goldschmidt",5500,"ARI","1B","SDP",10.96
"David Peralta",4400,"ARI","OF","SDP",6.12
"Brandon Drury",4000,"ARI","2B","SDP",6.97
"Yasmany Tomas",4400,"ARI","OF","SDP",8.05
"Chris Owings",4500,"ARI","OF/SS","SDP",7.19
"Chris Herrmann",3400,"ARI","C/OF","SDP",5.38
"Willy Garcia",2500,"CHW","OF","SEA",5.26
"Kevan Smith",2300,"CHW","C","SEA",5.44
"Carlos Ruiz",2700,"SEA","C","CHW",5.19
"Danny Valencia",3100,"SEA","1B","CHW",7.89
"Taylor Motter",3400,"SEA","2B/SS","CHW",6.01
"Jean Segura",4900,"SEA","SS","CHW",9.21
"Guillermo Heredia",3100,"SEA","OF","CHW",6.87
"Tuffy Gosewisch",2600,"SEA","C","CHW",5.04
"Benjamin Gamel",3800,"SEA","OF","CHW",8.01
"Jeff Mathis",2400,"ARI","C","SDP",5.33
"Nick Ahmed",3300,"ARI","SS","SDP",5.38
"Luis Sardinas",2500,"SDP","3B/SS","ARI",5.41
