"Name","Salary","Team","Position","OppTeam","Projections"
"Brian McCann",3500,"HOU","C","TEX",7.43
"Jake Marisnick",3600,"HOU","OF","TEX",5.7
"Marwin Gonzalez",5000,"HOU","OF/SS","TEX",7.22
"Yulieski Gurriel",4800,"HOU","1B","TEX",7.6
"Josh Reddick",4600,"HOU","OF","TEX",7.89
"Derek Fisher",4000,"HOU","OF","TEX",6.22
"Nomar Mazara",4100,"TEX","OF","HOU",7.25
"Elvis Andrus",4700,"TEX","SS","HOU",6.66
"Tyler White",3600,"HOU","1B","TEX",6.26
"Alex Bregman",4700,"HOU","3B","TEX",6.91
"Carlos Beltran",3900,"HOU","OF","TEX",6.79
"Kolten Wong",4200,"STL","2B","ATL",6.44
"Luke Voit",2900,"STL","1B","ATL",5.73
"Carson Kelly",2500,"STL","C","ATL",5.28
"Randal Grichuk",3800,"STL","OF","ATL",5.97
"Jose Martinez",4200,"STL","1B/OF","ATL",6.2
"Jose Altuve",5700,"HOU","2B","TEX",10
"Dexter Fowler",4500,"STL","OF","ATL",6.71
"Dansby Swanson",2500,"ATL","SS","STL",5.43
"Rougned Odor",3200,"TEX","2B","HOU",6.95
"Shin-Soo Choo",3900,"TEX","OF","HOU",7.59
"Chris Iannetta",3400,"ARI","C","CHC",5.38
"Chris Herrmann",2700,"ARI","C/OF","CHC",5.26
"Brandon Drury",2900,"ARI","2B","CHC",5.78
"Jake Lamb",4400,"ARI","3B","CHC",5.81
"Daniel Descalso",3000,"ARI","2B/OF","CHC",5.92
"Gregor Blanco",4200,"ARI","OF","CHC",5.82
"J.D. Martinez",5100,"ARI","OF","CHC",8.01
"A.J. Pollock",4200,"ARI","OF","CHC",7.76
"Ketel Marte",3500,"ARI","SS","CHC",5.68
"Paul Goldschmidt",5200,"ARI","1B","CHC",9.48
"David Peralta",4200,"ARI","OF","CHC",5.62
"Robinson Chirinos",3300,"TEX","C","HOU",5.85
"Delino DeShields",3800,"TEX","OF","HOU",5.65
"Joey Gallo",4600,"TEX","1B/3B","HOU",6.84
"Adrian Beltre",4400,"TEX","3B","HOU",8.32
"Mike Napoli",3100,"TEX","1B","HOU",6.69
"George Springer",5300,"HOU","OF","TEX",9.6
"J.D. Davis",3000,"HOU","3B","TEX",5.55
"Carlos Gomez",4100,"TEX","OF","HOU",6.95
"Jedd Gyorko",3700,"STL","3B","ATL",7.72
"Thomas Pham",4300,"STL","OF","ATL",8.29
"Nolan Arenado",5400,"COL","3B","MIA",10.33
"DJ LeMahieu",4000,"COL","2B","MIA",6.71
"Charlie Blackmon",5700,"COL","OF","MIA",7.29
"Keon Broxton",4000,"MIL","OF","CIN",5.44
"Mark Reynolds",4200,"COL","1B","MIA",8.37
"Trevor Story",3800,"COL","SS","MIA",7.58
"Jonathan Lucroy",3700,"COL","C","MIA",6.73
"Carlos Gonzalez",3600,"COL","OF","MIA",6.73
"Gerardo Parra",4100,"COL","OF","MIA",5.98
"Eric Sogard",3000,"MIL","2B/SS","CIN",6
"Ryan Braun",4700,"MIL","OF","CIN",8.97
"Domingo Santana",4400,"MIL","OF","CIN",7.71
"Eric Thames",4000,"MIL","1B/OF","CIN",9.11
"Travis Shaw",4600,"MIL","3B","CIN",9.96
"Hernan Perez",3600,"MIL","3B/OF","CIN",6.41
"Orlando Arcia",3900,"MIL","SS","CIN",6.54
"Jonathan Villar",3700,"MIL","2B","CIN",6.3
"Manuel Pina",3200,"MIL","C","CIN",5.68
"Jesus Aguilar",3800,"MIL","1B","CIN",6.1
"Dee Gordon",3900,"MIA","2B","COL",7.97
"J.T. Realmuto",3800,"MIA","C","COL",5.94
"Johan Camargo",2000,"ATL","3B/SS","STL",4.78
"Matt Adams",3200,"ATL","1B","STL",5.81
"Freddie Freeman",4600,"ATL","1B/3B","STL",8.58
"Ender Inciarte",3200,"ATL","OF","STL",6.52
"Kurt Suzuki",3300,"ATL","C","STL",4.81
"Ozzie Albies",2000,"ATL","2B","STL",4.72
"Yadier Molina",3800,"STL","C","ATL",7.41
"Matt Carpenter",4300,"STL","1B","ATL",9.33
"Paul DeJong",4100,"STL","2B/SS","ATL",8.28
"Tyler Flowers",3000,"ATL","C","STL",5.42
"Brandon Phillips",3100,"ATL","2B","STL",5.6
