"Name","Salary","Team","Position","OppTeam","Projections","NA","NA","NA","NA","NA","NA","NA"
"player_id","stat_id","name","team","pos","home_moneyline","away_moneyline","home_total","away_total","opp","order","rpos","fpts"
"13489","518748","Justin Grimm","CHC","RP","-111","101","0","0","SFG","","","0"
"13490","572971","Dallas Keuchel","HOU","SP","-119","109","4.65","4.35","DET","","","0"
"13493","519083","Derek Norris","TBR","C","-128","118","4.48","4.02","LAA","8B","C","0"
"13500","476589","Adam Warren","NYY","RP","-178","168","4.91","3.59","KCR","","","0"
"13501","456167","A.J. Griffin","TEX","SP","-184","174","5.24","3.76","BOS","","","0"
"13502","527048","Martin Perez","TEX","SP","-184","174","5.24","3.76","BOS","","","0"
"13503","547874","Hisashi Iwakuma","SEA","SP","-143","133","5.16","4.34","WAS","","","0"
"13505","491676","Gorkys Hernandez","SFG","OF","-111","101","0","0","CHC","","","0"
"13509","592710","Josh Rutledge","BOS","3B","-184","174","5.24","3.76","TEX","","","0"
"13513","592804","Tyler Thornburg","BOS","RP","-184","174","5.24","3.76","TEX","","","0"
"13516","516416","Jean Segura","SEA","SS","-143","133","5.16","4.34","WAS","1B","X","0"
"13517","518774","Matt Harvey","NYM","SP","-210","194","4.51","2.99","SDP","","","0"
"13518","516782","Starling Marte","PIT","OF","110","-120","4.34","4.66","ATL","","","0"
"13538","543734","Chris Rusin","COL","SP","106","-116","4.14","4.36","PHI","","","0"
"13539","572140","Tyler Skaggs","LAA","SP","-128","118","4.48","4.02","TBR","","","0"
"13540","543521","Collin McHugh","HOU","SP","-119","109","4.65","4.35","DET","","","0"
"13548","571788","Brock Holt","BOS","2B/OF","-184","174","5.24","3.76","TEX","","","0"
"13551","595777","Jurickson Profar","TEX","OF","-184","174","5.24","3.76","BOS","","","0"
"13612","594809","Adam Eaton","WAS","OF","-143","133","5.16","4.34","SEA","","","0"
"13667","502004","George Kontos","SFG","RP","-111","101","0","0","CHC","","","0"
"13668","519096","Dan Otero","CLE","RP","-200","185","5.64","3.86","CIN","","","0"
"13676","430589","Chad Qualls","COL","RP","106","-116","4.14","4.36","PHI","","","0"
"13677","458677","Justin Wilson","DET","RP","-119","109","4.65","4.35","HOU","","","0"
"13680","462515","Miguel Socolovich","STL","RP","-140","130","4.05","3.45","LAD","","","0"
"13685","456379","Al Alburquerque","KCR","RP","-178","168","4.91","3.59","NYY","","","0"
"13690","572831","Josh Edgin","NYM","RP","-210","194","4.51","2.99","SDP","","","0"
"13693","501593","Luis Avilan","LAD","RP","-140","130","4.05","3.45","STL","","","0"
"13694","447714","Eric O'Flaherty","ATL","RP","110","-120","4.34","4.66","PIT","","","0"
"13699","453343","Mark Melancon","SFG","RP","-111","101","0","0","CHC","","","0"
"13703","518934","DJ LeMahieu","COL","2B","106","-116","4.14","4.36","PHI","2B","X","0"
"13707","424144","Oliver Perez","WAS","RP","-143","133","5.16","4.34","SEA","","","0"
"13708","605169","Carter Capps","SDP","RP","-210","194","4.51","2.99","NYM","","","0"
"13717","450212","Pat Neshek","PHI","RP","106","-116","4.14","4.36","COL","","","0"
"13718","543883","Nick Vincent","SEA","RP","-143","133","5.16","4.34","WAS","","","0"
"13719","502202","Brad Boxberger","TBR","RP","-128","118","4.48","4.02","LAA","","","0"
"13722","458006","Matt Albers","WAS","RP","-143","133","5.16","4.34","SEA","","","0"
"13723","572096","Trevor Rosenthal","STL","RP","-140","130","4.05","3.45","LAD","","","0"
"13725","518693","Sam Freeman","ATL","RP","110","-120","4.34","4.66","PIT","","","0"
"13727","518902","Peter Kozma","TEX","3B/SS","-184","174","5.24","3.76","BOS","","","0"
"13728","474521","Shawn Tolleson","TBR","RP","-128","118","4.48","4.02","LAA","","","0"
"13734","457732","Andrew Bailey","LAA","RP","-128","118","4.48","4.02","TBR","","","0"
"13747","592102","Cody Allen","CLE","RP","-200","185","5.64","3.86","CIN","","","0"
"13753","571561","Tony Cingrani","CIN","RP","-200","185","5.64","3.86","CLE","","","0"
"13755","458676","Josh Lindblom","PIT","SP","110","-120","4.34","4.66","ATL","","","0"
"13761","544727","Jeurys Familia","NYM","RP","-210","194","4.51","2.99","SDP","","","0"
"13763","448614","Carlos Torres","MIL","RP","-101","-109","4.44","4.56","ARI","","","0"
"13764","501789","Will Harris","HOU","RP","-119","109","4.65","4.35","DET","","","0"
"13765","489294","Tanner Scheppers","TEX","RP","-184","174","5.24","3.76","BOS","","","0"
"13769","519043","Matt Moore","SFG","SP","-111","101","0","0","CHC","","","0"
"13771","503449","Wily Peralta","MIL","SP","-101","-109","4.44","4.56","ARI","","","0"
"13773","543302","Chris Herrmann","ARI","C/OF","-101","-109","4.44","4.56","MIL","7B","C","0"
"13776","455009","Jonathan Broxton","STL","RP","-140","130","4.05","3.45","LAD","","","0"
"13777","544369","Didi Gregorius","NYY","SS","-178","168","4.91","3.59","KCR","7B","X","0"
"13782","543746","Rob Scahill","MIL","RP","-101","-109","4.44","4.56","ARI","","","0"
"13783","493603","Adam Ottavino","COL","RP","106","-116","4.14","4.36","PHI","","","0"
"13789","445926","Jesse Chavez","LAA","SP","-128","118","4.48","4.02","TBR","","","0"
"13790","571946","Shelby Miller","ARI","SP","-101","-109","4.44","4.56","MIL","","","0"
"13794","457768","Bryan Morris","SFG","RP","-111","101","0","0","CHC","","","0"
"13799","606131","Luis Perdomo","SDP","SP","-210","194","4.51","2.99","NYM","","","0"
"13842","543606","Jake Odorizzi","TBR","SP","-128","118","4.48","4.02","LAA","","","0"
"13843","433589","Yusmeiro Petit","LAA","SP","-128","118","4.48","4.02","TBR","","","0"
"13847","282332","CC Sabathia","NYY","SP","-178","168","4.91","3.59","KCR","","","0"
"13851","488818","Chase d'Arnaud","SDP","3B/OF","-210","194","4.51","2.99","NYM","","","0"
"13856","501697","Jhan Marinez","PIT","RP","110","-120","4.34","4.66","ATL","","","0"
"13861","489232","Anthony Recker","ATL","C","110","-120","4.34","4.66","PIT","","","0"
"14540","576397","Jedd Gyorko","STL","3B","-140","130","4.05","3.45","LAD","4B","X","0"
"14541","543305","Aaron Hicks","NYY","OF","-178","168","4.91","3.59","KCR","8B","X","0"
"14542","547943","Hyun-Jin Ryu","LAD","SP","-140","130","4.05","3.45","STL","","","0"
"14545","451661","Josh Fields","LAD","RP","-140","130","4.05","3.45","STL","","","0"
"14547","594828","Evan Gattis","HOU","C","-119","109","4.65","4.35","DET","6B","X","0"
"14552","444468","Hector Rondon","CHC","RP","-111","101","0","0","SFG","","","0"
"14561","543506","Brandon Maurer","SDP","RP","-210","194","4.51","2.99","NYM","","","0"
"14586","435062","Howie Kendrick","PHI","OF","106","-116","4.14","4.36","COL","","","0"
"14587","519008","T.J. McFarland","ARI","RP","-101","-109","4.44","4.56","MIL","","","0"
"14598","543935","Alex Wilson","DET","RP","-119","109","4.65","4.35","HOU","","","0"
"14605","451089","Shane Peterson","TBR","OF","-128","118","4.48","4.02","LAA","","","0"
"14613","543685","Anthony Rendon","WAS","3B","-143","133","5.16","4.34","SEA","6B","X","0"
"14618","453214","Steven Wright","BOS","SP","-184","174","5.24","3.76","TEX","","","0"
"14620","501571","Juan Lagares","NYM","OF","-210","194","4.51","2.99","SDP","","","0"
"14624","541652","Bruce Rondon","DET","RP","-119","109","4.65","4.35","HOU","","","0"
"14626","571448","Nolan Arenado","COL","3B","106","-116","4.14","4.36","PHI","3B","X","0"
"14630","572362","Robbie Erlin","SDP","SP","-210","194","4.51","2.99","NYM","","","0"
"14636","593372","Carlos Martinez","STL","SP","-140","130","4.05","3.45","LAD","","","0"
"14637","595307","Seth Maness","KCR","RP","-178","168","4.91","3.59","NYY","","","0"
"14646","455139","Robinson Chirinos","TEX","C","-184","174","5.24","3.76","BOS","9B","X","0"
"14654","543144","Danny Farquhar","TBR","RP","-128","118","4.48","4.02","LAA","","","0"
"14659","488912","Tuffy Gosewisch","SEA","C","-143","133","5.16","4.34","WAS","","","0"
"14661","500724","J.C. Ramirez","LAA","SP","-128","118","4.48","4.02","TBR","","","0"
"14667","433217","Andres Blanco","PHI","2B/3B","106","-116","4.14","4.36","COL","","","0"
"14672","502212","Austin Bibens-Dirkx","TEX","SP","-184","174","5.24","3.76","BOS","","","0"
"14687","545338","Nick Franklin","MIL","OF","-101","-109","4.44","4.56","ARI","","","0"
"14698","592206","Nick Castellanos","DET","3B","-119","109","4.65","4.35","HOU","2B","3B","0"
"14700","543510","James McCann","DET","C","-119","109","4.65","4.35","HOU","8B","C","0"
"14703","541650","Hernan Perez","MIL","3B/OF","-101","-109","4.44","4.56","ARI","3B","X","0"
"14725","542921","Tim Beckham","TBR","SS","-128","118","4.48","4.02","LAA","5B","SS","0"
"14728","517008","Alex Colome","TBR","RP","-128","118","4.48","4.02","LAA","","","0"
"14729","544150","Albert Suarez","SFG","SP","-111","101","0","0","CHC","","","0"
"14759","571466","Tucker Barnhart","CIN","C","-200","185","5.64","3.86","CLE","","","0"
"14765","542979","Keon Broxton","MIL","OF","-101","-109","4.44","4.56","ARI","7B","X","0"
"14782","572008","Chris Owings","ARI","OF/SS","-101","-109","4.44","4.56","MIL","1B","SS","0"
"14814","595032","Chase Whitley","TBR","SP","-128","118","4.48","4.02","LAA","","","0"
"14829","543219","Sean Gilmartin","NYM","SP","-210","194","4.51","2.99","SDP","","","0"
"14850","500208","Yangervis Solarte","SDP","2B","-210","194","4.51","2.99","NYM","2B","2B","0"
"14880","605412","Joe Panik","SFG","2B","-111","101","0","0","CHC","2B","X","0"
"14882","572180","Andrew Susac","MIL","C","-101","-109","4.44","4.56","ARI","","","0"
"14884","592390","Heath Hembree","BOS","RP","-184","174","5.24","3.76","TEX","","","0"
"14890","592620","Jarrett Parker","SFG","OF","-111","101","0","0","CHC","","","0"
"14907","501381","Michael Pineda","NYY","SP","-178","168","4.91","3.59","KCR","","","0"
"14912","542194","Christian Bethancourt","SDP","C","-210","194","4.51","2.99","NYM","","","0"
"14916","542340","Jonathan Villar","MIL","2B","-101","-109","4.44","4.56","ARI","1B","X","0"
"14918","518595","Travis d'Arnaud","NYM","C","-210","194","4.51","2.99","SDP","","","0"
"14928","605137","Josh Bell","PIT","1B","110","-120","4.34","4.66","ATL","4B","X","0"
"14933","456713","Matt Bush","TEX","RP","-184","174","5.24","3.76","BOS","","","0"
"14944","571976","Wil Myers","SDP","1B","-210","194","4.51","2.99","NYM","3B","1B","0"
"14947","543557","Mike Montgomery","CHC","RP","-111","101","0","0","SFG","","","0"
"14966","519333","Matthew Szczur","SDP","OF","-210","194","4.51","2.99","NYM","","","0"
"14968","453284","Blake Parker","LAA","RP","-128","118","4.48","4.02","TBR","","","0"
"14980","595014","Blake Treinen","WAS","RP","-143","133","5.16","4.34","SEA","","","0"
"15015","500610","Deolis Guerra","LAA","RP","-128","118","4.48","4.02","TBR","","","0"
"15030","527043","Jefry Marte","LAA","1B","-128","118","4.48","4.02","TBR","","","0"
"15035","543807","George Springer","HOU","OF","-119","109","4.65","4.35","DET","1B","X","0"
"15036","514917","Cesar Hernandez","PHI","2B","106","-116","4.14","4.36","COL","1B","X","0"
"15038","596142","Gary Sanchez","NYY","C","-178","168","4.91","3.59","KCR","2B","X","0"
"15040","592200","Curt Casali","TBR","C","-128","118","4.48","4.02","LAA","","","0"
"15050","543118","Oliver Drake","MIL","RP","-101","-109","4.44","4.56","ARI","","","0"
"15064","518649","Brett Eibner","LAD","OF","-140","130","4.05","3.45","STL","","","0"
"15084","572204","Trayce Thompson","LAD","OF","-140","130","4.05","3.45","STL","","","0"
"15108","518452","Chad Bettis","COL","SP","106","-116","4.14","4.36","PHI","","","0"
"15122","545350","Jake Marisnick","HOU","OF","-119","109","4.65","4.35","DET","","","0"
"15127","543779","Kevin Siegrist","STL","RP","-140","130","4.05","3.45","LAD","","","0"
"15160","543543","Brad Miller","TBR","2B","-128","118","4.48","4.02","LAA","","","0"
"15163","533167","Matt Shoemaker","LAA","SP","-128","118","4.48","4.02","TBR","","","0"
"15167","543380","Taylor Jungmann","MIL","SP","-101","-109","4.44","4.56","ARI","","","0"
"15177","571830","Tommy Joseph","PHI","1B","106","-116","4.14","4.36","COL","4B","X","0"
"15185","501625","Jose Alvarez","LAA","RP","-128","118","4.48","4.02","TBR","","","0"
"15191","543939","Kolten Wong","STL","2B","-140","130","4.05","3.45","LAD","7B","X","0"
"15200","595281","Kevin Kiermaier","TBR","OF","-128","118","4.48","4.02","LAA","2B","CF","0"
"15225","519166","Neil Ramirez","NYM","RP","-210","194","4.51","2.99","SDP","","","0"
"15226","605486","Cory Spangenberg","SDP","3B/OF","-210","194","4.51","2.99","NYM","6B","LF","0"
"15227","542908","Jett Bandy","MIL","C","-101","-109","4.44","4.56","ARI","6B","X","0"
"15231","491696","Jesus Sucre","TBR","C","-128","118","4.48","4.02","LAA","","","0"
"15235","570256","Gregory Polanco","PIT","OF","110","-120","4.34","4.66","ATL","","","0"
"15236","527038","Wilmer Flores","NYM","1B/3B","-210","194","4.51","2.99","SDP","6B","3B","0"
"15252","571697","Scooter Gennett","CIN","2B/OF","-200","185","5.64","3.86","CLE","7B","X","0"
"15256","518466","Jabari Blash","SDP","OF","-210","194","4.51","2.99","NYM","","","0"
"15262","500874","Jose Martinez","STL","1B/OF","-140","130","4.05","3.45","LAD","","","0"
"15266","592836","Taijuan Walker","ARI","SP","-101","-109","4.44","4.56","MIL","","","0"
"15267","572020","James Paxton","SEA","SP","-143","133","5.16","4.34","WAS","","","0"
"15268","501659","Abraham Almonte","CLE","OF","-200","185","5.64","3.86","CIN","","","0"
"15269","543309","Kyle Higashioka","NYY","C","-178","168","4.91","3.59","KCR","","","0"
"15280","553988","Dixon Machado","DET","2B/SS","-119","109","4.65","4.35","HOU","","","0"
"15290","517593","Danny Salazar","CLE","SP","-200","185","5.64","3.86","CIN","","","0"
"15356","547379","Roberto Perez","CLE","C","-200","185","5.64","3.86","CIN","","","0"
"15357","545341","Randal Grichuk","STL","OF","-140","130","4.05","3.45","LAD","8B","X","0"
"15359","543308","John Hicks","DET","1B/C","-119","109","4.65","4.35","HOU","","","0"
"15378","542208","Carlos Perez","LAA","C","-128","118","4.48","4.02","TBR","","","0"
"15379","592273","Brandon Drury","ARI","2B","-101","-109","4.44","4.56","MIL","6B","2B","0"
"15395","592592","Brett Nicholas","TEX","C","-184","174","5.24","3.76","BOS","","","0"
"15420","502273","Michael Freeman","SEA","2B/OF","-143","133","5.16","4.34","WAS","","","0"
"15422","542255","Ender Inciarte","ATL","OF","110","-120","4.34","4.66","PIT","1B","CF","0"
"15445","607385","Tyler Collins","DET","OF","-119","109","4.65","4.35","HOU","7B","CF","0"
"15459","488748","Ryan Buchter","SDP","RP","-210","194","4.51","2.99","NYM","","","0"
"15465","571473","Buddy Baumann","SDP","RP","-210","194","4.51","2.99","NYM","","","0"
"15477","543706","Daniel Robertson","CLE","2B/3B","-200","185","5.64","3.86","CIN","9B","X","0"
"15478","607054","Jace Peterson","ATL","2B/OF","110","-120","4.34","4.66","PIT","","","0"
"15483","596059","Rougned Odor","TEX","2B","-184","174","5.24","3.76","BOS","3B","X","0"
"15502","520980","Pedro Baez","LAD","RP","-140","130","4.05","3.45","STL","","","0"
"15505","545346","Zach Lee","SDP","SP","-210","194","4.51","2.99","NYM","","","0"
"15528","605113","Nick Ahmed","ARI","SS","-101","-109","4.44","4.56","MIL","","","0"
"15529","594838","Philip Gosselin","PIT","2B","110","-120","4.34","4.66","ATL","","","0"
"15541","543877","Christian Vazquez","BOS","C","-184","174","5.24","3.76","TEX","8B","C","0"
"15551","571740","Billy Hamilton","CIN","OF","-200","185","5.64","3.86","CLE","1B","X","0"
"15555","571681","Reymond Fuentes","ARI","OF","-101","-109","4.44","4.56","MIL","8B","CF","0"
"15557","543054","Jarred Cosart","SDP","SP","-210","194","4.51","2.99","NYM","","","0"
"15566","553993","Eugenio Suarez","CIN","3B","-200","185","5.64","3.86","CLE","5B","X","0"
"15591","570810","Lisalverto Bonilla","CIN","SP","-200","185","5.64","3.86","CLE","","","0"
"15592","593576","Hector Neris","PHI","RP","106","-116","4.14","4.36","COL","","","0"
"15609","534812","Kevin Quackenbush","SDP","RP","-210","194","4.51","2.99","NYM","","","0"
"15640","542454","Danny Santana","ATL","2B/OF","110","-120","4.34","4.66","PIT","","","0"
"15652","593160","Whit Merrifield","KCR","2B","-178","168","4.91","3.59","NYY","8B","X","0"
"15655","543278","Blaine Hardy","DET","RP","-119","109","4.65","4.35","HOU","","","0"
"15742","591720","Ronald Torreyes","NYY","3B/SS","-178","168","4.91","3.59","KCR","","","0"
"15763","572114","Ryan Schimpf","SDP","3B","-210","194","4.51","2.99","NYM","4B","3B","0"
"15777","606965","Chris Devenski","HOU","RP","-119","109","4.65","4.35","DET","","","0"
"15806","607043","Brandon Nimmo","NYM","OF","-210","194","4.51","2.99","SDP","","","0"
"15811","595879","Javier Baez","CHC","2B/SS","-111","101","0","0","SFG","","","0"
"15812","600869","Jeimer Candelario","CHC","1B/3B","-111","101","0","0","SFG","","","0"
"15829","574847","Rob Segedin","LAD","3B/OF","-140","130","4.05","3.45","STL","","","0"
"15839","544928","Tyler Lyons","STL","RP","-140","130","4.05","3.45","LAD","","","0"
"15844","501992","Nate Karns","KCR","SP","-178","168","4.91","3.59","NYY","","","0"
"15846","622072","Alex Wood","LAD","SP","-140","130","4.05","3.45","STL","","","0"
"15848","608379","Michael Wacha","STL","SP","-140","130","4.05","3.45","LAD","9B","P","0"
"15854","624577","Yasiel Puig","LAD","OF","-140","130","4.05","3.45","STL","8B","X","0"
"15855","571871","Ian Krol","ATL","RP","110","-120","4.34","4.66","PIT","","","0"
"15859","543037","Gerrit Cole","PIT","SP","110","-120","4.34","4.66","ATL","","","0"
"15860","572287","Mike Zunino","SEA","C","-143","133","5.16","4.34","WAS","7B","X","0"
"15862","554430","Zack Wheeler","NYM","SP","-210","194","4.51","2.99","SDP","","","0"
"15864","572816","Corey Dickerson","TBR","OF","-128","118","4.48","4.02","LAA","1B","DH","0"
"15869","475054","Chaz Roe","ATL","RP","110","-120","4.34","4.66","PIT","","","0"
"15871","571918","Deven Marrero","BOS","3B","-184","174","5.24","3.76","TEX","9B","3B","0"
"15872","571757","Jeremy Hazelbaker","ARI","OF","-101","-109","4.44","4.56","MIL","","","0"
"15873","593428","Xander Bogaerts","BOS","SS","-184","174","5.24","3.76","TEX","3B","SS","0"
"15880","476123","Justin Marks","LAD","RP","-140","130","4.05","3.45","STL","","","0"
"15886","542583","Jesus Aguilar","MIL","1B","-101","-109","4.44","4.56","ARI","","","0"
"15903","600301","Taylor Motter","SEA","2B/SS","-143","133","5.16","4.34","WAS","","","0"
"15905","544836","Enny Romero","WAS","RP","-143","133","5.16","4.34","SEA","","","0"
"15906","571893","Adam Liberatore","LAD","RP","-140","130","4.05","3.45","STL","","","0"
"15927","553878","Felipe Rivero","PIT","RP","110","-120","4.34","4.66","ATL","","","0"
"15932","542436","Cristhian Adames","COL","2B/SS","106","-116","4.14","4.36","PHI","","","0"
"15940","605476","Carson Smith","BOS","RP","-184","174","5.24","3.76","TEX","","","0"
"15943","595978","Austin Hedges","SDP","C","-210","194","4.51","2.99","NYM","7B","C","0"
"15945","592127","Johnny Barbato","PIT","RP","110","-120","4.34","4.66","ATL","","","0"
"15953","596019","Francisco Lindor","CLE","SS","-200","185","5.64","3.86","CIN","2B","X","0"
"15967","608700","Kevin Plawecki","NYM","C","-210","194","4.51","2.99","SDP","","","0"
"15969","606160","Rafael Montero","NYM","SP","-210","194","4.51","2.99","SDP","","","0"
"15970","570663","Hansel Robles","NYM","RP","-210","194","4.51","2.99","SDP","","","0"
"15973","611177","Adonis Garcia","ATL","3B","110","-120","4.34","4.66","PIT","","","0"
"15989","594807","Adam Duvall","CIN","OF","-200","185","5.64","3.86","CLE","4B","X","0"
"15997","518542","Juan Centeno","HOU","C","-119","109","4.65","4.35","DET","","","0"
"16005","489446","Kirby Yates","SDP","RP","-210","194","4.51","2.99","NYM","","","0"
"16013","543699","Tanner Roark","WAS","SP","-143","133","5.16","4.34","SEA","","","0"
"16020","502051","Josh Ravin","LAD","RP","-140","130","4.05","3.45","STL","","","0"
"16022","570482","Giovanny Urshela","CLE","3B","-200","185","5.64","3.86","CIN","","","0"
"16027","473879","Sam Dyson","TEX","RP","-184","174","5.24","3.76","BOS","","","0"
"16045","595885","Gregory Bird","NYY","1B","-178","168","4.91","3.59","KCR","","","0"
"16046","571951","Bryan Mitchell","NYY","RP","-178","168","4.91","3.59","KCR","","","0"
"16048","572888","Shane Greene","DET","SP","-119","109","4.65","4.35","HOU","","","0"
"16061","519076","Jimmy Nelson","MIL","SP","-101","-109","4.44","4.56","ARI","","","0"
"16064","502624","Chase Anderson","MIL","SP","-101","-109","4.44","4.56","ARI","","","0"
"16067","518790","Chris Heston","SEA","SP","-143","133","5.16","4.34","WAS","","","0"
"16078","594824","Greg Garcia","STL","3B/SS","-140","130","4.05","3.45","LAD","","","0"
"16087","571875","Jake Lamb","ARI","3B","-101","-109","4.44","4.56","MIL","4B","3B","0"
"16100","605388","Adam Morgan","PHI","SP","106","-116","4.14","4.36","COL","","","0"
"16106","608671","Travis Jankowski","SDP","OF","-210","194","4.51","2.99","NYM","","","0"
"16109","605151","Archie Bradley","ARI","SP","-101","-109","4.44","4.56","MIL","","","0"
"16116","592791","Jameson Taillon","PIT","SP","110","-120","4.34","4.66","ATL","","","0"
"16119","624585","Jorge Soler","KCR","OF","-178","168","4.91","3.59","NYY","","","0"
"16126","542881","Tyler Anderson","COL","SP","106","-116","4.14","4.36","PHI","9B","P","0"
"16127","592419","Jared Hoying","TEX","OF","-184","174","5.24","3.76","BOS","","","0"
"16129","592626","Joc Pederson","LAD","OF","-140","130","4.05","3.45","STL","","","0"
"16132","519326","Hunter Strickland","SFG","RP","-111","101","0","0","CHC","","","0"
"16136","572039","Stephen Piscotty","STL","OF","-140","130","4.05","3.45","LAD","2B","X","0"
"16142","592314","Michael Foltynewicz","ATL","SP","110","-120","4.34","4.66","PIT","","","0"
"16145","593643","Hanser Alberto","TEX","2B/SS","-184","174","5.24","3.76","BOS","","","0"
"16146","608365","Addison Russell","CHC","SS","-111","101","0","0","SFG","8B","SS","0"
"16148","546991","Albert Almora","CHC","OF","-111","101","0","0","SFG","","","0"
"16151","596129","Daniel Vogelbach","SEA","1B","-143","133","5.16","4.34","WAS","","","0"
"16159","543542","Alex Meyer","LAA","SP","-128","118","4.48","4.02","TBR","","","0"
"16160","592612","Josh Osich","SFG","RP","-111","101","0","0","CHC","","","0"
"16161","593700","Alen Hanson","PIT","2B","110","-120","4.34","4.66","ATL","","","0"
"16163","571980","Tyler Naquin","CLE","OF","-200","185","5.64","3.86","CIN","","","0"
"16164","547172","Tony Wolters","COL","C","106","-116","4.14","4.36","PHI","8B","X","0"
"16165","519237","Cameron Rupp","PHI","C","106","-116","4.14","4.36","COL","7B","X","0"
"16172","608703","Matthew Reynolds","NYM","2B/SS","-210","194","4.51","2.99","SDP","","","0"
"16174","593958","Eduardo Rodriguez","BOS","SP","-184","174","5.24","3.76","TEX","","","0"
"16176","608369","Corey Seager","LAD","SS","-140","130","4.05","3.45","STL","2B","X","0"
"16178","594988","Scott Schebler","CIN","OF","-200","185","5.64","3.86","CLE","6B","X","0"
"16183","605177","Andrew Chafin","ARI","RP","-101","-109","4.44","4.56","MIL","","","0"
"16188","548389","Ross Stripling","LAD","SP","-140","130","4.05","3.45","STL","","","0"
"16198","546318","Odubel Herrera","PHI","OF","106","-116","4.14","4.36","COL","6B","X","0"
"16199","608336","Joey Gallo","TEX","3B","-184","174","5.24","3.76","BOS","8B","X","0"
"16203","608348","Carson Kelly","STL","C","-140","130","4.05","3.45","LAD","","","0"
"16204","605131","Austin Barnes","LAD","C","-140","130","4.05","3.45","STL","","","0"
"16207","608577","Nomar Mazara","TEX","OF","-184","174","5.24","3.76","BOS","6B","X","0"
"16209","518445","Chad Bell","DET","RP","-119","109","4.65","4.35","HOU","","","0"
"16212","592731","Steve Selsky","BOS","OF","-184","174","5.24","3.76","TEX","","","0"
"16227","621035","Christopher Taylor","LAD","2B","-140","130","4.05","3.45","STL","6B","X","0"
"16234","547912","Gift Ngoepe","PIT","2B","110","-120","4.34","4.66","ATL","","","0"
"16236","543768","Travis Shaw","MIL","3B","-101","-109","4.44","4.56","ARI","","","0"
"16247","449181","Paulo Orlando","KCR","OF","-178","168","4.91","3.59","NYY","","","0"
"16251","596144","Cheslor Cuthbert","KCR","3B","-178","168","4.91","3.59","NYY","","","0"
"16252","572669","Lane Adams","ATL","OF","110","-120","4.34","4.66","PIT","","","0"
"16264","592325","Benjamin Gamel","SEA","OF","-143","133","5.16","4.34","WAS","","","0"
"16274","592685","Drew Robinson","TEX","2B/OF","-184","174","5.24","3.76","BOS","","","0"
"16282","621043","Carlos Correa","HOU","SS","-119","109","4.65","4.35","DET","4B","X","0"
"16283","570267","Domingo Santana","MIL","OF","-101","-109","4.44","4.56","ARI","5B","X","0"
"16289","571745","Mitch Haniger","SEA","OF","-143","133","5.16","4.34","WAS","","","0"
"16290","606115","Orlando Arcia","MIL","SS","-101","-109","4.44","4.56","ARI","8B","X","0"
"16312","543484","Mikie Mahtook","DET","OF","-119","109","4.65","4.35","HOU","","","0"
"16321","607776","Mac Williamson","SFG","OF","-111","101","0","0","CHC","8B","X","0"
"16331","570489","Arismendy Alcantara","CIN","2B/OF","-200","185","5.64","3.86","CLE","","","0"
"16347","543105","Alex Dickerson","SDP","OF","-210","194","4.51","2.99","NYM","","","0"
"16353","573046","Mike Morin","LAA","RP","-128","118","4.48","4.02","TBR","","","0"
"16357","606299","Jose Peraza","CIN","2B","-200","185","5.64","3.86","CLE","9B","X","0"
"16364","542993","Billy Burns","KCR","OF","-178","168","4.91","3.59","NYY","","","0"
"16368","608070","Jose Ramirez","CLE","2B/3B","-200","185","5.64","3.86","CIN","6B","X","0"
"16375","519443","Brandon Workman","BOS","SP","-184","174","5.24","3.76","TEX","","","0"
"16431","592741","Chasen Shreve","NYY","RP","-178","168","4.91","3.59","KCR","","","0"
"16440","570481","Erik Gonzalez","CLE","SS","-200","185","5.64","3.86","CIN","","","0"
"16443","492802","Juan Graterol","LAA","C","-128","118","4.48","4.02","TBR","","","0"
"16449","580792","Nick Goody","CLE","RP","-200","185","5.64","3.86","CIN","","","0"
"16454","545337","Nolan Fontana","LAA","2B/SS","-128","118","4.48","4.02","TBR","","","0"
"16460","502054","Thomas Pham","STL","OF","-140","130","4.05","3.45","LAD","","","0"
"16474","595191","Jerad Eickhoff","PHI","SP","106","-116","4.14","4.36","COL","","","0"
"16486","608325","Gavin Cecchini","NYM","SS","-210","194","4.51","2.99","SDP","","","0"
"16488","582494","Robby Scott","BOS","RP","-184","174","5.24","3.76","TEX","","","0"
"16500","605141","Mookie Betts","BOS","OF","-184","174","5.24","3.76","TEX","1B","RF","0"
"16517","543294","Kyle Hendricks","CHC","SP","-111","101","0","0","SFG","","","0"
"16531","472610","Luis Garcia","PHI","RP","106","-116","4.14","4.36","COL","","","0"
"17449","502042","Chris Archer","TBR","SP","-128","118","4.48","4.02","LAA","","","0"
"17450","606273","Roenis Elias","BOS","SP","-184","174","5.24","3.76","TEX","","","0"
"17451","547888","Masahiro Tanaka","NYY","SP","-178","168","4.91","3.59","KCR","","","0"
"17457","592662","Robbie Ray","ARI","SP","-101","-109","4.44","4.56","MIL","9B","P","0"
"17462","594795","Grant Dayton","LAD","RP","-140","130","4.05","3.45","STL","","","0"
"17478","596064","Henry Owens","BOS","RP","-184","174","5.24","3.76","TEX","","","0"
"17480","598287","Noe Ramirez","BOS","RP","-184","174","5.24","3.76","TEX","","","0"
"17482","596748","Maikel Franco","PHI","3B","106","-116","4.14","4.36","COL","5B","X","0"
