"Name","Salary","Team","Position","OppTeam","Projections"
"Martin Perez",6900,"TEX","SP","LAA",12.64
"J.C. Ramirez",5400,"LAA","SP","TEX",11.63
"Mike Leake",7900,"STL","SP","CIN",20.44
"Bronson Arroyo",4700,"CIN","SP","STL",12.65
"Phil Hughes",5700,"MIN","SP","KCR",11.27
"Jason Hammel",7600,"KCR","SP","MIN",14.64
"Clayton Richard",7200,"SDP","SP","SFG",12.7
"Tyson Blach",6600,"SFG","SP","SDP",13.02
"Kyle Hendricks",9700,"CHC","SP","BOS",13.85
"Eduardo Rodriguez",7800,"BOS","SP","CHC",14.53
"Patrick Corbin",8200,"ARI","SP","COL",13.9
"German Marquez",5500,"COL","SP","ARI",9.97
"Hyun-Jin Ryu",9200,"LAD","SP","PHI",19.12
"Nicholas Pivetta",0,"PHI","SP","LAD",8.37
"Dallas Keuchel",9400,"HOU","SP","OAK",21.61
"Jesse Hahn",6500,"OAK","SP","HOU",10.65
"Josh Tomlin",5900,"CLE","SP","SEA",13.14
"Miguel Gonzalez",7100,"CHW","SP","DET",14.97
"Chase De Jong",4800,"SEA","SP","CLE",8.66
"Aaron Sanchez",8000,"TOR","SP","TBR",19.09
"Jordan Montgomery",6900,"NYY","SP","BAL",15.01
"Chris Archer",10500,"TBR","SP","TOR",21.93
"Jordan Zimmermann",5800,"DET","SP","CHW",11.09
"Chad Kuhl",5700,"PIT","SP","MIA",13.31
"Michael Foltynewicz",6700,"ATL","SP","MIL",16.98
"Matt Garza",5000,"MIL","SP","ATL",12.64
"Joseph Ross",7400,"WAS","SP","NYM",16.9
"Noah Syndergaard",11400,"NYM","SP","WAS",26.27
"Tom Koehler",6200,"MIA","SP","PIT",13.42
"Wade Miley",8200,"BAL","SP","NYY",12.65
