"Name","Salary","Team","Position","OppTeam","Projections"
"Giancarlo Stanton",4800,"MIA","OF","NYM",7.72
"Christian Yelich",4500,"MIA","OF","NYM",7.46
"J.T. Realmuto",3700,"MIA","C","NYM",5.69
"Justin Bour",3400,"MIA","1B","NYM",5.69
"Marcell Ozuna",3700,"MIA","OF","NYM",7.39
"Adeiny Hechavarria",2700,"MIA","3B/SS","NYM",3.43
"Derek Dietrich",3300,"MIA","3B","NYM",4.83
"Dee Gordon",4400,"MIA","2B","NYM",5.85
"Lonnie Chisenhall",3300,"CLE","3B/OF","DET",5.62
"Edwin Encarnacion",4500,"CLE","1B","DET",6.23
"Michael Brantley",4700,"CLE","OF","DET",6.55
"Francisco Lindor",4300,"CLE","SS","DET",6.23
"Jose Ramirez",4100,"CLE","2B","DET",6.2
"Abraham Almonte",3300,"CLE","OF","DET",4.64
"Yan Gomes",3000,"CLE","C","DET",5.06
"Yandy Diaz",2800,"CLE","3B","DET",4.14
"Travis d'Arnaud",3300,"NYM","C","MIA",5.13
"Jose Reyes",4300,"NYM","3B","MIA",5.65
"Ender Inciarte",4200,"ATL","OF","SDP",5.15
"Emilio Bonifacio",2300,"ATL","OF","SDP",4.35
"T.J. Rivera",3100,"NYM","2B/3B","MIA",4.77
"Dansby Swanson",3600,"ATL","SS","SDP",6.99
"Freddie Freeman",5000,"ATL","1B","SDP",7.2
"Brandon Phillips",3800,"ATL","2B","SDP",5.77
"Nick Markakis",4000,"ATL","OF","SDP",6.15
"Miguel Rojas",2500,"MIA","3B/SS","NYM",4.04
"Wilmer Flores",3400,"NYM","2B/3B","MIA",5.72
"Yoenis Cespedes",4700,"NYM","OF","MIA",8.71
"Asdrubal Cabrera",4000,"NYM","SS","MIA",7.03
"Curtis Granderson",4200,"NYM","OF","MIA",5.55
"Neil Walker",3900,"NYM","2B","MIA",5.66
"Lucas Duda",3900,"NYM","1B","MIA",5.18
"Jay Bruce",3800,"NYM","OF","MIA",5.68
"Carlos Santana",4300,"CLE","1B/OF","DET",6.76
"Jose Iglesias",2900,"DET","SS","CLE",4.5
"Trevor Plouffe",3300,"OAK","3B","HOU",5.2
"Jed Lowrie",2600,"OAK","2B","HOU",5.66
"Stephen Vogt",3000,"OAK","C","HOU",6.29
"Yonder Alonso",2700,"OAK","1B","HOU",5.73
"Marcus Semien",3200,"OAK","SS","HOU",4.87
"George Springer",4200,"HOU","OF","OAK",8.74
"Yulieski Gurriel",3100,"HOU","1B","OAK",5.43
"Khris Davis",3700,"OAK","OF","HOU",7.33
"Ryon Healy",3200,"OAK","1B/3B","HOU",6.97
"Joe Panik",3500,"SFG","2B","COL",5.64
"Chris Marrero",2000,"SFG","OF","COL",4.98
"Eduardo Nunez",3700,"SFG","3B/SS","COL",6.33
"Jarrett Parker",3100,"SFG","OF","COL",5.04
"Conor Gillaspie",2500,"SFG","3B","COL",5.42
"Matt Joyce",2300,"OAK","OF","HOU",5.53
"Rajai Davis",3500,"OAK","OF","HOU",6.23
"Alex Bregman",3800,"HOU","3B","OAK",7.16
"Jose Altuve",4600,"HOU","2B","OAK",9.41
"Victor Martinez",4000,"DET","1B","CLE",6.08
"Miguel Cabrera",4900,"DET","1B","CLE",6.79
"Nick Castellanos",4100,"DET","3B","CLE",6.64
"Justin Upton",4500,"DET","OF","CLE",5.53
"Mikie Mahtook",3000,"DET","OF","CLE",5.02
"JaCoby Jones",3100,"DET","OF","CLE",4.69
"James McCann",3100,"DET","C","CLE",5.14
"Ian Kinsler",4800,"DET","2B","CLE",6.06
"Tyler Collins",3000,"DET","OF","CLE",4.73
"Carlos Beltran",3600,"HOU","OF","OAK",6.97
"Carlos Correa",4500,"HOU","SS","OAK",8.72
"Evan Gattis",3700,"HOU","C","OAK",7.16
"Brian McCann",3200,"HOU","C","OAK",5.67
"Marwin Gonzalez",2800,"HOU","1B/OF","OAK",5.66
"Josh Reddick",3400,"HOU","OF","OAK",5.34
"Adonis Garcia",3700,"ATL","3B","SDP",5.54
"Tyler Flowers",3300,"ATL","C","SDP",5.63
"Trayce Thompson",3400,"LAD","OF","ARI",5.3
