"Name","Salary","Team","Position","OppTeam","Projections"
"Michael Foltynewicz",6400,"ATL","SP","ARI",13.98
"Taijuan Walker",6800,"ARI","SP","ATL",15.53
"Lance Lynn",7500,"STL","SP","COL",18.1
"Jon Gray",9000,"COL","SP","STL",15.86
"Dan Straily",7200,"MIA","SP","TEX",14.08
"Cole Hamels",8200,"TEX","SP","MIA",17.3
"Jose Berrios",7100,"MIN","SP","LAD",15.19
"Kenta Maeda",7600,"LAD","SP","MIN",17.14
"Jameson Taillon",10900,"PIT","SP","SFG",18.18
"Madison Bumgarner",9700,"SFG","SP","PIT",25.71
"Jhoulys Chacin",7400,"SDP","SP","NYM",17.19
"Seth Lugo",7700,"NYM","SP","SDP",19.3
"Drew Pomeranz",7800,"BOS","SP","SEA",16.9
"Felix Hernandez",8300,"SEA","SP","BOS",19.42
"Michael Clevinger",9400,"CLE","SP","LAA",19.64
"Jesse Chavez",5400,"LAA","SP","CLE",10.9
"Nicholas Pivetta",5600,"PHI","SP","HOU",11.82
"Zach Davies",6600,"MIL","SP","WAS",11.1
"Charlie Morton",8800,"HOU","SP","PHI",19.58
"Jordan Montgomery",5900,"NYY","SP","CIN",14.34
"John Lackey",6700,"CHC","SP","CHW",16.78
"Luis Castillo",6900,"CIN","SP","NYY",15.15
"Edwin Jackson",5800,"WAS","SP","MIL",11.66
"Sonny Gray",10700,"OAK","SP","TOR",18.55
"Danny Duffy",8000,"KCR","SP","DET",16.93
"Michael Fulmer",9500,"DET","SP","KCR",19.23
"Jacob Faria",8500,"TBR","SP","BAL",19.6
"Wade Miley",5100,"BAL","SP","TBR",12.86
"Cesar Valdez",4900,"TOR","SP","OAK",9.51
"Carlos Rodon",6500,"CHW","SP","CHC",13.26
