"Name","Salary","Team","Position","OppTeam","Projections"
"Wily Peralta",6100,"MIL","SP","STL",12.64
"Carlos Martinez",8900,"STL","SP","MIL",22.64
"Ervin Santana",8600,"MIN","SP","OAK",18.91
"Sonny Gray",7600,"OAK","SP","MIN",13.01
"Cole Hamels",9000,"TEX","SP","HOU",19.16
"Michael Fiers",6500,"HOU","SP","TEX",14.63
"Jose Quintana",9100,"CHW","SP","KCR",18.18
"Danny Duffy",8800,"KCR","SP","CHW",23.48
"Matt Shoemaker",8400,"LAA","SP","SEA",17.19
"James Paxton",9200,"SEA","SP","LAA",21.39
"Trevor Cahill",5000,"SDP","SP","COL",12.52
"Tyler Chatwood",6900,"COL","SP","SDP",15.85
"Matt Moore",8200,"SFG","SP","LAD",16.08
"Alex Wood",7900,"LAD","SP","SFG",15.11
"Jon Lester",10600,"CHC","SP","PHI",23.74
"Jeremy Hellickson",7400,"PHI","SP","CHC",12.41
"Justin Verlander",10400,"DET","SP","CLE",19.15
"Alec Asher",4500,"BAL","SP","BOS",9.04
"Corey Kluber",11600,"CLE","SP","DET",22.83
"Tanner Roark",8000,"WAS","SP","ARI",17.36
"Masahiro Tanaka",9800,"NYY","SP","TOR",21.1
"Taijuan Walker",7800,"ARI","SP","WAS",16.86
"Chris Sale",12500,"BOS","SP","BAL",27.28
"Alex Cobb",7100,"TBR","SP","MIA",12.4
"Matt Harvey",7700,"NYM","SP","ATL",18.55
"R.A. Dickey",6800,"ATL","SP","NYM",13.2
"Scott Feldman",6600,"CIN","SP","PIT",17.04
"Tyler Glasnow",6200,"PIT","SP","CIN",15.3
"Edinson Volquez",7200,"MIA","SP","TBR",15.16
"Mat Latos",5800,"TOR","SP","NYY",8.61
