"Name","Salary","Team","Position","OppTeam","Projections"
"Parker Bridwell",4500,"LAA","SP","MIN",13.25
"Ervin Santana",9300,"MIN","SP","LAA",18.41
"Andrew Cashner",4900,"TEX","SP","BOS",9.97
"Doug Fister",4700,"BOS","SP","TEX",12.98
"Joseph Musgrove",7300,"HOU","SP","ATL",18.19
"Jaime Garcia",5400,"ATL","SP","HOU",12.71
"Edinson Volquez",5800,"MIA","SP","STL",12.66
"Mike Leake",6400,"STL","SP","MIA",19.19
"Jason Vargas",9200,"KCR","SP","SEA",13.81
"Ariel Miranda",5900,"SEA","SP","KCR",18.6
"Alex Wood",11600,"LAD","SP","ARI",19.58
"Zachary Godley",8200,"ARI","SP","LAD",12.81
"Scott Feldman",5500,"CIN","SP","COL",5.85
"Jon Gray",7600,"COL","SP","CIN",12.12
"Trevor Bauer",7300,"CLE","SP","SDP",19.85
"Luis Perdomo",5000,"SDP","SP","CLE",14.08
"Sonny Gray",9000,"OAK","SP","CHW",17.22
"Gerrit Cole",8700,"PIT","SP","PHI",21.76
"Mike Pelfrey",5200,"CHW","SP","OAK",9.24
"John Lackey",5600,"CHC","SP","TBR",21.01
"Michael Pineda",10200,"NYY","SP","TOR",20.91
"Blake Snell",6200,"TBR","SP","CHC",13.58
"Edward Lively",5300,"PHI","SP","PIT",13.39
"Jacob deGrom",12300,"NYM","SP","WAS",19.99
"Tyson Blach",5700,"SFG","SP","DET",10.5
"Daniel Norris",7000,"DET","SP","SFG",15.19
"Matt Garza",5100,"MIL","SP","BAL",12.2
"Jayson Aquino",4500,"BAL","SP","MIL",10.17
"Tanner Roark",6600,"WAS","SP","NYM",19.13
"Marco Estrada",6700,"TOR","SP","NYY",16.22
