"Name","Salary","Team","Position","OppTeam","Projections"
"Miguel Gonzalez",5600,"CHW","SP","TEX",11.31
"A.J. Griffin",6600,"TEX","SP","CHW",14.56
"Kyle Hendricks",7500,"CHC","SP","TOR",20.46
"Marco Estrada",6700,"TOR","SP","CHC",15.25
"Danny Salazar",11800,"CLE","SP","KCR",22.34
"Jason Hammel",6200,"KCR","SP","CLE",14.68
"Chase Anderson",7600,"MIL","SP","COL",7.53
"Kyle Freeland",6400,"COL","SP","MIL",10.59
"Mike Leake",6100,"STL","SP","PIT",16.99
"Ivan Nova",6900,"PIT","SP","STL",18.6
"Dinelson Lamet",8200,"SDP","SP","WAS",17.85
"Gio Gonzalez",12000,"WAS","SP","SDP",20.95
"Edward Lively",4800,"PHI","SP","SFG",14.12
"Madison Bumgarner",12400,"SFG","SP","PHI",28.11
"Brad Peacock",9200,"HOU","SP","OAK",18.42
"Jharel Cotton",4900,"OAK","SP","HOU",12.36
"Justin Verlander",8700,"DET","SP","LAD",19.73
"Sonny Gray",9600,"NYY","SP","BOS",17.14
"Kenta Maeda",9400,"LAD","SP","DET",20.57
"Blake Snell",5900,"TBR","SP","SEA",14.73
"Jacob deGrom",12700,"NYM","SP","MIA",23.16
"Yovani Gallardo",5500,"SEA","SP","TBR",10.63
"Rick Porcello",7900,"BOS","SP","NYY",18.71
"Parker Bridwell",6800,"LAA","SP","BAL",12.67
"T.J. McFarland",4400,"ARI","SP","MIN",10.84
"Bartolo Colon",5300,"MIN","SP","ARI",8.96
"Sean Newcomb",7700,"ATL","SP","CIN",12.77
"Luis Castillo",8400,"CIN","SP","ATL",13.39
"Chris Tillman",6600,"BAL","SP","LAA",12.42
"Adam Conley",5700,"MIA","SP","NYM",13.5
