"Name","Salary","Team","Position","OppTeam","Projections"
"Mark Leiter Jr.",0,"PHI","RP","ARI",9.68
"Patrick Corbin",7400,"ARI","SP","PHI",16.36
"Jakob Junis",6500,"KCR","SP","TOR",12.32
"J.A. Happ",7700,"TOR","SP","KCR",18.47
"Jameson Taillon",8300,"PIT","SP","STL",16.88
"Adam Wainwright",7000,"STL","SP","PIT",15.36
"Michael Fulmer",8000,"DET","SP","SDP",22.18
"Luis Perdomo",5900,"SDP","SP","DET",15.41
"Seth Lugo",6300,"NYM","SP","SFG",15.02
"Tyson Blach",4800,"SFG","SP","NYM",13.65
"Alex Wood",9100,"LAD","SP","COL",24.11
"Kyle Freeland",6800,"COL","SP","LAD",13.78
"Joseph Musgrove",6500,"HOU","SP","SEA",12.32
"Felix Hernandez",9800,"SEA","SP","HOU",16.68
"Mike Pelfrey",4600,"CHW","SP","OAK",11.8
"Jharel Cotton",5200,"OAK","SP","CHW",13.87
"Trevor Bauer",7100,"CLE","SP","MIN",15.22
"Alex Meyer",7600,"LAA","SP","BOS",15.29
"Adalberto Mejia",4700,"MIN","SP","CLE",11.27
"Masahiro Tanaka",6900,"NYY","SP","TEX",16.63
"Stephen Strasburg",11700,"WAS","SP","CIN",27.32
"Yu Darvish",9300,"TEX","SP","NYY",19.86
"Rick Porcello",6700,"BOS","SP","LAA",14.83
"John Lackey",6500,"CHC","SP","MIA",16.98
"Jimmy Nelson",8500,"MIL","SP","ATL",17.9
"Michael Foltynewicz",6800,"ATL","SP","MIL",14.93
"Chris Archer",12500,"TBR","SP","BAL",26.99
"Ubaldo Jimenez",5400,"BAL","SP","TBR",12.09
"Jose Urena",5500,"MIA","SP","CHC",14.37
"Luis Castillo",4000,"CIN","RP","WAS",8.18
