"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SP","Clayton Kershaw",14100,"SD@LAD 10:10PM ET",25.007,"LAD"
"SP","Max Scherzer",12700,"Mia@Was 07:05PM ET",25.313,"Was"
"SP","Noah Syndergaard",11700,"Atl@NYM 07:10PM ET",22.006,"NYM"
"SP","Chris Sale",11200,"Pit@Bos 07:10PM ET",22.494,"Bos"
"SP","Madison Bumgarner",11100,"SF@Ari 09:40PM ET",21.728,"SF"
"SP","Rich Hill",10800,"SD@LAD 10:10PM ET",20.926,"LAD"
"SP","Jacob deGrom",10600,"Atl@NYM 07:10PM ET",16.422,"NYM"
"SP","Johnny Cueto",10400,"SF@Ari 09:40PM ET",22.171,"SF"
"SP","Stephen Strasburg",10400,"Mia@Was 07:05PM ET",21.65,"Was"
"SP","Corey Kluber",10200,"Cle@Tex 08:05PM ET",22.571,"Cle"
"SP","Lance McCullers Jr.",10100,"Sea@Hou 08:10PM ET",20.375,"Hou"
"SP","Chris Archer",9900,"NYY@TB 07:10PM ET",18.885,"TB"
"SP","David Price",9800,"Pit@Bos 07:10PM ET",18.633,"Bos"
"SP","Yu Darvish",9800,"Cle@Tex 08:05PM ET",20.989,"Tex"
"SP","Felix Hernandez",9700,"Sea@Hou 08:10PM ET",15.008,"Sea"
"SP","Rick Porcello",9600,"Pit@Bos 07:10PM ET",20.118,"Bos"
"SP","Masahiro Tanaka",9600,"NYY@TB 07:10PM ET",18.337,"NYY"
"SP","Kenta Maeda",9500,"SD@LAD 10:10PM ET",15.154,"LAD"
"SP","Steven Matz",9300,"Atl@NYM 07:10PM ET",16.365,"NYM"
"SP","Julio Teheran",9200,"Atl@NYM 07:10PM ET",17.155,"Atl"
"SP","Dallas Keuchel",9200,"Sea@Hou 08:10PM ET",15.623,"Hou"
"SP","Matt Shoemaker",8700,"LAA@Oak 10:05PM ET",15.822,"LAA"
"SP","Cole Hamels",8700,"Cle@Tex 08:05PM ET",17.988,"Tex"
"SP","Carlos Carrasco",8500,"Cle@Tex 08:05PM ET",18.706,"Cle"
"SP","Hyun-Jin Ryu",8500,"SD@LAD 10:10PM ET",0.5,"LAD"
"SP","Michael Pineda",8400,"NYY@TB 07:10PM ET",15.608,"NYY"
"SP","Julio Urias",8400,"SD@LAD 10:10PM ET",12.35,"LAD"
"SP","Collin McHugh",8300,"Sea@Hou 08:10PM ET",14.758,"Hou"
"SP","Tyler Skaggs",8200,"LAA@Oak 10:05PM ET",13.215,"LAA"
"SP","Tanner Roark",8200,"Mia@Was 07:05PM ET",16.979,"Was"
"SP","Jake Odorizzi",8100,"NYY@TB 07:10PM ET",15.256,"TB"
"SP","Danny Salazar",8100,"Cle@Tex 08:05PM ET",16.976,"Cle"
"SP","Vince Velasquez",8100,"Phi@Cin 07:10PM ET",17.115,"Phi"
"SP","Drew Smyly",8100,"Sea@Hou 08:10PM ET",14.383,"Sea"
"SP","Zack Greinke",8100,"SF@Ari 09:40PM ET",15.067,"Ari"
"SP","Jeff Samardzija",8100,"SF@Ari 09:40PM ET",14.78,"SF"
"SP","Robbie Ray",8100,"SF@Ari 09:40PM ET",16.033,"Ari"
"SP","Jon Gray",8000,"Col@Mil 08:10PM ET",16.779,"Col"
"SP","Mike Foltynewicz",8000,"Atl@NYM 07:10PM ET",14.45,"Atl"
"SP","Hisashi Iwakuma",8000,"Sea@Hou 08:10PM ET",14.011,"Sea"
"P","Jose De Leon",7900,"NYY@TB 07:10PM ET",8.713,"TB"
"SP","Matt Harvey",7900,"Atl@NYM 07:10PM ET",11.429,"NYM"
"SP","Anthony DeSclafani",7900,"Phi@Cin 07:10PM ET",17.305,"Cin"
"SP","Jharel Cotton",7800,"LAA@Oak 10:05PM ET",18.32,"Oak"
"SP","Blake Snell",7700,"NYY@TB 07:10PM ET",13.887,"TB"
"SP","Sean Manaea",7700,"LAA@Oak 10:05PM ET",14.876,"Oak"
"SP","Alex Cobb",7600,"NYY@TB 07:10PM ET",4.02,"TB"
"SP","Ricky Nolasco",7600,"LAA@Oak 10:05PM ET",13.286,"LAA"
"SP","Zack Wheeler",7600,"Atl@NYM 07:10PM ET",0,"NYM"
"SP","Gio Gonzalez",7600,"Mia@Was 07:05PM ET",14.108,"Was"
"SP","Drew Pomeranz",7500,"Pit@Bos 07:10PM ET",17.177,"Bos"
"SP","CC Sabathia",7500,"NYY@TB 07:10PM ET",14.688,"NYY"
"SP","Jaime Garcia",7500,"Atl@NYM 07:10PM ET",12.733,"Atl"
"SP","Taijuan Walker",7500,"SF@Ari 09:40PM ET",13.874,"Ari"
"SP","Sonny Gray",7400,"LAA@Oak 10:05PM ET",9.866,"Oak"
"SP","Jerad Eickhoff",7400,"Phi@Cin 07:10PM ET",15.752,"Phi"
"SP","Alex Wood",7400,"SD@LAD 10:10PM ET",11.191,"LAD"
"SP","Aaron Sanchez",7300,"Tor@Bal 07:05PM ET",18.07,"Tor"
"SP","Kevin Gausman",7300,"Tor@Bal 07:05PM ET",16.775,"Bal"
"SP","Tyson Ross",7300,"Cle@Tex 08:05PM ET",0.8,"Tex"
"SP","Brandon McCarthy",7300,"SD@LAD 10:10PM ET",10.78,"LAD"
