"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
11990,718520319,"mpasqurell (3/5)",0,47.8,"P Chris Sale P Michael Pineda C Gary Sánchez 1B Greg Bird 2B Neil Walker 3B José Reyes SS Asdrúbal Cabrera OF Curtis Granderson OF Yoenis Céspedes OF Matt Holliday",NA,"","",NA
11990,718524896,"franciscolora0524 (74/150)",0,47.8,"P Michael Pineda P Danny Salazar C Cameron Rupp 1B Tommy Joseph 2B César Hernández 3B Maikel Franco SS Trea Turner OF Hunter Pence OF Giancarlo Stanton OF Howie Kendrick",NA,"","",NA
11990,718684254,"brooklynjuice (4/6)",0,47.8,"P Chris Sale P Michael Pineda C Gary Sánchez 1B Greg Bird 2B Neil Walker 3B José Reyes SS Asdrúbal Cabrera OF Curtis Granderson OF Yoenis Céspedes OF Matt Holliday",NA,"","",NA
11996,718324058,"mray6288 (93/150)",0,47.75,"P Michael Pineda P Charlie Morton C Gary Sánchez 1B Greg Bird 2B Joe Panik 3B Nolan Arenado SS Trevor Story OF Brett Gardner OF Carlos González OF Charlie Blackmon",NA,"","",NA
11996,718723783,"Drolson22 (18/81)",0,47.75,"P Michael Pineda P Charlie Morton C Russell Martin 1B Kendrys Morales 2B Devon Travis 3B Josh Donaldson SS Corey Seager OF José Bautista OF Charlie Blackmon OF Gorkys Hernández",NA,"","",NA
11996,718766981,"bglezerman (5/6)",0,47.75,"P Michael Pineda P Tanner Roark C Yasmani Grandal 1B Greg Bird 2B Starlin Castro 3B Nolan Arenado SS Corey Seager OF Carlos González OF Gerardo Parra OF Charlie Blackmon",NA,"","",NA
11996,718780178,"rvmpj10 (13/25)",0,47.75,"P Michael Pineda P Charlie Morton C Yasmani Grandal 1B Adrián González 2B José Altuve 3B Nolan Arenado SS Corey Seager OF Carlos González OF Charlie Blackmon OF Joc Pederson",NA,"","",NA
11996,718841051,"nawmsayin (51/51)",0,47.75,"P Michael Pineda P Charlie Morton C Stephen Vogt 1B Steve Pearce 2B Devon Travis 3B Josh Donaldson SS Trevor Story OF Kevin Pillar OF Carlos González OF Charlie Blackmon",NA,"","",NA
11996,718878606,"capri (17/20)",0,47.75,"P Michael Pineda P Charlie Morton C Yasmani Grandal 1B Adrián González 2B Logan Forsythe 3B Nolan Arenado SS Corey Seager OF Carlos González OF Charlie Blackmon OF Joc Pederson",NA,"","",NA
12002,717938454,"ocdobv (68/150)",0,47.7,"P Michael Pineda P Rich Hill C Russell Martin 1B Justin Smoak 2B Steve Pearce 3B Josh Donaldson SS Jordy Mercer OF José Bautista OF Gorkys Hernández OF Andrew Toles",NA,"","",NA
12002,717987925,"isupol (5/41)",0,47.7,"P Michael Pineda P Rich Hill C Stephen Vogt 1B Lucas Duda 2B Neil Walker 3B Ryon Healy SS Marcus Semien OF Rajai Davis OF Khris Davis OF Yoenis Céspedes",NA,"","",NA
12002,718148574,"FeistOfWinterveil (110/150)",0,47.7,"P Michael Pineda P Rich Hill C Gary Sánchez 1B Greg Bird 2B Dustin Pedroia 3B Pablo Sandoval SS Xander Bogaerts OF Andrew Benintendi OF Brett Gardner OF Aaron Judge",NA,"","",NA
12002,718221118,"Utlmag",0,47.7,"P Jacob deGrom P Matt Moore C Yasmani Grandal 1B Wil Myers 2B Neil Walker 3B José Reyes SS Asdrúbal Cabrera OF Andrew Benintendi OF Yoenis Céspedes OF Trea Turner",NA,"","",NA
12002,718265605,"Jbarton324 (3/3)",0,47.7,"P Michael Pineda P Rich Hill C Gary Sánchez 1B Greg Bird 2B Neil Walker 3B Jake Lamb SS José Reyes OF Brett Gardner OF Curtis Granderson OF Yoenis Céspedes",NA,"","",NA
12002,718431923,"Assani (33/150)",0,47.7,"P Michael Pineda P Rich Hill C Welington Castillo 1B Trey Mancini 2B Robinson Canó 3B Mark Reynolds SS Manny Machado OF Joey Rickard OF Brandon Guyer OF Mark Trumbo",NA,"","",NA
12002,718432544,"Assani (53/150)",0,47.7,"P Michael Pineda P Rich Hill C Gary Sánchez 1B Greg Bird 2B Starlin Castro 3B Yuli Gurriel SS Troy Tulowitzki OF Brett Gardner OF Charlie Blackmon OF Matt Holliday",NA,"","",NA
12002,718518826,"KazZerimar",0,47.7,"P Michael Pineda P Rich Hill C Gary Sánchez 1B Greg Bird 2B DJ LeMahieu 3B Nolan Arenado SS Trevor Story OF Matt Joyce OF Curtis Granderson OF Gorkys Hernández",NA,"","",NA
12002,718870025,"drscoopy007 (2/2)",0,47.7,"P Michael Pineda P Rich Hill C Tony Wolters 1B Mark Reynolds 2B Logan Forsythe 3B Nolan Arenado SS Asdrúbal Cabrera OF Carlos González OF Gerardo Parra OF Gorkys Hernández",NA,"","",NA
12011,717999926,"rikkidee (4/150)",0,47.55,"P Michael Pineda P Garrett Richards C Cameron Rupp 1B Tommy Joseph 2B Howie Kendrick 3B Maikel Franco SS Trevor Story OF Carlos González OF Gerardo Parra OF Charlie Blackmon",NA,"","",NA
12011,718194529,"Al_Smizzle (18/100)",0,47.55,"P Charlie Morton P Rich Hill C Yasmani Grandal 1B Kendrys Morales 2B Devon Travis 3B Josh Donaldson SS Troy Tulowitzki OF José Bautista OF Joey Rickard OF Gorkys Hernández",NA,"","",NA
12011,718273131,"Rotomania (2/6)",0,47.55,"P Charlie Morton P Rich Hill C Welington Castillo 1B Trey Mancini 2B Rougned Odor 3B Manny Machado SS Trea Turner OF Joey Rickard OF Khris Davis OF Mark Trumbo",NA,"","",NA
12011,718392495,"papagates (147/150)",0,47.55,"P Charlie Morton P Rich Hill C Gary Sánchez 1B Greg Bird 2B Steve Pearce 3B Josh Donaldson SS Troy Tulowitzki OF José Bautista OF Brett Gardner OF Aaron Judge",NA,"","",NA
12015,718549823,"mdef923 (1/4)",0,47.5,"P J.A. Happ P Jharel Cotton C Yasmani Grandal 1B Paul Goldschmidt 2B José Altuve 3B Nolan Arenado SS Trea Turner OF Steven Souza Jr. OF Joc Pederson OF Giancarlo Stanton",NA,"","",NA
12016,718557518,"rslade83 (1/5)",0,47.45,"P Jharel Cotton P Jacob deGrom C Gary Sánchez 1B Greg Bird 2B Logan Forsythe 3B Ryon Healy SS Corey Seager OF Aaron Judge OF Mike Trout OF Joc Pederson",NA,"","",NA
12016,718893814,"Lamoosh2332 (1/2)",0,47.45,"P Jharel Cotton P James Paxton C Gary Sánchez 1B Greg Bird 2B DJ LeMahieu 3B Nolan Arenado SS Trevor Story OF Carlos González OF Charlie Blackmon OF Matt Holliday",NA,"","",NA
12018,718742329,"CountKarma",0,47.3,"P Cole Hamels P Matt Moore C Gary Sánchez 1B Logan Morrison 2B José Altuve 3B Hernán Pérez SS Trevor Story OF Yoenis Céspedes OF Giancarlo Stanton OF Mark Trumbo",NA,"","",NA
12019,718881774,"tsw5035 (1/4)",0,47.2,"P Michael Pineda P Jharel Cotton C Gary Sánchez 1B Greg Bird 2B Daniel Murphy 3B Josh Donaldson SS Manny Machado OF A.J. Pollock OF Andrew Toles OF Mark Trumbo",NA,"","",NA
12020,718068835,"SaahilSud (78/150)",0,47.15,"P Michael Pineda P Jacob deGrom C Russell Martin 1B Kendrys Morales 2B Devon Travis 3B Josh Donaldson SS Troy Tulowitzki OF Joey Rickard OF Matt Joyce OF Gorkys Hernández",NA,"","",NA
12020,718692979,"puffpuffpassit",0,47.15,"P Michael Pineda P Tyler Chatwood C Yasmani Grandal 1B Paul Goldschmidt 2B Robinson Canó 3B Nolan Arenado SS Corey Seager OF Charlie Blackmon OF Andrew Toles OF Trea Turner",NA,"","",NA
12020,718791223,"JDUB1010 (42/80)",0,47.15,"P Michael Pineda P Tyler Chatwood C Chris Iannetta 1B Tommy Joseph 2B José Altuve 3B Nolan Arenado SS Trea Turner OF Carlos González OF Charlie Blackmon OF A.J. Pollock",NA,"","",NA
12020,718853846,"jcohen22",0,47.15,"P Michael Pineda P Jacob deGrom C Welington Castillo 1B Greg Bird 2B Jed Lowrie 3B Nolan Arenado SS Trea Turner OF Andrew Benintendi OF Matt Joyce OF Charlie Blackmon",NA,"","",NA
12020,718959932,"Zooyork33 (2/2)",0,47.15,"P Michael Pineda P Jacob deGrom C Cameron Rupp 1B Tommy Joseph 2B Neil Walker 3B Maikel Franco SS Asdrúbal Cabrera OF Curtis Granderson OF Yoenis Céspedes OF Matt Holliday",NA,"","",NA
12025,718602959,"Jeffsteelers",0,47.1,"P Garrett Richards P Matt Moore C Welington Castillo 1B Travis Shaw 2B Neil Walker 3B Nolan Arenado SS Manny Machado OF Carlos González OF Giancarlo Stanton OF Trea Turner",NA,"","",NA
12026,718897396,"jackpotking",0,47,"P Jharel Cotton P Rich Hill C Travis d'Arnaud 1B Logan Morrison 2B Jed Lowrie 3B Evan Longoria SS Asdrúbal Cabrera OF Khris Davis OF Curtis Granderson OF Yoenis Céspedes",NA,"","",NA
12027,718858731,"4000329 (1/3)",0,46.95,"P Tyler Chatwood P Rich Hill C Yasmani Grandal 1B Adrián González 2B José Altuve 3B Nolan Arenado SS Brad Miller OF Carlos González OF Andrew Toles OF Giancarlo Stanton",NA,"","",NA
12028,718446861,"alexmartin11 (145/150)",0,46.85,"P Garrett Richards P Jharel Cotton C Francisco Cervelli 1B David Freese 2B DJ LeMahieu 3B Nolan Arenado SS Trevor Story OF Starling Marte OF Carlos González OF Charlie Blackmon",NA,"","",NA
12029,718001892,"windchimesRrude (38/150)",0,46.8,"P Michael Pineda P Danny Salazar C Francisco Cervelli 1B David Freese 2B DJ LeMahieu 3B Nolan Arenado SS Jordy Mercer OF Starling Marte OF Carlos González OF Charlie Blackmon",NA,"","",NA
12029,718068886,"SaahilSud (129/150)",0,46.8,"P Chris Sale P Michael Pineda C Tony Wolters 1B Albert Pujols 2B Jed Lowrie 3B Ryon Healy SS Trea Turner OF Matt Joyce OF Carlos González OF Charlie Blackmon",NA,"","",NA
12029,718309286,"wrjuv49 (11/15)",0,46.8,"P Michael Pineda P Danny Salazar C Gary Sánchez 1B Greg Bird 2B DJ LeMahieu 3B Nolan Arenado SS Trea Turner OF Curtis Granderson OF Brandon Guyer OF Yasmany Tomás",NA,"","",NA
12029,718315564,"bquicksix (91/150)",0,46.8,"P Michael Pineda P Danny Salazar C Stephen Vogt 1B Ryon Healy 2B Jed Lowrie 3B Nolan Arenado SS Trevor Story OF Matt Joyce OF Carlos González OF Charlie Blackmon",NA,"","",NA
12029,718323967,"mray6288 (2/150)",0,46.8,"P Michael Pineda P Danny Salazar C Welington Castillo 1B Greg Bird 2B Jonathan Schoop 3B Nolan Arenado SS Trevor Story OF Joey Rickard OF Carlos González OF Charlie Blackmon",NA,"","",NA
12029,718851722,"bw5126 (33/150)",0,46.8,"P Michael Pineda P Danny Salazar C Gary Sánchez 1B Greg Bird 2B Anthony Rendón 3B Manny Machado SS Trea Turner OF Curtis Granderson OF Andrew Toles OF Bryce Harper",NA,"","",NA
12035,718078803,"scout326 (101/150)",0,46.75,"P Michael Pineda P Charlie Morton C Gary Sánchez 1B Greg Bird 2B DJ LeMahieu 3B Nolan Arenado SS Trevor Story OF Brett Gardner OF Carlos González OF Charlie Blackmon",NA,"","",NA
12035,718315488,"bquicksix (15/150)",0,46.75,"P Michael Pineda P Charlie Morton C Jonathan Lucroy 1B Greg Bird 2B Rougned Odor 3B Nolan Arenado SS Trevor Story OF Carlos González OF Charlie Blackmon OF Carlos Gómez",NA,"","",NA
12037,717991921,"isupol (16/41)",0,46.7,"P Michael Pineda P Rich Hill C Stephen Vogt 1B Justin Bour 2B Derek Dietrich 3B Ryon Healy SS Marcus Semien OF Rajai Davis OF Khris Davis OF Giancarlo Stanton",NA,"","",NA
12037,718000070,"rikkidee (148/150)",0,46.7,"P Michael Pineda P Rich Hill C Cameron Rupp 1B Tommy Joseph 2B César Hernández 3B Eugenio Suárez SS José Peraza OF Billy Hamilton OF Adam Duvall OF Howie Kendrick",NA,"","",NA
12037,718432255,"Assani (39/150)",0,46.7,"P Michael Pineda P Rich Hill C Gary Sánchez 1B Greg Bird 2B José Altuve 3B Yuli Gurriel SS Starlin Castro OF José Bautista OF Brett Gardner OF Matt Holliday",NA,"","",NA
12037,718433172,"juanshen (133/150)",0,46.7,"P Michael Pineda P Rich Hill C Francisco Cervelli 1B Mitch Moreland 2B Dustin Pedroia 3B David Freese SS Xander Bogaerts OF Starling Marte OF Josh Bell OF Adam Frazier",NA,"","",NA
12037,718498673,"tskeet16 (2/3)",0,46.7,"P Michael Pineda P Rich Hill C Stephen Vogt 1B Ryon Healy 2B Devon Travis 3B Josh Donaldson SS Troy Tulowitzki OF José Bautista OF Matt Joyce OF Gorkys Hernández",NA,"","",NA
12037,718593043,"imran507",0,46.7,"P Tyler Chatwood P Matt Moore C Gary Sánchez 1B Freddie Freeman 2B Rougned Odor 3B Nolan Arenado SS Trea Turner OF Khris Davis OF Mike Trout OF Charlie Blackmon",NA,"","",NA
12037,718951099,"I_Slewfoot_U (12/28)",0,46.7,"P Michael Pineda P Rich Hill C Gary Sánchez 1B Greg Bird 2B Dustin Pedroia 3B Xander Bogaerts SS Starlin Castro OF Andrew Benintendi OF Brett Gardner OF Matt Holliday",NA,"","",NA
12044,718001928,"windchimesRrude (74/150)",0,46.55,"P Michael Pineda P Garrett Richards C Welington Castillo 1B Mark Trumbo 2B Dustin Pedroia 3B Manny Machado SS Xander Bogaerts OF Chris Young OF Andrew Benintendi OF Hanley Ramírez",NA,"","",NA
12044,718710922,"dahladino (80/150)",0,46.55,"P Cole Hamels P Rich Hill C Welington Castillo 1B Mitch Moreland 2B Jonathan Schoop 3B Pablo Sandoval SS Xander Bogaerts OF Joey Rickard OF Andrew Benintendi OF Mark Trumbo",NA,"","",NA
12044,718847916,"ql81 (11/100)",0,46.55,"P Cole Hamels P Rich Hill C Yasmani Grandal 1B Mark Trumbo 2B Jonathan Schoop 3B Manny Machado SS Yunel Escobar OF Joey Rickard OF Matt Joyce OF Trea Turner",NA,"","",NA
12047,718142337,"hotsauce21 (1/2)",0,46.45,"P Michael Pineda P Matt Moore C Evan Gattis 1B Mitch Moreland 2B Starlin Castro 3B Nolan Arenado SS Trevor Story OF Carlos González OF Gerardo Parra OF Charlie Blackmon",NA,"","",NA
12047,718201917,"calsmash (2/3)",0,46.45,"P Jharel Cotton P James Paxton C Gary Sánchez 1B Greg Bird 2B DJ LeMahieu 3B Nolan Arenado SS Corey Seager OF Carlos González OF Charlie Blackmon OF Joc Pederson",NA,"","",NA
12047,718823349,"titleIst101 (1/3)",0,46.45,"P Jharel Cotton P Tyler Chatwood C Gary Sánchez 1B Paul Goldschmidt 2B José Altuve 3B Nolan Arenado SS Trea Turner OF Matt Joyce OF Charlie Blackmon OF Yasmany Tomás",NA,"","",NA
12050,718343542,"titans19 (1/2)",0,46.4,"P Garrett Richards P Charlie Morton C Welington Castillo 1B Kendrys Morales 2B José Altuve 3B Nolan Arenado SS Troy Tulowitzki OF José Bautista OF Curtis Granderson OF Yoenis Céspedes",NA,"","",NA
12050,718343768,"titans19 (2/2)",0,46.4,"P Garrett Richards P Charlie Morton C Welington Castillo 1B Kendrys Morales 2B José Altuve 3B Nolan Arenado SS Troy Tulowitzki OF José Bautista OF Curtis Granderson OF Yoenis Céspedes",NA,"","",NA
12052,717988528,"shawnzhan (21/150)",0,46.15,"P Michael Pineda P Jacob deGrom C Gary Sánchez 1B Greg Bird 2B Neil Walker 3B José Reyes SS Asdrúbal Cabrera OF Brett Gardner OF Curtis Granderson OF Yoenis Céspedes",NA,"","",NA
12052,718433122,"juanshen (83/150)",0,46.15,"P Michael Pineda P Taijuan Walker C Welington Castillo 1B Trey Mancini 2B Jonathan Schoop 3B Xander Bogaerts SS Manny Machado OF Chris Young OF Mark Trumbo OF Hanley Ramírez",NA,"","",NA
12054,718491781,"ryazan2000 (13/20)",0,46.05,"P Jharel Cotton P Cole Hamels C Yasmani Grandal 1B Adrián González 2B DJ LeMahieu 3B Nolan Arenado SS Trevor Story OF Charlie Blackmon OF Andrew Toles OF Joc Pederson",NA,"","",NA
12055,717999945,"rikkidee (23/150)",0,45.8,"P Michael Pineda P Danny Salazar C Cameron Rupp 1B Tommy Joseph 2B Dustin Pedroia 3B Maikel Franco SS Xander Bogaerts OF Andrew Benintendi OF Hanley Ramírez OF Howie Kendrick",NA,"","",NA
12055,718446745,"alexmartin11 (29/150)",0,45.8,"P Michael Pineda P Danny Salazar C Travis d'Arnaud 1B Steve Pearce 2B Devon Travis 3B Josh Donaldson SS Asdrúbal Cabrera OF José Bautista OF Curtis Granderson OF Yoenis Céspedes",NA,"","",NA
12055,718592148,"ubrcuilnsa",0,45.8,"P Michael Pineda P Danny Salazar C Yasmani Grandal 1B Greg Bird 2B DJ LeMahieu 3B Nolan Arenado SS Trevor Story OF Matt Joyce OF Carlos González OF Charlie Blackmon",NA,"","",NA
12055,718687848,"Sj112933",0,45.8,"P Chris Sale P Michael Pineda C Gary Sánchez 1B Greg Bird 2B Starlin Castro 3B José Reyes SS Trea Turner OF Joey Rickard OF Andrew Benintendi OF Khris Davis",NA,"","",NA
12059,717956570,"CUTboy11 (2/10)",0,45.75,"P Michael Pineda P Charlie Morton C Yasmani Grandal 1B Adrián González 2B Neil Walker 3B Nolan Arenado SS Corey Seager OF Carlos González OF Charlie Blackmon OF Trea Turner",NA,"","",NA
12059,718213415,"GrinkleberryGronk (1/4)",0,45.75,"P Jharel Cotton P Matt Moore C Gary Sánchez 1B Greg Bird 2B Rougned Odor 3B Daniel Murphy SS Trea Turner OF Andrew Benintendi OF Bryce Harper OF Hanley Ramírez",NA,"","",NA
12059,718324045,"mray6288 (80/150)",0,45.75,"P Michael Pineda P Charlie Morton C Gary Sánchez 1B Greg Bird 2B Josh Harrison 3B Nolan Arenado SS Trevor Story OF Carlos González OF Gerardo Parra OF Charlie Blackmon",NA,"","",NA
12062,718068872,"SaahilSud (115/150)",0,45.7,"P Michael Pineda P Rich Hill C Tony Wolters 1B Ryon Healy 2B Jed Lowrie 3B DJ LeMahieu SS Trevor Story OF Matt Joyce OF Carlos González OF Charlie Blackmon",NA,"","",NA
12062,718303908,"TeeJayOrTj (72/101)",0,45.7,"P Michael Pineda P Rich Hill C Buster Posey 1B Lucas Duda 2B Neil Walker 3B José Reyes SS Asdrúbal Cabrera OF Charlie Blackmon OF Curtis Granderson OF Gorkys Hernández",NA,"","",NA
12062,718431762,"Assani (25/150)",0,45.7,"P Michael Pineda P Rich Hill C Welington Castillo 1B Trey Mancini 2B Derek Dietrich 3B Yuli Gurriel SS Manny Machado OF José Bautista OF Joey Rickard OF Mark Trumbo",NA,"","",NA
12062,718431791,"Assani (27/150)",0,45.7,"P Michael Pineda P Rich Hill C Welington Castillo 1B Trey Mancini 2B Devon Travis 3B Yuli Gurriel SS Manny Machado OF Joey Rickard OF Brandon Guyer OF Mark Trumbo",NA,"","",NA
12062,718446772,"alexmartin11 (56/150)",0,45.7,"P Michael Pineda P Rich Hill C Gary Sánchez 1B Matt Holliday 2B Neil Walker 3B José Reyes SS Asdrúbal Cabrera OF Brett Gardner OF Curtis Granderson OF Yoenis Céspedes",NA,"","",NA
12062,718717871,"drscoopy007 (1/2)",0,45.7,"P Michael Pineda P Rich Hill C Tony Wolters 1B Mark Reynolds 2B Logan Forsythe 3B Nolan Arenado SS José Reyes OF Carlos González OF Gerardo Parra OF Gorkys Hernández",NA,"","",NA
12062,718869545,"dirtypatsfan (8/9)",0,45.7,"P Jacob deGrom P Matt Moore C Gary Sánchez 1B Greg Bird 2B Dustin Pedroia 3B Ronald Torreyes SS Xander Bogaerts OF Andrew Benintendi OF Carlos González OF Hanley Ramírez",NA,"","",NA
12062,718880220,"meaganjoy (24/26)",0,45.7,"P Michael Pineda P Rich Hill C Cameron Rupp 1B Tommy Joseph 2B José Peraza 3B Maikel Franco SS Eugenio Suárez OF Billy Hamilton OF Aaron Altherr OF Howie Kendrick",NA,"","",NA
12062,718934293,"HomerunKid (1/3)",0,45.7,"P Michael Pineda P Rich Hill C Cameron Rupp 1B Greg Bird 2B César Hernández 3B Yunel Escobar SS Corey Seager OF Joey Rickard OF Charlie Blackmon OF Trea Turner",NA,"","",NA
12071,718922949,"Boomie66",0,45.55,"P Michael Pineda P Garrett Richards C Manny Piña 1B Paul Goldschmidt 2B José Altuve 3B Nolan Arenado SS Trea Turner OF Charlie Blackmon OF Andrew Toles OF Joc Pederson",NA,"","",NA
12072,718175307,"mikemc",0,45.45,"P Jharel Cotton P Tyler Chatwood C Russell Martin 1B Kendrys Morales 2B Devon Travis 3B Nolan Arenado SS Marcus Semien OF José Bautista OF Bryce Harper OF Trea Turner",NA,"","",NA
12072,718917967,"ACarroll87",0,45.45,"P Jharel Cotton P Taijuan Walker C Yasmani Grandal 1B Edwin Encarnación 2B Logan Forsythe 3B Josh Donaldson SS Troy Tulowitzki OF José Bautista OF Matt Joyce OF Bryce Harper",NA,"","",NA
12074,717938395,"ocdobv (9/150)",0,45.15,"P Michael Pineda P Jacob deGrom C Welington Castillo 1B Mitch Moreland 2B Dustin Pedroia 3B Manny Machado SS Jordy Mercer OF Joey Rickard OF Andrew Benintendi OF Mark Trumbo",NA,"","",NA
12074,718364654,"twomindsbluff (1/18)",0,45.15,"P Michael Pineda P James Paxton C Yasmani Grandal 1B Paul Goldschmidt 2B Neil Walker 3B Nolan Arenado SS Trea Turner OF Carlos González OF Andrew Toles OF Giancarlo Stanton",NA,"","",NA
12074,718364655,"twomindsbluff (2/18)",0,45.15,"P Michael Pineda P James Paxton C Yasmani Grandal 1B Paul Goldschmidt 2B Neil Walker 3B Nolan Arenado SS Trea Turner OF Carlos González OF Andrew Toles OF Giancarlo Stanton",NA,"","",NA
12074,718364656,"twomindsbluff (3/18)",0,45.15,"P Michael Pineda P James Paxton C Yasmani Grandal 1B Paul Goldschmidt 2B Neil Walker 3B Nolan Arenado SS Trea Turner OF Carlos González OF Andrew Toles OF Giancarlo Stanton",NA,"","",NA
12074,718364657,"twomindsbluff (4/18)",0,45.15,"P Michael Pineda P James Paxton C Yasmani Grandal 1B Paul Goldschmidt 2B Neil Walker 3B Nolan Arenado SS Trea Turner OF Carlos González OF Andrew Toles OF Giancarlo Stanton",NA,"","",NA
12074,718364658,"twomindsbluff (5/18)",0,45.15,"P Michael Pineda P James Paxton C Yasmani Grandal 1B Paul Goldschmidt 2B Neil Walker 3B Nolan Arenado SS Trea Turner OF Carlos González OF Andrew Toles OF Giancarlo Stanton",NA,"","",NA
12074,718364659,"twomindsbluff (6/18)",0,45.15,"P Michael Pineda P James Paxton C Yasmani Grandal 1B Paul Goldschmidt 2B Neil Walker 3B Nolan Arenado SS Trea Turner OF Carlos González OF Andrew Toles OF Giancarlo Stanton",NA,"","",NA
12074,718397523,"fearthebeard.cl (1/4)",0,45.15,"P Michael Pineda P Tyler Chatwood C Yasmani Grandal 1B Paul Goldschmidt 2B Robinson Canó 3B Kyle Seager SS Trea Turner OF Carlos González OF Charlie Blackmon OF Brandon Guyer",NA,"","",NA
12074,718496863,"moklovin (59/150)",0,45.15,"P Michael Pineda P Tyler Chatwood C Cameron Rupp 1B Tommy Joseph 2B Howie Kendrick 3B DJ LeMahieu SS Trea Turner OF Carlos González OF Charlie Blackmon OF Bryce Harper",NA,"","",NA
12074,718815938,"xiening13",0,45.15,"P Michael Pineda P James Paxton C Yasmani Grandal 1B Paul Goldschmidt 2B Neil Walker 3B Nolan Arenado SS Trea Turner OF Carlos González OF Andrew Toles OF Giancarlo Stanton",NA,"","",NA
12074,718816158,"ToeTagginTambo (1/2)",0,45.15,"P Michael Pineda P James Paxton C Yasmani Grandal 1B Paul Goldschmidt 2B Neil Walker 3B Nolan Arenado SS Trea Turner OF Carlos González OF Andrew Toles OF Giancarlo Stanton",NA,"","",NA
12074,718851730,"bw5126 (41/150)",0,45.15,"P Michael Pineda P Tyler Chatwood C Gary Sánchez 1B Greg Bird 2B José Altuve 3B Manny Machado SS Trea Turner OF Matt Joyce OF Charlie Blackmon OF Bryce Harper",NA,"","",NA
12074,718868131,"MothaFukahJones",0,45.15,"P Michael Pineda P James Paxton C Yasmani Grandal 1B Paul Goldschmidt 2B Neil Walker 3B Nolan Arenado SS Trea Turner OF Carlos González OF Andrew Toles OF Giancarlo Stanton",NA,"","",NA
12087,717999936,"rikkidee (14/150)",0,45.1,"P Garrett Richards P Matt Moore C Cameron Rupp 1B Tommy Joseph 2B DJ LeMahieu 3B Maikel Franco SS Trevor Story OF Carlos González OF Charlie Blackmon OF Howie Kendrick",NA,"","",NA
12087,718239641,"waterboy55",0,45.1,"P Garrett Richards P Matt Moore C Yasmani Grandal 1B Mark Trumbo 2B Daniel Murphy 3B Josh Donaldson SS Starlin Castro OF Mike Trout OF Giancarlo Stanton OF Trea Turner",NA,"","",NA
12089,718491774,"ryazan2000 (6/20)",0,45.05,"P Jharel Cotton P Cole Hamels C Russell Martin 1B Lucas Duda 2B Neil Walker 3B Josh Donaldson SS Troy Tulowitzki OF José Bautista OF Curtis Granderson OF Jay Bruce",NA,"","",NA
12090,718857247,"StephenUrbanik (1/4)",0,45,"P Jharel Cotton P Rich Hill C Gary Sánchez 1B Ryon Healy 2B José Altuve 3B Nolan Arenado SS Trevor Story OF Matt Joyce OF Khris Davis OF Andrew Toles",NA,"","",NA
12091,718446829,"alexmartin11 (113/150)",0,44.85,"P Garrett Richards P Jharel Cotton C Roberto Pérez 1B Edwin Encarnación 2B DJ LeMahieu 3B Nolan Arenado SS Trevor Story OF Carlos González OF Charlie Blackmon OF Brandon Guyer",NA,"","",NA
12092,718068889,"SaahilSud (132/150)",0,44.8,"P Chris Sale P Michael Pineda C Tony Wolters 1B Ryon Healy 2B Jed Lowrie 3B Nolan Arenado SS José Reyes OF Matt Joyce OF Carlos González OF Charlie Blackmon",NA,"","",NA
12092,718314048,"Awesemo (38/150)",0,44.8,"P Chris Sale P Michael Pineda C Travis d'Arnaud 1B Greg Bird 2B Neil Walker 3B José Reyes SS Trea Turner OF Curtis Granderson OF Yoenis Céspedes OF Joc Pederson",NA,"","",NA
12092,718315594,"bquicksix (121/150)",0,44.8,"P Michael Pineda P Danny Salazar C Manny Piña 1B Justin Bour 2B Derek Dietrich 3B Nolan Arenado SS Trevor Story OF Carlos González OF Charlie Blackmon OF Giancarlo Stanton",NA,"","",NA
12092,718324053,"mray6288 (88/150)",0,44.8,"P Michael Pineda P Danny Salazar C Yasmani Grandal 1B Hanley Ramírez 2B Dustin Pedroia 3B Xander Bogaerts SS Asdrúbal Cabrera OF Andrew Benintendi OF Curtis Granderson OF Yoenis Céspedes",NA,"","",NA
12092,718723780,"Drolson22 (15/81)",0,44.8,"P Michael Pineda P Danny Salazar C Manny Piña 1B Greg Bird 2B DJ LeMahieu 3B Nolan Arenado SS Trevor Story OF Carlos González OF Charlie Blackmon OF Andrew Toles",NA,"","",NA
12092,718845866,"bigdavetrucking (1/2)",0,44.8,"P Chris Sale P Michael Pineda C Gary Sánchez 1B Greg Bird 2B Neil Walker 3B José Reyes SS Asdrúbal Cabrera OF Aaron Judge OF Curtis Granderson OF Yoenis Céspedes",NA,"","",NA
12098,718019889,"drafthero2015 (135/150)",0,44.75,"P Michael Pineda P Tanner Roark C Russell Martin 1B Steve Pearce 2B Devon Travis 3B Josh Donaldson SS Troy Tulowitzki OF Charlie Blackmon OF Gorkys Hernández OF Andrew Toles",NA,"","",NA
12098,718705620,"reztes757 (8/15)",0,44.75,"P Michael Pineda P Charlie Morton C Russell Martin 1B Kendrys Morales 2B Devon Travis 3B Josh Donaldson SS Manny Machado OF José Bautista OF Joey Rickard OF Yoenis Céspedes",NA,"","",NA
