"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,937589726,"aj1987 (2/2)",0,309.5,"PG Russell Westbrook SF Aaron Gordon UTIL Pau Gasol G Elfrid Payton F Jeremy Lamb C Steven Adams PF JaMychal Green SG Lance Stephenson",NA,"Harrison Barnes","SF","85.81%",39.5
2,937560089,"joeypetisco",0,305.5,"PG Russell Westbrook SF Aaron Gordon SG Tim Hardaway Jr. PF Harrison Barnes G Jeremy Lamb UTIL Eric Gordon F Courtney Lee C Bam Adebayo",NA,"Michael Carter-Williams","PG","69.71%",21.5
3,937036433,"EmileHeskey (5/55)",0,298,"G Kyle Lowry C Nikola Vucevic SF Tyreke Evans PF Harrison Barnes PG Reggie Jackson F Enes Kanter SG Dennis Smith Jr. UTIL Jordan Clarkson",NA,"Russell Westbrook","G","52.37%",69.75
3,937036447,"EmileHeskey (19/55)",0,298,"G Kyle Lowry C Nikola Vucevic SF Tyreke Evans PF Harrison Barnes PG Reggie Jackson F Enes Kanter SG Dennis Smith Jr. UTIL Jordan Clarkson",NA,"Dennis Smith Jr.","SG","41.65%",16
3,937036461,"EmileHeskey (33/55)",0,298,"G Kyle Lowry C Nikola Vucevic SF Tyreke Evans PF Harrison Barnes PG Reggie Jackson F Enes Kanter SG Dennis Smith Jr. UTIL Jordan Clarkson",NA,"Bam Adebayo","PF","41.05%",18.75
3,937036475,"EmileHeskey (47/55)",0,298,"G Kyle Lowry C Nikola Vucevic SF Tyreke Evans PF Harrison Barnes PG Reggie Jackson F Enes Kanter SG Dennis Smith Jr. UTIL Jordan Clarkson",NA,"Tyreke Evans","SG","39.21%",32.75
7,937417512,"Smitty1581 (1/2)",0,296.5,"PG Russell Westbrook C Nikola Vucevic SF Harrison Barnes UTIL Brandon Ingram SG Kentavious Caldwell-Pope F Dirk Nowitzki G Courtney Lee PF Pascal Siakam",NA,"Pascal Siakam","PF","38.66%",15
7,937417513,"Smitty1581 (2/2)",0,296.5,"PG Russell Westbrook C Nikola Vucevic SF Harrison Barnes UTIL Brandon Ingram SG Kentavious Caldwell-Pope F Dirk Nowitzki G Courtney Lee PF Pascal Siakam",NA,"DeMarcus Cousins","PF","38.66%",42.5
9,937567863,"tyrich28",0,296.25,"SG James Harden PG Russell Westbrook F Tyreke Evans G Lance Stephenson UTIL Tyler Ulis C Kelly Olynyk SF Kelly Oubre Jr. PF Bam Adebayo",NA,"Steven Adams","UTIL","31.48%",20
10,937609658,"chop8897 (1/4)",0,295.25,"PF LaMarcus Aldridge PG Kyle Lowry SG Klay Thompson C Clint Capela SF Harrison Barnes G Courtney Lee F Lance Stephenson UTIL Michael Kidd-Gilchrist",NA,"Andre Drummond","C","25.99%",35.25
11,937609660,"chop8897 (3/4)",0,295,"PG Russell Westbrook SG Klay Thompson C Clint Capela PF Carmelo Anthony G Tyus Jones SF Lance Stephenson F Kelly Oubre Jr. UTIL Bam Adebayo",NA,"Kristaps Porzingis","PF","24.69%",3.5
12,937266025,"rombo59 (1/2)",0,293.5,"C Joel Embiid PF Tobias Harris PG Jrue Holiday UTIL Brandon Ingram G Reggie Jackson SG Jeremy Lamb SF Kyle Anderson F Kyle O'Quinn",NA,"Trevor Booker","PF","21.86%",31.5
12,937270476,"rombo59 (2/2)",0,293.5,"C Joel Embiid PF Tobias Harris PG Jrue Holiday UTIL Brandon Ingram G Reggie Jackson SG Jeremy Lamb SF Kyle Anderson F Kyle O'Quinn",NA,"Caris LeVert","F","20.12%",31
14,937302013,"ltp977",0,291.5,"PG Russell Westbrook G Kyle Lowry SG Tyreke Evans SF Harrison Barnes C Steven Adams F JaMychal Green PF Kelly Olynyk UTIL Michael Carter-Williams",NA,"Wesley Matthews","G","16.64%",15.25
15,937280878,"billynichols (3/4)",0,289.5,"UTIL Russell Westbrook SG Bradley Beal F Harrison Barnes SF Nicolas Batum C Julius Randle PF Dirk Nowitzki PG Tyus Jones G Kelly Oubre Jr.",NA,"Jonathon Simmons","SG","14.57%",8
16,936888150,"jstram",0,289,"PG Russell Westbrook PF Tobias Harris SG Jrue Holiday G Kentavious Caldwell-Pope C Trevor Booker F Courtney Lee UTIL T.J. McConnell SF Kelly Oubre Jr.",NA,"Kyle Lowry","G","12.40%",55.75
17,937036435,"EmileHeskey (7/55)",0,288.5,"G Kyle Lowry C Nikola Vucevic SG Tyreke Evans SF Harrison Barnes PG Reggie Jackson PF Enes Kanter UTIL Dennis Smith Jr. F Trevor Booker",NA,"Jimmy Butler","UTIL","11.04%",30
17,937036449,"EmileHeskey (21/55)",0,288.5,"G Kyle Lowry C Nikola Vucevic SG Tyreke Evans SF Harrison Barnes PG Reggie Jackson PF Enes Kanter UTIL Dennis Smith Jr. F Trevor Booker",NA,"Bradley Beal","SG","9.95%",31.5
