Actual,FirstName,GameInfo,ID,LastName,Name,Name...ID,Opponent,Position,Projection,Projection_dfn,RankTargets,RollingTargetPctg,Salary,Team,TierRank,ValueWR
0.0,Giovani,Cin@Bal 01:00PM ET,7809682,Bernard,Giovani Bernard,Giovani Bernard (7809682),BAL,RB,0.0,0.0,2.0,0.155313351499,4100,CIN,0.0,0.0
26.9,Dontrelle,SD@Hou 01:00PM ET,7809850,Inman,Dontrelle Inman,Dontrelle Inman (7809850),HOU,WR,9.72,7.4,2.0,0.171581769437,4100,SD,0.0,1.0
24.9,Quincy,NE@NYJ 04:25PM ET,7809898,Enunwa,Quincy Enunwa,Quincy Enunwa (7809898),NE,WR,11.35,9.2,2.0,0.200573065903,4100,NYJ,0.0,1.0
0.0,Kendall,Ten@Chi 01:00PM ET,7809771,Wright,Kendall Wright,Kendall Wright (7809771),CHI,WR,9.17,7.3,5.0,0.0953678474114,4000,TEN,0.0,1.0
13.9,Marqise,Jax@Buf 01:00PM ET,7809787,Lee,Marqise Lee,Marqise Lee (7809787),BUF,WR,11.35,9.2,3.0,0.152224824356,4000,JAX,0.0,1.0
9.4,Terrance,Cin@Bal 01:00PM ET,7809683,West,Terrance West,Terrance West (7809683),CIN,RB,10.52,10.2,7.0,0.0575539568345,4000,BAL,5.0,0.0
11.2,Tyler,Cin@Bal 01:00PM ET,7809802,Boyd,Tyler Boyd,Tyler Boyd (7809802),BAL,WR,13.85,13.2,4.0,0.136239782016,4000,CIN,7.0,0.0
2.9,John,Ari@Atl 01:00PM ET,7809808,Brown,John Brown,John Brown (7809808),ATL,WR,10.95,11.4,3.0,0.139479905437,4000,ARI,8.0,1.0
0.0,Shane,NYG@Cle 01:00PM ET,7809698,Vereen,Shane Vereen,Shane Vereen (7809698),CLE,RB,0.0,0.0,9.0,0.0352644836272,4000,NYG,0.0,0.0
2.2,Benny,LA@NO 01:00PM ET,7809710,Cunningham,Benny Cunningham,Benny Cunningham (7809710),NO,RB,4.89,8.1,6.0,0.0578034682081,4000,LA,0.0,0.0
1.5,DuJuan,SF@Mia 01:00PM ET,7809716,Harris,DuJuan Harris,DuJuan Harris (7809716),MIA,RB,4.53,7.1,9.0,0.0290322580645,4000,SF,0.0,0.0
2.2,Kapri,KC@Den 08:30PM ET,7809753,Bibbs,Kapri Bibbs,Kapri Bibbs (7809753),KC,RB,4.24,5.6,11.0,0.0114942528736,4000,DEN,0.0,0.0
21.1,Travis,KC@Den 08:30PM ET,7809984,Kelce,Travis Kelce,Travis Kelce (7809984),DEN,TE,11.2,11.3,1.0,0.191666666667,4000,KC,2.0,0.0
9.8,Dion,NE@NYJ 04:25PM ET,7809764,Lewis,Dion Lewis,Dion Lewis (7809764),NYJ,RB,8.22,5.9,9.0,0.0145348837209,4000,NE,0.0,0.0
8.2,Allen,Jax@Buf 01:00PM ET,7809783,Hurns,Allen Hurns,Allen Hurns (7809783),BUF,WR,10.54,10.8,2.0,0.166276346604,3900,JAX,10.0,1.0
14.2,Jeremy,Cin@Bal 01:00PM ET,7809685,Hill,Jeremy Hill,Jeremy Hill (7809685),BAL,RB,14.21,10.6,7.0,0.0381471389646,3900,CIN,5.0,0.0
14.1,Isaiah,NYG@Cle 01:00PM ET,7809701,Crowell,Isaiah Crowell,Isaiah Crowell (7809701),NYG,RB,9.83,12.4,6.0,0.085,3900,CLE,4.0,0.0
6.3,Paul,NYG@Cle 01:00PM ET,7809703,Perkins,Paul Perkins,Paul Perkins (7809703),CLE,RB,6.58,7.9,8.0,0.0403022670025,3900,NYG,0.0,0.0
3.8,Damien,SF@Mia 01:00PM ET,7809719,Williams,Damien Williams,Damien Williams (7809719),SF,RB,3.88,6.6,5.0,0.0598006644518,3900,MIA,0.0,0.0
3.0,Peyton,Sea@TB 04:05PM ET,7809739,Barber,Peyton Barber,Peyton Barber (7809739),SEA,RB,2.62,3.4,11.0,0.0151898734177,3900,TB,0.0,0.0
0.0,DeAndre,Car@Oak 04:25PM ET,7809746,Washington,DeAndre Washington,DeAndre Washington (7809746),CAR,RB,4.08,4.6,7.0,0.0418719211823,3900,OAK,0.0,0.0
25.8,Ted,Car@Oak 04:25PM ET,7809872,Ginn,Ted Ginn,Ted Ginn Jr. (7809872),OAK,WR,0.0,9.1,3.0,0.141304347826,3900,CAR,0.0,0.0
0.5,Jeremy,Ten@Chi 01:00PM ET,7809664,Langford,Jeremy Langford,Jeremy Langford (7809664),TEN,RB,5.36,4.3,7.0,0.0532212885154,3800,CHI,0.0,0.0
0.4,Eddie,Ten@Chi 01:00PM ET,7809768,Royal,Eddie Royal,Eddie Royal (7809768),TEN,WR,10.23,10.4,4.0,0.12324929972,3800,CHI,10.0,1.0
12.0,Kenneth,Cin@Bal 01:00PM ET,7809686,Dixon,Kenneth Dixon,Kenneth Dixon (7809686),CIN,RB,8.31,10.5,10.0,0.031175059952,3800,BAL,5.0,0.0
0.0,Cameron,Car@Oak 04:25PM ET,7809748,Artis-Payne,Cameron Artis-Payne,Cameron Artis-Payne (7809748),OAK,RB,0.0,0.0,10.0,0.00271739130435,3800,CAR,0.0,0.0
3.1,Tajae,Ten@Chi 01:00PM ET,7809777,Sharpe,Tajae Sharpe,Tajae Sharpe (7809777),CHI,WR,10.16,9.2,1.0,0.198910081744,3700,TEN,0.0,0.0
-0.3,Kenneth,SD@Hou 01:00PM ET,7809730,Farrow,Kenneth Farrow,Kenneth Farrow (7809730),HOU,RB,1.24,2.1,11.0,0.00804289544236,3700,SD,0.0,0.0
3.1,Adam,Sea@TB 04:05PM ET,7809869,Humphries,Adam Humphries,Adam Humphries (7809869),SEA,WR,8.23,9.3,2.0,0.169620253165,3700,TB,10.0,1.0
1.8,Danny,NE@NYJ 04:25PM ET,7809896,Amendola,Danny Amendola,Danny Amendola (7809896),NYJ,WR,6.35,6.6,6.0,0.0726744186047,3700,NE,0.0,1.0
0.0,Percy,Jax@Buf 01:00PM ET,7809780,Harvin,Percy Harvin,Percy Harvin (7809780),JAX,WR,0.0,7.6,14.0,0.0132450331126,3600,BUF,0.0,0.0
3.3,Marquise,Jax@Buf 01:00PM ET,7809782,Goodwin,Marquise Goodwin,Marquise Goodwin (7809782),JAX,WR,10.34,10.1,3.0,0.135761589404,3600,BUF,10.0,1.0
26.2,Taylor,Ari@Atl 01:00PM ET,7809814,Gabriel,Taylor Gabriel,Taylor Gabriel (7809814),ARI,WR,5.83,5.6,5.0,0.0681818181818,3600,ATL,0.0,0.0
7.0,Duke,NYG@Cle 01:00PM ET,7809704,Johnson,Duke Johnson,Duke Johnson Jr. (7809704),NYG,RB,9.18,10.5,3.0,0.1525,3600,CLE,5.0,0.0
2.1,Gary,NYG@Cle 01:00PM ET,7809938,Barnidge,Gary Barnidge,Gary Barnidge (7809938),NYG,TE,9.21,8.1,2.0,0.155,3600,CLE,4.0,0.0
1.3,Brian,LA@NO 01:00PM ET,7809828,Quick,Brian Quick,Brian Quick (7809828),NO,WR,9.31,7.3,4.0,0.135838150289,3600,LA,0.0,1.0
16.2,Kenny,SF@Mia 01:00PM ET,7809841,Stills,Kenny Stills,Kenny Stills (7809841),SF,WR,8.95,7.2,3.0,0.14950166113,3600,MIA,0.0,1.0
0.9,Tyler,Sea@TB 04:05PM ET,7809871,Lockett,Tyler Lockett,Tyler Lockett (7809871),TB,WR,7.69,9.1,4.0,0.135646687697,3600,SEA,0.0,0.0
3.0,T.J.,Jax@Buf 01:00PM ET,7809678,Yeldon,T.J. Yeldon,T.J. Yeldon (7809678),BUF,RB,0.0,9.2,5.0,0.105386416862,3500,JAX,5.0,0.0
3.9,Andre,Ari@Atl 01:00PM ET,7809690,Ellington,Andre Ellington,Andre Ellington (7809690),ATL,RB,2.45,2.6,9.0,0.0212765957447,3500,ARI,0.0,0.0
0.0,Terron,Ari@Atl 01:00PM ET,7809694,Ward,Terron Ward,Terron Ward (7809694),ARI,RB,0.0,0.0,12.0,0.00568181818182,3500,ATL,0.0,0.0
4.7,Victor,NYG@Cle 01:00PM ET,7809815,Cruz,Victor Cruz,Victor Cruz (7809815),CLE,WR,8.44,8.0,3.0,0.115869017632,3500,NYG,0.0,0.0
4.4,Jeremy,SF@Mia 01:00PM ET,7809840,Kerley,Jeremy Kerley,Jeremy Kerley (7809840),MIA,WR,8.38,9.3,1.0,0.245161290323,3500,SF,10.0,1.0
1.9,Akeem,SD@Hou 01:00PM ET,7809727,Hunt,Akeem Hunt,Akeem Hunt (7809727),SD,RB,2.95,4.2,12.0,0.00546448087432,3500,HOU,0.0,0.0
4.3,Russell,Sea@TB 04:05PM ET,7809864,Shepard,Russell Shepard,Russell Shepard (7809864),SEA,WR,6.1,4.1,6.0,0.0481012658228,3500,TB,0.0,1.0
3.9,Devin,Car@Oak 04:25PM ET,7809879,Funchess,Devin Funchess,Devin Funchess (7809879),OAK,WR,9.16,6.5,4.0,0.116847826087,3500,CAR,0.0,0.0
0.0,Reggie,Jax@Buf 01:00PM ET,7809671,Bush,Reggie Bush,Reggie Bush (7809671),JAX,RB,0.0,0.0,7.0,0.0397350993377,3400,BUF,0.0,0.0
11.4,Torrey,SF@Mia 01:00PM ET,7809839,Smith,Torrey Smith,Torrey Smith (7809839),MIA,WR,5.4,7.2,3.0,0.125806451613,3400,SF,0.0,0.0
2.2,Quinton,SF@Mia 01:00PM ET,7809844,Patton,Quinton Patton,Quinton Patton (7809844),MIA,WR,8.93,9.0,2.0,0.177419354839,3300,SF,0.0,1.0
0.0,Derek,SD@Hou 01:00PM ET,7809729,Watt,Derek Watt,Derek Watt (7809729),HOU,RB,0.0,0.0,11.0,0.00804289544236,3300,SD,0.0,0.0
8.2,C.J.,SD@Hou 01:00PM ET,7809964,Fiedorowicz,C.J. Fiedorowicz,C.J. Fiedorowicz (7809964),SD,TE,10.17,8.9,3.0,0.147540983607,3300,HOU,3.0,0.0
2.3,Jalen,Car@Oak 04:25PM ET,7809747,Richard,Jalen Richard,Jalen Richard (7809747),CAR,RB,4.85,5.6,6.0,0.0665024630542,3300,OAK,0.0,0.0
6.4,Dennis,Cin@Bal 01:00PM ET,7809923,Pitta,Dennis Pitta,Dennis Pitta (7809923),CIN,TE,9.92,9.1,2.0,0.175059952038,3200,BAL,3.0,0.0
10.9,Shaun,SF@Mia 01:00PM ET,7809715,Draughn,Shaun Draughn,Shaun Draughn (7809715),MIA,RB,4.3,0.0,7.0,0.0548387096774,3200,SF,0.0,0.0
2.6,Albert,KC@Den 08:30PM ET,7809888,Wilson,Albert Wilson,Albert Wilson (7809888),DEN,WR,5.54,5.4,5.0,0.102777777778,3200,KC,0.0,0.0
8.4,Breshad,Cin@Bal 01:00PM ET,7809800,Perriman,Breshad Perriman,Breshad Perriman (7809800),CIN,WR,5.88,6.1,4.0,0.10071942446,3100,BAL,0.0,0.0
9.9,Coby,LA@NO 01:00PM ET,7809947,Fleener,Coby Fleener,Coby Fleener (7809947),LA,TE,9.87,7.3,4.0,0.127659574468,3100,NO,4.0,0.0
0.0,Mike,SF@Mia 01:00PM ET,7809720,Davis,Mike Davis,Mike Davis (7809720),MIA,RB,0.0,0.0,11.0,0.0161290322581,3100,SF,0.0,0.0
8.9,Cameron,Sea@TB 04:05PM ET,7809974,Brate,Cameron Brate,Cameron Brate (7809974),SEA,TE,8.24,9.3,3.0,0.139240506329,3100,TB,3.0,0.0
5.6,Chris,KC@Den 08:30PM ET,7809889,Conley,Chris Conley,Chris Conley (7809889),DEN,WR,6.33,8.7,3.0,0.144444444444,3100,KC,0.0,0.0
0.0,Jalston,Ten@Chi 01:00PM ET,7809663,Fowler,Jalston Fowler,Jalston Fowler (7809663),CHI,RB,0.0,0.0,12.0,0.00272479564033,3000,TEN,0.0,0.0
0.0,David,Ten@Chi 01:00PM ET,7809665,Fluellen,David Fluellen,David Fluellen (7809665),CHI,RB,0.0,0.0,0.0,0.0,3000,TEN,0.0,0.0
0.0,Antonio,Ten@Chi 01:00PM ET,7809666,Andrews,Antonio Andrews,Antonio Andrews (7809666),CHI,RB,0.0,0.0,0.0,0.0,3000,TEN,0.0,0.0
2.8,Ka'Deem,Ten@Chi 01:00PM ET,7809667,Carey,Ka'Deem Carey,Ka'Deem Carey (7809667),TEN,RB,2.17,2.2,10.0,0.0140056022409,3000,CHI,0.0,0.0
0.0,Paul,Ten@Chi 01:00PM ET,7809668,Lasike,Paul Lasike,Paul Lasike (7809668),TEN,RB,0.0,0.0,13.0,0.00280112044818,3000,CHI,0.0,0.0
8.0,Harry,Ten@Chi 01:00PM ET,7809767,Douglas,Harry Douglas,Harry Douglas (7809767),CHI,WR,3.63,0.0,7.0,0.0326975476839,3000,TEN,0.0,0.0
0.0,Marc,Ten@Chi 01:00PM ET,7809769,Mariani,Marc Mariani,Marc Mariani (7809769),CHI,WR,0.0,0.0,0.0,0.0,3000,TEN,0.0,0.0
15.4,Deonte,Ten@Chi 01:00PM ET,7809770,Thompson,Deonte Thompson,Deonte Thompson (7809770),TEN,WR,0.0,5.0,11.0,0.0112044817927,3000,CHI,0.0,0.0
0.0,Joshua,Ten@Chi 01:00PM ET,7809772,Bellamy,Joshua Bellamy,Joshua Bellamy (7809772),TEN,WR,0.0,0.0,0.0,0.0,3000,CHI,0.0,0.0
29.5,Marquess,Ten@Chi 01:00PM ET,7809774,Wilson,Marquess Wilson,Marquess Wilson (7809774),TEN,WR,8.93,6.6,12.0,0.00840336134454,3000,CHI,0.0,0.0
0.0,Tre,Ten@Chi 01:00PM ET,7809776,McBride,Tre McBride,Tre McBride (7809776),CHI,WR,0.0,0.0,0.0,0.0,3000,TEN,0.0,0.0
0.0,Zach,Ten@Chi 01:00PM ET,7809907,Miller,Zach Miller,Zach Miller (7809907),TEN,TE,0.0,0.0,2.0,0.179271708683,3000,CHI,0.0,0.0
0.0,Jerome,Jax@Buf 01:00PM ET,7809672,Felton,Jerome Felton,Jerome Felton (7809672),JAX,RB,0.0,0.0,12.0,0.0198675496689,3000,BUF,0.0,0.0
3.9,Denard,Jax@Buf 01:00PM ET,7809676,Robinson,Denard Robinson,Denard Robinson (7809676),BUF,RB,2.27,0.0,12.0,0.00702576112412,3000,JAX,0.0,0.0
0.0,Corey,Jax@Buf 01:00PM ET,7809677,Grant,Corey Grant,Corey Grant (7809677),BUF,RB,0.0,0.0,14.0,0.00234192037471,3000,JAX,0.0,0.0
1.2,Jonathan,Jax@Buf 01:00PM ET,7809679,Williams,Jonathan Williams,Jonathan Williams (7809679),JAX,RB,2.15,2.8,15.0,0.00331125827815,3000,BUF,0.0,0.0
1.8,Brandon,Jax@Buf 01:00PM ET,7809778,Tate,Brandon Tate,Brandon Tate (7809778),JAX,WR,6.23,0.0,10.0,0.0264900662252,3000,BUF,0.0,0.0
0.0,Bryan,Jax@Buf 01:00PM ET,7809779,Walters,Bryan Walters,Bryan Walters (7809779),BUF,WR,0.0,1.5,11.0,0.00936768149883,3000,JAX,0.0,0.0
0.0,Arrelious,Jax@Buf 01:00PM ET,7809781,Benn,Arrelious Benn,Arrelious Benn (7809781),BUF,WR,0.0,0.0,8.0,0.0210772833724,3000,JAX,0.0,0.0
8.6,Justin,Jax@Buf 01:00PM ET,7809784,Hunter,Justin Hunter,Justin Hunter (7809784),JAX,WR,4.91,2.7,6.0,0.0496688741722,3000,BUF,0.0,0.0
1.1,Walt,Jax@Buf 01:00PM ET,7809785,Powell,Walt Powell,Walt Powell (7809785),JAX,WR,0.0,0.0,5.0,0.0860927152318,3000,BUF,0.0,0.0
0.0,Rashad,Jax@Buf 01:00PM ET,7809789,Greene,Rashad Greene,Rashad Greene Sr. (7809789),BUF,WR,1.73,0.0,10.0,0.016393442623,3000,JAX,0.0,0.0
0.0,Julius,Jax@Buf 01:00PM ET,7809918,Thomas,Julius Thomas,Julius Thomas (7809918),BUF,TE,0.0,0.0,4.0,0.126463700234,3000,JAX,0.0,0.0
6.8,Rex,Cin@Bal 01:00PM ET,7809680,Burkhead,Rex Burkhead,Rex Burkhead (7809680),BAL,RB,6.65,7.2,10.0,0.00817438692098,3000,CIN,0.0,0.0
4.8,Kyle,Cin@Bal 01:00PM ET,7809681,Juszczyk,Kyle Juszczyk,Kyle Juszczyk (7809681),CIN,RB,3.89,3.8,6.0,0.0815347721823,3000,BAL,0.0,0.0
0.0,Javorius,Cin@Bal 01:00PM ET,7809684,Allen,Javorius Allen,Javorius Allen (7809684),CIN,RB,0.0,0.0,11.0,0.0143884892086,3000,BAL,0.0,0.0
0.0,Lorenzo,Cin@Bal 01:00PM ET,7809687,Taliaferro,Lorenzo Taliaferro,Lorenzo Taliaferro (7809687),CIN,RB,0.0,0.0,13.0,0.00719424460432,3000,BAL,0.0,0.0
0.0,Devin,Cin@Bal 01:00PM ET,7809792,Hester,Devin Hester,Devin Hester (7809792),CIN,WR,0.0,0.0,0.0,0.0,3000,BAL,0.0,0.0
5.0,Kamar,Cin@Bal 01:00PM ET,7809795,Aiken,Kamar Aiken,Kamar Aiken (7809795),CIN,WR,4.89,5.0,5.0,0.0911270983213,3000,BAL,0.0,0.0
5.3,James,Cin@Bal 01:00PM ET,7809797,Wright,James Wright,James Wright (7809797),BAL,WR,4.84,6.1,9.0,0.0272479564033,3000,CIN,0.0,0.0
0.0,Chris,Cin@Bal 01:00PM ET,7809798,Moore,Chris Moore,Chris Moore (7809798),CIN,WR,0.0,0.0,8.0,0.0335731414868,3000,BAL,0.0,0.0
1.7,Alex,Cin@Bal 01:00PM ET,7809799,Erickson,Alex Erickson,Alex Erickson (7809799),BAL,WR,0.0,1.2,10.0,0.00817438692098,3000,CIN,0.0,0.0
0.0,Cody,Cin@Bal 01:00PM ET,7809801,Core,Cody Core,Cody Core (7809801),BAL,WR,0.0,0.0,0.0,0.0,3000,CIN,0.0,0.0
0.0,Stevan,Ari@Atl 01:00PM ET,7809688,Ridley,Stevan Ridley,Stevan Ridley (7809688),ARI,RB,0.0,0.0,0.0,0.0,3000,ATL,0.0,0.0
0.0,Patrick,Ari@Atl 01:00PM ET,7809689,DiMarco,Patrick DiMarco,Patrick DiMarco (7809689),ARI,RB,0.0,0.0,11.0,0.0198863636364,3000,ATL,0.0,0.0
0.0,Stepfan,Ari@Atl 01:00PM ET,7809691,Taylor,Stepfan Taylor,Stepfan Taylor (7809691),ATL,RB,0.0,0.0,0.0,0.0,3000,ARI,0.0,0.0
0.0,Kerwynn,Ari@Atl 01:00PM ET,7809692,Williams,Kerwynn Williams,Kerwynn Williams (7809692),ATL,RB,0.0,0.0,0.0,0.0,3000,ARI,0.0,0.0
0.0,Eric,Ari@Atl 01:00PM ET,7809803,Weems,Eric Weems,Eric Weems (7809803),ARI,WR,0.0,0.0,0.0,0.0,3000,ATL,0.0,0.0
0.0,Aldrick,Ari@Atl 01:00PM ET,7809805,Robinson,Aldrick Robinson,Aldrick Robinson (7809805),ARI,WR,0.0,1.2,8.0,0.0454545454545,3000,ATL,0.0,0.0
7.7,Justin,Ari@Atl 01:00PM ET,7809810,Hardy,Justin Hardy,Justin Hardy (7809810),ARI,WR,4.02,1.6,9.0,0.0369318181818,3000,ATL,0.0,0.0
0.9,Brittan,Ari@Atl 01:00PM ET,7809812,Golden,Brittan Golden,Brittan Golden (7809812),ATL,WR,0.0,0.0,11.0,0.00709219858156,3000,ARI,0.0,0.0
0.0,Chris,Ari@Atl 01:00PM ET,7809813,Hubert,Chris Hubert,Chris Hubert (7809813),ATL,WR,0.0,0.0,0.0,0.0,3000,ARI,0.0,0.0
-1.0,Bobby,NYG@Cle 01:00PM ET,7809699,Rainey,Bobby Rainey,Bobby Rainey (7809699),CLE,RB,0.0,1.1,6.0,0.0554156171285,3000,NYG,0.0,0.0
0.0,Orleans,NYG@Cle 01:00PM ET,7809700,Darkwa,Orleans Darkwa,Orleans Darkwa (7809700),CLE,RB,0.0,0.0,12.0,0.0100755667506,3000,NYG,0.0,0.0
0.0,George,NYG@Cle 01:00PM ET,7809702,Atkinson III,George Atkinson III,George Atkinson III (7809702),NYG,RB,0.0,0.0,0.0,0.0,3000,CLE,0.0,0.0
0.0,Andrew,NYG@Cle 01:00PM ET,7809816,Hawkins,Andrew Hawkins,Andrew Hawkins (7809816),NYG,WR,5.94,5.8,4.0,0.1075,3000,CLE,0.0,1.0
8.3,Dwayne,NYG@Cle 01:00PM ET,7809817,Harris,Dwayne Harris,Dwayne Harris (7809817),CLE,WR,1.53,0.0,14.0,0.00251889168766,3000,NYG,0.0,0.0
0.0,Tavarres,NYG@Cle 01:00PM ET,7809818,King,Tavarres King,Tavarres King (7809818),CLE,WR,0.0,0.0,13.0,0.00755667506297,3000,NYG,0.0,0.0
0.0,Jordan,NYG@Cle 01:00PM ET,7809821,Payton,Jordan Payton,Jordan Payton (7809821),NYG,WR,0.0,0.0,11.0,0.0075,3000,CLE,0.0,0.0
0.0,Ricardo,NYG@Cle 01:00PM ET,7809823,Louis,Ricardo Louis,Ricardo Louis (7809823),NYG,WR,4.1,1.1,7.0,0.0825,3000,CLE,0.0,0.0
5.4,Rashard,NYG@Cle 01:00PM ET,7809825,Higgins,Rashard Higgins,Rashard Higgins (7809825),NYG,WR,1.81,0.0,8.0,0.02,3000,CLE,0.0,0.0
2.8,Roger,NYG@Cle 01:00PM ET,7809826,Lewis,Roger Lewis,Roger Lewis (7809826),CLE,WR,3.05,1.1,10.0,0.0302267002519,3000,NYG,0.0,0.0
3.2,Will,NYG@Cle 01:00PM ET,7809940,Tye,Will Tye,Will Tye (7809940),CLE,TE,8.12,6.4,4.0,0.110831234257,3000,NYG,0.0,0.0
1.7,John,LA@NO 01:00PM ET,7809706,Kuhn,John Kuhn,John Kuhn (7809706),LA,RB,0.0,2.1,9.0,0.0307328605201,3000,NO,0.0,0.0
0.0,Chase,LA@NO 01:00PM ET,7809707,Reynolds,Chase Reynolds,Chase Reynolds (7809707),NO,RB,0.0,0.0,0.0,0.0,3000,LA,0.0,0.0
0.0,Travaris,LA@NO 01:00PM ET,7809708,Cadet,Travaris Cadet,Travaris Cadet (7809708),LA,RB,0.0,1.1,5.0,0.080378250591,3000,NO,0.0,0.0
0.0,Marcus,LA@NO 01:00PM ET,7809711,Murphy,Marcus Murphy,Marcus Murphy (7809711),LA,RB,0.0,0.0,13.0,0.00236406619385,3000,NO,0.0,0.0
0.9,Malcolm,LA@NO 01:00PM ET,7809712,Brown,Malcolm Brown,Malcolm Brown (7809712),NO,RB,0.0,0.0,10.0,0.00578034682081,3000,LA,0.0,0.0
0.0,Daniel,LA@NO 01:00PM ET,7809713,Lasco,Daniel Lasco,Daniel Lasco (7809713),LA,RB,0.0,0.0,12.0,0.00945626477541,3000,NO,0.0,0.0
7.3,Brandon,LA@NO 01:00PM ET,7809830,Coleman,Brandon Coleman,Brandon Coleman (7809830),LA,WR,5.42,1.3,7.0,0.0567375886525,3000,NO,0.0,0.0
2.2,Bradley,LA@NO 01:00PM ET,7809832,Marquez,Bradley Marquez,Bradley Marquez (7809832),NO,WR,2.18,0.0,8.0,0.014450867052,3000,LA,0.0,0.0
0.7,Tommylee,LA@NO 01:00PM ET,7809834,Lewis,Tommylee Lewis,Tommylee Lewis (7809834),LA,WR,0.0,0.0,11.0,0.0212765957447,3000,NO,0.0,0.0
0.0,Pharoh,LA@NO 01:00PM ET,7809836,Cooper,Pharoh Cooper,Pharoh Cooper (7809836),NO,WR,0.0,1.7,9.0,0.00867052023121,3000,LA,0.0,0.0
0.0,Jake,LA@NO 01:00PM ET,7809837,Lampman,Jake Lampman,Jake Lampman (7809837),LA,WR,0.0,0.0,0.0,0.0,3000,NO,0.0,0.0
0.0,Mike,LA@NO 01:00PM ET,7809838,Thomas,Mike Thomas,Mike Thomas (7809838),NO,WR,0.0,0.0,10.0,0.00578034682081,3000,LA,0.0,0.0
15.1,Lance,LA@NO 01:00PM ET,7809946,Kendricks,Lance Kendricks,Lance Kendricks (7809946),NO,TE,9.36,9.4,3.0,0.182080924855,3000,LA,3.0,0.0
0.9,Kenyan,SF@Mia 01:00PM ET,7809721,Drake,Kenyan Drake,Kenyan Drake (7809721),SF,RB,1.47,2.5,11.0,0.0265780730897,3000,MIA,0.0,0.0
8.6,Rod,SF@Mia 01:00PM ET,7809842,Streater,Rod Streater,Rod Streater (7809842),MIA,WR,2.28,2.6,8.0,0.0322580645161,3000,SF,0.0,0.0
0.0,Jakeem,SF@Mia 01:00PM ET,7809846,Grant,Jakeem Grant,Jakeem Grant (7809846),SF,WR,0.0,0.0,13.0,0.00332225913621,3000,MIA,0.0,0.0
5.2,Chris,SF@Mia 01:00PM ET,7809847,Harper,Chris Harper,Chris Harper (7809847),MIA,WR,0.0,0.0,13.0,0.00967741935484,3000,SF,0.0,0.0
0.0,Aaron,SF@Mia 01:00PM ET,7809848,Burbridge,Aaron Burbridge,Aaron Burbridge (7809848),MIA,WR,0.0,1.5,10.0,0.0258064516129,3000,SF,0.0,0.0
8.5,Leonte,SF@Mia 01:00PM ET,7809849,Carroo,Leonte Carroo,Leonte Carroo (7809849),SF,WR,1.03,0.0,12.0,0.00996677740864,3000,MIA,0.0,0.0
10.0,Vance,SF@Mia 01:00PM ET,7809955,McDonald,Vance McDonald,Vance McDonald (7809955),MIA,TE,10.24,5.9,4.0,0.103225806452,3000,SF,0.0,0.0
1.4,Jonathan,SD@Hou 01:00PM ET,7809722,Grimes,Jonathan Grimes,Jonathan Grimes (7809722),SD,RB,0.0,0.0,9.0,0.0191256830601,3000,HOU,0.0,0.0
0.0,Jay,SD@Hou 01:00PM ET,7809725,Prosch,Jay Prosch,Jay Prosch (7809725),SD,RB,0.0,0.0,14.0,0.00273224043716,3000,HOU,0.0,0.0
0.0,Tyler,SD@Hou 01:00PM ET,7809726,Ervin,Tyler Ervin,Tyler Ervin (7809726),SD,RB,0.0,0.0,10.0,0.0136612021858,3000,HOU,0.0,0.0
0.0,Griff,SD@Hou 01:00PM ET,7809851,Whalen,Griff Whalen,Griff Whalen (7809851),HOU,WR,1.5,2.0,10.0,0.0134048257373,3000,SD,0.0,0.0
0.0,Keith,SD@Hou 01:00PM ET,7809853,Mumphery,Keith Mumphery,Keith Mumphery (7809853),SD,WR,2.88,0.0,12.0,0.00546448087432,3000,HOU,0.0,0.0
0.0,Geremy,SD@Hou 01:00PM ET,7809854,Davis,Geremy Davis,Geremy Davis (7809854),HOU,WR,0.0,0.0,0.0,0.0,3000,SD,0.0,0.0
0.0,Isaiah,SD@Hou 01:00PM ET,7809856,Burse,Isaiah Burse,Isaiah Burse (7809856),HOU,WR,0.0,0.0,14.0,0.00268096514745,3000,SD,0.0,0.0
2.3,Braxton,SD@Hou 01:00PM ET,7809857,Miller,Braxton Miller,Braxton Miller (7809857),SD,WR,8.63,5.9,7.0,0.0628415300546,3000,HOU,0.0,0.0
1.6,Jeremy,SD@Hou 01:00PM ET,7809858,Butler,Jeremy Butler,Jeremy Butler (7809858),HOU,WR,0.0,1.3,14.0,0.00268096514745,3000,SD,0.0,0.0
0.0,Jaelen,SD@Hou 01:00PM ET,7809860,Strong,Jaelen Strong,Jaelen Strong (7809860),SD,WR,0.0,0.0,6.0,0.0655737704918,3000,HOU,0.0,0.0
0.0,Will,Sea@TB 04:05PM ET,7809732,Tukuafu,Will Tukuafu,Will Tukuafu (7809732),TB,RB,0.0,0.0,14.0,0.00315457413249,3000,SEA,0.0,0.0
0.0,Mike,Sea@TB 04:05PM ET,7809734,James,Mike James,Mike James (7809734),SEA,RB,0.0,1.4,12.0,0.0126582278481,3000,TB,0.0,0.0
0.0,Troymaine,Sea@TB 04:05PM ET,7809737,Pope,Troymaine Pope,Troymaine Pope (7809737),TB,RB,0.0,0.0,0.0,0.0,3000,SEA,0.0,0.0
0.0,Alex,Sea@TB 04:05PM ET,7809738,Collins,Alex Collins,Alex Collins (7809738),TB,RB,6.41,4.4,9.0,0.00946372239748,3000,SEA,0.0,0.0
