Actual,FirstName,GameInfo,ID,LastName,Name,Name...ID,Opponent,Position,Projection,Projection_dfn,Projection_reg,Projection_reg_split,RankTargets,RollingTargetPctg,Salary,Team,TierRank,ValueWR
0.0,Marvin,CHI@DET,4900,Jones,Marvin Jones,Marvin Jones Jr. (1000000),CHI,WR,13.25,12.5,12.3806495894,12.8937943208,2.0,0.196832579,4900,DET,7.0,1.0
30.0,Carlos,NYJ@SF,4900,Hyde,Carlos Hyde,Carlos Hyde (1000000),NYJ,RB,12.5,12.5,12.0488189068,12.5496396389,6.0,0.069333333,4900,SF,4.0,0.0
5.9,Quincy,NYJ@SF,4900,Enunwa,Quincy Enunwa,Quincy Enunwa (1000000),SF,WR,4.82,8.8,6.72145368846,7.00863212725,2.0,0.185542169,4900,NYJ,0.0,1.0
7.7,Rashad,DAL@NYG,4900,Jennings,Rashad Jennings,Rashad Jennings (1000000),DAL,RB,12.12,9.2,10.1598581727,10.576443669,5.0,0.072805139,4900,NYG,5.0,0.0
0.0,Alfred,DAL@NYG,4900,Morris,Alfred Morris,Alfred Morris (1000000),NYG,RB,3.01,3.9,3.365459089,3.50709067816,9.0,0.010840108,4900,DAL,0.0,0.0
24.2,Zach,WAS@PHI,4900,Ertz,Zach Ertz,Zach Ertz (1000000),WAS,TE,14.12,11.6,12.2962550388,12.802425316,2.0,0.15990991,4900,PHI,2.0,0.0
19.1,Dontrelle,SD@CAR,4800,Inman,Dontrelle Inman,Dontrelle Inman (1000000),CAR,WR,5.81,9.9,7.73308125216,8.06252439546,2.0,0.176886792,4800,SD,9.0,1.0
15.4,Frank,HOU@IND,4800,Gore,Frank Gore,Frank Gore (1000000),HOU,RB,10.92,13.3,11.766933951,12.2606990519,6.0,0.089912281,4800,IND,4.0,0.0
3.1,Devontae,DEN@TEN,4800,Booker,Devontae Booker,Devontae Booker (1000000),TEN,RB,6.9,12.6,9.62329627087,10.0344611737,5.0,0.068627451,4800,DEN,4.0,0.0
0.0,C.J.,SEA@GB,4700,Prosise,C.J. Prosise,C.J. Prosise (1000000),GB,RB,4.7,0.0,2.07947227718,2.15670267313,6.0,0.051679587,4700,SEA,0.0,0.0
17.1,Adam,MIN@JAX,4700,Thielen,Adam Thielen,Adam Thielen (1000000),JAX,WR,0.0,12.2,6.36186815061,6.6501987956,3.0,0.16359447,4700,MIN,7.0,1.0
6.9,Sterling,DAL@NYG,4600,Shepard,Sterling Shepard,Sterling Shepard (1000000),DAL,WR,12.47,13.8,12.7134496628,13.2445011921,2.0,0.173447537,4600,NYG,6.0,1.0
3.4,Mike,PIT@BUF,4600,Gillislee,Mike Gillislee,Mike Gillislee (1000000),PIT,RB,4.73,3.0,3.657139312,3.80576364621,10.0,0.030812325,4600,BUF,0.0,0.0
4.9,Tim,NO@TB,4500,Hightower,Tim Hightower,Tim Hightower (1000000),TB,RB,4.92,10.4,7.60004114348,7.92667663726,9.0,0.039840637,4500,NO,5.0,0.0
13.9,Anquan,CHI@DET,4500,Boldin,Anquan Boldin,Anquan Boldin (1000000),CHI,WR,10.93,12.2,11.1977472973,11.6656796929,3.0,0.174208145,4500,DET,7.0,1.0
4.2,Will,HOU@IND,4500,Fuller,Will Fuller,Will Fuller (1000000),IND,WR,10.52,9.3,9.50409917693,9.89675684052,3.0,0.15261959,4500,HOU,0.0,1.0
5.8,Delanie,DEN@TEN,4400,Walker,Delanie Walker,Delanie Walker (1000000),DEN,TE,13.8,10.4,11.5289164246,12.0014680708,2.0,0.187817259,4400,TEN,3.0,0.0
5.7,Corey,CIN@CLE,4400,Coleman,Corey Coleman,Corey Coleman (1000000),CIN,WR,12.57,12.0,11.8190574693,12.3092116116,5.0,0.102505695,4400,CLE,7.0,1.0
6.5,Alfred,HOU@IND,4400,Blue,Alfred Blue,Alfred Blue (1000000),IND,RB,4.43,3.4,3.73299288,3.88614107823,10.0,0.013667426,4400,HOU,0.0,0.0
12.0,Darren,WAS@PHI,4400,Sproles,Darren Sproles,Darren Sproles (1000000),WAS,RB,10.5,9.6,9.65168973948,10.0511088609,4.0,0.13963964,4400,PHI,5.0,0.0
0.6,Fitzgerald,PIT@BUF,4300,Toussaint,Fitzgerald Toussaint,Fitzgerald Toussaint (1000000),BUF,RB,3.42,0.0,1.51314791233,1.56934534938,13.0,0.002123142,4300,PIT,0.0,0.0
17.2,Taylor,ATL@LA,4300,Gabriel,Taylor Gabriel,Taylor Gabriel (1000000),LA,WR,0.0,12.3,6.41401461086,6.70470862179,4.0,0.08056872,4300,ATL,7.0,0.0
16.8,Rob,WAS@PHI,4200,Kelley,Rob Kelley,Rob Kelley (1000000),PHI,RB,0.0,12.1,6.30972169036,6.5956889694,9.0,0.020491803,4200,WAS,4.0,0.0
16.9,Pierre,WAS@PHI,4200,Garcon,Pierre Garcon,Pierre Garcon (1000000),PHI,WR,11.6,13.1,11.9635008493,12.4637129778,1.0,0.182377049,4200,WAS,6.0,1.0
0.0,Mohamed,ATL@LA,4200,Sanu,Mohamed Sanu,Mohamed Sanu (1000000),LA,WR,11.65,0.0,5.15443660194,5.34586939191,2.0,0.177725118,4200,ATL,0.0,1.0
1.5,Jeremy,CHI@DET,4100,Langford,Jeremy Langford,Jeremy Langford (1000000),DET,RB,11.37,4.2,7.22070447766,7.50679767746,8.0,0.048387097,4100,CHI,0.0,0.0
-0.2,Travis,SD@CAR,4100,Benjamin,Travis Benjamin,Travis Benjamin (1000000),CAR,WR,10.28,8.9,9.18932751751,9.56858803755,3.0,0.158018868,4100,SD,0.0,1.0
8.7,Cameron,NO@TB,4100,Brate,Cameron Brate,Cameron Brate (1000000),NO,TE,6.74,10.4,8.40528359975,8.76182533197,2.0,0.15625,4100,TB,3.0,0.0
0.0,Kapri,DEN@TEN,4000,Bibbs,Kapri Bibbs,Kapri Bibbs (1000000),TEN,RB,0.0,0.0,0.0,0.0,12.0,0.009803922,4000,DEN,0.0,0.0
0.0,Ted,SD@CAR,4000,Ginn,Ted Ginn,Ted Ginn Jr. (1000000),SD,WR,7.85,9.1,8.21848902662,8.56254652064,3.0,0.157407407,4000,CAR,0.0,1.0
19.2,Cameron,CHI@DET,4000,Meredith,Cameron Meredith,Cameron Meredith (1000000),DET,WR,0.0,12.5,6.51830753136,6.81372827418,2.0,0.149769585,4000,CHI,7.0,1.0
16.0,Kyle,MIN@JAX,4000,Rudolph,Kyle Rudolph,Kyle Rudolph (1000000),JAX,TE,8.39,10.3,9.08316464106,9.46445580591,2.0,0.218894009,4000,MIN,3.0,0.0
0.0,Benny,ATL@LA,4000,Cunningham,Benny Cunningham,Benny Cunningham (1000000),ATL,RB,4.98,0.0,2.20335573199,2.2851870877,6.0,0.051470588,4000,LA,0.0,0.0
19.5,Tevin,ATL@LA,4000,Coleman,Tevin Coleman,Tevin Coleman (1000000),LA,RB,6.8,8.9,7.64963315058,7.97171031361,5.0,0.071090047,4000,ATL,5.0,0.0
2.0,Shane,DAL@NYG,4000,Vereen,Shane Vereen,Shane Vereen (1000000),DAL,RB,9.89,7.6,8.33887157934,8.68099986245,10.0,0.029978587,4000,NYG,0.0,0.0
8.0,Charles,NO@TB,4000,Sims,Charles Sims,Charles Sims (1000000),NO,RB,10.45,4.8,7.12653760193,7.41169355818,7.0,0.040178571,4000,TB,0.0,0.0
6.0,Ryan,WAS@PHI,4000,Mathews,Ryan Mathews,Ryan Mathews (1000000),WAS,RB,14.74,6.4,9.85895247001,10.2524155576,9.0,0.024774775,4000,PHI,0.0,0.0
3.9,Robert,PIT@BUF,3900,Woods,Robert Woods,Robert Woods (1000000),PIT,WR,10.44,7.2,8.37362823885,8.71534065773,1.0,0.179271709,3900,BUF,0.0,1.0
8.8,Damien,ARI@MIA,3900,Williams,Damien Williams,Damien Williams (1000000),ARI,RB,3.21,4.8,3.92326541326,4.08945369574,6.0,0.059620596,3900,MIA,0.0,0.0
3.8,Michael,ARI@MIA,3900,Floyd,Michael Floyd,Michael Floyd (1000000),MIA,WR,13.76,11.2,11.9283904702,12.4191917639,0.0,0.0,3900,ARI,8.0,0.0
15.8,Isaiah,CIN@CLE,3900,Crowell,Isaiah Crowell,Isaiah Crowell (1000000),CIN,RB,8.57,12.9,10.5186119714,10.9643084106,6.0,0.093394077,3900,CLE,4.0,0.0
6.2,C.J.,HOU@IND,3900,Fiedorowicz,C.J. Fiedorowicz,C.J. Fiedorowicz (1000000),IND,TE,3.32,9.0,6.1620852439,6.42934241587,2.0,0.154897494,3900,HOU,4.0,0.0
4.5,Ladarius,PIT@BUF,3900,Green,Ladarius Green,Ladarius Green (1000000),BUF,TE,0.0,9.3,4.84962080333,5.06941383599,8.0,0.042462845,3900,PIT,4.0,0.0
0.0,DuJuan,NYJ@SF,3900,Harris,DuJuan Harris,DuJuan Harris (1000000),NYJ,RB,0.0,2.3,1.19936858577,1.25372600245,10.0,0.024,3900,SF,0.0,0.0
15.9,Tavon,ATL@LA,3900,Austin,Tavon Austin,Tavon Austin (1000000),ATL,WR,12.32,12.1,11.760593702,12.2490032105,2.0,0.191176471,3900,LA,7.0,1.0
17.6,Ty,SEA@GB,3900,Montgomery,Ty Montgomery,Ty Montgomery (1000000),SEA,WR,0.0,7.6,3.96313097907,4.1427467907,0.0,0.0,3900,GB,0.0,1.0
0.3,Wendell,WAS@PHI,3800,Smallwood,Wendell Smallwood,Wendell Smallwood (1000000),WAS,RB,0.0,5.2,2.71161593305,2.83451096206,7.0,0.027027027,3800,PHI,0.0,0.0
0.0,John,ARI@MIA,3800,Brown,John Brown,John Brown (1000000),MIA,WR,13.3,7.8,9.95188800307,10.3547761351,3.0,0.141573034,3800,ARI,0.0,1.0
0.0,Cameron,SD@CAR,3800,Artis-Payne,Cameron Artis-Payne,Cameron Artis-Payne (1000000),SD,RB,0.0,0.0,0.0,0.0,11.0,0.002314815,3800,CAR,0.0,0.0
5.0,Eli,PIT@BUF,3800,Rogers,Eli Rogers,Eli Rogers (1000000),BUF,WR,8.73,8.9,8.50354410696,8.85733502832,4.0,0.097664544,3800,PIT,0.0,1.0
0.0,Marquess,CHI@DET,3800,Wilson,Marquess Wilson,Marquess Wilson (1000000),DET,WR,0.0,0.0,0.0,0.0,10.0,0.036866359,3800,CHI,0.0,1.0
7.2,Eric,CHI@DET,3800,Ebron,Eric Ebron,Eric Ebron (1000000),CHI,TE,9.86,10.5,9.83784569931,10.2480186348,5.0,0.126696833,3800,DET,3.0,0.0
16.0,T.J.,MIN@JAX,3800,Yeldon,T.J. Yeldon,T.J. Yeldon (1000000),MIN,RB,13.57,14.8,13.7215992663,14.2943596542,4.0,0.109090909,3800,JAX,3.0,0.0
0.3,James,SEA@GB,3800,Starks,James Starks,James Starks (1000000),SEA,RB,7.85,6.6,6.91482752035,7.1998008658,7.0,0.050403226,3800,GB,0.0,0.0
5.5,Paul,DAL@NYG,3800,Perkins,Paul Perkins,Paul Perkins (1000000),DAL,RB,0.0,2.4,1.25151504602,1.30823582864,8.0,0.040685225,3800,NYG,0.0,0.0
11.1,Antonio,SD@CAR,3800,Gates,Antonio Gates,Antonio Gates (1000000),CAR,TE,11.85,12.0,11.5005000141,11.978823117,4.0,0.143867925,3800,SD,2.0,0.0
0.0,Adam,NO@TB,3700,Humphries,Adam Humphries,Adam Humphries (1000000),NO,WR,6.64,0.0,2.93780764265,3.04691611693,2.0,0.15625,3700,TB,0.0,1.0
9.8,Chris,WAS@PHI,3700,Thompson,Chris Thompson,Chris Thompson (1000000),PHI,RB,6.53,8.3,7.21729534337,7.52075567098,5.0,0.092213115,3700,WAS,5.0,0.0
2.6,Paul,WAS@PHI,3700,Turner,Paul Turner,Paul Turner (1000000),WAS,WR,0.0,5.2,2.71161593305,2.83451096206,10.0,0.018018018,3700,PHI,0.0,0.0
21.7,Kenny,ARI@MIA,3700,Stills,Kenny Stills,Kenny Stills (1000000),ARI,WR,9.97,6.8,7.95709517013,8.28163108564,3.0,0.151761518,3700,MIA,0.0,1.0
13.8,Kenneth,SD@CAR,3700,Farrow,Kenneth Farrow,Kenneth Farrow (1000000),CAR,RB,0.0,2.1,1.09507566527,1.14470635006,10.0,0.007075472,3700,SD,0.0,0.0
0.0,Chris,MIN@JAX,3700,Ivory,Chris Ivory,Chris Ivory (1000000),MIN,RB,0.0,0.0,0.0,0.0,7.0,0.042424242,3700,JAX,0.0,0.0
19.3,Marqise,MIN@JAX,3700,Lee,Marqise Lee,Marqise Lee (1000000),MIN,WR,4.97,11.4,8.14362779149,8.49471854466,2.0,0.163636364,3700,JAX,8.0,1.0
9.6,Tyler,SEA@GB,3700,Lockett,Tyler Lockett,Tyler Lockett (1000000),GB,WR,12.75,9.4,10.5428888666,10.9745532542,4.0,0.139534884,3700,SEA,0.0,1.0
1.6,Coby,NO@TB,3700,Fleener,Coby Fleener,Coby Fleener (1000000),TB,TE,14.87,9.0,11.2722777548,11.7293245169,4.0,0.131474104,3700,NO,4.0,0.0
0.0,Dorial,WAS@PHI,3600,Green-Beckham,Dorial Green-Beckham,Dorial Green-Beckham (1000000),WAS,WR,8.47,0.0,3.74747450802,3.88665354072,3.0,0.148648649,3600,PHI,0.0,0.0
12.9,Jerick,MIN@JAX,3600,McKinnon,Jerick McKinnon,Jerick McKinnon (1000000),JAX,RB,5.03,12.5,8.74378530885,9.12185900734,5.0,0.069124424,3600,MIN,4.0,0.0
4.8,Cordarrelle,MIN@JAX,3600,Patterson,Cordarrelle Patterson,Cordarrelle Patterson (1000000),JAX,WR,0.0,5.2,2.71161593305,2.83451096206,4.0,0.126728111,3600,MIN,0.0,1.0
0.0,Kenjon,WAS@PHI,3600,Barner,Kenjon Barner,Kenjon Barner (1000000),WAS,RB,0.0,1.1,0.57361106276,0.599608088128,12.0,0.015765766,3600,PHI,0.0,0.0
19.4,J.J.,ARI@MIA,3600,Nelson,J.J. Nelson,J.J. Nelson (1000000),MIA,WR,0.0,9.5,4.95391372383,5.17843348838,4.0,0.098876404,3600,ARI,9.0,1.0
2.7,Russell,NO@TB,3500,Shepard,Russell Shepard,Russell Shepard (1000000),NO,WR,0.0,6.8,3.54595929706,3.70666818115,6.0,0.053571429,3500,TB,0.0,1.0
1.1,Vernon,WAS@PHI,3500,Davis,Vernon Davis,Vernon Davis (1000000),PHI,TE,2.11,2.9,2.44579766745,2.54900679797,5.0,0.092213115,3500,WAS,0.0,0.0
0.0,Andre,ARI@MIA,3500,Ellington,Andre Ellington,Andre Ellington (1000000),MIA,RB,5.16,2.9,3.79524244307,3.94856917096,7.0,0.035955056,3500,ARI,0.0,0.0
6.1,Rex,CIN@CLE,3500,Burkhead,Rex Burkhead,Rex Burkhead (1000000),CLE,RB,0.0,7.7,4.01527743932,4.19725661689,10.0,0.022371365,3500,CIN,5.0,0.0
5.5,Duke,CIN@CLE,3500,Johnson,Duke Johnson,Duke Johnson (1000000),CIN,RB,11.19,10.4,10.3741456494,10.8038097778,2.0,0.150341686,3500,CLE,5.0,0.0
8.4,Dwayne,CHI@DET,3500,Washington,Dwayne Washington,Dwayne Washington (1000000),CHI,RB,0.0,11.1,5.78825708785,6.05059070747,8.0,0.015837104,3500,DET,4.0,0.0
7.5,Josh,CHI@DET,3500,Bellamy,Josh Bellamy,Josh Bellamy (1000000),DET,WR,2.9,9.3,6.13269944244,6.4001452726,7.0,0.059907834,3500,CHI,0.0,0.0
0.0,Torrey,NYJ@SF,3500,Smith,Torrey Smith,Torrey Smith (1000000),NYJ,WR,12.14,8.0,9.54294946793,9.93150321288,3.0,0.136,3500,SF,0.0,0.0
0.0,Tajae,DEN@TEN,3400,Sharpe,Tajae Sharpe,Tajae Sharpe (1000000),DEN,WR,11.83,8.1,9.45793924607,9.84376243722,1.0,0.195431472,3400,TEN,0.0,0.0
0.0,Marquise,PIT@BUF,3400,Goodwin,Marquise Goodwin,Marquise Goodwin (1000000),PIT,WR,0.0,5.8,3.02449469455,3.16156991922,3.0,0.148459384,3400,BUF,0.0,1.0
0.0,Allen,MIN@JAX,3400,Hurns,Allen Hurns,Allen Hurns (1000000),MIN,WR,13.08,0.0,5.78712710329,6.00205765203,3.0,0.157575758,3400,JAX,0.0,1.0
10.0,Jeremy,NYJ@SF,3400,Kerley,Jeremy Kerley,Jeremy Kerley (1000000),NYJ,WR,9.5,10.3,9.5742740512,9.9738047351,1.0,0.218666667,3400,SF,9.0,1.0
0.0,Matt,WAS@PHI,3400,Jones,Matt Jones,Matt Jones (1000000),PHI,RB,10.56,0.0,4.67217601,4.8456979209,8.0,0.022540984,3400,WAS,0.0,0.0
0.0,Kendall,DEN@TEN,3300,Wright,Kendall Wright,Kendall Wright (1000000),DEN,WR,0.0,5.6,2.92020177405,3.05255026683,5.0,0.091370558,3300,TEN,0.0,1.0
5.7,Gary,CIN@CLE,3300,Barnidge,Gary Barnidge,Gary Barnidge (1000000),CIN,TE,12.98,7.8,9.81030691186,10.2079368042,2.0,0.150341686,3300,CLE,5.0,0.0
8.3,Robert,HOU@IND,3300,Turbin,Robert Turbin,Robert Turbin (1000000),HOU,RB,3.09,5.0,3.97446542456,4.14340859903,9.0,0.043859649,3300,IND,0.0,0.0
12.1,Matt,MIN@JAX,3300,Asiata,Matt Asiata,Matt Asiata (1000000),JAX,RB,0.0,9.3,4.84962080333,5.06941383599,6.0,0.066820276,3300,MIN,5.0,0.0
3.6,Christine,SEA@GB,3300,Michael,Christine Michael,Christine Michael (1000000),SEA,RB,12.44,2.4,6.75547996689,7.0166148188,0.0,0.0,3300,GB,0.0,0.0
1.4,Victor,DAL@NYG,3300,Cruz,Victor Cruz,Victor Cruz (1000000),DAL,WR,7.73,8.6,7.90466381617,8.23493264057,3.0,0.109207709,3300,NYG,0.0,0.0
11.3,Devin,SD@CAR,3300,Funchess,Devin Funchess,Devin Funchess (1000000),SD,WR,9.46,6.5,7.57501092526,7.88407642338,4.0,0.115740741,3300,CAR,0.0,0.0
0.0,Percy,PIT@BUF,3200,Harvin,Percy Harvin,Percy Harvin (1000000),PIT,WR,0.0,0.0,0.0,0.0,14.0,0.011204482,3200,BUF,0.0,0.0
4.2,Nelson,WAS@PHI,3200,Agholor,Nelson Agholor,Nelson Agholor (1000000),WAS,WR,7.36,6.7,6.75017793469,7.0294629665,5.0,0.130630631,3200,PHI,0.0,0.0
0.0,T.J.,CHI@DET,3200,Jones,T.J. Jones,T.J. Jones (1000000),CHI,WR,0.0,0.0,0.0,0.0,9.0,0.011312217,3200,DET,0.0,0.0
4.9,Phillip,HOU@IND,3200,Dorsett,Phillip Dorsett,Phillip Dorsett (1000000),HOU,WR,10.9,7.0,8.47285813697,8.81740254356,4.0,0.098684211,3200,IND,0.0,0.0
0.0,Denard,MIN@JAX,3200,Robinson,Denard Robinson,Denard Robinson (1000000),MIN,RB,3.63,0.0,1.60606050344,1.66570866031,13.0,0.008080808,3200,JAX,0.0,0.0
7.1,Quinton,NYJ@SF,3200,Patton,Quinton Patton,Quinton Patton (1000000),NYJ,WR,9.97,10.0,9.62578189816,10.0259455238,2.0,0.149333333,3200,SF,9.0,1.0
18.6,Terrance,DAL@NYG,3200,Williams,Terrance Williams,Terrance Williams (1000000),NYG,WR,9.18,8.2,8.33761729472,8.6822590541,4.0,0.12195122,3200,DAL,0.0,0.0
0.0,Eddie,CHI@DET,3100,Royal,Eddie Royal,Eddie Royal (1000000),DET,WR,6.9,0.0,3.05284227926,3.16622307332,4.0,0.103686636,3100,CHI,0.0,1.0
2.0,Brian,ATL@LA,3100,Quick,Brian Quick,Brian Quick (1000000),ATL,WR,4.43,7.9,6.07958359129,6.33908325693,4.0,0.144607843,3100,LA,0.0,1.0
6.6,Jason,DAL@NYG,3100,Witten,Jason Witten,Jason Witten (1000000),NYG,TE,12.15,10.9,11.0596212243,11.5168769016,2.0,0.203252033,3100,DAL,3.0,0.0
0.4,Reggie,PIT@BUF,3000,Bush,Reggie Bush,Reggie Bush (1000000),PIT,RB,4.57,2.3,3.22132354464,3.35077519738,8.0,0.033613445,3000,BUF,0.0,0.0
0.0,Jerome,PIT@BUF,3000,Felton,Jerome Felton,Jerome Felton (1000000),PIT,RB,0.0,0.0,0.0,0.0,0.0,0.0,3000,BUF,0.0,0.0
0.0,Roosevelt,PIT@BUF,3000,Nix,Roosevelt Nix,Roosevelt Nix (1000000),BUF,RB,0.0,0.0,0.0,0.0,0.0,0.0,3000,PIT,0.0,0.0
0.0,Daryl,PIT@BUF,3000,Richardson,Daryl Richardson,Daryl Richardson (1000000),BUF,RB,0.0,0.0,0.0,0.0,0.0,0.0,3000,PIT,0.0,0.0
0.0,Jonathan,PIT@BUF,3000,Williams,Jonathan Williams,Jonathan Williams (1000000),PIT,RB,0.0,0.0,0.0,0.0,15.0,0.005602241,3000,BUF,0.0,0.0
0.0,Darrius,PIT@BUF,3000,Heyward-Bey,Darrius Heyward-Bey,Darrius Heyward-Bey (1000000),BUF,WR,3.11,0.0,1.37599123022,1.42709474754,10.0,0.033970276,3000,PIT,0.0,0.0
0.0,Brandon,PIT@BUF,3000,Tate,Brandon Tate,Brandon Tate (1000000),PIT,WR,3.55,0.0,1.57066523063,1.62899882758,10.0,0.030812325,3000,BUF,0.0,0.0
2.5,Cobi,PIT@BUF,3000,Hamilton,Cobi Hamilton,Cobi Hamilton (1000000),BUF,WR,0.0,4.6,2.39873717154,2.5074520049,7.0,0.04670913,3000,PIT,0.0,0.0
0.0,Justin,PIT@BUF,3000,Hunter,Justin Hunter,Justin Hunter (1000000),PIT,WR,0.0,2.6,1.35580796652,1.41725548103,7.0,0.056022409,3000,BUF,0.0,0.0
0.0,Sammie,PIT@BUF,3000,Coates,Sammie Coates,Sammie Coates (1000000),BUF,WR,11.01,1.9,5.86205716428,6.08787742771,5.0,0.091295117,3000,PIT,0.0,1.0
0.0,Dezmin,PIT@BUF,3000,Lewis,Dezmin Lewis,Dezmin Lewis (1000000),PIT,WR,0.0,0.0,0.0,0.0,17.0,0.00280112,3000,BUF,0.0,0.0
0.0,Jalston,DEN@TEN,3000,Fowler,Jalston Fowler,Jalston Fowler (1000000),DEN,RB,0.0,0.0,0.0,0.0,0.0,0.0,3000,TEN,0.0,0.0
0.0,Juwan,DEN@TEN,3000,Thompson,Juwan Thompson,Juwan Thompson (1000000),TEN,RB,0.0,1.1,0.57361106276,0.599608088128,0.0,0.0,3000,DEN,0.0,0.0
0.0,David,DEN@TEN,3000,Fluellen,David Fluellen,David Fluellen (1000000),DEN,RB,0.0,0.0,0.0,0.0,0.0,0.0,3000,TEN,0.0,0.0
0.0,Antonio,DEN@TEN,3000,Andrews,Antonio Andrews,Antonio Andrews (1000000),DEN,RB,0.0,1.0,0.521464602509,0.545098261934,0.0,0.0,3000,TEN,0.0,0.0
2.0,Harry,DEN@TEN,3000,Douglas,Harry Douglas,Harry Douglas (1000000),DEN,WR,7.96,0.0,3.5218296439,3.65262835704,7.0,0.038071066,3000,TEN,0.0,0.0
0.0,Jordan,DEN@TEN,3000,Norwood,Jordan Norwood,Jordan Norwood (1000000),TEN,WR,3.73,2.3,2.84967318021,2.96532195368,3.0,0.078431373,3000,DEN,0.0,0.0
0.0,Marc,DEN@TEN,3000,Mariani,Marc Mariani,Marc Mariani (1000000),DEN,WR,4.98,0.0,2.20335573199,2.2851870877,0.0,0.0,3000,TEN,0.0,0.0
1.5,Bennie,DEN@TEN,3000,Fowler,Bennie Fowler,Bennie Fowler (1000000),TEN,WR,0.0,0.0,0.0,0.0,7.0,0.044117647,3000,DEN,0.0,0.0
0.0,Marlon,DEN@TEN,3000,Brown,Marlon Brown,Marlon Brown (1000000),TEN,WR,0.0,0.0,0.0,0.0,0.0,0.0,3000,DEN,0.0,0.0
4.8,Jordan,DEN@TEN,3000,Taylor,Jordan Taylor,Jordan Taylor (1000000),TEN,WR,0.0,3.8,1.98156548953,2.07137339535,8.0,0.036764706,3000,DEN,0.0,0.0
0.0,Tre,DEN@TEN,3000,McBride,Tre McBride,Tre McBride (1000000),DEN,WR,0.0,0.0,0.0,0.0,0.0,0.0,3000,TEN,0.0,0.0
2.6,Cody,DEN@TEN,3000,Latimer,Cody Latimer,Cody Latimer (1000000),TEN,WR,3.65,1.7,2.5013991459,2.60155316378,11.0,0.014705882,3000,DEN,0.0,0.0
0.0,Kalif,DEN@TEN,3000,Raymond,Kalif Raymond,Kalif Raymond (1000000),TEN,WR,0.0,0.0,0.0,0.0,0.0,0.0,3000,DEN,0.0,0.0
1.3,John,NO@TB,3000,Kuhn,John Kuhn,John Kuhn (1000000),TB,RB,0.0,2.2,1.14722212552,1.19921617626,0.0,0.0,3000,NO,0.0,0.0
6.9,Travaris,NO@TB,3000,Cadet,Travaris Cadet,Travaris Cadet (1000000),TB,RB,0.0,1.1,0.57361106276,0.599608088128,5.0,0.081673307,3000,NO,0.0,0.0
0.0,Marcus,NO@TB,3000,Murphy,Marcus Murphy,Marcus Murphy (1000000),TB,RB,0.0,0.0,0.0,0.0,13.0,0.001992032,3000,NO,0.0,0.0
0.0,Daniel,NO@TB,3000,Lasco,Daniel Lasco,Daniel Lasco (1000000),TB,RB,0.0,0.0,0.0,0.0,12.0,0.007968127,3000,NO,0.0,0.0
0.0,Peyton,NO@TB,3000,Barber,Peyton Barber,Peyton Barber (1000000),NO,RB,0.0,0.0,0.0,0.0,12.0,0.015625,3000,TB,0.0,0.0
9.7,Brandon,NO@TB,3000,Coleman,Brandon Coleman,Brandon Coleman (1000000),TB,WR,4.45,1.3,2.64676603293,2.75061218635,7.0,0.049800797,3000,NO,0.0,0.0
0.0,Cecil,NO@TB,3000,Shorts,Cecil Shorts,Cecil Shorts (1000000),NO,WR,0.0,0.0,0.0,0.0,5.0,0.0625,3000,TB,0.0,0.0
0.0,Freddie,NO@TB,3000,Martino,Freddie Martino,Freddie Martino (1000000),NO,WR,0.0,8.7,4.53674204183,4.74235487883,11.0,0.017857143,3000,TB,0.0,0.0
0.0,Tommylee,NO@TB,3000,Lewis,Tommylee Lewis,Tommylee Lewis (1000000),TB,WR,0.0,0.0,0.0,0.0,11.0,0.021912351,3000,NO,0.0,0.0
0.0,Jake,NO@TB,3000,Lampman,Jake Lampman,Jake Lampman (1000000),TB,WR,0.0,0.0,0.0,0.0,0.0,0.0,3000,NO,0.0,0.0
0.0,Mack,WAS@PHI,3000,Brown,Mack Brown,Mack Brown (1000000),PHI,RB,0.0,0.0,0.0,0.0,0.0,0.0,3000,WAS,0.0,0.0
0.0,Ryan,WAS@PHI,3000,Grant,Ryan Grant,Ryan Grant (1000000),PHI,WR,0.0,2.3,1.19936858577,1.25372600245,7.0,0.036885246,3000,WAS,0.0,0.0
0.0,Rashad,WAS@PHI,3000,Ross,Rashad Ross,Rashad Ross (1000000),PHI,WR,0.0,0.0,0.0,0.0,13.0,0.004098361,3000,WAS,0.0,0.0
0.0,Maurice,WAS@PHI,3000,Harris,Maurice Harris,Maurice Harris (1000000),PHI,WR,0.0,0.0,0.0,0.0,10.0,0.018442623,3000,WAS,0.0,0.0
0.0,Bryce,WAS@PHI,3000,Treggs,Bryce Treggs,Bryce Treggs (1000000),WAS,WR,0.0,3.9,2.03371194978,2.12588322154,10.0,0.018018018,3000,PHI,0.0,0.0
0.0,Stepfan,ARI@MIA,3000,Taylor,Stepfan Taylor,Stepfan Taylor (1000000),MIA,RB,0.0,0.0,0.0,0.0,0.0,0.0,3000,ARI,0.0,0.0
3.4,Kerwynn,ARI@MIA,3000,Williams,Kerwynn Williams,Kerwynn Williams (1000000),MIA,RB,0.0,0.0,0.0,0.0,0.0,0.0,3000,ARI,0.0,0.0
2.1,Kenyan,ARI@MIA,3000,Drake,Kenyan Drake,Kenyan Drake (1000000),ARI,RB,0.0,1.4,0.730050443512,0.763137566708,11.0,0.024390244,3000,MIA,0.0,0.0
