"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","ValueWR"
"RB","Lamar Miller (0000000)","Lamar Miller",0,7000,"Ten@Hou 00:00PM ET","Hou","Lamar","Miller","Ten",19.13,17.1,4,0.11214953271028,0
"WR","Brandon Marshall (0000000)","Brandon Marshall",0,7000,"Sea@NYJ 00:00PM ET","NYJ","Brandon","Marshall","Sea",15.57,16.4,1,0.256637168141593,0
"QB","Matt Ryan (0000000)","Matt Ryan",0,7000,"Car@Atl 00:00PM ET","Atl","Matt","Ryan","Car",18.75,18.6,0,0,0
"RB","Ezekiel Elliott (0000000)","Ezekiel Elliott",0,6900,"Dal@SF 00:00PM ET","Dal","Ezekiel","Elliott","SF",17.41,16.3,5,0.058252427184466,0
"QB","Philip Rivers (0000000)","Philip Rivers",0,6900,"NO@SD 00:00PM ET","SD","Philip","Rivers","NO",20.52,22.7,0,0,0
"WR","Jarvis Landry (0000000)","Jarvis Landry",0,6900,"Mia@Cin 00:00PM ET","Mia","Jarvis","Landry","Cin",19.36,17.7,1,0.333333333333333,0
"RB","DeMarco Murray (0000000)","DeMarco Murray",0,6800,"Ten@Hou 00:00PM ET","Ten","DeMarco","Murray","Hou",17.42,15,2,0.175925925925926,0
"RB","Todd Gurley (0000000)","Todd Gurley",0,6700,"LA@Ari 00:00PM ET","LA","Todd","Gurley","Ari",12.91,15.5,5,0.0543478260869565,0
"QB","Derek Carr (0000000)","Derek Carr",0,6700,"Oak@Bal 00:00PM ET","Oak","Derek","Carr","Bal",19.57,20.1,0,0,0
"RB","LeSean McCoy (0000000)","LeSean McCoy",0,6700,"Buf@NE 00:00PM ET","Buf","LeSean","McCoy","NE",14.97,15.6,2,0.166666666666667,0
"WR","Demaryius Thomas (0000000)","Demaryius Thomas",0,6700,"Den@TB 00:00PM ET","Den","Demaryius","Thomas","TB",15.57,17.2,2,0.263157894736842,0
"WR","Willie Snead (0000000)","Willie Snead",0,6600,"NO@SD 00:00PM ET","NO","Willie","Snead","SD",14.4,16.5,5,0.122302158273381,0
"QB","Russell Wilson (0000000)","Russell Wilson",0,6600,"Sea@NYJ 00:00PM ET","Sea","Russell","Wilson","NYJ",19.22,19.7,12,0,0
"RB","Matt Forte (0000000)","Matt Forte",0,6600,"Sea@NYJ 00:00PM ET","NYJ","Matt","Forte","Sea",14.25,15,4,0.115044247787611,0
"WR","Mike Evans (0000000)","Mike Evans",0,6500,"Den@TB 00:00PM ET","TB","Mike","Evans","Den",18.85,15,1,0.271428571428571,0
"QB","Kirk Cousins (0000000)","Kirk Cousins",0,6500,"Cle@Was 00:00PM ET","Was","Kirk","Cousins","Cle",19.5,21.4,0,0,0
"TE","Rob Gronkowski (0000000)","Rob Gronkowski",0,6500,"Buf@NE 00:00PM ET","NE","Rob","Gronkowski","Buf",14.99,14.6,8,0.0104166666666667,0
"RB","C.J. Anderson (0000000)","C.J. Anderson",0,6500,"Den@TB 00:00PM ET","Den","C.J.","Anderson","TB",18.23,16.4,3,0.147368421052632,0
"WR","Michael Crabtree (0000000)","Michael Crabtree",0,6400,"Oak@Bal 00:00PM ET","Oak","Michael","Crabtree","Bal",14.97,14.7,2,0.203252032520325,0
"QB","Blake Bortles (0000000)","Blake Bortles",0,6400,"Ind@Jax 00:00PM ET","Jax","Blake","Bortles","Ind",19.81,21.8,0,0,0
"WR","Emmanuel Sanders (0000000)","Emmanuel Sanders",0,6400,"Den@TB 00:00PM ET","Den","Emmanuel","Sanders","TB",16.81,15.5,1,0.294736842105263,0
"RB","Melvin Gordon (0000000)","Melvin Gordon",0,6300,"NO@SD 00:00PM ET","SD","Melvin","Gordon","NO",20.09,18,4,0.0961538461538462,0
"QB","Carson Palmer (0000000)","Carson Palmer",0,6300,"LA@Ari 00:00PM ET","Ari","Carson","Palmer","LA",19.68,20.3,0,0,0
"TE","Jordan Reed (0000000)","Jordan Reed",0,6300,"Cle@Was 00:00PM ET","Was","Jordan","Reed","Cle",16.36,15,3,0.192,0
"WR","Eric Decker (0000000)","Eric Decker",0,6300,"Sea@NYJ 00:00PM ET","NYJ","Eric","Decker","Sea",0,0,3,0.185840707964602,0
"RB","DeAngelo Williams (0000000)","DeAngelo Williams",0,6200,"KC@Pit 00:00PM ET","Pit","DeAngelo","Williams","KC",7.96,5.3,2,0.181034482758621,0
"WR","Donte Moncrief (0000000)","Donte Moncrief",0,6200,"Ind@Jax 00:00PM ET","Ind","Donte","Moncrief","Jax",0,0,7,0.078740157480315,0
"WR","DeSean Jackson (0000000)","DeSean Jackson",0,6200,"Cle@Was 00:00PM ET","Was","DeSean","Jackson","Cle",14.39,15.9,1,0.2,0
"QB","Eli Manning (0000000)","Eli Manning",0,6100,"NYG@Min 00:00PM ET","NYG","Eli","Manning","Min",16.71,20.1,0,0,0
"QB","Andy Dalton (0000000)","Andy Dalton",0,6100,"Mia@Cin 00:00PM ET","Cin","Andy","Dalton","Mia",18.9,20.8,0,0,0
"WR","Doug Baldwin (0000000)","Doug Baldwin",0,6100,"Sea@NYJ 00:00PM ET","Sea","Doug","Baldwin","NYJ",17.56,15.9,1,0.258928571428571,0
"WR","Stefon Diggs (0000000)","Stefon Diggs",0,6100,"NYG@Min 00:00PM ET","Min","Stefon","Diggs","NYG",17,17.4,1,0.297872340425532,0
"QB","Tony Romo (0000000)","Tony Romo",0,6000,"Dal@SF 00:00PM ET","Dal","Tony","Romo","SF",0,0,0,0,0
"WR","Jeremy Maclin (0000000)","Jeremy Maclin",0,6000,"KC@Pit 00:00PM ET","KC","Jeremy","Maclin","Pit",15.76,17.7,1,0.25,0
"RB","Christine Michael (0000000)","Christine Michael",0,6000,"Sea@NYJ 00:00PM ET","Sea","Christine","Michael","NYJ",14.32,11.2,5,0.0982142857142857,0
"TE","Greg Olsen (0000000)","Greg Olsen",0,6000,"Car@Atl 00:00PM ET","Car","Greg","Olsen","Atl",17.64,13.6,1,0.261261261261261,0
"QB","Joe Flacco (0000000)","Joe Flacco",0,5900,"Oak@Bal 00:00PM ET","Bal","Joe","Flacco","Oak",18.32,17.9,0,0,0
"RB","Mark Ingram (0000000)","Mark Ingram",0,5900,"NO@SD 00:00PM ET","NO","Mark","Ingram","SD",15.99,19.1,7,0.079136690647482,0
"WR","Travis Benjamin (0000000)","Travis Benjamin",0,5900,"NO@SD 00:00PM ET","SD","Travis","Benjamin","NO",18.87,17,1,0.221153846153846,0
"QB","Ryan Tannehill (0000000)","Ryan Tannehill",0,5800,"Mia@Cin 00:00PM ET","Mia","Ryan","Tannehill","Cin",18.51,18.9,0,0,0
"WR","Sterling Shepard (0000000)","Sterling Shepard",0,5800,"NYG@Min 00:00PM ET","NYG","Sterling","Shepard","Min",13.73,12.1,2,0.176991150442478,0
"WR","Julian Edelman (0000000)","Julian Edelman",0,5800,"Buf@NE 00:00PM ET","NE","Julian","Edelman","Buf",14.09,13.4,1,0.270833333333333,0
"QB","Brock Osweiler (0000000)","Brock Osweiler",0,5800,"Ten@Hou 00:00PM ET","Hou","Brock","Osweiler","Ten",16.49,18.3,0,0,0
"WR","Golden Tate (0000000)","Golden Tate",0,5800,"Det@Chi 00:00PM ET","Det","Golden","Tate","Chi",11.2,12.8,2,0.203252032520325,0
"RB","Spencer Ware (0000000)","Spencer Ware",0,5700,"KC@Pit 00:00PM ET","KC","Spencer","Ware","Pit",13.58,11.2,4,0.103448275862069,0
"WR","Mohamed Sanu (0000000)","Mohamed Sanu",0,5700,"Car@Atl 00:00PM ET","Atl","Mohamed","Sanu","Car",11.07,11.9,3,0.174757281553398,0
"QB","Dak Prescott (0000000)","Dak Prescott",0,5700,"Dal@SF 00:00PM ET","Dal","Dak","Prescott","SF",19.22,19.2,0,0,0
"RB","Charles Sims (0000000)","Charles Sims",0,5600,"Den@TB 00:00PM ET","TB","Charles","Sims","Den",14.7,16.6,5,0.107142857142857,0
"QB","Alex Smith (0000000)","Alex Smith",0,5600,"KC@Pit 00:00PM ET","KC","Alex","Smith","Pit",16.93,19.2,10,0.00862068965517241,0
"QB","Marcus Mariota (0000000)","Marcus Mariota",0,5500,"Ten@Hou 00:00PM ET","Ten","Marcus","Mariota","Hou",15.42,17,0,0,0
"RB","Devonta Freeman (0000000)","Devonta Freeman",0,5500,"Car@Atl 00:00PM ET","Atl","Devonta","Freeman","Car",11.8,12.7,5,0.087378640776699,0
"QB","Trevor Siemian (0000000)","Trevor Siemian",0,5400,"Den@TB 00:00PM ET","Den","Trevor","Siemian","TB",14.62,16.3,0,0,0
"WR","Sammy Watkins (0000000)","Sammy Watkins",0,5400,"Buf@NE 00:00PM ET","Buf","Sammy","Watkins","NE",0,0,4,0.128205128205128,0
"RB","Jamaal Charles (0000000)","Jamaal Charles",0,5400,"KC@Pit 00:00PM ET","KC","Jamaal","Charles","Pit",8.82,10.1,12,0,0
"QB","Tyrod Taylor (0000000)","Tyrod Taylor",0,5400,"Buf@NE 00:00PM ET","Buf","Tyrod","Taylor","NE",17.4,18.7,0,0,0
"QB","Jameis Winston (0000000)","Jameis Winston",0,5400,"Den@TB 00:00PM ET","TB","Jameis","Winston","Den",17.24,16.3,0,0,0
"QB","Ryan Fitzpatrick (0000000)","Ryan Fitzpatrick",0,5300,"Sea@NYJ 00:00PM ET","NYJ","Ryan","Fitzpatrick","Sea",15.36,16.7,0,0,0
"RB","Doug Martin (0000000)","Doug Martin",0,5300,"Den@TB 00:00PM ET","TB","Doug","Martin","Den",0,0,6,0.0357142857142857,0
"WR","Will Fuller (0000000)","Will Fuller",0,5300,"Ten@Hou 00:00PM ET","Hou","Will","Fuller","Ten",15.34,12.1,2,0.233644859813084,0
"QB","Jay Cutler (0000000)","Jay Cutler",0,5300,"Det@Chi 00:00PM ET","Chi","Jay","Cutler","Det",0,0,0,0,0
"RB","Arian Foster (0000000)","Arian Foster",0,5300,"Mia@Cin 00:00PM ET","Mia","Arian","Foster","Cin",0,0,5,0.0462962962962963,0
"QB","Jimmy Garoppolo (0000000)","Jimmy Garoppolo",0,5200,"Buf@NE 00:00PM ET","NE","Jimmy","Garoppolo","Buf",0,0,8,0.0104166666666667,0
"WR","DeVante Parker (0000000)","DeVante Parker",0,5200,"Mia@Cin 00:00PM ET","Mia","DeVante","Parker","Cin",13.87,13.4,2,0.175925925925926,0
"RB","Theo Riddick (0000000)","Theo Riddick",0,5200,"Det@Chi 00:00PM ET","Det","Theo","Riddick","Chi",13.7,13.1,4,0.154471544715447,0
"RB","Frank Gore (0000000)","Frank Gore",0,5200,"Ind@Jax 00:00PM ET","Ind","Frank","Gore","Jax",12.81,10.9,5,0.102362204724409,0
"WR","Mike Wallace (0000000)","Mike Wallace",0,5200,"Oak@Bal 00:00PM ET","Bal","Mike","Wallace","Oak",13.65,10.6,3,0.179245283018868,0
"WR","Michael Floyd (0000000)","Michael Floyd",0,5100,"LA@Ari 00:00PM ET","Ari","Michael","Floyd","LA",11.22,13.1,2,0.185483870967742,0
"QB","Sam Bradford (0000000)","Sam Bradford",0,5100,"NYG@Min 00:00PM ET","Min","Sam","Bradford","NYG",16.34,16.5,10,0,0
"QB","Jacoby Brissett (0000000)","Jacoby Brissett",0,5100,"Buf@NE 00:00PM ET","NE","Jacoby","Brissett","Buf",15.42,18.5,0,0,0
"QB","AJ McCarron (0000000)","AJ McCarron",0,5000,"Mia@Cin 00:00PM ET","Cin","AJ","McCarron","Mia",0,0,0,0,0
"QB","Jeff Driskel (0000000)","Jeff Driskel",0,5000,"Mia@Cin 00:00PM ET","Cin","Jeff","Driskel","Mia",0,0,0,0,0
"QB","Chad Henne (0000000)","Chad Henne",0,5000,"Ind@Jax 00:00PM ET","Jax","Chad","Henne","Ind",0,0,0,0,0
"QB","Scott Tolzien (0000000)","Scott Tolzien",0,5000,"Ind@Jax 00:00PM ET","Ind","Scott","Tolzien","Jax",0,0,0,0,0
"QB","Brandon Allen (0000000)","Brandon Allen",0,5000,"Ind@Jax 00:00PM ET","Jax","Brandon","Allen","Ind",0,0,0,0,0
"QB","Matt Cassel (0000000)","Matt Cassel",0,5000,"Ten@Hou 00:00PM ET","Ten","Matt","Cassel","Hou",0,0,0,0,0
"QB","Brandon Weeden (0000000)","Brandon Weeden",0,5000,"Ten@Hou 00:00PM ET","Hou","Brandon","Weeden","Ten",0,0,0,0,0
"QB","Tom Savage (0000000)","Tom Savage",0,5000,"Ten@Hou 00:00PM ET","Hou","Tom","Savage","Ten",0,0,0,0,0
"WR","Tajae Sharpe (0000000)","Tajae Sharpe",0,5000,"Ten@Hou 00:00PM ET","Ten","Tajae","Sharpe","Hou",11.06,12.5,1,0.240740740740741,0
"TE","Delanie Walker (0000000)","Delanie Walker",0,5000,"Ten@Hou 00:00PM ET","Ten","Delanie","Walker","Hou",12.4,11.7,5,0.101851851851852,0
"QB","Josh McCown (0000000)","Josh McCown",0,5000,"Cle@Was 00:00PM ET","Cle","Josh","McCown","Was",0,0,0,0,0
"QB","Charlie Whitehurst (0000000)","Charlie Whitehurst",0,5000,"Cle@Was 00:00PM ET","Cle","Charlie","Whitehurst","Was",0,0,0,0,0
"QB","Colt McCoy (0000000)","Colt McCoy",0,5000,"Cle@Was 00:00PM ET","Was","Colt","McCoy","Cle",0,0,0,0,0
"QB","Cody Kessler (0000000)","Cody Kessler",0,5000,"Cle@Was 00:00PM ET","Cle","Cody","Kessler","Was",12.6,15.5,0,0,0
"QB","Nate Sudfeld (0000000)","Nate Sudfeld",0,5000,"Cle@Was 00:00PM ET","Was","Nate","Sudfeld","Cle",0,0,0,0,0
"QB","Bryce Petty (0000000)","Bryce Petty",0,5000,"Sea@NYJ 00:00PM ET","NYJ","Bryce","Petty","Sea",0,0,0,0,0
"QB","Geno Smith (0000000)","Geno Smith",0,5000,"Sea@NYJ 00:00PM ET","NYJ","Geno","Smith","Sea",0,0,0,0,0
"QB","Trevone Boykin (0000000)","Trevone Boykin",0,5000,"Sea@NYJ 00:00PM ET","Sea","Trevone","Boykin","NYJ",0,0,0,0,0
"QB","Christian Hackenberg (0000000)","Christian Hackenberg",0,5000,"Sea@NYJ 00:00PM ET","NYJ","Christian","Hackenberg","Sea",0,0,0,0,0
"QB","EJ Manuel (0000000)","EJ Manuel",0,5000,"Buf@NE 00:00PM ET","Buf","EJ","Manuel","NE",0,0,0,0,0
"QB","Cardale Jones (0000000)","Cardale Jones",0,5000,"Buf@NE 00:00PM ET","Buf","Cardale","Jones","NE",0,0,0,0,0
"RB","LeGarrette Blount (0000000)","LeGarrette Blount",0,5000,"Buf@NE 00:00PM ET","NE","LeGarrette","Blount","Buf",15.7,14.1,11,0,0
"QB","Derek Anderson (0000000)","Derek Anderson",0,5000,"Car@Atl 00:00PM ET","Car","Derek","Anderson","Atl",0,0,0,0,0
"QB","Matt Schaub (0000000)","Matt Schaub",0,5000,"Car@Atl 00:00PM ET","Atl","Matt","Schaub","Car",0,0,0,0,0
"QB","Joe Webb (0000000)","Joe Webb",0,5000,"Car@Atl 00:00PM ET","Car","Joe","Webb","Atl",0,0,11,0,0
"QB","Ryan Mallett (0000000)","Ryan Mallett",0,5000,"Oak@Bal 00:00PM ET","Bal","Ryan","Mallett","Oak",0,0,0,0,0
"QB","Matt McGloin (0000000)","Matt McGloin",0,5000,"Oak@Bal 00:00PM ET","Oak","Matt","McGloin","Bal",0,0,0,0,0
"QB","Connor Cook (0000000)","Connor Cook",0,5000,"Oak@Bal 00:00PM ET","Oak","Connor","Cook","Bal",0,0,0,0,0
"QB","Dan Orlovsky (0000000)","Dan Orlovsky",0,5000,"Det@Chi 00:00PM ET","Det","Dan","Orlovsky","Chi",0,0,0,0,0
"QB","Brian Hoyer (0000000)","Brian Hoyer",0,5000,"Det@Chi 00:00PM ET","Chi","Brian","Hoyer","Det",14.08,18.6,0,0,0
"QB","Matt Barkley (0000000)","Matt Barkley",0,5000,"Det@Chi 00:00PM ET","Chi","Matt","Barkley","Det",0,0,0,0,0
"QB","Austin Davis (0000000)","Austin Davis",0,5000,"Den@TB 00:00PM ET","Den","Austin","Davis","TB",0,0,0,0,0
"QB","Mike Glennon (0000000)","Mike Glennon",0,5000,"Den@TB 00:00PM ET","TB","Mike","Glennon","Den",0,0,0,0,0
"QB","Matt Moore (0000000)","Matt Moore",0,5000,"Mia@Cin 00:00PM ET","Mia","Matt","Moore","Cin",0,0,0,0,0
"QB","Paxton Lynch (0000000)","Paxton Lynch",0,5000,"Den@TB 00:00PM ET","Den","Paxton","Lynch","TB",0,0,0,0,0
"QB","Drew Stanton (0000000)","Drew Stanton",0,5000,"LA@Ari 00:00PM ET","Ari","Drew","Stanton","LA",0,0,0,0,0
"QB","Case Keenum (0000000)","Case Keenum",0,5000,"LA@Ari 00:00PM ET","LA","Case","Keenum","Ari",10.67,11.4,0,0,0
"QB","Sean Mannion (0000000)","Sean Mannion",0,5000,"LA@Ari 00:00PM ET","LA","Sean","Mannion","Ari",0,0,0,0,0
"QB","Jared Goff (0000000)","Jared Goff",0,5000,"LA@Ari 00:00PM ET","LA","Jared","Goff","Ari",0,0,0,0,0
"QB","Kellen Clemens (0000000)","Kellen Clemens",0,5000,"NO@SD 00:00PM ET","SD","Kellen","Clemens","NO",0,0,0,0,0
"QB","Luke McCown (0000000)","Luke McCown",0,5000,"NO@SD 00:00PM ET","NO","Luke","McCown","SD",0,0,0,0,0
"QB","Mark Sanchez (0000000)","Mark Sanchez",0,5000,"Dal@SF 00:00PM ET","Dal","Mark","Sanchez","SF",0,1.8,0,0,0
"QB","Colin Kaepernick (0000000)","Colin Kaepernick",0,5000,"Dal@SF 00:00PM ET","SF","Colin","Kaepernick","Dal",0,1.4,0,0,0
"QB","Christian Ponder (0000000)","Christian Ponder",0,5000,"Dal@SF 00:00PM ET","SF","Christian","Ponder","Dal",0,0,0,0,0
"QB","Blaine Gabbert (0000000)","Blaine Gabbert",0,5000,"Dal@SF 00:00PM ET","SF","Blaine","Gabbert","Dal",16.24,16.1,10,0.0103092783505155,0
"QB","Nick Foles (0000000)","Nick Foles",0,5000,"KC@Pit 00:00PM ET","KC","Nick","Foles","Pit",0,0,0,0,0
"QB","Landry Jones (0000000)","Landry Jones",0,5000,"KC@Pit 00:00PM ET","Pit","Landry","Jones","KC",0,0,0,0,0
"QB","Zach Mettenberger (0000000)","Zach Mettenberger",0,5000,"KC@Pit 00:00PM ET","Pit","Zach","Mettenberger","KC",0,0,0,0,0
"QB","Tyler Bray (0000000)","Tyler Bray",0,5000,"KC@Pit 00:00PM ET","KC","Tyler","Bray","Pit",0,0,0,0,0
"QB","Shaun Hill (0000000)","Shaun Hill",0,5000,"NYG@Min 00:00PM ET","Min","Shaun","Hill","NYG",0,0,0,0,0
"QB","Josh Johnson (0000000)","Josh Johnson",0,5000,"NYG@Min 00:00PM ET","NYG","Josh","Johnson","Min",0,0,0,0,0
"QB","Ryan Nassib (0000000)","Ryan Nassib",0,5000,"NYG@Min 00:00PM ET","NYG","Ryan","Nassib","Min",0,0,0,0,0
"QB","Ryan Griffin (0000000)","Ryan Griffin",0,5000,"Den@TB 00:00PM ET","TB","Ryan","Griffin","Den",0,0,0,0,0
"RB","Thomas Rawls (0000000)","Thomas Rawls",0,4900,"Sea@NYJ 00:00PM ET","Sea","Thomas","Rawls","NYJ",0,0,8,0.0535714285714286,0
"RB","Latavius Murray (0000000)","Latavius Murray",0,4900,"Oak@Bal 00:00PM ET","Oak","Latavius","Murray","Bal",13.06,9.6,5,0.0731707317073171,0
"WR","Corey Coleman (0000000)","Corey Coleman",0,4800,"Cle@Was 00:00PM ET","Cle","Corey","Coleman","Was",0,0,4,0.118811881188119,1
"RB","Jonathan Stewart (0000000)","Jonathan Stewart",0,4800,"Car@Atl 00:00PM ET","Car","Jonathan","Stewart","Atl",0,0,8,0.036036036036036,0
"TE","Travis Kelce (0000000)","Travis Kelce",0,4800,"KC@Pit 00:00PM ET","KC","Travis","Kelce","Pit",15.25,14.7,2,0.181034482758621,0
"WR","Allen Hurns (0000000)","Allen Hurns",0,4800,"Ind@Jax 00:00PM ET","Jax","Allen","Hurns","Ind",11.99,12.4,2,0.176,0
"RB","Jeremy Langford (0000000)","Jeremy Langford",0,4800,"Det@Chi 00:00PM ET","Chi","Jeremy","Langford","Det",0,0,5,0.0952380952380952,0
"RB","Rashad Jennings (0000000)","Rashad Jennings",0,4700,"NYG@Min 00:00PM ET","NYG","Rashad","Jennings","Min",10.79,0,7,0.0353982300884956,0
"RB","Giovani Bernard (0000000)","Giovani Bernard",0,4700,"Mia@Cin 00:00PM ET","Cin","Giovani","Bernard","Mia",11.18,13.9,2,0.189655172413793,0
"WR","Phillip Dorsett (0000000)","Phillip Dorsett",0,4700,"Ind@Jax 00:00PM ET","Ind","Phillip","Dorsett","Jax",12.93,14.3,4,0.110236220472441,0
"RB","T.J. Yeldon (0000000)","T.J. Yeldon",0,4600,"Ind@Jax 00:00PM ET","Jax","T.J.","Yeldon","Ind",10.85,11.6,3,0.152,0
"WR","Victor Cruz (0000000)","Victor Cruz",0,4600,"NYG@Min 00:00PM ET","NYG","Victor","Cruz","Min",9.76,8.8,3,0.132743362831858,0
"TE","Antonio Gates (0000000)","Antonio Gates",0,4600,"NO@SD 00:00PM ET","SD","Antonio","Gates","NO",0,0,5,0.0865384615384615,0
"TE","Jason Witten (0000000)","Jason Witten",0,4500,"Dal@SF 00:00PM ET","Dal","Jason","Witten","SF",10.6,10.4,3,0.194174757281553,0
"WR","Steve Smith (0000000)","Steve Smith",0,4500,"Oak@Bal 00:00PM ET","Bal","Steve","Smith","Oak",13.13,15.3,1,0.235849056603774,0
"TE","Tyler Eifert (0000000)","Tyler Eifert",0,4500,"Mia@Cin 00:00PM ET","Cin","Tyler","Eifert","Mia",0,0,10,0,0
"RB","Tevin Coleman (0000000)","Tevin Coleman",0,4500,"Car@Atl 00:00PM ET","Atl","Tevin","Coleman","Car",10.53,10.2,4,0.106796116504854,0
"WR","Tyrell Williams (0000000)","Tyrell Williams",0,4400,"NO@SD 00:00PM ET","SD","Tyrell","Williams","NO",17.23,12.7,2,0.192307692307692,0
"RB","Isaiah Crowell (0000000)","Isaiah Crowell",0,4400,"Cle@Was 00:00PM ET","Cle","Isaiah","Crowell","Was",11.22,11.7,6,0.0495049504950495,0
"TE","Julius Thomas (0000000)","Julius Thomas",0,4400,"Ind@Jax 00:00PM ET","Jax","Julius","Thomas","Ind",0,0,4,0.144,0
"WR","Quincy Enunwa (0000000)","Quincy Enunwa",0,4400,"Sea@NYJ 00:00PM ET","NYJ","Quincy","Enunwa","Sea",11.44,9.8,2,0.212389380530973,0
"RB","Shane Vereen (0000000)","Shane Vereen",0,4300,"NYG@Min 00:00PM ET","NYG","Shane","Vereen","Min",0,0,4,0.123893805309735,0
"WR","John Brown (0000000)","John Brown",0,4300,"LA@Ari 00:00PM ET","Ari","John","Brown","LA",10.49,13.2,3,0.145161290322581,0
"RB","Matt Jones (0000000)","Matt Jones",0,4300,"Cle@Was 00:00PM ET","Was","Matt","Jones","Cle",13.64,12.3,8,0.04,0
"WR","Terrelle Pryor (0000000)","Terrelle Pryor",0,4300,"Cle@Was 00:00PM ET","Cle","Terrelle","Pryor","Was",18.27,13.9,1,0.316831683168317,1
"RB","Carlos Hyde (0000000)","Carlos Hyde",0,4200,"Dal@SF 00:00PM ET","SF","Carlos","Hyde","Dal",16.31,14.9,5,0.0721649484536082,0
"WR","Jamison Crowder (0000000)","Jamison Crowder",0,4200,"Cle@Was 00:00PM ET","Was","Jamison","Crowder","Cle",11.71,10.7,1,0.2,0
"WR","Anquan Boldin (0000000)","Anquan Boldin",0,4200,"Det@Chi 00:00PM ET","Det","Anquan","Boldin","Chi",10.17,9.4,5,0.146341463414634,0
"WR","Markus Wheaton (0000000)","Markus Wheaton",0,4100,"KC@Pit 00:00PM ET","Pit","Markus","Wheaton","KC",7.95,10.7,6,0.0431034482758621,0
"RB","Jeremy Hill (0000000)","Jeremy Hill",0,4100,"Mia@Cin 00:00PM ET","Cin","Jeremy","Hill","Mia",11.89,12.4,6,0.0431034482758621,0
