"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,938358895,"chefcurry68 (3/20)",0,317,"UTIL John Henson PG Eric Bledsoe SF Khris Middleton PF Giannis Antetokounmpo C Jusuf Nurkic G Ricky Rubio SG Alec Burks F Joe Ingles",NA,"Giannis Antetokounmpo","SF","73.76%",50.75
2,939075731,"GreyPoupon (12/20)",0,314,"UTIL John Henson PG Eric Bledsoe F Giannis Antetokounmpo C Jusuf Nurkic PF Derrick Favors G Alec Burks SF Joe Ingles SG Austin Rivers",NA,"Damian Lillard","PG","52.40%",35.75
3,939151239,"ChiefST (1/2)",0,312.5,"G Eric Bledsoe F Khris Middleton SF Giannis Antetokounmpo C Jusuf Nurkic UTIL Alec Burks SG Joe Ingles PF Montrezl Harrell PG Donovan Mitchell",NA,"Lou Williams","SG","52.40%",34.5
4,939075726,"GreyPoupon (7/20)",0,311.5,"SG Eric Bledsoe SF Giannis Antetokounmpo C Jusuf Nurkic F Derrick Favors PG Ricky Rubio G Alec Burks UTIL Austin Rivers PF Montrezl Harrell",NA,"Joe Ingles","G","50.80%",24
5,938358904,"chefcurry68 (12/20)",0,311,"UTIL John Henson SF Khris Middleton F Giannis Antetokounmpo C Jusuf Nurkic SG Lou Williams PF Wesley Johnson G Ricky Rubio PG Alec Burks",NA,"Jusuf Nurkic","C","49.71%",46.75
6,938732921,"gfay63 (2/20)",0,308.75,"PG Eric Bledsoe SG Khris Middleton PF Giannis Antetokounmpo C Jusuf Nurkic SF Wesley Johnson UTIL Ricky Rubio G Alec Burks F Joe Ingles",NA,"Derrick Favors","F","49.29%",35.5
6,939158820,"ShortyMac (5/10)",0,308.75,"G Damian Lillard PG Eric Bledsoe SF Khris Middleton C Jusuf Nurkic UTIL Lou Williams PF Derrick Favors F Jonas Jerebko SG Alec Burks",NA,"Eric Bledsoe","SG","44.07%",37.75
8,938425240,"PowerTron (16/20)",0,308.25,"SF Giannis Antetokounmpo C Jusuf Nurkic SG Lou Williams F Derrick Favors PG Ricky Rubio G Alec Burks UTIL Austin Rivers PF Montrezl Harrell",NA,"Wesley Johnson","SF","40.29%",21.25
9,939139197,"lovellw06 (2/2)",0,308,"UTIL John Henson SF Giannis Antetokounmpo C Jusuf Nurkic SG Lou Williams F Wesley Johnson PF Derrick Favors G Alec Burks PG Austin Rivers",NA,"Austin Rivers","PG","38.94%",36.5
10,938425233,"PowerTron (9/20)",0,307.75,"PG Damian Lillard F Khris Middleton SF Giannis Antetokounmpo C Jusuf Nurkic UTIL Wesley Johnson SG Alec Burks G Austin Rivers PF Montrezl Harrell",NA,"Khris Middleton","F","35.58%",43.75
