"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,937786959,"Loboman20710 (2/4)",0,331.75,"F Draymond Green G Jordan Clarkson SG Brandon Ingram C Dwight Powell PF Harrison Barnes PG Spencer Dinwiddie UTIL LaMarcus Aldridge SF Tyreke Evans",NA,"Harrison Barnes","PF","62.93%",39.5
2,937794406,"xtrememd24",0,329.5,"SF Kevin Durant C Draymond Green PG Jordan Clarkson F Julius Randle SG Brandon Ingram UTIL Trevor Booker PF LaMarcus Aldridge G Patty Mills",NA,"LaMarcus Aldridge","F","56.88%",53
3,937790480,"kyleschartz",0,327,"F Kevin Durant PF Draymond Green SG Jordan Clarkson G Kentavious Caldwell-Pope SF Brandon Ingram PG Devin Harris C Trevor Booker UTIL LaMarcus Aldridge",NA,"Tyreke Evans","UTIL","45.99%",32.75
4,937369210,"DraftDaddy78 (2/3)",0,326,"PF Draymond Green G Brandon Ingram PG Lonzo Ball C Trevor Booker UTIL Dwight Powell SF Harrison Barnes SG Spencer Dinwiddie F LaMarcus Aldridge",NA,"Klay Thompson","SG","41.14%",28.75
5,937470754,"Stubby74 (3/3)",0,325.5,"UTIL Klay Thompson F Draymond Green SG Jordan Clarkson G Brandon Ingram PG Lonzo Ball C Tyler Zeller SF Harrison Barnes PF LaMarcus Aldridge",NA,"Draymond Green","C","39.26%",50.25
6,937056494,"successin2016 (2/2)",0,325.25,"C Draymond Green UTIL Jordan Clarkson SG Brandon Ingram G Lonzo Ball PG Spencer Dinwiddie PF Maxi Kleber F LaMarcus Aldridge SF Tyreke Evans",NA,"Spencer Dinwiddie","PG","35.20%",34.25
7,936974093,"Hamilton3650 (3/10)",0,323.5,"C Draymond Green SG Jordan Clarkson UTIL Kentavious Caldwell-Pope F Brandon Ingram PG Lonzo Ball G J.J. Barea SF Harrison Barnes PF LaMarcus Aldridge",NA,"Marc Gasol","C","34.58%",27
8,936882897,"fholifield (1/2)",0,319.75,"SG Klay Thompson PF Draymond Green PG Jordan Clarkson UTIL Brandon Ingram F Trevor Booker SF Harrison Barnes C LaMarcus Aldridge G Kyle Anderson",NA,"Kyle Anderson","G","34.07%",25.5
8,937777170,"Santana3383 (3/4)",0,319.75,"SG Klay Thompson PF Draymond Green PG Jordan Clarkson G Brandon Ingram UTIL Trevor Booker F Harrison Barnes C LaMarcus Aldridge SF Kyle Anderson",NA,"Dennis Smith Jr.","PG","32.39%",16
10,937419418,"spike0044 (9/9)",0,319.25,"UTIL Draymond Green SF Brandon Ingram G Lonzo Ball PF DeMarre Carroll F Harrison Barnes SG Caris LeVert C LaMarcus Aldridge PG Kyle Anderson",NA,"Stephen Curry","PG","30.39%",43.75
10,937701006,"pred15h (10/10)",0,319.25,"UTIL Draymond Green SG Brandon Ingram G Lonzo Ball SF DeMarre Carroll PF Harrison Barnes F Caris LeVert C LaMarcus Aldridge PG Kyle Anderson",NA,"Kentavious Caldwell-Pope","G","28.06%",31.75
12,937087308,"robzuckerman76 (3/20)",0,318.75,"PF Draymond Green G Jordan Clarkson C Julius Randle SF Brandon Ingram UTIL Lonzo Ball F LaMarcus Aldridge SG Tyreke Evans PG Kyle Anderson",NA,"Dirk Nowitzki","C","23.41%",21.25
13,937623303,"20blks",0,318.5,"PF Draymond Green UTIL Jordan Clarkson SF Brandon Ingram C Trevor Booker G Spencer Dinwiddie F LaMarcus Aldridge SG Tyreke Evans PG Kyle Anderson",NA,"Brandon Ingram","SF","22.88%",50.25
14,937775995,"laineysdaddy (4/4)",0,318,"G Klay Thompson C Draymond Green PG Jordan Clarkson SG Kentavious Caldwell-Pope SF Brandon Ingram F Harrison Barnes PF LaMarcus Aldridge UTIL JaMychal Green",NA,"Pau Gasol","F","21.92%",19
15,937409927,"spike0044 (4/9)",0,317.25,"PG Jordan Clarkson SG Brandon Ingram G Lonzo Ball SF DeMarre Carroll PF Harrison Barnes F Caris LeVert C LaMarcus Aldridge UTIL Tyreke Evans",NA,"Trevor Booker","PF","21.77%",31.5
16,937800976,"getmeajuicebox (4/8)",0,317,"PG Stephen Curry PF Draymond Green SG Jordan Clarkson G Kentavious Caldwell-Pope F Trevor Booker UTIL Tyler Zeller SF Harrison Barnes C LaMarcus Aldridge",NA,"Wesley Matthews","G","21.48%",15.25
17,936844055,"hans2win (20/20)",0,316.25,"PF Draymond Green UTIL Jordan Clarkson F Larry Nance Jr. SG Brandon Ingram SF Harrison Barnes G Spencer Dinwiddie C LaMarcus Aldridge PG Kyle Anderson",NA,"J.J. Barea","G","21.11%",21.25
17,937034610,"pickem83 (1/3)",0,316.25,"C Draymond Green G Jordan Clarkson PF Larry Nance Jr. SG Brandon Ingram SF Harrison Barnes PG Spencer Dinwiddie F LaMarcus Aldridge UTIL Kyle Anderson",NA,"Lonzo Ball","G","20.64%",36.5
17,937034653,"pickem83 (2/3)",0,316.25,"C Draymond Green G Jordan Clarkson PF Larry Nance Jr. SG Brandon Ingram SF Harrison Barnes PG Spencer Dinwiddie F LaMarcus Aldridge UTIL Kyle Anderson",NA,"DeMarre Carroll","SF","18.95%",33.25
17,937041329,"pickem83 (3/3)",0,316.25,"C Draymond Green G Jordan Clarkson PF Larry Nance Jr. SG Brandon Ingram SF Harrison Barnes PG Spencer Dinwiddie F LaMarcus Aldridge UTIL Kyle Anderson",NA,"Kevin Durant","SF","18.50%",47.75
17,937786128,"katiethomson307",0,316.25,"C Draymond Green SG Brandon Ingram F Dwight Powell SF Harrison Barnes G Spencer Dinwiddie PF LaMarcus Aldridge UTIL Tyreke Evans PG Kyle Anderson",NA,"Larry Nance Jr.","SF","17.69%",22.5
22,937309834,"BigBanks88 (1/8)",0,314.75,"C Draymond Green G Jordan Clarkson F Larry Nance Jr. SG Brandon Ingram SF Harrison Barnes PF LaMarcus Aldridge UTIL Tyreke Evans PG Kyle Anderson",NA,"Caris LeVert","SF","14.36%",31
23,937784181,"dmcgrath618 (3/3)",0,314.5,"SF Kevin Durant SG Jordan Clarkson PF Larry Nance Jr. G Brandon Ingram UTIL Tyler Zeller F Harrison Barnes PG Spencer Dinwiddie C LaMarcus Aldridge",NA,"Julius Randle","C","14.22%",29.5
24,937147294,"jaybgmen",0,314,"PF Draymond Green PG Jordan Clarkson UTIL Brandon Ingram F Harrison Barnes SG Spencer Dinwiddie C LaMarcus Aldridge G Tyreke Evans SF Dillon Brooks",NA,"Jordan Clarkson","SG","14.06%",41
24,937632695,"c2bergie",0,314,"PG Stephen Curry SG Jordan Clarkson UTIL Julius Randle SF Brandon Ingram C Trevor Booker F Harrison Barnes PF LaMarcus Aldridge G Kyle Anderson",NA,"Kyle Kuzma","UTIL","13.65%",0
24,937775646,"wade_thompson (2/2)",0,314,"PG Stephen Curry C Draymond Green G Jordan Clarkson UTIL Devin Harris F Dwight Powell SF Harrison Barnes SG Spencer Dinwiddie PF LaMarcus Aldridge",NA,"Danny Green","F","13.58%",17
27,937136126,"Modernexample (8/20)",0,313.75,"SG Klay Thompson G Jordan Clarkson SF Brandon Ingram PG Lonzo Ball UTIL DeMarre Carroll C Trevor Booker F Harrison Barnes PF LaMarcus Aldridge",NA,"JaMychal Green","F","10.29%",23.5
27,937607323,"thedreamdraft (4/8)",0,313.75,"C Draymond Green SG Jordan Clarkson F Julius Randle SF Brandon Ingram UTIL Harrison Barnes G Spencer Dinwiddie PG Dennis Smith Jr. PF LaMarcus Aldridge",NA,"Brook Lopez","C","9.27%",11.75
29,937556020,"yaghnam12 (1/3)",0,313.5,"SG Klay Thompson PF Draymond Green PG Jordan Clarkson C Julius Randle SF Brandon Ingram G J.J. Barea F Harrison Barnes UTIL LaMarcus Aldridge",NA,"Joe Harris","SF","6.13%",19.5
30,937066777,"TEW1951 (1/2)",0,312.25,"PF Draymond Green G Jordan Clarkson UTIL Julius Randle SG Brandon Ingram SF Harrison Barnes PG Dennis Smith Jr. C LaMarcus Aldridge F Tyreke Evans",NA,"Andre Iguodala","F","5.11%",16
30,937129207,"Turk5000",0,312.25,"SG Klay Thompson G Jordan Clarkson UTIL Kentavious Caldwell-Pope SF Brandon Ingram PG Lonzo Ball PF Trevor Booker F Harrison Barnes C LaMarcus Aldridge",NA,"Patty Mills","UTIL","5.05%",26.25
30,937136167,"Modernexample (9/20)",0,312.25,"SG Klay Thompson G Jordan Clarkson UTIL Kentavious Caldwell-Pope SF Brandon Ingram PG Lonzo Ball C Trevor Booker F Harrison Barnes PF LaMarcus Aldridge",NA,"Dillon Brooks","G","3.82%",13
30,937650989,"DManeHowBoutThemBoyz (1/2)",0,312.25,"SG Klay Thompson PG Jordan Clarkson UTIL Kentavious Caldwell-Pope SF Brandon Ingram G Lonzo Ball F Trevor Booker PF Harrison Barnes C LaMarcus Aldridge",NA,"Dwight Powell","UTIL","3.57%",30.75
30,937651133,"DManeHowBoutThemBoyz (2/2)",0,312.25,"SG Klay Thompson PG Jordan Clarkson UTIL Kentavious Caldwell-Pope SF Brandon Ingram G Lonzo Ball F Trevor Booker PF Harrison Barnes C LaMarcus Aldridge",NA,"Zaza Pachulia","C","3.16%",23
35,937165211,"FULLTON (2/2)",0,311.75,"C Draymond Green G Kentavious Caldwell-Pope SG Brandon Ingram F Dirk Nowitzki UTIL Trevor Booker SF Harrison Barnes PG Spencer Dinwiddie PF LaMarcus Aldridge",NA,"Nick Young","SG","2.47%",11.5
35,937526611,"jrmorgan",0,311.75,"C Draymond Green PG Jordan Clarkson F Julius Randle UTIL Trevor Booker SF Harrison Barnes SG Spencer Dinwiddie PF LaMarcus Aldridge G Tyreke Evans",NA,"Isaiah Whitehead","G","2.35%",9.25
37,936805556,"moneymanjake23",0,311.5,"G Klay Thompson F Draymond Green SG Jordan Clarkson C Julius Randle SF Brandon Ingram PF DeMarre Carroll UTIL LaMarcus Aldridge PG Kyle Anderson",NA,"Andrew Harrison","SG","2.11%",24
38,936933340,"renza4699",0,311.25,"UTIL Stephen Curry C Draymond Green PG Jordan Clarkson SG J.J. Barea PF Trevor Booker SF Harrison Barnes G Caris LeVert F LaMarcus Aldridge",NA,"Sean Kilpatrick","G","2.09%",9.25
38,937292403,"Joeduby (1/2)",0,311.25,"UTIL Draymond Green SG Jordan Clarkson G Kentavious Caldwell-Pope C Julius Randle SF Brandon Ingram PF Harrison Barnes PG Dennis Smith Jr. F LaMarcus Aldridge",NA,"Patrick McCaw","G","2.06%",3
38,937681606,"Gamestalker98",0,311.25,"C Draymond Green UTIL Julius Randle G Brandon Ingram SG J.J. Barea F DeMarre Carroll SF Harrison Barnes PG Spencer Dinwiddie PF LaMarcus Aldridge",NA,"Ben McLemore","F","1.97%",17.75
