"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,940252809,"pezdukie",0,346.75,"C Andre Drummond SF Paul George SG Victor Oladipo PG Donovan Mitchell UTIL Elfrid Payton G Michael Carter-Williams PF Bam Adebayo F Marvin Williams",NA,"Michael Carter-Williams","PG","75.77%",29
2,939738887,"Bellis1022",0,312.5,"G Russell Westbrook F Aaron Gordon SG Donovan Mitchell C Derrick Favors PF Thaddeus Young SF Joe Ingles PG Tomas Satoransky UTIL Bogdan Bogdanovic",NA,"Russell Westbrook","G","59.31%",49.25
3,939815629,"da1knownasgod",0,312,"C Andre Drummond PF LaMarcus Aldridge PG Victor Oladipo SG Jeremy Lamb F Zach Randolph G Kelly Oubre Jr. SF Markieff Morris UTIL De'Aaron Fox",NA,"Bam Adebayo","C","46.36%",17.75
4,940125195,"rjbenevides (1/2)",0,310.5,"SF Paul George PG Kyle Lowry SG Victor Oladipo F Otto Porter PF Tobias Harris G Elfrid Payton UTIL Alec Burks C Zaza Pachulia",NA,"Kyle Lowry","PG","40.76%",31.75
5,939807750,"itwaskill08",0,308.75,"C Andre Drummond G Kyle Lowry SG Victor Oladipo PF Derrick Favors SF Jonathon Simmons F Kelly Oubre Jr. PG Michael Carter-Williams UTIL Alec Burks",NA,"Alec Burks","SG","35.43%",35.75
6,939750624,"bolls32",0,307.25,"G Victor Oladipo C Marc Gasol SF Aaron Gordon UTIL Elfrid Payton F Jeremy Lamb PF Willie Cauley-Stein SG Joe Ingles PG Jerian Grant",NA,"Kelly Olynyk","C","33.66%",23
7,940220966,"FantasyManiac1",0,305.5,"SG Stephen Curry PG Victor Oladipo PF Aaron Gordon SF Jeremy Lamb C Zach Randolph F Joe Ingles G Kelly Oubre Jr. UTIL Gorgui Dieng",NA,"JaMychal Green","PF","32.89%",9.75
8,939320069,"cupcake19",0,304.5,"PF Kevin Durant SF Paul George PG Victor Oladipo C Taj Gibson F Zach Randolph SG Kelly Oubre Jr. G Michael Carter-Williams UTIL Bam Adebayo",NA,"Lauri Markkanen","PF","31.53%",22.75
9,939252847,"Wesley23unc (1/2)",0,304.25,"G Stephen Curry C Karl-Anthony Towns F Paul George SG Jimmy Butler PF Serge Ibaka UTIL Stanley Johnson SF Marvin Williams PG Alec Burks",NA,"Karl-Anthony Towns","UTIL","28.33%",39.75
9,939252864,"Wesley23unc (2/2)",0,304.25,"G Stephen Curry C Karl-Anthony Towns F Paul George SG Jimmy Butler PF Serge Ibaka UTIL Stanley Johnson SF Marvin Williams PG Alec Burks",NA,"Dwight Howard","C","28.12%",18.75
11,939473410,"Taker1977 (1/2)",0,302.75,"F Paul George PG Kyle Lowry G Jimmy Butler SF Otto Porter PF Lauri Markkanen C Steven Adams UTIL Michael Carter-Williams SG Alec Burks",NA,"Elfrid Payton","UTIL","26.98%",33.5
11,939482233,"Taker1977 (2/2)",0,302.75,"F Paul George PG Kyle Lowry G Jimmy Butler SF Otto Porter PF Lauri Markkanen C Steven Adams UTIL Michael Carter-Williams SG Alec Burks",NA,"Otto Porter","SF","22.00%",38.25
11,940191607,"got_milt",0,302.75,"F Paul George PG Kyle Lowry G Jimmy Butler SF Otto Porter PF Lauri Markkanen C Steven Adams UTIL Michael Carter-Williams SG Alec Burks",NA,"Evan Fournier","SF","21.82%",33.75
14,939623287,"killian630 (4/7)",0,302.25,"G Kyle Lowry SG Victor Oladipo SF Aaron Gordon F Otto Porter UTIL Elfrid Payton C Steven Adams PF Bam Adebayo PG Tomas Satoransky",NA,"Joe Ingles","SF","20.08%",32.25
15,939846053,"tinyrox24",0,300.75,"F DeMarcus Cousins PG Stephen Curry UTIL Victor Oladipo G Darren Collison SF Thaddeus Young SG Alec Burks C Zaza Pachulia PF Ekpe Udoh",NA,"Draymond Green","C","19.56%",41.25
15,939965070,"jcook909 (4/6)",0,300.75,"PG Victor Oladipo SG DeMar DeRozan SF Aaron Gordon G Jeremy Lamb F Evan Fournier PF Domantas Sabonis UTIL Robin Lopez C Marcin Gortat",NA,"Nikola Vucevic","C","12.63%",17.75
15,939965071,"jcook909 (5/6)",0,300.75,"PG Victor Oladipo SG DeMar DeRozan SF Aaron Gordon G Jeremy Lamb F Evan Fournier PF Domantas Sabonis UTIL Robin Lopez C Marcin Gortat",NA,"Kevin Durant","F","11.45%",45.5
