"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PF/C","Udonis Haslem",3000,"MIA@NY 11/29/2017 07:30PM ET",2,"MIA"
"SG/SF","Rodney McGruder",3000,"MIA@NY 11/29/2017 07:30PM ET",0,"MIA"
"SF/PF","Okaro White",3000,"MIA@NY 11/29/2017 07:30PM ET",8.45,"MIA"
"PG/SG","Ron Baker",3000,"MIA@NY 11/29/2017 07:30PM ET",9,"NY"
"C","A.J. Hammons",3000,"MIA@NY 11/29/2017 07:30PM ET",0,"MIA"
"SG","Matt Williams",3000,"MIA@NY 11/29/2017 07:30PM ET",0,"MIA"
"PG/SG","Derrick Walton Jr.",3000,"MIA@NY 11/29/2017 07:30PM ET",0.813,"MIA"
"PF/C","Jordan Mickey",3000,"MIA@NY 11/29/2017 07:30PM ET",11.083,"MIA"
"PF","Luke Kornet",3000,"MIA@NY 11/29/2017 07:30PM ET",0,"NY"
"PF","Isaiah Hicks",3000,"MIA@NY 11/29/2017 07:30PM ET",0,"NY"
"PG/SG","Julyan Stone",3000,"CHA@TOR 11/29/2017 07:30PM ET",9.625,"CHA"
"PG","Lorenzo Brown",3000,"CHA@TOR 11/29/2017 07:30PM ET",6.063,"TOR"
"PF","Alfonzo McKinnie",3000,"CHA@TOR 11/29/2017 07:30PM ET",2.964,"TOR"
"PF/C","Johnny O'Bryant III",3000,"CHA@TOR 11/29/2017 07:30PM ET",10.179,"CHA"
"PF","Malcolm Miller",3000,"CHA@TOR 11/29/2017 07:30PM ET",0,"TOR"
"SG/SF","Treveon Graham",3000,"CHA@TOR 11/29/2017 07:30PM ET",11.205,"CHA"
"PG","Marcus Paige",3000,"CHA@TOR 11/29/2017 07:30PM ET",2.5,"CHA"
"PF/C","Mangok Mathiang",3000,"CHA@TOR 11/29/2017 07:30PM ET",2.5,"CHA"
"SF","Bruno Caboclo",3000,"CHA@TOR 11/29/2017 07:30PM ET",2.375,"TOR"
