"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Projection_fc","Projection_dfn_perturbed","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","Name.Clean","FreqInd","Actual","ValueWR","TierRank"
"QB","Tyler Bray (7395323)","Tyler Bray",7395323,5000,"KC@Hou 01:00PM ET","KC","Tyler","Bray","Hou",0,0,0,0,0,0,0,NA,"Tyler Bray",0,0,0,0
"TE","Travis Kelce (7395678)","Travis Kelce",7395678,5000,"KC@Hou 01:00PM ET","KC","Travis","Kelce","Hou",12.59,12.9,11.6,12.9,2,0.155555555555556,13.3103277588791,NA,"Travis Kelce",1,8.4,0,2
"QB","Matt Cassel (7395324)","Matt Cassel",7395324,5000,"Ten@Det 01:00PM ET","Ten","Matt","Cassel","Det",0,0,0,0,0,0,0,NA,"Matt Cassel",0,-0.1,0,0
"QB","Dan Orlovsky (7395325)","Dan Orlovsky",7395325,5000,"Ten@Det 01:00PM ET","Det","Dan","Orlovsky","Ten",0,0,0,0,0,0,0,NA,"Dan Orlovsky",0,0,0,0
"QB","Alex Tanney (7395328)","Alex Tanney",7395328,5000,"Ten@Det 01:00PM ET","Ten","Alex","Tanney","Det",0,0,0,0,0,0,0,NA,"Alex Tanney",0,0,0,0
"QB","Josh McCown (7395329)","Josh McCown",7395329,5000,"Bal@Cle 01:00PM ET","Cle","Josh","McCown","Bal",17.01,15.3,13.5,15.3,0,0,16.9436655130456,NA,"Josh McCown",0,16.4,0,0
"QB","Ryan Mallett (7395331)","Ryan Mallett",7395331,5000,"Bal@Cle 01:00PM ET","Bal","Ryan","Mallett","Cle",0,0,0,0,0,0,0,NA,"Ryan Mallett",0,0,0,0
"QB","Cody Kessler (7395333)","Cody Kessler",7395333,5000,"Bal@Cle 01:00PM ET","Cle","Cody","Kessler","Bal",0,0,0,0,0,0,0,NA,"Cody Kessler",0,0,0,0
"QB","Sean Mannion (7395336)","Sean Mannion",7395336,5000,"Sea@LA 04:05PM ET","LA","Sean","Mannion","Sea",0,0,0,0,0,0,0,NA,"Sean Mannion",0,0,0,0
"QB","Trevone Boykin (7395337)","Trevone Boykin",7395337,5000,"Sea@LA 04:05PM ET","Sea","Trevone","Boykin","LA",0,1.4,0,1.4,0,0,0.683646627751801,NA,"Trevone Boykin",0,0,0,0
"QB","Jared Goff (7395338)","Jared Goff",7395338,5000,"Sea@LA 04:05PM ET","LA","Jared","Goff","Sea",0,0,0,0,0,0,0,NA,"Jared Goff",0,0,0,0
"QB","Drew Stanton (7395340)","Drew Stanton",7395340,5000,"TB@Ari 04:05PM ET","Ari","Drew","Stanton","TB",0,0,0,0,0,0,0,NA,"Drew Stanton",0,0.4,0,0
"QB","Mike Glennon (7395341)","Mike Glennon",7395341,5000,"TB@Ari 04:05PM ET","TB","Mike","Glennon","Ari",0,0,0,0,0,0,0,NA,"Mike Glennon",0,0,0,0
"QB","Ryan Griffin (7395342)","Ryan Griffin",7395342,5000,"TB@Ari 04:05PM ET","TB","Ryan","Griffin","Ari",0,0,0,0,6,0.0571428571428571,0,NA,"Ryan Griffin",0,0,0,0
"QB","Kellen Clemens (7395344)","Kellen Clemens",7395344,5000,"Jax@SD 04:25PM ET","SD","Kellen","Clemens","Jax",0,0,0,0,0,0,0,NA,"Kellen Clemens",0,-0.1,0,0
"QB","Chad Henne (7395346)","Chad Henne",7395346,5000,"Jax@SD 04:25PM ET","Jax","Chad","Henne","SD",0,0,0,0,0,0,0,NA,"Chad Henne",0,0,0,0
"QB","Brandon Allen (7395348)","Brandon Allen",7395348,5000,"Jax@SD 04:25PM ET","Jax","Brandon","Allen","SD",0,0,0,0,0,0,0,NA,"Brandon Allen",0,0,0,0
"QB","Matt Schaub (7395350)","Matt Schaub",7395350,5000,"Atl@Oak 04:25PM ET","Atl","Matt","Schaub","Oak",0,0,0,0,0,0,0,NA,"Matt Schaub",0,0,0,0
"QB","Matt McGloin (7395351)","Matt McGloin",7395351,5000,"Atl@Oak 04:25PM ET","Oak","Matt","McGloin","Atl",0,0,0,0,0,0,0,NA,"Matt McGloin",0,0,0,0
"QB","Connor Cook (7395353)","Connor Cook",7395353,5000,"Atl@Oak 04:25PM ET","Oak","Connor","Cook","Atl",0,0,0,0,0,0,0,NA,"Connor Cook",0,0,0,0
"QB","Scott Tolzien (7395354)","Scott Tolzien",7395354,5000,"Ind@Den 04:25PM ET","Ind","Scott","Tolzien","Den",0,0,0,0,0,0,0,NA,"Scott Tolzien",0,0,0,0
"QB","Austin Davis (7395355)","Austin Davis",7395355,5000,"Ind@Den 04:25PM ET","Den","Austin","Davis","Ind",0,0,0,0,0,0,0,NA,"Austin Davis",0,0,0,0
"QB","Paxton Lynch (7395358)","Paxton Lynch",7395358,5000,"Ind@Den 04:25PM ET","Den","Paxton","Lynch","Ind",0,0,0,0,0,0,0,NA,"Paxton Lynch",0,0,0,0
"RB","Frank Gore (7395472)","Frank Gore",7395472,5000,"Ind@Den 04:25PM ET","Ind","Frank","Gore","Den",9.73,9.1,12.41,9.1,3,0.130434782608696,9.86206294399319,NA,"Frank Gore",0,15.3,0,7
"QB","Shaun Hill (7395359)","Shaun Hill",7395359,5000,"GB@Min 08:30PM ET","Min","Shaun","Hill","GB",0,0,0,0,0,0,0,NA,"Shaun Hill",0,0,0,0
"QB","Brett Hundley (7395362)","Brett Hundley",7395362,5000,"GB@Min 08:30PM ET","GB","Brett","Hundley","Min",0,0,0,0,0,0,0,NA,"Brett Hundley",0,0,0,0
"QB","Joe Callahan (7395363)","Joe Callahan",7395363,5000,"GB@Min 08:30PM ET","GB","Joe","Callahan","Min",0,0,0,0,0,0,0,NA,"Joe Callahan",0,0,0,0
"RB","Ameer Abdullah (7395426)","Ameer Abdullah",7395426,4900,"Ten@Det 01:00PM ET","Det","Ameer","Abdullah","Ten",12.04,11.6,14.61,11.6,3,0.131578947368421,12.3692336985789,NA,"Ameer Abdullah",1,3.8,0,6
"WR","Tavon Austin (7395580)","Tavon Austin",7395580,4900,"Sea@LA 04:05PM ET","LA","Tavon","Austin","Sea",11.96,11.7,11.23,11.7,1,0.352941176470588,12.3735158791748,NA,"Tavon Austin",0,10.6,0,5
"WR","DeVante Parker (7395539)","DeVante Parker",7395539,4800,"Mia@NE 01:00PM ET","Mia","DeVante","Parker","NE",9.54,9.2,9.03,9.2,7,0,9.80508925768305,NA,"DeVante Parker",0,21.6,0,0
"RB","Melvin Gordon (7395459)","Melvin Gordon",7395459,4800,"Jax@SD 04:25PM ET","SD","Melvin","Gordon","Jax",11.02,11.3,14.74,11.3,8,0,11.654729044957,NA,"Melvin Gordon",1,24,0,6
"WR","Torrey Smith (7395489)","Torrey Smith",7395489,4700,"SF@Car 01:00PM ET","SF","Torrey","Smith","Car",12.04,9.8,9.36,9.8,2,0.179487179487179,11.490259462898,NA,"Torrey Smith",0,14.5,0,5
"WR","Mike Wallace (7395567)","Mike Wallace",7395567,4700,"Bal@Cle 01:00PM ET","Bal","Mike","Wallace","Cle",12.25,8.2,11.33,8.2,2,0.193548387096774,10.8258920498206,NA,"Mike Wallace",1,20.1,1,0
"WR","Corey Coleman (7395574)","Corey Coleman",7395574,4700,"Bal@Cle 01:00PM ET","Cle","Corey","Coleman","Bal",11.57,11.8,10.74,11.8,3,0.153846153846154,12.205167889399,NA,"Corey Coleman",0,30.4,0,5
"RB","T.J. Yeldon (7395462)","T.J. Yeldon",7395462,4700,"Jax@SD 04:25PM ET","Jax","T.J.","Yeldon","SD",15.35,16.7,15.46,16.7,2,0.153846153846154,16.7029054220321,NA,"T.J. Yeldon",1,11.8,0,2
"RB","Christine Michael (7395440)","Christine Michael",7395440,4600,"Sea@LA 04:05PM ET","Sea","Christine","Michael","LA",6.78,4.5,10.04,4.5,4,0.0930232558139535,5.97302447668957,NA,"Christine Michael",0,10.6,0,0
"WR","Tyler Lockett (7395583)","Tyler Lockett",7395583,4600,"Sea@LA 04:05PM ET","Sea","Tyler","Lockett","LA",12.91,11.3,10.28,11.3,2,0.209302325581395,12.7072162127079,NA,"Tyler Lockett",0,13.9,0,5
"RB","Matt Jones (7395379)","Matt Jones",7395379,4500,"Dal@Was 01:00PM ET","Was","Matt","Jones","Dal",11.65,11.2,12.86,11.2,6,0.0238095238095238,11.9567261988916,NA,"Matt Jones",0,13.5,0,6
"TE","Tyler Eifert (7395660)","Tyler Eifert",7395660,4500,"Cin@Pit 01:00PM ET","Cin","Tyler","Eifert","Pit",0,0,0,0,7,0,0,NA,"Tyler Eifert",0,0,0,0
"WR","Anquan Boldin (7395555)","Anquan Boldin",7395555,4500,"Ten@Det 01:00PM ET","Det","Anquan","Boldin","Ten",9.62,7.8,7.81,7.8,6,0.0789473684210526,9.16599235131753,NA,"Anquan Boldin",0,14.8,0,0
"TE","Delanie Walker (7395687)","Delanie Walker",7395687,4500,"Ten@Det 01:00PM ET","Ten","Delanie","Walker","Det",14.24,12.7,12.04,12.7,4,0.125,14.1315019585066,NA,"Delanie Walker",0,20.3,0,2
"RB","Duke Johnson Jr. (7395436)","Duke Johnson",7395436,4500,"Bal@Cle 01:00PM ET","Cle","Duke","Johnson","Bal",11.46,11.7,12.66,11.7,2,0.230769230769231,12.0950801205106,NA,"Duke Johnson",0,9.6,0,6
"TE","Antonio Gates (7395718)","Antonio Gates",7395718,4500,"Jax@SD 04:25PM ET","SD","Antonio","Gates","Jax",12.74,10.9,12.53,10.9,5,0.102564102564103,12.4172204468329,NA,"Antonio Gates",0,10.5,0,3
"RB","Tevin Coleman (7395471)","Tevin Coleman",7395471,4500,"Atl@Oak 04:25PM ET","Atl","Tevin","Coleman","Oak",10.44,9,11.66,9,4,0.157894736842105,10.2086098193142,NA,"Tevin Coleman",1,15.1,0,7
"TE","Martellus Bennett (7395672)","Martellus Bennett",7395672,4400,"Mia@NE 01:00PM ET","NE","Martellus","Bennett","Mia",9.94,10.7,7.29,10.7,3,0.138888888888889,10.7603163943485,NA,"Martellus Bennett",0,25.4,0,3
"RB","Justin Forsett (7395429)","Justin Forsett",7395429,4400,"Bal@Cle 01:00PM ET","Bal","Justin","Forsett","Cle",12.32,9.7,12.93,9.7,9,0,11.5973515857677,NA,"Justin Forsett",0,7.6,0,7
"RB","Isaiah Crowell (7395434)","Isaiah Crowell",7395434,4400,"Bal@Cle 01:00PM ET","Cle","Isaiah","Crowell","Bal",9.23,9.1,10.66,9.1,5,0.0769230769230769,9.58362718532893,NA,"Isaiah Crowell",1,24.8,0,7
"RB","Charles Sims (7395451)","Charles Sims",7395451,4400,"TB@Ari 04:05PM ET","TB","Charles","Sims","Ari",10.3,9.8,11.57,9.8,6,0.0967741935483871,10.5213030227463,NA,"Charles Sims",0,5.8,0,7
"WR","Travis Benjamin (7395601)","Travis Benjamin",7395601,4400,"Jax@SD 04:25PM ET","SD","Travis","Benjamin","Jax",14.66,15,12.68,15,1,0.230769230769231,15.4885217413768,NA,"Travis Benjamin",0,32.4,0,4
"TE","Julius Thomas (7395720)","Julius Thomas",7395720,4400,"Jax@SD 04:25PM ET","Jax","Julius","Thomas","SD",11.69,10.7,11.29,10.7,3,0.128205128205128,11.7348415496734,NA,"Julius Thomas",1,11.1,0,3
"WR","Phillip Dorsett (7395627)","Phillip Dorsett",7395627,4400,"Ind@Den 04:25PM ET","Ind","Phillip","Dorsett","Den",7.74,8.9,9.59,8.9,3,0.130434782608696,8.6562248205449,NA,"Phillip Dorsett",0,4,0,0
"WR","Devin Funchess (7395497)","Devin Funchess",7395497,4300,"SF@Car 01:00PM ET","Car","Devin","Funchess","SF",9.24,10,7.66,10,3,0.125,10.0286830183427,NA,"Devin Funchess",0,9.9,0,5
"TE","Jason Witten (7395651)","Jason Witten",7395651,4300,"Dal@Was 01:00PM ET","Dal","Jason","Witten","Was",13.75,11.9,11.24,11.9,1,0.311111111111111,13.4679796991574,NA,"Jason Witten",1,8.1,0,2
"RB","Jeremy Hill (7395387)","Jeremy Hill",7395387,4300,"Cin@Pit 01:00PM ET","Cin","Jeremy","Hill","Pit",11.79,8.9,10.82,8.9,7,0,10.9115544657254,NA,"Jeremy Hill",0,8.9,0,0
"WR","Victor Cruz (7395521)","Victor Cruz",7395521,4300,"NO@NYG 01:00PM ET","NYG","Victor","Cruz","NO",11.26,8.2,10.07,8.2,3,0.142857142857143,10.2745892476654,NA,"Victor Cruz",0,12.1,0,0
"RB","Theo Riddick (7395421)","Theo Riddick",7395421,4300,"Ten@Det 01:00PM ET","Det","Theo","Riddick","Ten",12.42,12.5,14.77,12.5,3,0.131578947368421,13.0203319930041,NA,"Theo Riddick",1,10.5,0,5
"WR","Steve Smith Sr. (7395564)","Steve Smith",7395564,4300,"Bal@Cle 01:00PM ET","Bal","Steve","Smith","Cle",13.3,11.9,11.06,11.9,1,0.258064516129032,13.2173875163596,NA,"Steve Smith",0,9.4,0,5
"WR","Pierre Garcon (7395501)","Pierre Garcon",7395501,4200,"Dal@Was 01:00PM ET","Was","Pierre","Garcon","Dal",10.2,9.3,9.66,9.3,4,0.142857142857143,10.2214563611021,NA,"Pierre Garcon",0,4.5,0,5
"RB","Giovani Bernard (7395384)","Giovani Bernard",7395384,4200,"Cin@Pit 01:00PM ET","Cin","Giovani","Bernard","Pit",10.91,12.1,12.83,12.1,3,0.133333333333333,11.984128393909,NA,"Giovani Bernard",0,28.7,0,6
"WR","Will Fuller (7395552)","Will Fuller",7395552,4200,"KC@Hou 01:00PM ET","Hou","Will","Fuller","KC",13.62,12.1,11.58,12.1,1,0.314285714285714,13.4932502058693,NA,"Will Fuller",1,17.4,1,5
"WR","Davante Adams (7395637)","Davante Adams",7395637,4200,"GB@Min 08:30PM ET","GB","Davante","Adams","Min",8.8,7.2,7.23,7.2,3,0.189189189189189,8.41636629521451,NA,"Davante Adams",0,4.6,0,0
"WR","Eli Rogers (7395517)","Eli Rogers",7395517,4100,"Cin@Pit 01:00PM ET","Pit","Eli","Rogers","Cin",12.12,11.3,10.34,11.3,4,0.166666666666667,12.2672877140183,NA,"Eli Rogers",1,1.9,0,5
"WR","Tajae Sharpe (7395563)","Tajae Sharpe",7395563,4100,"Ten@Det 01:00PM ET","Ten","Tajae","Sharpe","Det",14.32,14.2,11.49,14.2,1,0.275,14.9085302096269,NA,"Tajae Sharpe",1,7.3,0,4
"RB","Chris Ivory (7395454)","Chris Ivory",7395454,4100,"Jax@SD 04:25PM ET","Jax","Chris","Ivory","SD",0,0,7.16,0,8,0,0,NA,"Chris Ivory",0,0,0,0
"WR","Brandon LaFell (7395511)","Brandon LaFell",7395511,4000,"Cin@Pit 01:00PM ET","Cin","Brandon","LaFell","Pit",10.15,8.3,8.86,0,3,0.133333333333333,9.705293765413,NA,"Brandon LaFell",0,6.9,0,0
"WR","Michael Thomas (7395529)","Michael Thomas",7395529,4000,"NO@NYG 01:00PM ET","NO","Michael","Thomas","NYG",8.94,11.6,10.26,14.4042513971973,4,0.166666666666667,10.6429319948605,NA,"Michael Thomas",0,9.6,0,5
"RB","LeGarrette Blount (7395403)","LeGarrette Blount",7395403,4000,"Mia@NE 01:00PM ET","NE","LeGarrette","Blount","Mia",13.67,14,13.56,13.281806803259,8,0,14.4488999193989,NA,"LeGarrette Blount",0,21.3,0,3
"RB","James White (7395405)","James White",7395405,4000,"Mia@NE 01:00PM ET","NE","James","White","Mia",11.33,13.3,12.39,6.70279979209476,2,0.194444444444444,12.8039972549742,NA,"James White",0,4.9,0,4
"TE","Gary Barnidge (7395696)","Gary Barnidge",7395696,4000,"Bal@Cle 01:00PM ET","Cle","Gary","Barnidge","Bal",13.48,10.4,13.31,9.8249033793753,5,0.0769230769230769,12.5851458597447,NA,"Gary Barnidge",0,7.7,0,3
"WR","Vincent Jackson (7395588)","Vincent Jackson",7395588,4000,"TB@Ari 04:05PM ET","TB","Vincent","Jackson","Ari",11.31,12.1,11.12,13.3564209442054,2,0.193548387096774,12.2068770008404,NA,"Vincent Jackson",0,8.4,0,5
"RB","James Starks (7395481)","James Starks",7395481,4000,"GB@Min 08:30PM ET","GB","James","Starks","Min",7.73,6.3,8.54,6.12846503827356,7,0.027027027027027,7.38102665383255,NA,"James Starks",0,2.9,0,0
"WR","Ted Ginn Jr. (7395488)","Ted Ginn",7395488,3900,"SF@Car 01:00PM ET","Car","Ted","Ginn","SF",6.77,7.6,5.82,6.80267773304361,6,0.03125,7.48124472296671,NA,"Ted Ginn",0,6.6,0,0
"RB","Rob Kelley (7395377)","Rob Kelley",7395377,3900,"Dal@Was 01:00PM ET","Was","Rob","Kelley","Dal",0,4.3,0,4.3,10,0,2.09977178523767,NA,"Rob Kelley",0,0,0,0
"TE","Coby Fleener (7395665)","Coby Fleener",7395665,3900,"NO@NYG 01:00PM ET","NO","Coby","Fleener","NYG",10.7,11.4,11.2,15.6442140761322,5,0.0952380952380952,11.5253620613941,NA,"Coby Fleener",0,4.9,0,3
"WR","Kamar Aiken (7395568)","Kamar Aiken",7395568,3900,"Bal@Cle 01:00PM ET","Bal","Kamar","Aiken","Cle",7.38,10,10.07,7.59156233162777,4,0.0967741935483871,8.99290199611162,NA,"Kamar Aiken",0,0,0,5
"RB","Andre Ellington (7395449)","Andre Ellington",7395449,3900,"TB@Ari 04:05PM ET","Ari","Andre","Ellington","TB",3.6,3.7,5.39,4.24743512338766,6,0.0512820512820513,3.81151783572671,NA,"Andre Ellington",0,2.1,0,0
"WR","Quinton Patton (7395494)","Quinton Patton",7395494,3800,"SF@Car 01:00PM ET","SF","Quinton","Patton","Car",7.31,6.8,8.16,4.29882787309459,3,0.153846153846154,7.39130012646593,NA,"Quinton Patton",0,5.5,0,0
"RB","Tim Hightower (7395388)","Tim Hightower",7395388,3800,"NO@NYG 01:00PM ET","NO","Tim","Hightower","NYG",4.25,4.6,6.47,3.49963174588917,7,0.0238095238095238,4.61297143983069,NA,"Tim Hightower",0,0.9,0,0
"RB","Shane Vereen (7395393)","Shane Vereen",7395393,3800,"NO@NYG 01:00PM ET","NYG","Shane","Vereen","NO",9.96,11.9,12.74,6.14198921040087,2,0.178571428571429,11.3574366484824,NA,"Shane Vereen",0,8.6,0,6
"WR","Danny Amendola (7395533)","Danny Amendola",7395533,3800,"Mia@NE 01:00PM ET","NE","Danny","Amendola","Mia",5.13,5,5.62,6.22836174647258,3,0.138888888888889,5.29834598300888,NA,"Danny Amendola",0,20,0,0
"RB","Derrick Henry (7395428)","Derrick Henry",7395428,3800,"Ten@Det 01:00PM ET","Ten","Derrick","Henry","Det",7.65,7.3,7.8,6.54112234389231,7,0.05,7.82479595226899,NA,"Derrick Henry",0,5.9,0,0
"WR","Seth Roberts (7395617)","Seth Roberts",7395617,3800,"Atl@Oak 04:25PM ET","Oak","Seth","Roberts","Atl",7.94,5.1,8.22,5.72943673623174,4,0.0975609756097561,6.91198684868428,NA,"Seth Roberts",0,5.5,0,0
"RB","Shaun Draughn (7395366)","Shaun Draughn",7395366,3700,"SF@Car 01:00PM ET","SF","Shaun","Draughn","Car",6.56,5.5,7.3,4.25959080731767,7,0.0512820512820513,6.33883176270001,NA,"Shaun Draughn",0,2.1,0,0
"RB","Chris Thompson (7395374)","Chris Thompson",7395374,3700,"Dal@Was 01:00PM ET","Was","Chris","Thompson","Dal",8.99,6.5,11.37,6.91765444475601,5,0.0476190476190476,8.18034856963103,NA,"Chris Thompson",0,8.8,0,0
"WR","Sammie Coates (7395516)","Sammie Coates",7395516,3700,"Cin@Pit 01:00PM ET","Pit","Sammie","Coates","Cin",6.61,4.4,7.47,0,5,0.0833333333333333,5.82952441676145,NA,"Sammie Coates",0,12.3,0,0
"RB","Jay Ajayi (7395406)","Jay Ajayi",7395406,3700,"Mia@NE 01:00PM ET","Mia","Jay","Ajayi","NE",0,0,5.03,0,7,0,0,NA,"Jay Ajayi",0,7.5,0,0
"RB","Benny Cunningham (7395439)","Benny Cunningham",7395439,3700,"Sea@LA 04:05PM ET","LA","Benny","Cunningham","Sea",3.88,4.4,5.37,3.57737451334592,7,0.0294117647058824,4.3092651744546,NA,"Benny Cunningham",0,1.9,0,0
"RB","C.J. Prosise (7395445)","C.J. Prosise",7395445,3700,"Sea@LA 04:05PM ET","Sea","C.J.","Prosise","LA",0,0,4.65,0,8,0.0232558139534884,0,NA,"C.J. Prosise",0,0,0,0
"WR","Kenny Britt (7395576)","Kenny Britt",7395576,3700,"Sea@LA 04:05PM ET","LA","Kenny","Britt","Sea",7.52,8.2,7.41,9.01616628065092,2,0.176470588235294,8.19188977285672,NA,"Kenny Britt",0,15.4,0,0
"RB","Chris Johnson (7395447)","Chris Johnson",7395447,3700,"TB@Ari 04:05PM ET","Ari","Chris","Johnson","TB",0,2.6,5.95,0,9,0,1.26962945153906,NA,"Chris Johnson",0,11.4,0,0
"WR","Tyrell Williams (7395608)","Tyrell Williams",7395608,3700,"Jax@SD 04:25PM ET","SD","Tyrell","Williams","Jax",10.44,12.2,12.22,8.77385740001204,4,0.128205128205128,11.7712306827469,NA,"Tyrell Williams",0,15.1,0,5
"RB","Jerick McKinnon (7395485)","Jerick McKinnon",7395485,3700,"GB@Min 08:30PM ET","Min","Jerick","McKinnon","GB",4.9,7.4,7.61,7.24874290310298,5,0.0588235294117647,6.34223118159783,NA,"Jerick McKinnon",0,1.1,0,0
"RB","Alfred Morris (7395372)","Alfred Morris",7395372,3600,"Dal@Was 01:00PM ET","Dal","Alfred","Morris","Was",4.97,4,4.88,5.00349972239809,8,0.0222222222222222,4.7209275204136,NA,"Alfred Morris",0,6.7,0,0
"WR","Jamison Crowder (7395508)","Jamison Crowder",7395508,3600,"Dal@Was 01:00PM ET","Was","Jamison","Crowder","Dal",10.69,10.8,7.61,12.9759514810329,3,0.214285714285714,11.2268019343272,NA,"Jamison Crowder",0,15.9,0,5
"WR","Darrius Heyward-Bey (7395510)","Darrius Heyward-Bey",7395510,3600,"Cin@Pit 01:00PM ET","Pit","Darrius","Heyward-Bey","Cin",0,3.1,3.88,8.26675564514453,6,0,1.51378896145042,NA,"Darrius Heyward-Bey",0,1.7,0,0
"WR","Dontrelle Inman (7395600)","Dontrelle Inman",7395600,3600,"Jax@SD 04:25PM ET","SD","Dontrelle","Inman","Jax",6.69,8.9,8.95,0,6,0.0769230769230769,8.07150972734995,NA,"Dontrelle Inman",0,1.7,0,0
"RB","Jalen Richard (7395470)","Jalen Richard",7395470,3600,"Atl@Oak 04:25PM ET","Oak","Jalen","Richard","Atl",0,2.2,7.08,2.48519981070019,5,0.0731707317073171,1.07430184360997,NA,"Jalen Richard",1,3.7,0,0
"TE","Dwayne Allen (7395733)","Dwayne Allen",7395733,3600,"Ind@Den 04:25PM ET","Ind","Dwayne","Allen","Den",11.28,9,7.79,6.08285672097421,3,0.130434782608696,10.6763818938701,NA,"Dwayne Allen",1,4.5,0,5
"RB","Fitzgerald Toussaint (7395383)","Fitzgerald Toussaint",7395383,3500,"Cin@Pit 01:00PM ET","Pit","Fitzgerald","Toussaint","Cin",3.56,4.2,5.28,4.2,6,0,4.03340248494493,NA,"Fitzgerald Toussaint",0,2.3,0,0
"WR","Tyler Boyd (7395520)","Tyler Boyd",7395520,3500,"Cin@Pit 01:00PM ET","Cin","Tyler","Boyd","Pit",8.4,8.7,8.44,10.8918731978854,5,0.1,8.92609621801718,NA,"Tyler Boyd",0,12.8,0,0
"WR","Chris Hogan (7395537)","Chris Hogan",7395537,3500,"Mia@NE 01:00PM ET","NE","Chris","Hogan","Mia",9.87,9.7,9.94,7.83628824869335,3,0.138888888888889,10.2330163683128,NA,"Chris Hogan",1,9.9,0,5
"RB","Charcandrick West (7395419)","Charcandrick West",7395419,3500,"KC@Hou 01:00PM ET","KC","Charcandrick","West","Hou",7.36,7.2,6.14,7.29967850110175,4,0.133333333333333,7.61447131026144,NA,"Charcandrick West",0,7.3,0,0
"WR","Chris Conley (7395547)","Chris Conley",7395547,3500,"KC@Hou 01:00PM ET","KC","Chris","Conley","Hou",7.24,6.1,6.36,4.18690055308709,2,0.155555555555556,7.01049580637704,NA,"Chris Conley",0,3.5,0,0
"TE","Eric Ebron (7395691)","Eric Ebron",7395691,3500,"Ten@Det 01:00PM ET","Det","Eric","Ebron","Ten",11.36,10,10.84,11.7976734982676,3,0.131578947368421,11.2092506350791,NA,"Eric Ebron",1,9.3,0,4
"WR","Terrelle Pryor (7395569)","Terrelle Pryor",7395569,3500,"Bal@Cle 01:00PM ET","Cle","Terrelle","Pryor","Bal",10.12,10.6,9.37,9.18417814722833,1,0.269230769230769,10.8117213654854,NA,"Terrelle Pryor",0,6.2,0,5
"WR","Jermaine Kearse (7395579)","Jermaine Kearse",7395579,3500,"Sea@LA 04:05PM ET","Sea","Jermaine","Kearse","LA",9.47,8.4,9.41,11.4162149015353,3,0.162790697674419,9.37545303561188,NA,"Jermaine Kearse",0,3.1,0,0
"WR","Laquon Treadwell (7395642)","Laquon Treadwell",7395642,3500,"GB@Min 08:30PM ET","Min","Laquon","Treadwell","GB",3.26,1.6,5.18,1.6,8,0,2.59671157820731,NA,"Laquon Treadwell",0,0,0,0
"TE","Jesse James (7395664)","Jesse James",7395664,3400,"Cin@Pit 01:00PM ET","Pit","Jesse","James","Cin",10.3,8.2,10.09,5.20952493272546,3,0.194444444444444,9.73999259103,NA,"Jesse James",0,11.9,0,6
"WR","Kenny Stills (7395536)","Kenny Stills",7395536,3400,"Mia@NE 01:00PM ET","Mia","Kenny","Stills","NE",9.67,10.4,8.06,0.91547963598458,2,0.185185185185185,10.463465378723,NA,"Kenny Stills",0,11.9,0,5
"RB","Alfred Blue (7395415)","Alfred Blue",7395415,3400,"KC@Hou 01:00PM ET","Hou","Alfred","Blue","KC",2.4,1.6,3.59,1.98886007758828,9,0,2.11780207330479,NA,"Alfred Blue",0,1.1,0,0
"WR","Andre Johnson (7395554)","Andre Johnson",7395554,3400,"Ten@Det 01:00PM ET","Ten","Andre","Johnson","Det",6.21,6,5.28,4.92769798134608,2,0.175,6.38808624154639,NA,"Andre Johnson",0,7.9,0,0
"RB","DeAndre Washington (7395469)","DeAndre Washington",7395469,3400,"Atl@Oak 04:25PM ET","Oak","DeAndre","Washington","Atl",4.22,4.2,7.2,4.36052582372668,8,0.024390243902439,4.40093768638175,NA,"DeAndre Washington",0,6.2,0,0
"WR","Terrance Williams (7395503)","Terrance Williams",7395503,3300,"Dal@Was 01:00PM ET","Dal","Terrance","Williams","Was",8.36,7.9,7.74,8.15167448750089,4,0.111111111111111,8.51316614146586,NA,"Terrance Williams",0,0,0,0
"WR","Dwayne Harris (7395522)","Dwayne Harris",7395522,3300,"NO@NYG 01:00PM ET","NYG","Dwayne","Harris","NO",0,2.4,3.54,2.4,0,0,1.17196564757452,NA,"Dwayne Harris",0,0,0,0
"WR","Jaelen Strong (7395551)","Jaelen Strong",7395551,3300,"KC@Hou 01:00PM ET","Hou","Jaelen","Strong","KC",0,3.7,3.65,2.67329950410214,9,0,1.80678037334405,NA,"Jaelen Strong",0,0,0,0
"WR","Rishard Matthews (7395562)","Rishard Matthews",7395562,3300,"Ten@Det 01:00PM ET","Ten","Rishard","Matthews","Det",8.18,13.2,9.25,9.00488049336871,5,0.1,11.0010200734071,NA,"Rishard Matthews",0,8,0,4
"RB","Terrance West (7395432)","Terrance West",7395432,3300,"Bal@Cle 01:00PM ET","Bal","Terrance","West","Cle",9.21,9.4,10.53,8.25982254826274,6,0.0645161290322581,9.71898546092918,NA,"Terrance West",0,6.7,0,7
"WR","Brian Quick (7395577)","Brian Quick",7395577,3300,"Sea@LA 04:05PM ET","LA","Brian","Quick","Sea",4.04,3.6,3.45,0.776985739316634,3,0.147058823529412,4.00770940136899,NA,"Brian Quick",0,1.8,0,0
