"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1270,719943282,"underjones (63/150)",0,117.6,"P Marcus Stroman P Robbie Ray C Russell Martin 1B Paul Goldschmidt 2B Steve Pearce 3B Jake Lamb SS Chris Owings OF Nelson Cruz OF David Peralta OF A.J. Pollock",NA,"","",NA
1270,720087604,"fewfew (40/48)",0,117.6,"P Marcus Stroman P Robbie Ray C Travis d'Arnaud 1B Kendrys Morales 2B Wilmer Flores 3B Marwin González SS José Reyes OF Curtis Granderson OF Yoenis Céspedes OF Carlos Beltrán",NA,"","",NA
1278,719870885,"jonbook80 (1/2)",0,117.45,"P Marcus Stroman P Jeff Samardzija C Chris Herrmann 1B Brandon Belt 2B Jean Segura 3B Eduardo Núñez SS Brandon Crawford OF Matt Kemp OF Hunter Pence OF A.J. Pollock",NA,"","",NA
1278,719917675,"ql81 (19/50)",0,117.45,"P Marcus Stroman P Jeff Samardzija C Brian McCann 1B Kendrys Morales 2B José Altuve 3B Marwin González SS Carlos Correa OF Hunter Pence OF David Peralta OF A.J. Pollock",NA,"","",NA
1278,719974755,"DTRex (6/10)",0,117.45,"P Marcus Stroman P Jeff Samardzija C Travis d'Arnaud 1B Brandon Belt 2B Wilmer Flores 3B Josh Donaldson SS Brandon Crawford OF Nelson Cruz OF Mitch Haniger OF George Springer",NA,"","",NA
1278,720067702,"tkoblow (130/150)",0,117.45,"P Marcus Stroman P Jeff Samardzija C Buster Posey 1B Brandon Belt 2B Steve Pearce 3B Marwin González SS Brad Miller OF Hunter Pence OF David Peralta OF A.J. Pollock",NA,"","",NA
1282,719416589,"chflaher (1/2)",0,117.4,"P Blake Snell P Matt Harvey C Chris Herrmann 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Carlos Correa OF Carlos Beltrán OF George Springer OF A.J. Pollock",NA,"","",NA
1282,719744971,"Awesemo (66/150)",0,117.4,"P Blake Snell P Matt Harvey C Jeff Mathis 1B Paul Goldschmidt 2B José Altuve 3B Josh Donaldson SS Eduardo Núñez OF George Springer OF David Peralta OF A.J. Pollock",NA,"","",NA
1282,719769477,"fallfromgrace (85/150)",0,117.4,"P Blake Snell P Matt Harvey C Chris Herrmann 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Carlos Correa OF Carlos Beltrán OF George Springer OF A.J. Pollock",NA,"","",NA
1282,720069951,"repojoker",0,117.4,"P Blake Snell P Matt Harvey C Chris Herrmann 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Carlos Correa OF Carlos Beltrán OF George Springer OF A.J. Pollock",NA,"","",NA
1282,720116347,"perspective (8/10)",0,117.4,"P Blake Snell P Matt Harvey C Chris Herrmann 1B Paul Goldschmidt 2B Robinson Canó 3B Kyle Seager SS Jean Segura OF Nelson Cruz OF Mitch Haniger OF A.J. Pollock",NA,"","",NA
1287,719590145,"juanshen (143/150)",0,117.35,"P Blake Snell P Robbie Ray C Chris Herrmann 1B Paul Goldschmidt 2B Jean Segura 3B Kyle Seager SS Carlos Correa OF Jarrod Dyson OF David Peralta OF A.J. Pollock",NA,"","",NA
1287,720063221,"SoccerMan89 (17/35)",0,117.35,"P Matt Harvey P Robbie Ray C Chris Herrmann 1B Steve Pearce 2B José Altuve 3B Jake Lamb SS Carlos Correa OF Steven Souza Jr. OF Corey Dickerson OF David Peralta",NA,"","",NA
1287,720130343,"playerpick1 (1/3)",0,117.35,"P Matt Harvey P Robbie Ray C Brian McCann 1B Paul Goldschmidt 2B Wilmer Flores 3B José Reyes SS Carlos Correa OF Yoenis Céspedes OF George Springer OF A.J. Pollock",NA,"","",NA
1287,720140649,"playerpick1 (2/3)",0,117.35,"P Matt Harvey P Robbie Ray C Brian McCann 1B Paul Goldschmidt 2B Wilmer Flores 3B José Reyes SS Carlos Correa OF Yoenis Céspedes OF George Springer OF A.J. Pollock",NA,"","",NA
1287,720140690,"playerpick1 (3/3)",0,117.35,"P Matt Harvey P Robbie Ray C Brian McCann 1B Paul Goldschmidt 2B Wilmer Flores 3B José Reyes SS Carlos Correa OF Yoenis Céspedes OF George Springer OF A.J. Pollock",NA,"","",NA
1287,720170645,"fheimes",0,117.35,"P Matt Harvey P Robbie Ray C Buster Posey 1B Steve Pearce 2B José Altuve 3B Jake Lamb SS Carlos Correa OF Carlos Beltrán OF George Springer OF David Peralta",NA,"","",NA
1293,720116345,"perspective (6/10)",0,117.3,"P Marcus Stroman P Ariel Miranda C Buster Posey 1B Paul Goldschmidt 2B Robinson Canó 3B Kyle Seager SS Jean Segura OF Nelson Cruz OF Mitch Haniger OF A.J. Pollock",NA,"","",NA
1294,720067687,"tkoblow (115/150)",0,117.2,"P Matt Harvey P Jeff Samardzija C Buster Posey 1B Brandon Belt 2B Steve Pearce 3B Marwin González SS Carlos Correa OF Yoenis Céspedes OF David Peralta OF A.J. Pollock",NA,"","",NA
1295,719943231,"underjones (12/150)",0,117.15,"P Marcus Stroman P Jaime García C Brian McCann 1B Paul Goldschmidt 2B José Altuve 3B Marwin González SS Carlos Correa OF George Springer OF David Peralta OF A.J. Pollock",NA,"","",NA
1295,719991802,"rvmpj10 (2/5)",0,117.15,"P Marcus Stroman P Jaime García C Buster Posey 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Eduardo Núñez OF Nick Markakis OF David Peralta OF A.J. Pollock",NA,"","",NA
1295,720005794,"KellyConlan",0,117.15,"P Marcus Stroman P Jaime García C Buster Posey 1B Paul Goldschmidt 2B Robinson Canó 3B Jake Lamb SS Chris Owings OF Matt Kemp OF Nelson Cruz OF A.J. Pollock",NA,"","",NA
1298,719590052,"juanshen (50/150)",0,116.9,"P Blake Snell P Jaime García C Chris Herrmann 1B Paul Goldschmidt 2B Jean Segura 3B Kyle Seager SS Chris Owings OF Mitch Haniger OF David Peralta OF A.J. Pollock",NA,"","",NA
1298,719628776,"Jrk410",0,116.9,"P Marcus Stroman P Joe Musgrove C Buster Posey 1B Marwin González 2B José Altuve 3B Josh Donaldson SS Carlos Correa OF George Springer OF David Peralta OF A.J. Pollock",NA,"","",NA
1298,719928394,"kebaman (2/4)",0,116.9,"P Marcus Stroman P Joe Musgrove C Buster Posey 1B Paul Goldschmidt 2B José Altuve 3B Marwin González SS Carlos Correa OF George Springer OF A.J. Pollock OF Chris Herrmann",NA,"","",NA
1298,719936187,"flattiechops",0,116.9,"P Jaime García P Matt Harvey C Chris Herrmann 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Carlos Correa OF George Springer OF Gorkys Hernández OF David Peralta",NA,"","",NA
1298,719963654,"Scott1214",0,116.9,"P Marcus Stroman P Joe Musgrove C Travis d'Arnaud 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Carlos Correa OF David Peralta OF A.J. Pollock OF Chris Owings",NA,"","",NA
1298,719985628,"nrh917 (1/2)",0,116.9,"P Marcus Stroman P Joe Musgrove C Buster Posey 1B Freddie Freeman 2B Robinson Canó 3B Jake Lamb SS Carlos Correa OF George Springer OF David Peralta OF A.J. Pollock",NA,"","",NA
1298,720007740,"rmthawk64",0,116.9,"P Marcus Stroman P Joe Musgrove C Buster Posey 1B Marwin González 2B José Altuve 3B Josh Donaldson SS Carlos Correa OF George Springer OF David Peralta OF A.J. Pollock",NA,"","",NA
1298,720010929,"unbriddledtruth (2/3)",0,116.9,"P Marcus Stroman P Joe Musgrove C Chris Herrmann 1B Paul Goldschmidt 2B José Altuve 3B Josh Donaldson SS José Reyes OF Matt Kemp OF Yoenis Céspedes OF A.J. Pollock",NA,"","",NA
1298,720067580,"tkoblow (8/150)",0,116.9,"P Marcus Stroman P Joe Musgrove C Buster Posey 1B Paul Goldschmidt 2B Steve Pearce 3B Marwin González SS Carlos Correa OF Hunter Pence OF David Peralta OF A.J. Pollock",NA,"","",NA
1298,720096418,"A_playa_named_gus (59/84)",0,116.9,"P Marcus Stroman P Joe Musgrove C Chris Herrmann 1B Freddie Freeman 2B Daniel Descalso 3B Jake Lamb SS Dansby Swanson OF Matt Kemp OF Ender Inciarte OF David Peralta",NA,"","",NA
1298,720155775,"marcomichael (2/2)",0,116.9,"P Marcus Stroman P Joe Musgrove C Buster Posey 1B Marwin González 2B José Altuve 3B Josh Donaldson SS Carlos Correa OF George Springer OF David Peralta OF A.J. Pollock",NA,"","",NA
1298,720179181,"kfalik",0,116.9,"P Marcus Stroman P Joe Musgrove C Buster Posey 1B Paul Goldschmidt 2B José Altuve 3B Wilmer Flores SS Carlos Correa OF George Springer OF A.J. Pollock OF Chris Herrmann",NA,"","",NA
1310,719452636,"kperkins017 (1/3)",0,116.65,"P Marcus Stroman P Matt Harvey C Russell Martin 1B Paul Goldschmidt 2B Wilmer Flores 3B Josh Donaldson SS José Reyes OF José Bautista OF Yoenis Céspedes OF A.J. Pollock",NA,"","",NA
1310,719527713,"dtb17",0,116.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Josh Donaldson SS Brandon Crawford OF Yoenis Céspedes OF A.J. Pollock OF Danny Valencia",NA,"","",NA
1310,719616505,"suidmach (4/30)",0,116.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Steve Pearce 2B Robinson Canó 3B Kyle Seager SS Carlos Correa OF George Springer OF David Peralta OF A.J. Pollock",NA,"","",NA
1310,719636800,"cl22987",0,116.65,"P Matt Harvey P Joe Musgrove C Buster Posey 1B Marwin González 2B José Altuve 3B Jake Lamb SS Carlos Correa OF Yoenis Céspedes OF George Springer OF A.J. Pollock",NA,"","",NA
1310,719744982,"Awesemo (77/150)",0,116.65,"P Marcus Stroman P Matt Harvey C Travis d'Arnaud 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Daniel Descalso OF José Bautista OF Carlos Beltrán OF A.J. Pollock",NA,"","",NA
1310,719745025,"Awesemo (120/150)",0,116.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Steve Pearce 2B Robinson Canó 3B Josh Donaldson SS Jean Segura OF Jarrod Dyson OF Mitch Haniger OF George Springer",NA,"","",NA
1310,719769439,"fallfromgrace (47/150)",0,116.65,"P Marcus Stroman P Matt Harvey C Russell Martin 1B Paul Goldschmidt 2B Steve Pearce 3B Josh Donaldson SS Chris Owings OF José Bautista OF George Springer OF David Peralta",NA,"","",NA
1310,719769484,"fallfromgrace (92/150)",0,116.65,"P Marcus Stroman P Matt Harvey C Jeff Mathis 1B Paul Goldschmidt 2B Steve Pearce 3B Josh Donaldson SS Troy Tulowitzki OF José Bautista OF George Springer OF David Peralta",NA,"","",NA
1310,719769531,"fallfromgrace (139/150)",0,116.65,"P Marcus Stroman P Matt Harvey C Russell Martin 1B Paul Goldschmidt 2B Steve Pearce 3B Josh Donaldson SS José Reyes OF José Bautista OF David Peralta OF A.J. Pollock",NA,"","",NA
1310,719805515,"shawnzhan (36/150)",0,116.65,"P Marcus Stroman P Matt Harvey C Russell Martin 1B Kendrys Morales 2B Robinson Canó 3B Kyle Seager SS Jean Segura OF José Bautista OF Nelson Cruz OF Mitch Haniger",NA,"","",NA
1310,719842883,"THEBLUEWAFFLE (2/2)",0,116.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Justin Smoak 2B José Altuve 3B Josh Donaldson SS Troy Tulowitzki OF George Springer OF David Peralta OF A.J. Pollock",NA,"","",NA
1310,719879073,"scout326 (21/150)",0,116.65,"P Marcus Stroman P Matt Harvey C Russell Martin 1B Kendrys Morales 2B Steve Pearce 3B Kyle Seager SS Jean Segura OF Yoenis Céspedes OF Mitch Haniger OF Danny Valencia",NA,"","",NA
1310,719879124,"scout326 (72/150)",0,116.65,"P Marcus Stroman P Blake Snell C Chris Herrmann 1B Brandon Belt 2B Jean Segura 3B Jake Lamb SS Eduardo Núñez OF Hunter Pence OF Gorkys Hernández OF David Peralta",NA,"","",NA
1310,719887670,"SaahilSud (50/150)",0,116.65,"P Marcus Stroman P Matt Harvey C Brian McCann 1B Paul Goldschmidt 2B Steve Pearce 3B Jake Lamb SS Carlos Correa OF Carlos Beltrán OF George Springer OF A.J. Pollock",NA,"","",NA
1310,719887763,"SaahilSud (143/150)",0,116.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Brandon Belt 2B Jean Segura 3B Eduardo Núñez SS Brandon Crawford OF Nelson Cruz OF Hunter Pence OF David Peralta",NA,"","",NA
1310,719891511,"CityBoy410 (15/22)",0,116.65,"P Marcus Stroman P Matt Harvey C Russell Martin 1B Kendrys Morales 2B Robinson Canó 3B Kyle Seager SS Jean Segura OF José Bautista OF Nelson Cruz OF Mitch Haniger",NA,"","",NA
1310,719893570,"em_duffz_thedon",0,116.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Kendrys Morales 2B Robinson Canó 3B Jake Lamb SS Carlos Correa OF José Bautista OF Kevin Kiermaier OF Yoenis Céspedes",NA,"","",NA
1310,719923235,"blackout8 (5/6)",0,116.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B José Reyes SS Asdrúbal Cabrera OF Curtis Granderson OF Yoenis Céspedes OF A.J. Pollock",NA,"","",NA
1310,719944223,"dean78904 (3/3)",0,116.65,"P Matt Harvey P Joe Musgrove C Buster Posey 1B Freddie Freeman 2B José Altuve 3B Jake Lamb SS Carlos Correa OF George Springer OF David Peralta OF A.J. Pollock",NA,"","",NA
1310,719954175,"koa21",0,116.65,"P Marcus Stroman P Matt Harvey C Russell Martin 1B Paul Goldschmidt 2B Wilmer Flores 3B Josh Donaldson SS Troy Tulowitzki OF José Bautista OF Yoenis Céspedes OF George Springer",NA,"","",NA
1310,719958217,"vassa",0,116.65,"P Blake Snell P Joe Musgrove C Buster Posey 1B Paul Goldschmidt 2B José Altuve 3B Evan Longoria SS Carlos Correa OF Matt Kemp OF George Springer OF A.J. Pollock",NA,"","",NA
1310,719979009,"moklovin (35/60)",0,116.65,"P Marcus Stroman P Matt Harvey C Chris Herrmann 1B Buster Posey 2B José Altuve 3B Jake Lamb SS Carlos Correa OF George Springer OF Gorkys Hernández OF A.J. Pollock",NA,"","",NA
1310,719983319,"bglezerman (5/5)",0,116.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B Daniel Descalso 3B Eduardo Núñez SS Brandon Crawford OF George Springer OF Hunter Pence OF A.J. Pollock",NA,"","",NA
1310,720014158,"ufccutman (1/2)",0,116.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Steve Pearce 2B Neil Walker 3B Wilmer Flores SS Asdrúbal Cabrera OF José Bautista OF Yoenis Céspedes OF George Springer",NA,"","",NA
1310,720020062,"unbriddledtruth (3/3)",0,116.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Brandon Belt 2B Steve Pearce 3B Jake Lamb SS Chris Owings OF José Bautista OF George Springer OF A.J. Pollock",NA,"","",NA
1310,720047685,"Herdcrazy214 (1/2)",0,116.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Brandon Belt 2B Steve Pearce 3B Jake Lamb SS Eduardo Núñez OF George Springer OF Hunter Pence OF A.J. Pollock",NA,"","",NA
1310,720050731,"awpark (2/3)",0,116.65,"P Marcus Stroman P Matt Harvey C Russell Martin 1B Paul Goldschmidt 2B Wilmer Flores 3B Josh Donaldson SS José Reyes OF José Bautista OF Yoenis Céspedes OF A.J. Pollock",NA,"","",NA
1310,720057502,"devildoggin04 (2/3)",0,116.65,"P Matt Harvey P Joe Musgrove C Buster Posey 1B Paul Goldschmidt 2B Steve Pearce 3B Josh Donaldson SS Carlos Correa OF George Springer OF David Peralta OF A.J. Pollock",NA,"","",NA
1310,720058800,"tumorgroomer (7/10)",0,116.65,"P Matt Harvey P Joe Musgrove C Jeff Mathis 1B Brandon Belt 2B Neil Walker 3B Jake Lamb SS Carlos Correa OF Corey Dickerson OF David Peralta OF A.J. Pollock",NA,"","",NA
1310,720060314,"tomac",0,116.65,"P Marcus Stroman P Matt Harvey C Russell Martin 1B Steve Pearce 2B José Altuve 3B Jake Lamb SS Carlos Correa OF George Springer OF Hunter Pence OF David Peralta",NA,"","",NA
1310,720067605,"tkoblow (33/150)",0,116.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Kendrys Morales 2B Steve Pearce 3B Marwin González SS Carlos Correa OF Yoenis Céspedes OF Hunter Pence OF A.J. Pollock",NA,"","",NA
1310,720067660,"tkoblow (88/150)",0,116.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Brandon Belt 2B Wilmer Flores 3B Jake Lamb SS Carlos Correa OF Hunter Pence OF Gorkys Hernández OF A.J. Pollock",NA,"","",NA
1310,720067675,"tkoblow (103/150)",0,116.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Marwin González 2B José Altuve 3B José Reyes SS Carlos Correa OF Gorkys Hernández OF David Peralta OF A.J. Pollock",NA,"","",NA
1310,720093211,"mattph49",0,116.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Kendrys Morales 2B Wilmer Flores 3B Evan Longoria SS Carlos Correa OF José Bautista OF Yoenis Céspedes OF Nelson Cruz",NA,"","",NA
1310,720094286,"vick191 (5/5)",0,116.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Brandon Belt 2B Steve Pearce 3B Jake Lamb SS Eduardo Núñez OF George Springer OF Hunter Pence OF A.J. Pollock",NA,"","",NA
1310,720097458,"Lunacy3 (37/50)",0,116.65,"P Marcus Stroman P Blake Snell C Chris Herrmann 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Brandon Crawford OF Yoenis Céspedes OF Hunter Pence OF A.J. Pollock",NA,"","",NA
1310,720097467,"Lunacy3 (46/50)",0,116.65,"P Matt Harvey P Joe Musgrove C Buster Posey 1B Paul Goldschmidt 2B Steve Pearce 3B Josh Donaldson SS Carlos Correa OF George Springer OF David Peralta OF A.J. Pollock",NA,"","",NA
1310,720126976,"stripperlover (2/2)",0,116.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Brandon Belt 2B Jean Segura 3B Marwin González SS Brandon Crawford OF José Bautista OF Yoenis Céspedes OF Nelson Cruz",NA,"","",NA
1310,720171647,"Loughy (1/2)",0,116.65,"P Marcus Stroman P Blake Snell C Chris Herrmann 1B Buster Posey 2B Robinson Canó 3B Josh Donaldson SS Carlos Correa OF George Springer OF David Peralta OF A.J. Pollock",NA,"","",NA
1349,719805564,"shawnzhan (85/150)",0,116.6,"P Marcus Stroman P Robbie Ray C Travis d'Arnaud 1B Freddie Freeman 2B Neil Walker 3B Wilmer Flores SS Asdrúbal Cabrera OF Matt Kemp OF Ender Inciarte OF Yoenis Céspedes",NA,"","",NA
1349,719943237,"underjones (18/150)",0,116.6,"P Marcus Stroman P Robbie Ray C Brian McCann 1B Kendrys Morales 2B José Altuve 3B Yuli Gurriel SS Carlos Correa OF George Springer OF David Peralta OF A.J. Pollock",NA,"","",NA
1349,719977232,"kencrow9 (2/2)",0,116.6,"P Marcus Stroman P Robbie Ray C Jesús Sucre 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Carlos Correa OF David Peralta OF A.J. Pollock OF Chris Owings",NA,"","",NA
1352,719624392,"suidmach (29/30)",0,116.45,"P Marcus Stroman P Jeff Samardzija C Buster Posey 1B Kendrys Morales 2B Jean Segura 3B Aaron Hill SS Troy Tulowitzki OF Nelson Cruz OF George Springer OF Hunter Pence",NA,"","",NA
1353,719590105,"juanshen (103/150)",0,116.4,"P Blake Snell P Matt Harvey C Chris Herrmann 1B Paul Goldschmidt 2B Robinson Canó 3B Jake Lamb SS Jean Segura OF Nelson Cruz OF Jarrod Dyson OF A.J. Pollock",NA,"","",NA
1353,719745016,"Awesemo (111/150)",0,116.4,"P Blake Snell P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Carlos Correa OF Kevin Kiermaier OF David Peralta OF Chris Owings",NA,"","",NA
1353,719820927,"windchimesRrude (43/80)",0,116.4,"P Blake Snell P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Carlos Correa OF George Springer OF Gorkys Hernández OF A.J. Pollock",NA,"","",NA
1356,719590141,"juanshen (139/150)",0,116.35,"P Matt Harvey P Robbie Ray C Jeff Mathis 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Carlos Correa OF Norichika Aoki OF George Springer OF A.J. Pollock",NA,"","",NA
1356,719744915,"Awesemo (10/150)",0,116.35,"P Blake Snell P Robbie Ray C Brian McCann 1B Paul Goldschmidt 2B Robinson Canó 3B Jake Lamb SS Carlos Correa OF José Bautista OF David Peralta OF A.J. Pollock",NA,"","",NA
1356,719744930,"Awesemo (25/150)",0,116.35,"P Matt Harvey P Robbie Ray C Jeff Mathis 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Carlos Correa OF Ender Inciarte OF Hunter Pence OF David Peralta",NA,"","",NA
1356,719769438,"fallfromgrace (46/150)",0,116.35,"P Matt Harvey P Robbie Ray C Brian McCann 1B Steve Pearce 2B José Altuve 3B Jake Lamb SS Carlos Correa OF George Springer OF David Peralta OF A.J. Pollock",NA,"","",NA
1356,719980099,"rayofhope (1/50)",0,116.35,"P Matt Harvey P Robbie Ray C Buster Posey 1B Steve Pearce 2B José Altuve 3B Jake Lamb SS Carlos Correa OF Kevin Kiermaier OF George Springer OF David Peralta",NA,"","",NA
1356,720005570,"tkoceg",0,116.35,"P Blake Snell P Robbie Ray C Chris Herrmann 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Carlos Correa OF Corey Dickerson OF George Springer OF A.J. Pollock",NA,"","",NA
1356,720087606,"fewfew (42/48)",0,116.35,"P Matt Harvey P Robbie Ray C Brian McCann 1B Marwin González 2B José Altuve 3B Josh Donaldson SS Carlos Correa OF George Springer OF David Peralta OF A.J. Pollock",NA,"","",NA
1356,720111633,"trilla503 (1/3)",0,116.35,"P Matt Harvey P Robbie Ray C Travis d'Arnaud 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Carlos Correa OF George Springer OF Gorkys Hernández OF A.J. Pollock",NA,"","",NA
1364,719805605,"shawnzhan (126/150)",0,116.3,"P Marcus Stroman P Ariel Miranda C Russell Martin 1B Paul Goldschmidt 2B Steve Pearce 3B Jake Lamb SS Chris Owings OF José Bautista OF David Peralta OF A.J. Pollock",NA,"","",NA
1365,719826970,"brooklynjuice (1/2)",0,116.2,"P Matt Harvey P Jeff Samardzija C Buster Posey 1B Kendrys Morales 2B Jean Segura 3B Evan Longoria SS Eduardo Núñez OF Jay Bruce OF Yoenis Céspedes OF George Springer",NA,"","",NA
1365,720067628,"tkoblow (56/150)",0,116.2,"P Matt Harvey P Jeff Samardzija C Buster Posey 1B Brandon Belt 2B Steve Pearce 3B Marwin González SS Jean Segura OF Corey Dickerson OF Yoenis Céspedes OF George Springer",NA,"","",NA
1367,720135894,"oneputt4bogey",0,116.15,"P Marcus Stroman P Jaime García C Buster Posey 1B Paul Goldschmidt 2B José Altuve 3B Josh Donaldson SS Troy Tulowitzki OF Matt Kemp OF Carlos Beltrán OF David Peralta",NA,"","",NA
1368,720102248,"Woldini11",0,116,"P Ariel Miranda P Robbie Ray C Chris Herrmann 1B Kendrys Morales 2B Robinson Canó 3B Josh Donaldson SS Jean Segura OF Matt Kemp OF Nelson Cruz OF A.J. Pollock",NA,"","",NA
1369,719790325,"santidejr",0,115.9,"P Marcus Stroman P Joe Musgrove C Tyler Flowers 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Carlos Correa OF Mitch Haniger OF George Springer OF Hunter Pence",NA,"","",NA
1369,719847795,"CityBoy410 (1/22)",0,115.9,"P Marcus Stroman P Joe Musgrove C Buster Posey 1B Paul Goldschmidt 2B Neil Walker 3B Wilmer Flores SS Carlos Correa OF Yoenis Céspedes OF George Springer OF Hunter Pence",NA,"","",NA
1369,719879093,"scout326 (41/150)",0,115.9,"P Marcus Stroman P Joe Musgrove C Buster Posey 1B Paul Goldschmidt 2B José Altuve 3B Yuli Gurriel SS Eduardo Núñez OF George Springer OF David Peralta OF A.J. Pollock",NA,"","",NA
1369,719901933,"dson4224 (1/2)",0,115.9,"P Marcus Stroman P Joe Musgrove C Chris Herrmann 1B Paul Goldschmidt 2B José Altuve 3B Marwin González SS Carlos Correa OF Nelson Cruz OF David Peralta OF A.J. Pollock",NA,"","",NA
1369,719901934,"dson4224 (2/2)",0,115.9,"P Marcus Stroman P Joe Musgrove C Chris Herrmann 1B Paul Goldschmidt 2B José Altuve 3B Marwin González SS Carlos Correa OF Nelson Cruz OF David Peralta OF A.J. Pollock",NA,"","",NA
1369,719917514,"kebaman (1/4)",0,115.9,"P Marcus Stroman P Joe Musgrove C Buster Posey 1B Paul Goldschmidt 2B José Altuve 3B Yuli Gurriel SS Eduardo Núñez OF George Springer OF David Peralta OF A.J. Pollock",NA,"","",NA
1369,719925888,"Deal13",0,115.9,"P Marcus Stroman P Joe Musgrove C Brian McCann 1B Paul Goldschmidt 2B Jean Segura 3B Jake Lamb SS Eduardo Núñez OF George Springer OF Hunter Pence OF A.J. Pollock",NA,"","",NA
1369,720127531,"ags80 (6/9)",0,115.9,"P Marcus Stroman P Joe Musgrove C Jeff Mathis 1B Paul Goldschmidt 2B José Altuve 3B Jake Lamb SS Carlos Correa OF Hunter Pence OF David Peralta OF A.J. Pollock",NA,"","",NA
1369,720179840,"gypsy777 (1/2)",0,115.9,"P Marcus Stroman P Joe Musgrove C Buster Posey 1B Brandon Belt 2B Steve Pearce 3B Jake Lamb SS Carlos Correa OF Yoenis Céspedes OF David Peralta OF A.J. Pollock",NA,"","",NA
1378,720114626,"YenomHsak (11/12)",0,115.85,"P Jaime García P Robbie Ray C Buster Posey 1B Kendrys Morales 2B José Altuve 3B Josh Donaldson SS Carlos Correa OF José Bautista OF Matt Kemp OF David Peralta",NA,"","",NA
1379,719287653,"jumpmaster21",0,115.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Kendrys Morales 2B José Altuve 3B Wilmer Flores SS Asdrúbal Cabrera OF José Bautista OF Yoenis Céspedes OF Nelson Cruz",NA,"","",NA
1379,719438238,"youdacao (55/150)",0,115.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Marwin González 2B José Altuve 3B Jake Lamb SS Carlos Correa OF Jake Marisnick OF George Springer OF Hunter Pence",NA,"","",NA
1379,719501312,"TitanDomination1",0,115.65,"P Matt Harvey P Joe Musgrove C Buster Posey 1B Kendrys Morales 2B José Altuve 3B Jake Lamb SS Carlos Correa OF George Springer OF Hunter Pence OF A.J. Pollock",NA,"","",NA
1379,719572064,"drafthero2015 (58/121)",0,115.65,"P Marcus Stroman P Matt Harvey C Russell Martin 1B Brandon Belt 2B Robinson Canó 3B Kyle Seager SS Jean Segura OF Nelson Cruz OF Mitch Haniger OF George Springer",NA,"","",NA
1379,719590070,"juanshen (68/150)",0,115.65,"P Marcus Stroman P Matt Harvey C Buster Posey 1B Paul Goldschmidt 2B Steve Pearce 3B Jake Lamb SS Brandon Crawford OF Hunter Pence OF Gorkys Hernández OF A.J. Pollock",NA,"","",NA
1379,719590119,"juanshen (117/150)",0,115.65,"P Blake Snell P Joe Musgrove C Jeff Mathis 1B Marwin González 2B José Altuve 3B Jake Lamb SS Carlos Correa OF George Springer OF David Peralta OF A.J. Pollock",NA,"","",NA
1379,719745009,"Awesemo (104/150)",0,115.65,"P Marcus Stroman P Matt Harvey C Brian McCann 1B Steve Pearce 2B José Altuve 3B Jake Lamb SS Carlos Correa OF George Springer OF Hunter Pence OF David Peralta",NA,"","",NA
