"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,937321796,"Teamtime (6/20)",0,359.5,"G Russell Westbrook PG Kyle Lowry F Aaron Gordon PF Harrison Barnes C Steven Adams UTIL Julius Randle SF Kelly Oubre Jr. SG Tomas Satoransky",NA,"Harrison Barnes","SF","78.77%",39.5
2,937321800,"Teamtime (10/20)",0,353,"G Russell Westbrook PF Aaron Gordon SF Tyreke Evans PG Elfrid Payton C Trevor Booker F Dirk Nowitzki SG Courtney Lee UTIL Jordan Clarkson",NA,"Michael Carter-Williams","PG","61.95%",21.5
3,937315056,"kkvetonsc",0,337.75,"PF LaMarcus Aldridge G Bradley Beal F Aaron Gordon PG Jrue Holiday SF Harrison Barnes SG Brandon Ingram C Dirk Nowitzki UTIL Jerryd Bayless",NA,"Russell Westbrook","PG","59.73%",69.75
4,937111027,"Grntdn581",0,332,"C Joel Embiid F Aaron Gordon G Tyreke Evans SF Harrison Barnes SG Jeremy Lamb PG Kyle Anderson PF Trevor Booker UTIL Courtney Lee",NA,"Pascal Siakam","PF","45.09%",15
5,936969160,"BryanLep14",0,331.75,"C Joel Embiid SG Jimmy Butler PF Andrew Wiggins SF Aaron Gordon PG Reggie Jackson F Serge Ibaka G Kelly Oubre Jr. UTIL Tony Parker",NA,"Bam Adebayo","C","39.55%",18.75
5,937321793,"Teamtime (3/20)",0,331.75,"PG Russell Westbrook UTIL Kyle Lowry SF Aaron Gordon PF Harrison Barnes C Steven Adams SG Joe Harris F Kelly Oubre Jr. G Wayne Ellington",NA,"Dennis Smith Jr.","PG","38.26%",16
7,937321804,"Teamtime (14/20)",0,325,"UTIL Russell Westbrook C Dwight Howard PF Harrison Barnes G Elfrid Payton SF DeMarre Carroll F Courtney Lee SG Jordan Clarkson PG Michael Carter-Williams",NA,"DeMarcus Cousins","C","38.02%",42.5
8,936869224,"wopstar81 (1/2)",0,319.5,"PG Russell Westbrook C Dwight Howard SF Tobias Harris PF Harrison Barnes G Reggie Jackson SG Jordan Clarkson F Kelly Oubre Jr. UTIL Michael Carter-Williams",NA,"Tyreke Evans","SG","33.83%",32.75
8,936878239,"wopstar81 (2/2)",0,319.5,"PG Russell Westbrook C Dwight Howard SF Tobias Harris PF Harrison Barnes G Reggie Jackson SG Jordan Clarkson F Kelly Oubre Jr. UTIL Michael Carter-Williams",NA,"Steven Adams","C","33.72%",20
10,936999276,"Stevemutt239",0,318.5,"PG Russell Westbrook F Aaron Gordon G Tyreke Evans SF Harrison Barnes C Steven Adams PF Dirk Nowitzki SG Jordan Clarkson UTIL Norman Powell",NA,"Kristaps Porzingis","F","24.80%",3.5
11,937196004,"nickpacz19",0,318,"UTIL Russell Westbrook SG Victor Oladipo PG Reggie Jackson G Kentavious Caldwell-Pope C Enes Kanter F Dario Saric SF Kelly Oubre Jr. PF Marvin Williams",NA,"Caris LeVert","G","21.17%",31
12,937034611,"dfsxpress (1/20)",0,315.75,"SG James Harden G Victor Oladipo PF Aaron Gordon SF Tyreke Evans F Thaddeus Young PG Ish Smith C Bam Adebayo UTIL Andrew Harrison",NA,"Wesley Matthews","SF","18.82%",15.25
12,937034691,"dfsxpress (7/20)",0,315.75,"SG James Harden G Victor Oladipo PF Aaron Gordon SF Tyreke Evans F Thaddeus Young PG Ish Smith C Bam Adebayo UTIL Andrew Harrison",NA,"Trevor Booker","UTIL","18.36%",31.5
12,937034784,"dfsxpress (12/20)",0,315.75,"SG James Harden G Victor Oladipo PF Aaron Gordon SF Tyreke Evans F Thaddeus Young PG Ish Smith C Bam Adebayo UTIL Andrew Harrison",NA,"Andre Drummond","C","13.94%",35.25
15,937321802,"Teamtime (12/20)",0,315.5,"UTIL Russell Westbrook G Kyle Lowry PF DeMarre Carroll F Kyle Anderson SF Trevor Ariza C Trevor Booker SG Courtney Lee PG Jordan Clarkson",NA,"Kelly Olynyk","F","10.01%",28.75
