Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Baltimore Ravens,,D,4100,BAL,IND,13.8,BAL by 13.5,3.7,0.4,0.6,185,102,15.5,11.1,11.7,12.8,12.8,2.1,23.4,12.7,3.1,0.0,0.0
Jacksonville Jaguars,,D,3900,JAX,@SF,19.0,JAX by 4,3.0,0.5,0.9,243,97,18.1,8.4,10.0,13.6,13.6,4.8,22.4,12.6,3.2,0.0,0.0
Los Angeles Chargers,,D,3700,LAC,@NYJ,18.3,LAC by 6.5,2.9,0.6,0.8,206,105,20.4,8.3,6.3,9.6,9.6,1.3,18.0,11.3,3.1,0.0,0.0
Los Angeles Rams,,D,3600,LAR,@TEN,20.3,LAR by 6,2.2,0.4,1.1,200,116,21.1,7.3,14.7,11.4,11.4,3.0,19.8,11.2,3.1,0.0,0.0
Chicago Bears,,D,3500,CHI,CLE,15.8,CHI by 6.5,3.1,0.8,1.8,198,110,14.4,12.9,9.7,8.3,8.3,0.7,15.9,10.9,3.1,0.0,0.0
Washington Redskins,,D,3400,WAS,DEN,18.8,WAS by 3,3.1,0.6,1.4,210,113,16.9,11.7,5.3,6.6,6.6,1.6,11.6,8.8,2.6,0.0,0.0
Pittsburgh Steelers,,D,3400,PIT,@HOU,18.8,PIT by 8,3.2,0.7,1.1,222,113,20.9,9.6,2.0,7.5,7.5,2.2,12.8,9.5,2.8,0.0,0.0
Kansas City Chiefs,,D,3300,KC,MIA,16.5,KC by 10.5,2.3,0.4,1.4,213,88,16.4,10.4,6.7,7.1,7.1,0.7,13.5,9.1,2.8,0.0,0.0
Denver Broncos,,D,3200,DEN,@WAS,21.8,WAS by 3,2.7,0.9,0.6,237,93,20.9,9.1,12.3,6.7,6.7,1.4,12.0,6.8,2.1,0.0,0.0
Carolina Panthers,,D,3100,CAR,TB,18.0,CAR by 10.5,2.2,0.7,0.8,264,91,19.1,7.4,8.7,8.4,8.4,2.7,14.2,10.0,3.2,0.0,0.0
Arizona Cardinals,,D,3000,ARI,NYG,18.0,ARI by 3,2.1,0.5,0.8,222,89,15.3,8.1,6.0,6.0,6.0,2.1,9.9,10.0,3.3,0.0,0.0
