Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Philadelphia Eagles,,D,3000,PHI,OAK,19.0,PHI by 9,1.5,0.6,0.8,233,94,20.1,6.2,5.3,9.6,9.6,2.8,16.5,8.3,2.8,0.0,0.0
New England Patriots,,D,3000,NE,BUF,17.8,NE by 11.5,2.6,0.4,0.7,171,129,18.0,7.4,6.3,7.1,7.1,2.3,11.9,7.7,2.6,0.0,0.0
Minnesota Vikings,,D,3000,MIN,@GB,16.0,MIN by 9,3.3,0.4,1.0,206,108,21.2,7.9,8.0,6.8,6.8,2.3,11.2,12.4,4.1,0.0,0.0
Detroit Lions,,D,2900,DET,@CIN,20.8,DET by 3,2.6,0.7,0.8,192,77,15.8,8.9,7.0,9.7,9.7,3.4,16.0,7.2,2.5,0.0,0.0
New Orleans Saints,,D,2800,NO,ATL,23.8,NO by 5,1.3,0.4,0.8,244,123,21.9,5.3,6.0,8.8,8.8,-0.1,17.6,5.7,2.0,0.0,0.0
Seattle Seahawks,,D,2700,SEA,@DAL,26.0,DAL by 5,1.9,0.5,0.8,201,137,23.6,6.6,3.3,7.6,7.6,1.8,13.5,5.7,2.1,0.0,0.0
Cleveland Browns,,D,2600,CLE,@CHI,22.3,CHI by 6.5,2.4,0.6,0.9,177,119,15.3,9.4,1.3,4.4,4.4,1.5,7.2,6.1,2.3,0.0,0.0
New York Giants,,D,2600,NYG,@ARI,21.0,ARI by 3,3.4,0.4,1.1,235,85,17.1,10.1,0.7,4.9,4.9,-1.9,11.8,6.9,2.7,0.0,0.0
Indianapolis Colts,,D,2500,IND,@BAL,27.3,BAL by 13.5,1.8,0.3,0.9,187,117,22.5,4.8,4.3,5.4,5.4,2.6,8.1,6.0,2.4,0.0,0.0
Dallas Cowboys,,D,2500,DAL,SEA,21.0,DAL by 5,2.6,0.4,0.9,243,104,21.4,6.6,9.3,6.6,6.6,-0.6,13.8,9.1,3.6,0.0,0.0
Cincinnati Bengals,,D,2400,CIN,DET,23.8,DET by 3,3.1,0.8,0.7,264,77,23.4,8.3,2.3,5.9,5.9,1.5,10.4,5.4,2.3,0.0,0.0
Oakland Raiders,,D,2400,OAK,@PHI,28.0,PHI by 9,2.2,0.6,0.5,246,141,29.6,5.1,7.0,4.0,4.0,0.6,7.4,5.1,2.1,0.0,0.0
New York Jets,,D,2400,NYJ,LAC,24.8,LAC by 6.5,1.2,0.3,0.8,269,99,20.9,5.0,2.7,4.9,4.9,0.3,9.4,6.7,2.8,0.0,0.0
Green Bay Packers,,D,2400,GB,MIN,25.0,MIN by 9,1.6,0.4,0.6,246,121,24.1,3.9,7.3,6.4,6.4,2.1,10.6,5.1,2.1,0.0,0.0
Tampa Bay Buccaneers,,D,2300,TB,@CAR,28.5,CAR by 10.5,2.2,0.4,0.9,198,136,23.2,6.3,4.7,6.4,6.4,0.0,12.8,5.9,2.6,0.0,0.0
San Francisco 49ers,,D,2300,SF,JAX,23.0,JAX by 4,1.5,0.6,0.6,219,149,24.1,4.8,4.0,4.0,4.0,0.8,7.2,6.2,2.7,0.0,0.0
Miami Dolphins,,D,2200,MIA,@KC,27.0,KC by 10.5,2.4,0.1,0.5,252,121,24.8,4.0,12.3,6.2,6.2,-2.0,14.5,4.4,2.0,0.0,0.0
Tennessee Titans,,D,2200,TEN,LAR,26.3,LAR by 6,1.7,0.7,0.5,243,124,29.7,3.6,8.3,6.0,6.0,1.4,10.6,5.8,2.6,0.0,0.0
Houston Texans,,D,2200,HOU,PIT,26.8,PIT by 8,1.5,0.4,1.0,281,103,24.4,5.1,1.7,5.9,5.9,-1.8,13.5,4.5,2.0,0.0,0.0
Atlanta Falcons,,D,2100,ATL,@NO,28.8,NO by 5,1.2,0.6,0.5,267,135,27.4,4.1,4.0,6.0,6.0,1.6,10.4,5.0,2.4,0.0,0.0
Buffalo Bills,,D,2000,BUF,@NE,29.3,NE by 11.5,2.2,0.3,0.5,287,111,28.1,3.6,6.7,6.7,6.7,1.3,12.1,4.6,2.3,0.0,0.0
