Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
David Johnson,,O,RB,10000,ARI,@IND,25.8,ARI by 7.5,9%,8%,7%,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,3.0,2.1,9.0,9.0,0.0,1.0,7.6,0,14.1,14.1,14.1,14.1,14.1,0.0,0.0,0.0,0.0
Le'Veon Bell,3,,RB,9800,PIT,MIN,25.3,PIT by 5.5,-13%,-2%,-11%,0.0,0.0,0.0,0.0,0.0,10.0,10.0,17.4,3.0,3.2,6.0,6.0,5.5,1.0,2.5,39,7.7,7.7,7.7,7.7,7.7,21.7,2.2,0.0,0.0
Antonio Brown,3,,WR,9400,PIT,MIN,25.3,PIT by 5.5,-13%,-2%,-13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,11.0,11.0,10.0,0.0,16.5,17,32.2,32.2,32.2,32.2,32.2,20.3,2.2,0.0,0.0
Julio Jones,11,,WR,9200,ATL,GB,28.3,ATL by 3,8%,-10%,17%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,9.2,0.0,13.2,16,10.6,10.6,10.6,10.6,10.6,24.2,2.6,0.0,0.0
LeSean McCoy,1,,RB,8600,BUF,@CAR,17.8,CAR by 7.5,12%,-21%,-11%,0.0,0.0,0.0,0.0,0.0,22.0,22.0,14.0,5.0,5.0,6.0,6.0,4.4,0.0,8.2,31,23.9,23.9,23.9,23.9,23.9,16.3,1.9,0.0,0.0
Brandin Cooks,4,,WR,8200,NE,@NO,31.0,NE by 6.5,15%,-8%,10%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,7.0,7.0,8.1,0.0,12.6,14,11.8,11.8,11.8,11.8,11.8,20.1,2.5,0.0,0.0
Amari Cooper,3,Q,WR,8100,OAK,NYJ,28.5,OAK by 13.5,-1%,-1%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,8.3,4.0,4.8,14,17.2,17.2,17.2,17.2,17.2,13.2,1.6,0.0,0.0
Odell Beckham Jr.,,Q,WR,8000,NYG,DET,23.3,NYG by 3,1%,-4%,7%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,17.0,2.1,0.0,0.0
Jordy Nelson,4,,WR,7900,GB,@ATL,25.3,ATL by 3,8%,-1%,4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,7.9,0.0,9.9,13,20.9,20.9,20.9,20.9,20.9,16.7,2.1,0.0,0.0
Tom Brady,11,,QB,7900,NE,@NO,31.0,NE by 6.5,15%,-8%,15%,36.0,36.0,34.0,4.0,7.4,2.0,2.0,1.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59,10.7,10.7,10.7,10.7,10.7,24.8,3.1,0.0,0.0
Ezekiel Elliott,4,,RB,7800,DAL,@DEN,22.0,DAL by 2,-22%,15%,3%,0.0,0.0,0.0,0.0,0.0,24.0,24.0,20.3,2.0,4.3,5.0,5.0,3.3,1.0,7.2,38,22.0,22.0,22.0,22.0,22.0,21.0,2.7,0.0,0.0
A.J. Green,3,,WR,7800,CIN,HOU,22.0,CIN by 6,-18%,-3%,-14%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.8,2.0,7.4,18,12.4,12.4,12.4,12.4,12.4,19.1,2.4,0.0,0.0
Drew Brees,5,,QB,7700,NO,NE,24.5,NE by 6.5,2%,-13%,0%,37.0,37.0,44.2,8.0,7.9,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,15.6,15.6,15.6,15.6,15.6,19.7,2.6,0.0,0.0
Mike Evans,5,,WR,7700,TB,CHI,25.0,TB by 7,-4%,9%,8%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,19.5,2.5,0.0,0.0
Matt Ryan,9,,QB,7500,ATL,GB,28.3,ATL by 3,8%,-10%,9%,30.0,30.0,34.3,2.0,10.7,3.0,3.0,2.4,2.0,3.7,0.0,0.0,0.0,0.0,0.0,62,20.9,20.9,20.9,20.9,20.9,23.0,3.1,0.0,0.0
Michael Thomas,4,,WR,7500,NO,NE,24.5,NE by 6.5,2%,-13%,-6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.7,0.0,5.6,13,9.5,9.5,9.5,9.5,9.5,16.3,2.2,0.0,0.0
Aaron Rodgers,12,,QB,7400,GB,@ATL,25.3,ATL by 3,8%,-1%,11%,42.0,42.0,37.2,0.0,7.4,7.0,7.0,3.4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,67,20.5,20.5,20.5,20.5,20.5,22.2,3.0,0.0,0.0
Devonta Freeman,1,,RB,7300,ATL,GB,28.3,ATL by 3,8%,-10%,-11%,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.7,2.0,3.1,2.0,2.0,3.4,0.0,1.0,27,11.9,11.9,11.9,11.9,11.9,13.6,1.9,0.0,0.0
Derek Carr,4,,QB,7200,OAK,NYJ,28.5,OAK by 13.5,-1%,-1%,2%,32.0,32.0,32.8,6.0,8.2,2.0,2.0,2.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,58,18.7,18.7,18.7,18.7,18.7,18.6,2.6,0.0,0.0
Michael Crabtree,1,,WR,7100,OAK,NYJ,28.5,OAK by 13.5,-1%,-1%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.1,0.0,11.9,12,14.3,14.3,14.3,14.3,14.3,13.1,1.8,0.0,0.0
Melvin Gordon,10,,RB,7000,LAC,MIA,24.5,LAC by 4,1%,30%,4%,0.0,0.0,0.0,0.0,0.0,18.0,18.0,18.9,2.0,3.0,6.0,6.0,2.9,1.0,4.2,37,18.9,18.9,18.9,18.9,18.9,19.3,2.8,0.0,0.0
Rob Gronkowski,2,,TE,6900,NE,@NO,31.0,NE by 6.5,15%,-8%,-5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.2,2.0,5.5,8,5.3,5.3,5.3,5.3,5.3,12.9,1.9,0.0,0.0
Kareem Hunt,6,,RB,6800,KC,PHI,26.5,KC by 5.5,1%,-8%,-11%,0.0,0.0,0.0,0.0,0.0,17.0,17.0,14.1,2.0,8.7,5.0,5.0,3.7,1.0,19.6,31,49.6,49.6,49.6,49.6,49.6,15.2,2.2,0.0,0.0
Todd Gurley II,2,,RB,6800,LAR,WAS,24.5,LAR by 3,8%,5%,8%,0.0,0.0,0.0,0.0,0.0,19.0,19.0,16.2,2.0,2.1,6.0,6.0,3.9,0.0,9.3,34,20.6,20.6,20.6,20.6,20.6,16.0,2.4,0.0,0.0
Russell Wilson,,,QB,6800,SEA,SF,28.0,SEA by 14,1%,56%,8%,27.0,27.0,30.2,5.0,5.9,2.0,2.0,4.8,0.0,20.0,0.0,0.0,0.0,0.0,0.0,61,9.3,9.3,9.3,9.3,9.3,19.8,2.9,0.0,0.0
Golden Tate,1,Q,WR,6800,DET,@NYG,20.3,NYG by 3,5%,-17%,-7%,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.4,0.0,3.5,12.0,12.0,7.6,1.0,8.9,14,24.4,24.4,24.4,24.4,24.4,12.9,1.9,0.0,0.0
Ben Roethlisberger,,,QB,6700,PIT,MIN,25.3,PIT by 5.5,-13%,-2%,-11%,36.0,36.0,31.8,4.0,7.3,3.0,3.0,3.7,0.0,-2.7,0.0,0.0,0.0,0.0,0.0,61,16.7,16.7,16.7,16.7,16.7,18.2,2.7,0.0,0.0
Doug Baldwin,2,,WR,6700,SEA,SF,28.0,SEA by 14,1%,56%,4%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-3.0,4.0,4.0,6.5,0.0,15.8,11,10.0,10.0,10.0,10.0,10.0,13.2,2.0,0.0,0.0
