Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Golden Tate,,,WR,6300,DET,@SEA,17.5,SEA by 8,-5%,-15%,0%,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.4,0.1,0.4,9.7,8.4,6.7,1.1,8.0,12,18.5,14.6,14.6,4.9,24.2,13.6,2.2,0.0,0.0
Lamar Miller,,Q,RB,6100,HOU,OAK,20.5,HOU by 4,4%,8%,4%,0.0,0.0,0.0,0.0,0.0,19.0,19.1,18.9,2.2,4.0,1.3,2.8,1.6,0.4,4.8,34,14.0,14.6,14.6,6.0,23.1,15.1,2.5,0.0,0.0
Eli Manning,,,QB,6100,NYG,@GB,20.0,GB by 4.5,13%,-13%,11%,39.3,37.4,34.4,3.9,6.7,0.0,1.3,2.1,0.4,-0.4,0.0,0.0,0.0,0.0,0.0,64,13.8,16.0,16.0,9.9,22.1,17.4,2.9,0.0,0.0
Derek Carr,,O,QB,5900,OAK,@HOU,16.5,HOU by 4,-16%,-8%,-17%,33.7,37.3,0.0,6.1,7.0,2.7,2.5,0.0,0.3,1.8,0.0,0.0,0.0,0.0,0.0,0,13.0,19.3,19.3,10.3,28.2,0.0,0.0,0.0,0.0
Matthew Stafford,,,QB,5700,DET,@SEA,17.5,SEA by 8,-5%,-15%,-13%,42.0,37.1,34.6,5.6,7.3,1.0,2.3,2.4,0.4,5.6,0.0,0.0,0.0,0.0,0.0,64,16.5,19.0,19.0,12.3,25.7,15.9,2.8,0.0,0.0
Thomas Rawls,,,RB,5700,SEA,DET,25.5,SEA by 8,1%,-2%,-7%,0.0,0.0,0.0,0.0,0.0,12.3,12.1,9.5,2.0,3.2,1.0,1.9,1.4,0.1,5.6,19,4.7,8.7,8.7,0.9,16.6,7.6,1.3,0.0,0.0
DeAngelo Williams,,,RB,5600,PIT,MIA,28.0,PIT by 10,0%,29%,2%,0.0,0.0,0.0,0.0,0.0,9.0,12.3,4.0,1.1,3.5,1.3,3.4,0.6,0.3,4.4,7,8.5,12.9,12.9,-1.2,27.0,3.5,0.6,0.0,0.0
Davante Adams,,,WR,5600,GB,NYG,24.5,GB by 4.5,4%,-19%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,7.6,8.1,1.3,8.2,13,14.0,16.2,16.2,5.5,27.0,14.3,2.6,0.0,0.0
Ty Montgomery,,,RB,5500,GB,NYG,24.5,GB by 4.5,4%,-19%,-12%,0.0,0.0,0.0,0.0,0.0,11.0,5.1,9.9,0.8,5.9,4.3,3.7,4.5,0.7,6.2,22,16.8,9.6,9.6,-0.2,19.4,13.7,2.5,0.0,0.0
Michael Crabtree,,,WR,5300,OAK,@HOU,16.5,HOU by 4,-16%,-8%,-10%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,9.1,7.4,1.3,6.9,12,14.6,15.5,15.5,7.0,24.1,12.0,2.3,0.0,0.0
Jimmy Graham,,,TE,5300,SEA,DET,25.5,SEA by 8,1%,-2%,25%,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,4.0,5.9,5.9,1.1,9.7,10,8.9,12.5,12.5,4.2,20.8,11.6,2.2,0.0,0.0
Tom Savage,,Q,QB,5200,HOU,OAK,20.5,HOU by 4,4%,8%,8%,24.3,24.3,0.0,3.3,6.3,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,6.2,6.2,6.2,0.8,11.6,0.0,0.0,0.0,0.0
Amari Cooper,,,WR,5200,OAK,@HOU,16.5,HOU by 4,-16%,-8%,-10%,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,5.7,8.2,7.1,0.8,8.8,12,9.6,15.2,15.2,5.5,24.9,12.7,2.4,0.0,0.0
Brock Osweiler,,,QB,5100,HOU,OAK,20.5,HOU by 4,4%,8%,8%,25.0,34.0,30.2,3.9,5.8,1.0,2.0,3.3,0.3,4.4,0.0,0.1,0.0,0.1,-14.0,55,8.3,12.4,12.4,6.6,18.2,14.4,2.8,0.0,0.0
Matt Moore,,,QB,5100,MIA,@PIT,18.0,PIT by 10,1%,-8%,-10%,27.3,21.8,0.3,1.8,8.3,0.3,0.3,0.0,0.3,-1.0,0.0,0.0,0.0,0.0,0.0,1,18.6,14.4,14.4,5.1,23.8,0.0,0.0,0.0,0.0
Jarvis Landry,,,WR,5100,MIA,@PIT,18.0,PIT by 10,1%,-8%,-9%,0.0,0.1,0.0,0.0,0.0,0.3,0.3,0.5,0.0,3.4,7.3,8.2,7.3,0.6,8.7,14,17.1,15.3,15.3,8.2,22.5,14.5,2.8,0.0,0.0
Matt McGloin,,Q,QB,5000,OAK,@HOU,16.5,HOU by 4,-16%,-8%,-17%,5.0,5.0,0.0,0.0,3.3,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0.6,0.6,0.6,0.1,1.1,0.0,0.0,0.0,0.0
Connor Cook,,,QB,5000,OAK,@HOU,16.5,HOU by 4,-16%,-8%,-17%,21.0,21.0,32.6,0.0,7.1,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,8.0,8.0,8.0,8.0,8.0,12.3,2.5,0.0,0.0
Latavius Murray,,,RB,5000,OAK,@HOU,16.5,HOU by 4,-16%,-8%,-7%,0.0,0.0,0.0,0.0,0.0,11.0,13.9,10.4,2.7,4.0,1.3,3.1,2.4,0.4,6.1,21,6.6,15.4,15.4,6.7,24.0,9.6,1.9,0.0,0.0
Dan Orlovsky,,,QB,5000,DET,@SEA,17.5,SEA by 8,-5%,-15%,-13%,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevone Boykin,,,QB,5000,SEA,DET,25.5,SEA by 8,1%,-2%,15%,3.0,4.5,0.3,1.3,8.1,2.0,2.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1,1.2,2.2,2.2,-0.2,4.7,0.0,0.0,0.0,0.0
Jake Rudock,,,QB,5000,DET,@SEA,17.5,SEA by 8,-5%,-15%,-13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.J. Yates,,,QB,5000,MIA,@PIT,18.0,PIT by 10,1%,-8%,-10%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Tannehill,,Q,QB,5000,MIA,@PIT,18.0,PIT by 10,1%,-8%,-10%,30.0,29.9,30.3,3.5,7.7,4.0,3.0,2.7,0.7,4.2,0.0,0.0,0.0,0.0,0.0,59,18.9,16.3,16.3,9.0,23.5,15.8,3.2,0.0,0.0
Brandon Weeden,,,QB,5000,HOU,OAK,20.5,HOU by 4,4%,8%,8%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Mettenberger,,,QB,5000,PIT,MIA,28.0,PIT by 10,0%,29%,14%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Johnson,,,QB,5000,NYG,@GB,20.0,GB by 4.5,13%,-13%,11%,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett Hundley,,,QB,5000,GB,NYG,24.5,GB by 4.5,4%,-19%,-22%,2.0,2.5,0.4,0.0,1.7,1.0,0.8,0.0,0.0,-0.7,0.0,0.0,0.0,0.0,0.0,1,-0.3,-0.1,-0.1,-0.5,0.3,0.0,0.0,0.0,0.0
Joe Callahan,,,QB,5000,GB,NYG,24.5,GB by 4.5,4%,-19%,-22%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Landry Jones,,,QB,5000,PIT,MIA,28.0,PIT by 10,0%,29%,14%,12.7,12.3,0.4,1.3,6.5,0.3,0.9,0.0,0.0,-0.7,0.0,0.0,0.0,0.0,0.0,1,7.3,5.1,5.1,-4.1,14.3,0.0,0.0,0.0,0.0
Sterling Shepard,,,WR,4800,NYG,@GB,20.0,GB by 4.5,13%,-13%,18%,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,10.3,7.0,6.6,6.6,0.8,6.5,12,13.9,11.7,11.7,5.7,17.7,11.9,2.5,0.0,0.0
C.J. Prosise,,O,RB,4600,SEA,DET,25.5,SEA by 8,1%,-2%,-7%,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,1.0,5.7,3.7,3.2,0.0,0.3,10.9,0,13.6,10.2,10.2,1.6,18.7,0.0,0.0,0.0,0.0
Zach Zenner,,,RB,4500,DET,@SEA,17.5,SEA by 8,-5%,-15%,-17%,0.0,0.0,0.0,0.0,0.0,11.7,8.0,15.8,1.2,3.8,4.3,2.1,4.3,0.1,8.5,35,17.9,8.5,8.5,1.2,15.9,13.9,3.1,0.0,0.0
Alex Collins,,,RB,4500,SEA,DET,25.5,SEA by 8,1%,-2%,-7%,0.0,0.0,0.0,0.0,0.0,7.0,3.4,8.0,0.6,4.0,2.7,1.2,2.2,0.1,7.6,18,7.7,4.1,4.1,0.2,8.0,7.8,1.7,0.0,0.0
Ladarius Green,,Q,TE,4500,PIT,MIA,28.0,PIT by 10,0%,29%,15%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,5.7,5.2,0.7,8.9,8,14.2,9.6,9.6,0.5,18.6,10.2,2.3,0.0,0.0
Will Fuller,,,WR,4400,HOU,OAK,20.5,HOU by 4,4%,8%,1%,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.1,-3.0,7.0,6.6,4.3,0.6,6.9,7,6.7,9.6,9.6,1.6,17.6,8.3,1.9,0.0,0.0
Alfred Blue,,,RB,4300,HOU,OAK,20.5,HOU by 4,4%,8%,4%,0.0,0.0,0.0,0.0,0.0,11.0,7.1,6.2,1.1,4.2,3.0,1.1,1.6,0.1,2.5,13,9.2,4.5,4.5,-0.2,9.2,6.8,1.6,0.0,0.0
C.J. Fiedorowicz,,,TE,4200,HOU,OAK,20.5,HOU by 4,4%,8%,12%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.9,5.0,0.8,6.3,8,7.9,8.9,8.9,3.2,14.6,8.9,2.1,0.0,0.0
DeVante Parker,,,WR,4200,MIA,@PIT,18.0,PIT by 10,1%,-8%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.9,5.6,0.5,8.5,10,10.2,10.7,10.7,3.9,17.5,9.9,2.4,0.0,0.0
Rashad Jennings,,,RB,4200,NYG,@GB,20.0,GB by 4.5,13%,-13%,-8%,0.0,0.0,0.0,0.0,0.0,15.0,13.9,12.1,1.2,3.3,2.0,3.2,2.7,0.3,4.8,26,8.5,10.6,10.6,5.2,16.1,10.8,2.6,0.0,0.0
Marvin Jones,,,WR,4100,DET,@SEA,17.5,SEA by 8,-5%,-15%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,3.0,7.0,6.9,5.1,1.0,9.0,9,7.4,11.9,11.9,2.1,21.7,10.7,2.6,0.0,0.0
Aaron Ripkowski,,,RB,4100,GB,NYG,24.5,GB by 4.5,4%,-19%,-12%,0.0,0.0,0.0,0.0,0.0,5.0,3.4,5.7,0.9,4.4,1.3,1.0,0.4,0.3,4.6,9,8.2,4.7,4.7,-0.4,9.7,5.4,1.3,0.0,0.0
Paul Perkins,,,RB,4100,NYG,@GB,20.0,GB by 4.5,13%,-13%,-8%,0.0,0.0,0.0,0.0,0.0,15.7,8.6,7.3,0.7,4.1,1.7,1.8,2.1,0.0,6.8,17,9.2,6.1,6.1,3.1,9.2,6.9,1.7,0.0,0.0
Anquan Boldin,,,WR,4000,DET,@SEA,17.5,SEA by 8,-5%,-15%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.9,6.0,1.4,6.1,10,9.4,10.8,10.8,5.7,16.0,9.0,2.3,0.0,0.0
Fitzgerald Toussaint,,,RB,4000,PIT,MIA,28.0,PIT by 10,0%,29%,2%,0.0,0.0,0.0,0.0,0.0,1.0,1.3,0.9,0.0,4.1,0.7,0.3,0.0,0.0,11.0,1,1.9,1.1,1.1,-0.7,2.9,0.0,0.0,0.0,0.0
Eli Rogers,,,WR,4000,PIT,MIA,28.0,PIT by 10,0%,29%,6%,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,6.0,5.7,5.1,5.4,0.5,9.0,8,14.5,9.9,9.9,3.7,16.1,8.6,2.1,0.0,0.0
Randall Cobb,,Q,WR,4000,GB,NYG,24.5,GB by 4.5,4%,-19%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.2,3.3,2.3,6.5,4.7,1.0,7.3,8,5.7,11.6,11.6,3.9,19.3,8.0,2.0,0.0,0.0
Jermaine Kearse,,,WR,4000,SEA,DET,25.5,SEA by 8,1%,-2%,5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.6,5.1,0.9,5.7,9,6.7,6.1,6.1,2.3,9.9,10.0,2.5,0.0,0.0
Eric Ebron,,,TE,3900,DET,@SEA,17.5,SEA by 8,-5%,-15%,-24%,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,8.3,6.5,5.8,0.5,8.4,10,12.3,11.1,11.1,6.1,16.1,10.7,2.7,0.0,0.0
Kenny Stills,,,WR,3800,MIA,@PIT,18.0,PIT by 10,1%,-8%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.1,5.3,0.4,9.0,9,12.9,10.7,10.7,3.7,17.7,11.5,3.0,0.0,0.0
Victor Cruz,,,WR,3800,NYG,@GB,20.0,GB by 4.5,13%,-13%,18%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,5.1,4.1,0.5,8.1,7,7.7,7.3,7.3,2.5,12.1,7.3,1.9,0.0,0.0
Damien Williams,,,RB,3600,MIA,@PIT,18.0,PIT by 10,1%,-8%,14%,0.0,0.0,0.0,0.0,0.0,1.7,2.3,1.3,0.6,3.3,2.3,2.1,1.7,0.5,8.0,5,4.0,6.3,6.3,2.1,10.5,3.7,1.0,0.0,0.0
Jared Cook,,,TE,3600,GB,NYG,24.5,GB by 4.5,4%,-19%,9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.1,4.1,0.9,7.4,6,10.3,7.6,7.6,0.4,14.8,7.3,2.0,0.0,0.0
Jalen Richard,,,RB,3400,OAK,@HOU,16.5,HOU by 4,-16%,-8%,-7%,0.0,0.0,0.0,0.0,0.0,5.0,5.2,3.9,0.3,5.9,3.0,2.4,2.0,0.3,5.0,10,8.9,7.2,7.2,1.4,13.0,5.3,1.6,0.0,0.0
Dwayne Washington,,,RB,3400,DET,@SEA,17.5,SEA by 8,-5%,-15%,-17%,0.0,0.0,0.0,0.0,0.0,12.3,8.2,4.4,0.5,2.9,2.7,1.4,2.1,0.3,4.1,11,6.0,4.4,4.4,2.4,6.4,5.3,1.6,0.0,0.0
Paul Richardson,,,WR,3400,SEA,DET,25.5,SEA by 8,1%,-2%,5%,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,5.0,5.0,3.0,4.8,0.4,8.0,9,8.5,4.7,4.7,0.8,8.6,8.1,2.4,0.0,0.0
Christine Michael,,,RB,3400,GB,NYG,24.5,GB by 4.5,4%,-19%,-12%,0.0,0.0,0.0,0.0,0.0,3.7,9.9,3.3,1.4,3.9,1.0,1.9,0.8,0.1,3.7,6,4.9,9.4,9.4,1.0,17.8,3.0,0.9,0.0,0.0
DeAndre Washington,,,RB,3300,OAK,@HOU,16.5,HOU by 4,-16%,-8%,-7%,0.0,0.0,0.0,0.0,0.0,8.0,6.7,8.9,0.3,5.4,2.0,1.8,1.0,0.1,5.0,17,12.3,6.6,6.6,0.6,12.6,6.7,2.0,0.0,0.0
Geronimo Allison,,,WR,3300,GB,NYG,24.5,GB by 4.5,4%,-19%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,3.1,3.1,0.9,9.2,5,10.5,6.3,6.3,-0.9,13.5,5.4,1.6,0.0,0.0
Akeem Hunt,,,RB,3300,HOU,OAK,20.5,HOU by 4,4%,8%,4%,0.0,0.0,0.0,0.0,0.0,1.3,2.5,1.7,0.6,5.5,0.7,0.5,0.8,0.1,7.3,4,2.3,2.1,2.1,-0.4,4.6,2.3,0.7,0.0,0.0
Taiwan Jones,,,RB,3000,OAK,@HOU,16.5,HOU by 4,-16%,-8%,-7%,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,-8.0,0.7,0.5,0.0,0.0,10.8,0,1.5,0.9,0.9,-0.4,2.2,0.0,0.0,0.0,0.0
Jonathan Grimes,,,RB,3000,HOU,OAK,20.5,HOU by 4,4%,8%,4%,0.0,0.0,0.0,0.0,0.0,3.3,2.9,0.6,0.1,4.6,3.3,2.3,0.4,0.4,5.2,2,4.9,4.1,4.1,1.3,6.9,1.0,0.3,0.0,0.0
Jay Prosch,,Q,RB,3000,HOU,OAK,20.5,HOU by 4,4%,8%,4%,0.0,0.0,0.0,0.0,0.0,0.7,0.8,0.3,0.0,2.3,0.0,0.2,0.0,0.0,6.0,0,0.2,0.5,0.5,-0.1,1.1,0.0,0.0,0.0,0.0
Jamize Olawale,,,RB,3000,OAK,@HOU,16.5,HOU by 4,-16%,-8%,-7%,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.8,0.4,2.8,1.0,1.1,0.7,0.2,16.2,3,2.0,4.4,4.4,-0.7,9.5,1.6,0.5,0.0,0.0
Tyler Ervin,,,RB,3000,HOU,OAK,20.5,HOU by 4,4%,8%,4%,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,3.0,0.0,0.4,0.0,0.1,3.6,0,-0.3,0.3,0.3,-0.7,1.2,0.0,0.0,0.0,0.0
Keith Mumphery,,,WR,3000,HOU,OAK,20.5,HOU by 4,4%,8%,1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.4,2.7,0.6,5.8,4,3.4,3.4,3.4,2.2,4.6,3.9,1.3,0.0,0.0
Andre Holmes,,,WR,3000,OAK,@HOU,16.5,HOU by 4,-16%,-8%,-10%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.8,2.4,0.6,5.0,4,5.2,3.2,3.2,-0.7,7.1,3.5,1.2,0.0,0.0
Seth Roberts,,,WR,3000,OAK,@HOU,16.5,HOU by 4,-16%,-8%,-10%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.8,3.6,1.3,5.2,6,3.4,7.0,7.0,2.7,11.3,5.5,1.8,0.0,0.0
Johnny Holton,,,WR,3000,OAK,@HOU,16.5,HOU by 4,-16%,-8%,-10%,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0.0,0.0,7.2,0.7,0.5,0.0,0.0,11.3,0,1.1,1.5,1.5,-0.5,3.4,0.0,0.0,0.0,0.0
Wendall Williams,,,WR,3000,HOU,OAK,20.5,HOU by 4,4%,8%,1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.5,10.7,0,5.8,5.8,5.8,5.3,6.2,0.0,0.0,0.0,0.0
Marcel Reece,,,RB,3000,SEA,DET,25.5,SEA by 8,1%,-2%,-7%,0.0,0.0,0.0,0.0,0.0,0.7,0.5,1.3,0.3,0.0,1.0,1.3,1.4,0.0,14.4,5,2.8,3.6,3.6,1.6,5.5,3.1,1.0,0.0,0.0
Joique Bell,,,RB,3000,DET,@SEA,17.5,SEA by 8,-5%,-15%,-17%,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,2.0,0.5,0.5,0.0,0.0,-2.0,0,0.7,0.7,0.7,0.6,0.8,0.0,0.0,0.0,0.0
Mike Burton,,,RB,3000,DET,@SEA,17.5,SEA by 8,-5%,-15%,-17%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terrence Magee,,,RB,3000,SEA,DET,25.5,SEA by 8,1%,-2%,-7%,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,1.2,1.2,1.2,1.2,1.2,0.0,0.0,0.0,0.0
J.D. McKissic,,,RB,3000,SEA,DET,25.5,SEA by 8,1%,-2%,-7%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,8.0,0,3.8,3.8,3.8,3.8,3.8,0.0,0.0,0.0,0.0
Andre Roberts,,Q,WR,3000,DET,@SEA,17.5,SEA by 8,-5%,-15%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.6,1.6,0.2,7.5,3,0.8,3.1,3.1,-0.6,6.8,2.5,0.8,0.0,0.0
T.J. Jones,,,WR,3000,DET,@SEA,17.5,SEA by 8,-5%,-15%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,4.7,0.6,0.7,6.6,1,4.8,4.8,4.8,1.8,7.8,0.0,0.0,0.0,0.0
Tanner McEvoy,,,WR,3000,SEA,DET,25.5,SEA by 8,1%,-2%,5%,0.0,0.1,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,2.3,1.4,1.6,0.0,12.7,3,6.4,4.6,4.6,-0.2,9.4,2.5,0.8,0.0,0.0
Kasen Williams,,,WR,3000,SEA,DET,25.5,SEA by 8,1%,-2%,5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jace Billingsley,,,WR,3000,DET,@SEA,17.5,SEA by 8,-5%,-15%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roosevelt Nix,,,RB,3000,PIT,MIA,28.0,PIT by 10,0%,29%,2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.5,0,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0
Kenyan Drake,,,RB,3000,MIA,@PIT,18.0,PIT by 10,1%,-8%,14%,0.0,0.0,0.0,0.0,0.0,4.3,2.5,3.3,0.2,5.4,0.0,0.8,0.7,0.1,4.6,7,4.7,3.8,3.8,0.0,7.6,2.9,1.0,0.0,0.0
Darrius Heyward-Bey,,,WR,3000,PIT,MIA,28.0,PIT by 10,0%,29%,6%,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,60.0,4.3,2.7,0.0,0.3,6.0,0,5.9,5.9,5.9,0.4,11.4,0.0,0.0,0.0,0.0
