Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Minnesota Vikings,5,D,2700,MIN,@CAR,19.0,MIN by 2.5,2.3,0.5,0.9,201,128,21.9,7.1,6.3,6.3,6.3,2.8,9.7,9.4,3.5,3.0,1.1
Detroit Lions,,D,2700,DET,@TB,23.5,DET by 1,2.2,0.5,0.8,262,88,18.8,7.2,2.7,9.3,9.3,2.6,15.9,5.8,2.1,13.0,4.8
Philadelphia Eagles,,D,2600,PHI,@LAR,23.3,PHI by 1,1.7,0.7,0.5,258,115,28.4,3.5,12.3,10.1,10.1,2.7,17.4,6.5,2.5,8.0,3.1
Cleveland Browns,2,D,2600,CLE,GB,20.5,GB by 2.5,3.5,0.3,0.9,197,109,20.5,8.2,3.3,4.9,4.9,2.2,7.6,8.6,3.3,1.0,0.4
Los Angeles Rams,3,D,2500,LAR,PHI,24.3,PHI by 1,2.3,0.7,0.5,242,143,28.6,5.3,7.7,11.3,11.3,2.4,20.1,7.4,3.0,8.0,3.2
Chicago Bears,0,D,2500,CHI,@CIN,23.0,CIN by 6,2.5,0.8,0.7,201,80,17.3,8.1,7.3,8.2,8.2,0.0,16.4,7.9,3.2,11.0,4.4
New Orleans Saints,,D,2400,NO,@ATL,26.8,ATL by 2,1.3,0.4,0.7,250,116,21.8,5.3,3.7,9.1,9.1,-0.5,18.7,5.9,2.5,8.0,3.3
Kansas City Chiefs,0,D,2400,KC,OAK,22.3,KC by 4,1.5,0.7,0.8,241,93,20.8,6.3,1.7,6.3,6.3,-0.2,12.7,4.7,2.0,10.0,4.2
Washington Redskins,,D,2300,WAS,@LAC,26.3,LAC by 6,1.1,0.3,0.6,270,93,20.8,3.9,4.3,6.1,6.1,0.8,11.3,4.4,1.9,9.0,3.9
Atlanta Falcons,,D,2200,ATL,NO,24.8,ATL by 2,1.3,0.6,0.4,266,143,27.9,3.9,5.7,6.3,6.3,1.5,11.0,5.2,2.4,5.0,2.3
Oakland Raiders,,D,2200,OAK,@KC,26.3,KC by 4,2.4,0.2,0.5,256,113,24.3,4.2,5.3,3.6,3.6,0.1,7.1,4.8,2.2,6.0,2.7
Miami Dolphins,,D,2000,MIA,NE,29.3,NE by 10.5,2.3,0.3,0.3,293,121,28.8,3.3,12.0,6.5,6.5,-2.4,15.4,3.4,1.7,7.0,3.5
