Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Buffalo Bills,8,D,3900,BUF,NYJ,16.0,BUF by 8.5,2.2,0.6,1.6,217,113,16.8,11.5,0.0,0.0,0.0,0.0,0.0,9.5,2.4,0.0,0.0
Houston Texans,11,D,3800,HOU,JAX,17.3,HOU by 5,2.1,0.8,1.0,233,102,19.5,8.3,0.0,0.0,0.0,0.0,0.0,9.3,2.4,0.0,0.0
Jacksonville Jaguars,3,D,3700,JAX,@HOU,22.3,HOU by 5,2.0,0.5,1.0,199,116,16.9,8.4,0.0,0.0,0.0,0.0,0.0,8.7,2.4,0.0,0.0
Denver Broncos,1,D,3600,DEN,LAC,19.8,DEN by 3.5,2.3,0.9,1.3,262,94,23.6,9.1,0.0,0.0,0.0,0.0,0.0,9.2,2.6,0.0,0.0
Pittsburgh Steelers,3,D,3600,PIT,@CLE,19.3,PIT by 8.5,4.1,0.7,0.9,204,107,16.1,10.6,0.0,0.0,0.0,0.0,0.0,8.0,2.2,0.0,0.0
Carolina Panthers,3,D,3500,CAR,@SF,21.5,CAR by 5,2.9,0.9,0.6,182,126,19.2,7.8,0.0,0.0,0.0,0.0,0.0,7.4,2.1,0.0,0.0
New England Patriots,1,D,3400,NE,KC,19.8,NE by 8,2.0,0.6,0.5,234,109,22.2,4.8,0.0,0.0,0.0,0.0,0.0,7.1,2.1,0.0,0.0
Tampa Bay Buccaneers,,D,3400,TB,@MIA,19.3,TB by 2.5,1.9,0.5,0.9,219,114,22.2,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlanta Falcons,4,D,3300,ATL,@CHI,21.0,ATL by 6.5,1.8,0.8,1.2,248,108,16.6,8.6,0.0,0.0,0.0,0.0,0.0,8.4,2.5,0.0,0.0
Los Angeles Rams,13,D,3200,LAR,IND,18.8,LAR by 4,2.8,0.4,0.9,263,102,25.3,6.3,0.0,0.0,0.0,0.0,0.0,9.3,2.9,0.0,0.0
Cincinnati Bengals,2,D,3100,CIN,BAL,19.3,CIN by 3,2.1,0.4,1.0,256,91,20.9,6.4,0.0,0.0,0.0,0.0,0.0,8.3,2.7,0.0,0.0
Los Angeles Chargers,,D,3000,LAC,@DEN,23.3,DEN by 3.5,2.5,0.9,0.7,230,93,19.2,8.1,0.0,0.0,0.0,0.0,0.0,5.7,1.9,0.0,0.0
Washington Redskins,,D,3000,WAS,PHI,24.3,PHI by 1,2.1,0.4,0.9,224,113,21.7,5.5,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0
Minnesota Vikings,1,D,2900,MIN,NO,22.3,MIN by 3.5,1.7,0.6,0.9,317,109,29.2,6.1,0.0,0.0,0.0,0.0,0.0,6.9,2.4,0.0,0.0
Seattle Seahawks,1,D,2900,SEA,@GB,27.0,GB by 3,2.2,0.6,0.5,262,106,27.0,4.6,0.0,0.0,0.0,0.0,0.0,6.4,2.2,0.0,0.0
Dallas Cowboys,1,D,2900,DAL,NYG,21.8,DAL by 4,1.4,0.7,1.0,242,88,18.3,6.6,0.0,0.0,0.0,0.0,0.0,6.7,2.3,0.0,0.0
Arizona Cardinals,,D,2800,ARI,@DET,23.0,ARI by 2,2.3,0.3,0.6,257,82,21.0,5.4,0.0,0.0,0.0,0.0,0.0,6.2,2.2,0.0,0.0
Baltimore Ravens,,D,2800,BAL,@CIN,22.3,CIN by 3,2.6,0.6,0.5,246,111,20.2,5.8,0.0,0.0,0.0,0.0,0.0,6.9,2.5,0.0,0.0
Miami Dolphins,1,D,2800,MIA,TB,21.8,TB by 2.5,2.3,0.6,1.1,245,101,20.5,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia Eagles,2,D,2700,PHI,@WAS,23.3,PHI by 1,1.4,0.6,0.8,297,106,24.8,5.4,0.0,0.0,0.0,0.0,0.0,6.0,2.2,0.0,0.0
Indianapolis Colts,2,D,2700,IND,@LAR,22.8,LAR by 4,3.1,0.6,1.3,184,78,13.6,12.0,0.0,0.0,0.0,0.0,0.0,6.3,2.3,0.0,0.0
New York Giants,1,D,2600,NYG,@DAL,25.8,DAL by 4,1.8,0.6,0.4,227,150,26.3,3.3,0.0,0.0,0.0,0.0,0.0,4.6,1.8,0.0,0.0
Tennessee Titans,,D,2600,TEN,OAK,24.0,TEN by 2.5,1.2,0.4,0.4,253,120,25.6,3.4,0.0,0.0,0.0,0.0,0.0,5.2,2.0,0.0,0.0
Detroit Lions,,D,2600,DET,ARI,25.0,ARI by 2,2.6,0.7,1.1,259,108,24.8,8.0,0.0,0.0,0.0,0.0,0.0,5.7,2.2,0.0,0.0
Green Bay Packers,,D,2500,GB,SEA,24.0,GB by 3,2.6,0.4,0.8,258,99,21.6,6.7,0.0,0.0,0.0,0.0,0.0,6.2,2.5,0.0,0.0
Oakland Raiders,1,D,2500,OAK,@TEN,26.5,TEN by 2.5,1.8,0.4,0.7,221,137,23.4,7.3,0.0,0.0,0.0,0.0,0.0,4.0,1.6,0.0,0.0
New York Jets,,D,2400,NYJ,@BUF,24.5,BUF by 8.5,2.9,0.3,0.4,190,164,23.8,5.3,0.0,0.0,0.0,0.0,0.0,4.8,2.0,0.0,0.0
New Orleans Saints,,D,2400,NO,@MIN,25.8,MIN by 3.5,2.4,0.7,0.3,240,75,18.8,6.5,0.0,0.0,0.0,0.0,0.0,5.2,2.2,0.0,0.0
Kansas City Chiefs,,D,2300,KC,@NE,27.8,NE by 8,1.5,0.6,0.1,269,117,27.2,2.5,0.0,0.0,0.0,0.0,0.0,4.2,1.8,0.0,0.0
Chicago Bears,,D,2200,CHI,ATL,27.5,ATL by 6.5,2.3,0.3,0.4,295,121,31.9,2.6,0.0,0.0,0.0,0.0,0.0,4.9,2.2,0.0,0.0
San Francisco 49ers,1,D,2100,SF,CAR,26.5,CAR by 5,2.3,0.6,1.2,230,113,21.8,8.5,0.0,0.0,0.0,0.0,0.0,5.4,2.6,0.0,0.0
Cleveland Browns,,D,2000,CLE,PIT,27.8,PIT by 8.5,1.3,0.2,0.9,263,110,24.4,4.1,0.0,0.0,0.0,0.0,0.0,4.6,2.3,0.0,0.0
