Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Seattle Seahawks,,D,4100,SEA,IND,14.3,SEA by 13,2.9,0.4,1.0,246,101,23.6,6.8,4.7,4.7,4.7,-0.3,9.6,12.2,3.0,0.0,0.0
Green Bay Packers,,D,3600,GB,CHI,18.3,GB by 7.5,1.6,0.7,1.3,238,118,16.7,9.0,5.7,5.7,5.7,2.2,9.2,10.2,2.8,0.0,0.0
Jacksonville Jaguars,,D,3600,JAX,@NYJ,17.8,JAX by 3,2.5,0.6,1.3,205,105,16.2,10.1,13.0,13.0,13.0,-1.5,27.5,9.9,2.8,0.0,0.0
Pittsburgh Steelers,,D,3500,PIT,@BAL,19.8,PIT by 3,2.0,0.4,1.0,234,103,20.7,6.4,10.7,10.7,10.7,4.2,17.1,7.0,2.0,0.0,0.0
Cincinnati Bengals,,D,3500,CIN,@CLE,19.3,CIN by 3,4.4,0.6,1.1,209,97,16.5,11.4,8.3,8.3,8.3,3.2,13.5,8.8,2.5,0.0,0.0
Tampa Bay Buccaneers,,D,3400,TB,NYG,21.3,TB by 2.5,1.5,0.4,1.1,235,79,16.6,7.3,9.0,9.0,9.0,-5.1,23.1,7.9,2.3,0.0,0.0
New England Patriots,,D,3400,NE,CAR,20.3,NE by 9,2.1,0.5,1.1,216,106,20.3,7.8,3.0,3.0,3.0,0.4,5.6,7.7,2.3,0.0,0.0
Philadelphia Eagles,,D,3300,PHI,@LAC,25.3,LAC by 2.5,2.1,0.6,1.6,261,86,21.6,9.4,10.0,10.0,10.0,-0.4,20.4,6.6,2.0,0.0,0.0
Tennessee Titans,,D,3300,TEN,@HOU,20.5,TEN by 2.5,2.6,0.6,0.9,190,119,17.3,9.1,4.0,4.0,4.0,-0.4,8.4,8.6,2.6,0.0,0.0
Denver Broncos,,D,3300,DEN,OAK,21.5,DEN by 3,1.4,0.5,0.5,235,112,25.7,4.1,7.3,7.3,7.3,2.4,12.3,6.4,1.9,0.0,0.0
Atlanta Falcons,,D,3200,ATL,BUF,20.3,ATL by 8,3.1,0.3,0.4,192,163,23.3,5.4,7.0,7.0,7.0,1.7,12.3,7.0,2.2,0.0,0.0
Arizona Cardinals,,D,3200,ARI,SF,19.0,ARI by 6.5,3.4,0.9,0.6,184,125,17.8,8.3,6.0,6.0,6.0,0.7,11.3,7.0,2.2,0.0,0.0
Minnesota Vikings,,D,3100,MIN,DET,20.0,MIN by 2.5,2.2,0.4,0.6,239,81,20.8,5.7,4.3,4.3,4.3,0.3,8.4,7.7,2.5,0.0,0.0
Kansas City Chiefs,,D,3100,KC,WAS,21.3,KC by 7,1.6,0.8,0.6,280,117,24.6,6.5,8.7,8.7,8.7,3.7,13.6,7.2,2.3,0.0,0.0
Baltimore Ravens,,D,3000,BAL,PIT,22.8,PIT by 3,1.3,0.3,0.8,259,104,24.4,3.9,12.7,12.7,12.7,-2.3,27.6,7.2,2.4,0.0,0.0
