Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Houston Texans,,D,3000,HOU,TEN,23.0,TEN by 2.5,1.5,0.3,0.5,222,142,26.2,4.8,6.0,6.0,6.0,0.8,11.2,6.0,2.0,0.0,0.0
New York Giants,,D,2900,NYG,@TB,23.8,TB by 2.5,2.3,0.5,1.0,236,100,20.3,6.5,4.0,4.0,4.0,2.3,5.7,6.6,2.3,0.0,0.0
Los Angeles Rams,,D,2800,LAR,@DAL,27.3,DAL by 6,1.8,0.4,0.5,221,141,25.5,3.8,11.3,11.3,11.3,-3.1,25.8,3.5,1.3,0.0,0.0
Detroit Lions,,D,2700,DET,@MIN,22.5,MIN by 2.5,2.2,0.7,0.3,253,87,20.2,6.1,15.3,15.3,15.3,13.3,17.4,7.0,2.6,0.0,0.0
New Orleans Saints,,D,2600,NO,@MIA,24.0,NO by 3,1.9,0.3,0.9,205,114,21.1,5.6,4.0,4.0,4.0,-4.7,12.7,6.3,2.4,0.0,0.0
New York Jets,,D,2600,NYJ,JAX,20.8,JAX by 3,1.7,0.8,0.8,220,118,21.3,6.9,4.7,4.7,4.7,-4.4,13.7,6.3,2.4,0.0,0.0
Washington Redskins,,D,2500,WAS,@KC,28.3,KC by 7,2.2,0.4,0.4,233,123,24.4,3.8,11.0,11.0,11.0,7.4,14.6,4.1,1.6,0.0,0.0
Los Angeles Chargers,,D,2500,LAC,PHI,22.8,LAC by 2.5,2.5,0.6,1.0,225,113,20.5,6.8,5.3,5.3,5.3,2.8,7.8,6.4,2.6,0.0,0.0
Dallas Cowboys,,D,2500,DAL,LAR,21.3,DAL by 6,2.8,0.8,1.1,201,82,17.6,10.7,7.0,7.0,7.0,2.0,12.0,7.9,3.2,0.0,0.0
Indianapolis Colts,,D,2400,IND,@SEA,27.3,SEA by 13,2.6,0.3,0.6,252,98,21.4,6.0,5.0,5.0,5.0,2.4,7.6,4.6,1.9,0.0,0.0
Cleveland Browns,,D,2400,CLE,CIN,22.3,CIN by 3,2.5,0.6,0.6,226,112,18.4,6.8,5.0,5.0,5.0,4.0,6.0,6.3,2.6,0.0,0.0
Miami Dolphins,,D,2400,MIA,NO,27.0,NO by 3,1.6,0.4,0.9,306,112,28.8,4.7,3.5,3.5,3.5,1.4,5.6,5.5,2.3,0.0,0.0
Carolina Panthers,,D,2300,CAR,@NE,29.3,NE by 9,1.8,0.4,0.1,292,108,28.3,2.5,8.3,8.3,8.3,0.7,16.0,4.4,1.9,0.0,0.0
Buffalo Bills,,D,2300,BUF,@ATL,28.3,ATL by 8,2.4,0.3,0.6,287,117,30.8,3.7,9.0,9.0,9.0,8.0,10.0,3.7,1.6,0.0,0.0
Oakland Raiders,,D,2300,OAK,@DEN,24.5,DEN by 3,2.8,0.9,0.8,225,99,19.4,8.2,5.3,5.3,5.3,1.8,8.8,5.6,2.4,0.0,0.0
San Francisco 49ers,,D,2200,SF,@ARI,25.5,ARI by 6.5,2.7,0.7,1.1,260,102,23.4,8.3,3.7,3.7,3.7,0.2,7.2,5.6,2.5,0.0,0.0
Chicago Bears,,D,2100,CHI,@GB,25.8,GB by 7.5,2.5,0.5,0.6,281,100,26.5,5.8,5.3,5.3,5.3,1.2,9.5,5.4,2.6,0.0,0.0
