Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Jacksonville Jaguars,,D,4000,JAX,@TEN,22.5,TEN by 3,2.1,0.4,1.1,205,114,20.9,7.1,5.7,12.6,12.6,3.3,21.9,10.6,2.6,0.0,0.0
Pittsburgh Steelers,,D,3900,PIT,CLE,14.8,PIT by 7,2.9,0.8,1.8,197,107,13.6,12.9,7.0,8.2,8.2,2.4,14.0,10.8,2.8,0.0,0.0
Minnesota Vikings,,D,3900,MIN,CHI,13.3,MIN by 13,2.5,0.6,0.8,176,117,15.6,9.1,11.7,7.3,7.3,2.6,12.1,10.9,2.8,0.0,0.0
Baltimore Ravens,,D,3800,BAL,CIN,15.0,BAL by 10,2.6,0.7,0.8,194,81,16.5,8.7,8.0,12.3,12.3,1.8,22.7,10.5,2.8,0.0,0.0
Detroit Lions,,D,3700,DET,GB,18.3,DET by 6.5,3.1,0.3,1.1,201,108,19.8,8.3,10.0,9.4,9.4,3.2,15.6,10.5,2.8,0.0,0.0
Los Angeles Chargers,,D,3600,LAC,OAK,17.3,LAC by 7.5,1.5,0.8,0.9,227,97,19.4,7.2,7.0,9.9,9.9,1.7,18.0,8.7,2.4,0.0,0.0
New England Patriots,,D,3500,NE,NYJ,13.5,NE by 16.5,2.9,0.7,0.8,198,111,19.5,8.6,5.3,7.3,7.3,2.6,12.0,10.5,3.0,0.0,0.0
Seattle Seahawks,,D,3400,SEA,ARI,14.3,SEA by 10,3.3,0.4,1.1,233,85,17.1,9.9,7.0,8.5,8.5,2.0,15.0,11.5,3.4,0.0,0.0
New Orleans Saints,,D,3300,NO,@TB,21.3,NO by 7,2.5,0.9,0.7,268,89,19.1,8.1,9.0,9.1,9.1,0.5,17.7,7.5,2.3,0.0,0.0
Kansas City Chiefs,,D,3300,KC,@DEN,20.8,DEN by 3.5,3.2,0.7,1.3,207,116,16.5,11.9,10.7,7.1,7.1,1.0,13.3,8.3,2.5,0.0,0.0
Washington Redskins,,D,3200,WAS,@NYG,18.3,WAS by 3,2.1,0.5,0.9,224,86,14.3,9.1,11.0,7.1,7.1,1.9,12.3,9.1,2.8,0.0,0.0
Houston Texans,,D,3100,HOU,@IND,22.8,IND by 5.5,3.6,0.4,0.6,186,101,15.5,10.7,0.0,5.4,5.4,-2.2,13.0,6.3,2.0,0.0,0.0
Buffalo Bills,,D,3000,BUF,@MIA,20.0,BUF by 2.5,2.1,0.5,1.3,218,86,16.2,10.3,7.0,6.7,6.7,1.5,11.8,8.5,2.8,0.0,0.0
Los Angeles Rams,,D,3000,LAR,SF,23.3,SF by 3.5,2.9,0.5,0.9,242,100,19.4,7.8,9.7,10.9,10.9,2.6,19.2,11.2,3.7,0.0,0.0
Denver Broncos,,D,2900,DEN,KC,17.3,DEN by 3.5,2.3,0.1,0.5,256,120,25.1,3.7,9.0,6.5,6.5,1.4,11.7,9.9,3.4,0.0,0.0
Carolina Panthers,,D,2900,CAR,@ATL,24.5,ATL by 4,1.5,0.4,0.8,245,119,21.3,5.8,14.0,9.1,9.1,2.9,15.3,6.5,2.2,0.0,0.0
Indianapolis Colts,,D,2900,IND,HOU,17.3,IND by 5.5,3.5,0.7,1.1,210,117,19.9,10.2,5.3,5.2,5.2,2.5,7.9,10.1,3.5,0.0,0.0
Tennessee Titans,,D,2800,TEN,JAX,19.5,TEN by 3,1.5,0.5,0.7,230,145,24.6,5.3,8.0,6.2,6.2,1.7,10.7,9.1,3.3,0.0,0.0
Miami Dolphins,,D,2800,MIA,BUF,22.5,BUF by 2.5,2.9,0.4,0.7,176,126,17.5,7.6,3.0,5.8,5.8,-2.3,13.9,5.4,1.9,0.0,0.0
Arizona Cardinals,,D,2700,ARI,@SEA,24.3,SEA by 10,2.7,0.3,0.8,231,102,20.9,6.5,13.0,7.2,7.2,1.2,13.2,8.6,3.2,0.0,0.0
Philadelphia Eagles,,D,2700,PHI,DAL,21.0,DAL by 3,2.1,0.5,0.9,198,136,22.8,7.5,11.7,10.4,10.4,3.2,17.6,7.7,2.9,0.0,0.0
Cincinnati Bengals,,D,2600,CIN,@BAL,25.0,BAL by 10,1.7,0.3,0.8,189,116,22.5,4.7,3.0,5.9,5.9,1.6,10.2,5.2,2.0,0.0,0.0
Atlanta Falcons,,D,2500,ATL,CAR,20.5,ATL by 4,2.2,0.4,0.9,194,134,23.1,6.1,4.0,5.8,5.8,1.5,10.1,8.4,3.4,0.0,0.0
New York Giants,,D,2500,NYG,WAS,21.3,WAS by 3,2.5,0.9,0.7,241,92,21.3,8.8,2.0,5.1,5.1,-1.5,11.7,6.2,2.5,0.0,0.0
Green Bay Packers,,D,2400,GB,@DET,24.8,DET by 6.5,3.0,0.7,0.7,259,78,23.0,8.1,3.3,6.2,6.2,2.1,10.3,5.9,2.5,0.0,0.0
Chicago Bears,,D,2400,CHI,@MIN,26.3,MIN by 13,1.7,0.4,0.5,238,121,23.5,3.9,10.7,8.7,8.7,1.2,16.1,6.2,2.6,0.0,0.0
Dallas Cowboys,,D,2300,DAL,@PHI,18.0,DAL by 3,2.2,0.6,0.5,239,136,28.5,5.5,4.3,6.4,6.4,-0.6,13.4,10.8,4.7,0.0,0.0
