Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Le'Veon Bell,6,,RB,9300,PIT,@DET,24.3,PIT by 3,8%,-13%,8%,0.0,0.0,0.0,0.0,0.0,27.3,24.1,21.3,5.3,4.0,6.3,6.0,6.3,0.7,5.1,45,25.2,22.3,22.3,12.0,32.5,26.8,2.9,0.0,0.0
Ezekiel Elliott,17,,RB,9200,DAL,@WAS,24.5,DAL by 2.5,2%,-13%,-9%,0.0,0.0,0.0,0.0,0.0,25.3,21.8,18.5,4.2,4.1,3.3,4.0,3.8,0.3,8.6,36,30.3,22.9,22.9,10.1,35.8,19.4,2.1,0.0,0.0
Antonio Brown,2,,WR,8800,PIT,@DET,24.3,PIT by 3,8%,-13%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,13.0,12.0,10.2,1.3,9.1,17,25.9,22.6,22.6,12.0,33.3,21.8,2.5,0.0,0.0
LeSean McCoy,25,,RB,8700,BUF,OAK,24.3,BUF by 2.5,9%,5%,11%,0.0,0.0,0.0,0.0,0.0,20.7,18.3,16.8,2.7,3.4,6.3,6.5,4.4,0.8,5.6,37,19.0,17.5,17.5,10.6,24.4,19.3,2.2,0.0,0.0
A.J. Green,32,,WR,8600,CIN,IND,27.0,CIN by 11,33%,15%,36%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,9.5,9.9,0.8,9.6,17,19.4,18.8,18.8,7.9,29.6,20.6,2.4,0.0,0.0
Julio Jones,15,,WR,8400,ATL,@NYJ,25.5,ATL by 6.5,2%,16%,9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.3,7.9,1.0,9.3,14,14.7,14.9,14.9,8.3,21.5,17.3,2.1,0.0,0.0
Melvin Gordon,11,Q,RB,8100,LAC,@NE,20.0,NE by 7.5,37%,7%,24%,0.0,0.0,0.0,0.0,0.0,21.0,16.7,15.5,2.7,3.4,8.0,6.1,4.6,1.1,5.3,34,26.2,19.5,19.5,6.1,32.8,17.1,2.1,0.0,0.0
Mike Evans,11,,WR,7900,TB,CAR,23.8,TB by 1,-20%,-25%,-8%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,9.7,9.7,1.3,7.9,16,16.7,17.3,17.3,12.5,22.1,16.6,2.1,0.0,0.0
Dez Bryant,5,,WR,7700,DAL,@WAS,24.5,DAL by 2.5,2%,-13%,-28%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,9.7,9.0,2.0,5.6,14,16.8,14.1,14.1,8.8,19.4,18.1,2.4,0.0,0.0
Tom Brady,8,,QB,7600,NE,LAC,27.5,NE by 7.5,-18%,29%,-15%,35.7,37.4,34.1,5.4,8.4,2.7,2.0,1.9,0.9,1.9,0.0,0.0,0.0,0.0,0.0,58,17.8,23.0,23.0,12.7,33.2,22.9,3.0,0.0,0.0
Michael Thomas,8,,WR,7600,NO,CHI,28.5,NO by 10,-13%,-4%,-1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.0,7.3,1.0,7.5,12,14.1,14.6,14.6,7.4,21.7,16.1,2.1,0.0,0.0
DeAndre Hopkins,2,,WR,7500,HOU,@SEA,19.5,SEA by 6.5,-15%,5%,-26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,10.8,9.3,1.3,5.9,15,22.3,19.0,19.0,11.2,26.9,16.5,2.2,0.0,0.0
Kareem Hunt,4,,RB,7500,KC,DEN,25.3,KC by 7.5,-17%,-34%,-41%,0.0,0.0,0.0,0.0,0.0,18.7,17.7,17.3,2.3,5.8,4.7,3.9,3.6,0.1,10.6,37,16.4,24.6,24.6,12.5,36.7,17.4,2.3,0.0,0.0
Mark Ingram,14,,RB,7400,NO,CHI,28.5,NO by 10,-13%,-4%,1%,0.0,0.0,0.0,0.0,0.0,20.3,14.8,18.3,2.0,4.4,6.0,5.3,2.8,0.8,5.2,33,22.7,17.1,17.1,7.3,26.9,15.4,2.1,0.0,0.0
Adam Thielen,3,,WR,7400,MIN,@CLE,24.5,MIN by 10.5,-2%,-23%,-7%,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.3,0.0,11.0,11.0,9.3,6.4,0.9,8.2,11,12.4,14.0,14.0,6.9,21.1,11.4,1.5,0.0,0.0
Keenan Allen,21,,WR,7300,LAC,@NE,20.0,NE by 7.5,37%,7%,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.7,8.2,1.4,7.2,14,9.1,13.8,13.8,7.9,19.8,15.6,2.1,0.0,0.0
Dak Prescott,18,,QB,7300,DAL,@WAS,24.5,DAL by 2.5,2%,-13%,2%,32.3,34.0,35.3,4.8,7.0,3.7,3.3,3.7,0.8,7.6,0.0,0.0,0.0,0.0,0.0,63,28.1,23.7,23.7,17.9,29.5,20.3,2.8,0.0,0.0
Carson Wentz,29,,QB,7200,PHI,SF,28.8,PHI by 13,15%,24%,37%,28.3,33.1,34.6,4.4,8.0,6.7,5.7,2.8,0.6,4.9,0.0,0.0,0.0,0.0,0.0,60,28.6,23.8,23.8,16.3,31.3,20.2,2.8,0.0,0.0
Devonta Freeman,20,,RB,7200,ATL,@NYJ,25.5,ATL by 6.5,2%,16%,6%,0.0,0.0,0.0,0.0,0.0,13.0,15.2,14.2,2.7,4.7,3.0,2.7,2.7,0.5,6.2,30,12.6,16.6,16.6,9.8,23.3,14.5,2.0,0.0,0.0
Stefon Diggs,3,,WR,7100,MIN,@CLE,24.5,MIN by 10.5,-2%,-23%,-7%,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.0,-1.0,7.3,7.2,7.3,1.0,11.0,13,18.8,17.9,17.9,1.7,34.0,12.1,1.7,0.0,0.0
Rob Gronkowski,5,,TE,7100,NE,LAC,27.5,NE by 7.5,-18%,29%,-34%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,7.8,7.0,1.5,9.6,11,15.5,16.9,16.9,7.3,26.4,16.4,2.3,0.0,0.0
Drew Brees,5,,QB,7000,NO,CHI,28.5,NO by 10,-13%,-4%,-13%,36.7,36.8,32.2,6.0,7.5,3.3,1.7,2.7,0.7,0.3,0.0,0.0,0.0,0.0,0.0,55,18.9,19.7,19.7,15.1,24.3,19.1,2.7,0.0,0.0
Zach Ertz,10,,TE,7000,PHI,SF,28.8,PHI by 13,15%,24%,-31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,8.3,7.4,1.3,8.5,12,17.9,16.8,16.8,14.4,19.1,15.3,2.2,0.0,0.0
Doug Baldwin,16,,WR,6900,SEA,HOU,26.0,SEA by 6.5,-10%,-1%,-16%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-3.0,7.7,8.5,7.2,0.7,7.4,12,13.5,15.1,15.1,5.7,24.4,14.7,2.1,0.0,0.0
Matt Ryan,4,,QB,6800,ATL,@NYJ,25.5,ATL by 6.5,2%,16%,15%,36.7,33.8,30.9,5.2,7.8,1.3,1.5,2.0,0.3,7.0,0.0,0.0,0.0,0.0,0.0,59,13.8,15.6,15.6,12.3,19.0,17.1,2.5,0.0,0.0
Travis Kelce,3,,TE,6800,KC,DEN,25.3,KC by 7.5,-17%,-34%,13%,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,3.5,7.7,7.0,6.6,1.1,8.6,12,12.9,14.9,14.9,4.9,24.8,14.1,2.1,0.0,0.0
Jordan Howard,8,,RB,6800,CHI,@NO,18.5,NO by 10,5%,5%,4%,0.0,0.0,0.0,0.0,0.0,25.3,19.9,17.0,1.9,4.0,0.3,2.3,2.1,0.1,3.7,36,11.9,14.5,14.5,3.1,26.0,13.8,2.0,0.0,0.0
Brandin Cooks,3,,WR,6800,NE,LAC,27.5,NE by 7.5,-18%,29%,9%,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,3.3,7.3,6.6,6.7,0.1,11.7,11,15.1,15.1,15.1,5.5,24.7,14.6,2.1,0.0,0.0
Alshon Jeffery,10,,WR,6700,PHI,SF,28.8,PHI by 13,15%,24%,16%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,7.7,7.8,0.7,6.6,12,7.6,10.8,10.8,5.2,16.3,15.7,2.3,0.0,0.0
Cam Newton,13,,QB,6600,CAR,@TB,22.8,TB by 1,31%,5%,17%,39.7,33.0,32.1,3.3,7.3,9.0,7.0,4.4,1.1,4.3,0.0,0.0,0.0,0.0,0.0,62,21.1,19.7,19.7,9.2,30.1,18.3,2.8,0.0,0.0
Amari Cooper,10,,WR,6600,OAK,@BUF,21.8,BUF by 2.5,15%,-22%,-7%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.3,7.1,1.0,6.1,12,18.9,12.2,12.2,-4.0,28.5,12.3,1.9,0.0,0.0
Golden Tate,,Q,WR,6500,DET,PIT,21.3,PIT by 3,-35%,2%,-33%,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.5,0.0,3.0,6.7,7.8,7.4,0.8,7.7,13,12.8,14.7,14.7,6.5,22.9,13.1,2.0,0.0,0.0
Jerick McKinnon,0,,RB,6500,MIN,@CLE,24.5,MIN by 10.5,-2%,-23%,-13%,0.0,0.0,0.0,0.0,0.0,15.3,8.0,11.3,1.0,4.2,5.0,3.9,3.6,0.1,4.9,25,20.4,10.7,10.7,-0.4,21.8,11.6,1.8,0.0,0.0
