Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Buffalo Bills,13,D,3800,BUF,JAX,17.8,BUF by 8.5,2.1,1.2,1.3,262,88,19.3,9.6,5.0,7.2,9.0,0.6,13.8,9.8,2.6,0.0,0.0
Denver Broncos,4,D,3700,DEN,KC,17.8,DEN by 3.5,2.2,0.7,0.4,249,98,20.4,5.1,12.0,8.9,10.6,2.5,15.3,7.4,2.0,0.0,0.0
New York Giants,13,D,3600,NYG,@CLE,19.3,NYG by 6.5,3.5,0.5,1.1,242,93,16.2,9.9,8.3,5.4,6.4,0.0,10.9,9.3,2.6,0.0,0.0
Seattle Seahawks,2,D,3500,SEA,@TB,20.3,SEA by 5,2.2,0.6,1.0,276,106,22.3,7.2,6.7,8.3,8.5,4.0,12.5,8.2,2.3,0.0,0.0
Minnesota Vikings,5,D,3400,MIN,@DET,22.0,DET by 2,2.2,0.3,0.5,265,80,22.5,4.3,8.7,11.6,12.3,3.8,19.3,9.0,2.6,0.0,0.0
New England Patriots,9,D,3400,NE,@NYJ,19.8,NE by 7.5,2.1,0.6,1.5,229,116,17.9,10.6,6.0,8.0,7.4,2.6,13.4,10.4,3.1,0.0,0.0
Miami Dolphins,11,D,3300,MIA,SF,19.3,MIA by 7.5,2.6,1.4,0.8,203,120,20.4,8.3,13.0,6.8,8.1,0.8,12.8,9.4,2.8,0.0,0.0
Kansas City Chiefs,4,D,3200,KC,@DEN,21.3,DEN by 3.5,2.6,0.7,0.8,242,97,22.1,7.1,9.7,11.4,9.6,2.2,20.5,8.6,2.7,0.0,0.0
Baltimore Ravens,14,D,3100,BAL,CIN,18.8,BAL by 3.5,2.9,0.5,0.6,276,113,19.9,6.1,7.3,7.2,8.0,2.2,12.2,8.6,2.8,0.0,0.0
Oakland Raiders,1,D,3000,OAK,CAR,22.8,OAK by 3.5,2.5,1.0,1.1,264,108,22.6,9.2,5.3,6.7,5.2,2.4,10.9,7.5,2.5,0.0,0.0
