Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Le'Veon Bell,2,,RB,10500,PIT,@KC,21.3,KC by 1.5,1%,11%,-4%,0.0,0.1,0.0,0.0,0.0,27.0,21.8,21.6,2.5,4.9,5.7,7.8,5.2,0.7,6.6,41,34.9,28.0,28.0,17.2,38.9,25.6,2.4,0.0,0.0
Antonio Brown,3,,WR,9600,PIT,@KC,21.3,KC by 1.5,1%,11%,5%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,3.0,9.0,10.3,10.1,1.0,8.3,16,15.7,21.3,21.3,11.7,30.9,20.7,2.2,0.0,0.0
Ezekiel Elliott,2,,RB,8500,DAL,GB,28.5,DAL by 4.5,13%,-13%,-8%,0.0,0.0,0.0,0.0,0.0,19.7,21.5,20.7,2.5,5.1,2.0,2.7,2.9,0.2,9.1,40,22.2,23.2,23.2,14.8,31.5,19.0,2.2,0.0,0.0
Julio Jones,1,,WR,8400,ATL,SEA,28.3,ATL by 5,-5%,-15%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,9.2,7.8,0.6,10.9,13,18.0,20.1,20.1,6.8,33.3,18.4,2.2,0.0,0.0
Aaron Rodgers,2,,QB,8200,GB,@DAL,24.0,DAL by 4.5,7%,-24%,0%,36.0,38.1,41.0,6.8,7.3,5.0,4.2,3.5,0.8,5.5,0.0,0.0,0.0,0.0,0.0,73,29.8,25.6,25.6,17.3,33.8,22.7,2.8,0.0,0.0
Doug Baldwin,1,,WR,8100,SEA,@ATL,23.3,ATL by 5,10%,-4%,6%,0.0,0.1,0.0,0.1,15.0,0.7,0.2,0.0,0.0,0.7,9.7,7.8,8.7,0.9,9.0,15,20.2,16.4,16.4,6.1,26.8,18.9,2.3,0.0,0.0
Tom Brady,1,,QB,7600,NE,HOU,29.8,NE by 15,-16%,-8%,-17%,30.7,36.0,34.4,5.3,8.2,0.7,2.3,2.7,0.8,2.3,0.0,0.0,0.0,0.0,0.0,60,17.9,23.0,23.0,14.7,31.2,18.3,2.4,0.0,0.0
Jordy Nelson,,Q,WR,7400,GB,@DAL,24.0,DAL by 4.5,7%,-24%,-1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.5,0.0,1.9,8.3,0,24.8,20.0,20.0,10.4,29.7,0.0,0.0,0.0,0.0
Davante Adams,2,,WR,7000,GB,@DAL,24.0,DAL by 4.5,7%,-24%,-1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,7.6,10.0,1.3,8.2,16,14.0,16.2,16.2,5.5,27.0,18.3,2.6,0.0,0.0
Matt Ryan,1,,QB,7000,ATL,SEA,28.3,ATL by 5,-5%,-15%,-13%,30.7,33.4,31.8,6.3,9.3,1.7,2.2,2.5,0.4,3.3,0.0,0.0,0.0,0.0,0.0,57,23.9,23.4,23.4,15.9,30.9,18.2,2.6,0.0,0.0
Thomas Rawls,1,,RB,6900,SEA,@ATL,23.3,ATL by 5,10%,-4%,18%,0.0,0.0,0.0,0.0,0.0,12.3,12.1,13.0,2.0,3.2,1.0,1.9,1.6,0.1,5.6,25,4.7,8.7,8.7,0.9,16.6,10.1,1.5,0.0,0.0
Russell Wilson,1,,QB,6900,SEA,@ATL,23.3,ATL by 5,10%,-4%,15%,34.3,34.1,36.9,4.6,7.7,6.0,4.5,4.2,0.4,3.6,0.0,0.1,0.0,0.1,7.0,70,24.6,18.3,18.3,9.8,26.7,20.9,3.0,0.0,0.0
Julian Edelman,3,,WR,6800,NE,HOU,29.8,NE by 15,-16%,-8%,-10%,0.0,0.0,0.0,0.0,0.0,0.3,0.8,0.3,0.1,4.8,11.0,10.0,8.7,0.9,6.9,15,20.7,14.9,14.9,7.7,22.1,16.6,2.4,0.0,0.0
Dez Bryant,2,,WR,6600,DAL,GB,28.5,DAL by 4.5,13%,-13%,18%,0.3,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,0.0,5.3,7.4,7.2,1.0,8.3,12,14.5,14.6,14.6,4.3,25.0,15.9,2.4,0.0,0.0
Ben Roethlisberger,1,Q,QB,6500,PIT,@KC,21.3,KC by 1.5,1%,11%,-3%,33.3,36.4,35.8,4.3,7.5,2.7,1.1,2.2,0.4,0.9,0.0,0.0,0.0,0.0,0.0,58,13.9,19.9,19.9,10.4,29.5,18.1,2.8,0.0,0.0
