Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Carolina Panthers,,D,2600,CAR,NO,20.5,CAR by 5.5,1.6,0.5,0.9,315,110,28.7,5.4,12.5,12.5,12.5,9.0,16.0,7.8,3.0,0.0,0.0
Oakland Raiders,,D,2500,OAK,@WAS,25.5,OAK by 3,1.7,0.8,0.6,277,116,24.7,6.4,5.5,5.5,5.5,0.6,10.4,5.2,2.1,0.0,0.0
Atlanta Falcons,,D,2500,ATL,@DET,23.8,ATL by 3,2.3,0.4,0.6,247,80,21.2,5.8,9.0,9.0,9.0,3.3,14.7,6.2,2.5,0.0,0.0
Cincinnati Bengals,,D,2500,CIN,@GB,27.3,GB by 7.5,2.3,0.5,0.6,276,104,26.9,5.0,5.5,5.5,5.5,3.4,7.6,4.9,2.0,0.0,0.0
Detroit Lions,,D,2400,DET,ATL,26.8,ATL by 3,2.4,0.3,0.4,284,121,31.4,2.8,16.5,16.5,16.5,15.8,17.2,3.9,1.6,0.0,0.0
Washington Redskins,,D,2400,WAS,OAK,28.5,OAK by 3,1.3,0.4,0.4,244,118,26.1,3.5,9.5,9.5,9.5,6.0,13.0,3.6,1.5,0.0,0.0
Houston Texans,,D,2300,HOU,@NE,29.5,NE by 14,1.6,0.4,0.1,279,115,27.8,2.2,4.5,4.5,4.5,-1.9,10.9,3.4,1.5,0.0,0.0
Chicago Bears,,D,2200,CHI,PIT,25.5,PIT by 7.5,1.4,0.2,0.8,259,102,23.5,4.2,3.0,3.0,3.0,1.6,4.4,5.7,2.6,0.0,0.0
New York Jets,,D,2100,NYJ,MIA,24.8,MIA by 5.5,1.8,0.4,0.9,213,120,22.7,5.5,0.0,0.0,0.0,-5.7,5.7,5.6,2.7,0.0,0.0
New Orleans Saints,,D,2000,NO,@CAR,26.0,CAR by 5.5,2.4,0.5,1.1,219,105,20.1,8.6,-1.0,-1.0,-1.0,-2.4,0.4,5.4,2.7,0.0,0.0
