Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Baltimore Ravens,,D,3900,BAL,@JAX,18.0,BAL by 3,1.9,0.8,0.9,215,111,19.6,8.0,21.0,21.0,21.0,15.3,26.7,8.7,2.2,0.0,0.0
New England Patriots,,D,3800,NE,HOU,15.5,NE by 14,2.6,0.7,0.9,182,118,15.6,9.9,1.5,1.5,1.5,0.8,2.2,11.3,3.0,0.0,0.0
Miami Dolphins,,D,3700,MIA,@NYJ,19.3,MIA by 5.5,2.4,0.6,1.6,202,106,15.1,12.0,2.0,2.0,2.0,2.0,2.0,9.4,2.5,0.0,0.0
Denver Broncos,,D,3600,DEN,@BUF,18.3,DEN by 3,3.1,0.3,0.4,185,171,23.3,5.6,9.0,9.0,9.0,3.3,14.7,8.1,2.3,0.0,0.0
Los Angeles Rams,,D,3500,LAR,@SF,18.8,LAR by 3,3.2,0.9,0.6,172,126,16.5,8.3,15.0,15.0,15.0,-3.4,33.4,7.0,2.0,0.0,0.0
Seattle Seahawks,,D,3500,SEA,@TEN,21.8,TEN by 2.5,1.6,0.3,0.6,221,141,24.8,5.6,7.5,7.5,7.5,6.8,8.2,6.9,2.0,0.0,0.0
Jacksonville Jaguars,,D,3400,JAX,BAL,21.0,BAL by 3,2.0,0.4,1.0,243,100,21.4,6.2,13.5,13.5,13.5,-7.0,34.0,8.6,2.5,0.0,0.0
Green Bay Packers,,D,3400,GB,CIN,19.8,GB by 7.5,2.6,0.6,0.7,226,114,18.3,7.0,5.5,5.5,5.5,0.6,10.4,7.5,2.2,0.0,0.0
Pittsburgh Steelers,,D,3400,PIT,@CHI,18.0,PIT by 7.5,1.6,0.8,1.2,252,109,16.3,9.0,13.0,13.0,13.0,5.9,20.1,9.3,2.7,0.0,0.0
Minnesota Vikings,,D,3300,MIN,TB,21.0,TB by 2.5,2.3,0.6,0.9,241,104,20.9,6.7,2.0,2.0,2.0,2.0,2.0,7.1,2.2,0.0,0.0
Indianapolis Colts,,D,3200,IND,CLE,21.8,CLE by 1,4.4,0.8,1.0,208,100,16.0,11.5,4.5,4.5,4.5,1.0,8.0,6.2,1.9,0.0,0.0
Tampa Bay Buccaneers,,D,3200,TB,@MIN,18.5,TB by 2.5,2.3,0.7,0.3,240,83,19.3,6.3,19.0,19.0,19.0,19.0,19.0,8.7,2.7,0.0,0.0
New York Giants,,D,3100,NYG,@PHI,24.8,PHI by 6,2.3,0.5,1.0,233,109,20.9,6.4,3.5,3.5,3.5,1.4,5.6,5.4,1.7,0.0,0.0
Philadelphia Eagles,,D,3000,PHI,NYG,18.8,PHI by 6,1.6,0.5,1.1,233,83,16.8,7.5,13.0,13.0,13.0,0.3,25.7,8.0,2.7,0.0,0.0
Cleveland Browns,,D,3000,CLE,@IND,20.8,CLE by 1,2.8,0.4,1.1,250,101,23.3,7.3,4.5,4.5,4.5,2.4,6.6,7.2,2.4,0.0,0.0
Kansas City Chiefs,,D,2900,KC,@LAC,22.3,KC by 3,2.1,0.8,1.4,267,82,21.9,9.4,7.0,7.0,7.0,1.3,12.7,7.8,2.7,0.0,0.0
Arizona Cardinals,,D,2900,ARI,DAL,24.8,DAL by 3,1.7,0.5,0.5,226,148,25.7,3.8,9.0,9.0,9.0,7.6,10.4,3.8,1.3,0.0,0.0
San Francisco 49ers,,D,2900,SF,LAR,21.8,LAR by 3,2.9,0.7,1.2,198,80,16.3,11.1,5.5,5.5,5.5,3.4,7.6,6.8,2.3,0.0,0.0
Dallas Cowboys,,D,2800,DAL,@ARI,21.8,DAL by 3,2.6,0.8,1.3,261,105,23.6,9.2,7.0,7.0,7.0,-0.1,14.1,7.5,2.7,0.0,0.0
Los Angeles Chargers,,D,2800,LAC,KC,25.3,KC by 3,2.0,0.4,0.4,239,115,23.7,3.9,5.5,5.5,5.5,2.0,9.0,5.7,2.0,0.0,0.0
Tennessee Titans,,D,2700,TEN,SEA,19.3,TEN by 2.5,2.7,0.3,0.7,248,102,22.0,6.1,5.5,5.5,5.5,0.6,10.4,7.2,2.7,0.0,0.0
Buffalo Bills,,D,2600,BUF,DEN,21.3,DEN by 3,2.7,0.9,0.6,228,95,20.3,8.0,9.5,9.5,9.5,8.8,10.2,5.6,2.2,0.0,0.0
