Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Minnesota Vikings,9,D,4000,MIN,@CLE,14.0,MIN by 10.5,2.9,0.3,2.4,213,92,13.9,13.0,8.7,6.6,6.6,2.4,10.7,10.6,2.6,0.0,0.0
Baltimore Ravens,,D,3800,BAL,MIA,17.5,BAL by 3,2.2,0.2,1.2,180,82,14.3,8.5,11.3,10.7,10.7,0.0,21.4,9.6,2.5,0.0,0.0
Philadelphia Eagles,13,D,3800,PHI,SF,15.8,PHI by 13,3.3,0.7,0.7,221,96,17.6,7.9,7.3,8.0,8.0,1.6,14.4,10.3,2.7,0.0,0.0
Cincinnati Bengals,23,D,3600,CIN,IND,16.0,CIN by 11,4.0,0.6,0.7,194,97,15.9,13.0,5.3,6.8,6.8,1.8,11.9,9.3,2.6,0.0,0.0
Kansas City Chiefs,3,D,3500,KC,DEN,17.8,KC by 7.5,3.7,0.8,1.2,224,115,17.0,12.0,5.0,7.1,7.1,2.8,11.5,8.1,2.3,0.0,0.0
New Orleans Saints,10,D,3400,NO,CHI,18.5,NO by 10,2.4,1.1,0.9,159,126,14.6,11.3,17.3,10.7,10.7,-2.1,23.4,7.2,2.1,0.0,0.0
Seattle Seahawks,16,D,3200,SEA,HOU,19.5,SEA by 6.5,3.5,0.7,0.8,206,138,26.2,10.0,13.7,9.2,9.2,2.0,16.3,9.9,3.1,0.0,0.0
Atlanta Falcons,3,D,3100,ATL,@NYJ,19.0,ATL by 6.5,3.1,0.7,1.0,209,103,19.6,8.4,3.0,5.0,5.0,1.0,9.0,9.0,2.9,0.0,0.0
Miami Dolphins,,D,3000,MIA,@BAL,20.5,BAL by 3,2.4,0.6,1.1,157,120,17.7,8.1,10.3,6.7,6.7,-0.1,13.4,6.4,2.1,0.0,0.0
Denver Broncos,,D,3000,DEN,@KC,25.3,KC by 7.5,3.0,0.1,0.0,263,129,28.7,2.9,6.0,6.7,6.7,2.9,10.4,5.4,1.8,0.0,0.0
Buffalo Bills,4,D,2900,BUF,OAK,21.8,BUF by 2.5,1.9,0.3,0.7,218,93,22.1,5.7,9.7,9.3,9.3,6.8,11.8,5.0,1.7,0.0,0.0
Pittsburgh Steelers,1,D,2900,PIT,@DET,21.3,PIT by 3,3.8,0.7,0.7,214,84,23.8,10.5,7.7,9.9,9.9,5.3,14.5,7.0,2.4,0.0,0.0
Oakland Raiders,,D,2800,OAK,@BUF,24.3,BUF by 2.5,3.2,0.2,0.3,181,118,18.8,5.5,1.3,3.6,3.6,0.4,6.8,5.5,2.0,0.0,0.0
Carolina Panthers,1,D,2800,CAR,@TB,23.8,TB by 1,1.5,0.5,1.0,313,80,22.2,4.8,8.3,7.4,7.4,1.8,13.1,7.6,2.7,0.0,0.0
Houston Texans,,D,2700,HOU,@SEA,26.0,SEA by 6.5,2.3,0.3,0.7,244,108,20.3,6.0,12.7,9.3,9.3,-0.6,19.3,5.9,2.2,0.0,0.0
Detroit Lions,1,D,2600,DET,PIT,24.3,PIT by 3,1.4,0.4,1.1,246,114,20.7,7.3,10.7,13.0,13.0,7.7,18.3,5.9,2.3,0.0,0.0
Tampa Bay Buccaneers,5,D,2600,TB,CAR,22.8,TB by 1,3.1,0.4,1.4,222,97,18.7,10.6,6.0,6.0,6.0,-1.5,13.5,7.4,2.8,0.0,0.0
Chicago Bears,,D,2500,CHI,@NO,28.5,NO by 10,0.8,0.2,0.7,269,122,25.5,4.7,17.3,9.4,9.4,-1.2,20.0,4.4,1.8,0.0,0.0
Los Angeles Chargers,,D,2500,LAC,@NE,27.5,NE by 7.5,2.6,0.4,0.3,300,111,27.9,3.7,14.3,8.6,8.6,-0.1,17.2,4.4,1.8,0.0,0.0
Washington Redskins,,D,2400,WAS,DAL,24.5,DAL by 2.5,1.2,0.5,0.7,233,148,27.5,4.7,4.3,7.7,7.7,3.3,12.0,5.0,2.1,0.0,0.0
New England Patriots,6,D,2400,NE,LAC,20.0,NE by 7.5,1.4,0.3,0.7,251,79,19.6,4.9,6.3,4.7,4.7,1.8,7.6,7.0,2.9,0.0,0.0
Dallas Cowboys,0,D,2300,DAL,@WAS,22.0,DAL by 2.5,2.0,1.2,0.5,254,115,22.5,8.2,5.7,6.3,6.3,-0.2,12.9,6.0,2.6,0.0,0.0
Indianapolis Colts,1,D,2300,IND,@CIN,27.0,CIN by 11,3.2,0.8,1.3,207,82,15.3,10.2,4.0,5.0,5.0,2.7,7.3,5.0,2.2,0.0,0.0
Cleveland Browns,,D,2300,CLE,MIN,24.5,MIN by 10.5,1.3,0.7,0.3,232,125,20.9,4.6,7.7,6.0,6.0,4.1,7.9,5.9,2.6,0.0,0.0
New York Jets,,D,2200,NYJ,ATL,25.5,ATL by 6.5,1.8,0.2,1.0,252,121,20.3,7.2,6.0,5.1,5.1,-0.3,10.5,4.2,1.9,0.0,0.0
San Francisco 49ers,,D,2100,SF,@PHI,28.8,PHI by 13,2.7,0.6,0.6,250,132,27.6,5.6,2.3,3.9,3.9,-0.6,8.3,3.5,1.7,0.0,0.0
