Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Houston Texans,4,D,3800,HOU,@JAX,22.3,JAX by 2.5,2.4,1.1,1.3,270,89,19.1,7.9,3.3,8.4,5.5,0.4,16.4,6.9,1.8,0.0,0.0
Baltimore Ravens,4,D,3700,BAL,CLE,18.3,BAL by 7.5,2.9,0.4,1.0,252,106,18.0,8.1,9.0,7.5,8.1,2.6,12.4,8.7,2.4,0.0,0.0
Arizona Cardinals,28,D,3700,ARI,SF,16.8,ARI by 13.5,2.3,1.5,1.0,202,124,20.9,8.6,7.7,10.0,10.1,1.1,18.9,10.4,2.8,0.0,0.0
Minnesota Vikings,2,D,3600,MIN,@WAS,22.3,WAS by 2.5,1.4,0.6,0.9,311,112,23.3,6.0,5.0,10.9,12.5,3.4,18.5,9.3,2.6,0.0,0.0
Kansas City Chiefs,3,D,3500,KC,@CAR,23.5,CAR by 3,2.6,1.0,1.3,273,116,23.3,9.4,11.0,11.6,9.8,2.5,20.7,8.2,2.3,0.0,0.0
New England Patriots,2,D,3300,NE,SEA,21.0,NE by 7.5,2.0,0.4,0.4,275,75,19.5,6.0,4.0,7.6,7.5,2.1,13.2,9.3,2.8,0.0,0.0
Carolina Panthers,9,D,3200,CAR,KC,20.5,CAR by 3,2.4,0.8,0.3,256,101,21.6,5.0,9.3,10.3,7.8,2.0,18.6,7.3,2.3,0.0,0.0
Denver Broncos,1,D,3100,DEN,@NO,26.3,NO by 3,1.5,0.5,0.6,336,108,30.3,5.0,11.0,9.6,10.6,2.3,16.9,5.9,1.9,0.0,0.0
Washington Redskins,11,D,3000,WAS,MIN,19.8,WAS by 2.5,2.6,0.4,0.1,244,73,17.9,6.3,5.7,7.1,6.4,2.9,11.2,7.5,2.5,0.0,0.0
Green Bay Packers,1,D,3000,GB,@TEN,22.8,GB by 3,1.3,0.6,0.9,244,144,24.1,9.0,6.7,6.7,6.0,3.1,10.2,6.6,2.2,0.0,0.0
Seattle Seahawks,0,D,3000,SEA,@NE,28.5,NE by 7.5,2.1,0.8,0.0,277,116,27.1,3.6,10.7,8.6,9.0,4.4,12.8,4.8,1.6,0.0,0.0
San Diego Chargers,10,D,2900,SD,MIA,22.3,SD by 4.5,2.4,0.6,0.9,235,122,21.6,7.4,10.7,7.8,8.6,3.5,12.0,8.6,3.0,0.0,0.0
Cincinnati Bengals,,D,2900,CIN,@NYG,23.0,CIN by 1,1.5,1.1,1.0,280,68,19.4,7.0,4.3,7.6,5.4,2.4,12.8,6.9,2.4,0.0,0.0
New York Giants,,D,2900,NYG,CIN,24.0,CIN by 1,3.1,0.6,0.4,294,120,20.9,5.8,11.0,5.8,6.1,0.0,11.5,7.5,2.6,0.0,0.0
Los Angeles Rams,23,D,2900,LA,@NYJ,19.0,LA by 1,2.2,0.7,1.6,236,113,19.2,10.7,5.7,7.0,7.8,1.4,12.6,10.5,3.6,0.0,0.0
New York Jets,14,D,2800,NYJ,LA,20.0,LA by 1,2.5,0.4,1.4,251,77,15.5,11.0,4.3,4.9,3.3,1.5,8.3,8.5,3.0,0.0,0.0
Tampa Bay Buccaneers,0,D,2700,TB,CHI,24.0,CHI by 3,1.6,0.9,0.5,269,96,15.6,6.8,6.0,5.8,5.5,0.4,11.2,7.2,2.7,0.0,0.0
Dallas Cowboys,1,D,2700,DAL,@PIT,26.5,PIT by 3,1.6,0.3,1.0,279,96,23.0,4.8,8.3,6.1,6.3,3.0,9.1,8.8,3.3,0.0,0.0
Atlanta Falcons,,D,2600,ATL,@PHI,25.0,PHI by 1,2.1,0.8,0.6,236,108,24.5,5.6,7.0,5.4,6.2,1.1,9.8,6.7,2.6,0.0,0.0
Philadelphia Eagles,3,D,2600,PHI,ATL,24.0,PHI by 1,2.4,0.3,0.4,331,114,31.9,2.8,11.0,8.6,11.3,0.2,17.0,8.6,3.3,0.0,0.0
Pittsburgh Steelers,,D,2600,PIT,DAL,23.5,PIT by 3,1.3,0.6,0.3,254,165,27.9,2.1,3.3,7.1,4.5,0.3,13.8,5.3,2.0,0.0,0.0
Chicago Bears,2,D,2500,CHI,@TB,21.0,CHI by 3,2.3,0.6,1.1,264,108,21.8,8.0,9.3,6.0,6.4,2.4,9.6,7.4,3.0,0.0,0.0
Cleveland Browns,,D,2400,CLE,@BAL,25.8,BAL by 7.5,2.1,0.6,0.9,261,81,19.3,7.1,-0.3,3.8,3.0,-1.1,8.6,5.5,2.3,0.0,0.0
Tennessee Titans,0,D,2400,TEN,GB,25.8,GB by 3,2.1,0.8,0.6,255,107,24.8,6.6,1.7,4.4,4.7,1.4,7.4,6.1,2.5,0.0,0.0
Miami Dolphins,1,D,2400,MIA,@SD,26.8,SD by 4.5,2.4,1.3,0.8,285,107,27.1,8.1,8.0,6.2,6.9,1.1,11.3,7.4,3.1,0.0,0.0
Jacksonville Jaguars,12,D,2300,JAX,HOU,19.8,JAX by 2.5,1.9,0.6,1.1,215,114,17.1,8.6,-0.7,4.7,2.4,-1.7,11.0,7.8,3.4,0.0,0.0
New Orleans Saints,1,D,2200,NO,DEN,23.3,NO by 3,2.2,0.8,0.7,240,97,21.8,6.8,5.0,3.7,3.5,-0.7,8.1,7.7,3.5,0.0,0.0
San Francisco 49ers,,D,2100,SF,@ARI,30.3,ARI by 13.5,3.1,0.6,1.0,282,112,21.6,9.6,1.0,4.3,4.0,-0.1,8.6,4.8,2.3,0.0,0.0
