Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Minnesota Vikings,25,D,3900,MIN,@JAX,17.5,MIN by 3,1.9,1.1,1.3,244,101,18.7,9.5,11.0,11.9,11.3,4.3,19.4,11.7,3.0,0.0,0.0
Denver Broncos,7,D,3800,DEN,@TEN,22.8,TEN by 1.5,1.6,0.4,0.7,252,142,25.7,7.1,11.3,9.7,10.8,3.3,16.1,6.0,1.6,0.0,0.0
Detroit Lions,15,D,3600,DET,CHI,17.0,DET by 7.5,1.8,0.9,0.8,258,102,16.5,7.8,12.7,6.6,6.9,1.5,11.7,6.8,1.9,0.0,0.0
Cincinnati Bengals,23,D,3500,CIN,@CLE,18.5,CIN by 4.5,3.8,0.8,1.0,249,90,15.9,11.0,7.3,6.6,5.8,2.8,10.4,7.2,2.1,0.0,0.0
New England Patriots,1,D,3400,NE,BAL,19.0,NE by 6.5,1.8,0.6,0.9,273,89,21.3,6.1,10.0,7.3,8.0,2.7,11.9,10.9,3.2,0.0,0.0
Tennessee Titans,3,D,3300,TEN,DEN,21.3,TEN by 1.5,2.8,0.7,0.7,241,100,21.8,7.4,6.3,4.4,5.1,1.2,7.6,7.3,2.2,0.0,0.0
Arizona Cardinals,5,D,3200,ARI,@MIA,21.3,ARI by 1.5,2.3,0.5,0.9,234,112,20.8,7.1,4.3,8.3,8.3,-0.8,17.4,9.0,2.8,0.0,0.0
New York Jets,1,D,3100,NYJ,@SF,22.8,SF by 3,2.8,1.3,0.8,197,128,19.5,8.8,2.7,4.3,3.2,0.3,8.3,8.3,2.7,0.0,0.0
Atlanta Falcons,14,D,3100,ATL,@LA,19.5,ATL by 5.5,2.6,0.7,1.2,223,79,14.5,10.6,4.7,5.3,5.8,1.0,9.5,9.4,3.0,0.0,0.0
Kansas City Chiefs,0,D,3100,KC,OAK,21.3,KC by 3.5,1.1,0.4,0.4,281,115,28.3,1.9,9.0,10.7,10.0,1.9,19.5,9.0,2.9,0.0,0.0
Seattle Seahawks,1,D,3000,SEA,@GB,21.0,SEA by 3,2.1,0.8,0.7,275,99,24.6,6.1,7.3,7.9,8.3,3.8,12.0,7.2,2.4,0.0,0.0
Philadelphia Eagles,2,D,2900,PHI,WAS,25.3,WAS by 2,1.3,0.6,0.7,320,110,25.3,4.6,2.0,7.4,8.4,0.8,13.9,7.7,2.7,0.0,0.0
Carolina Panthers,2,D,2900,CAR,SD,23.8,CAR by 1,2.3,1.2,1.2,280,101,25.8,9.1,6.0,8.9,7.2,2.0,15.7,6.5,2.2,0.0,0.0
Houston Texans,0,D,2800,HOU,@IND,27.0,IND by 6.5,3.3,0.3,0.8,280,99,25.4,6.8,3.3,8.3,5.5,0.2,16.3,7.1,2.5,0.0,0.0
Pittsburgh Steelers,0,D,2800,PIT,@BUF,22.3,PIT by 1,2.9,0.8,0.4,195,162,23.9,5.7,14.0,7.0,6.5,0.4,13.6,6.6,2.4,0.0,0.0
