Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Philadelphia Eagles,1,D,2900,PHI,@DAL,21.0,PHI by 5.5,2.0,0.7,0.4,212,144,25.2,5.3,11.3,9.3,9.3,2.5,16.2,6.2,2.1,0.0,0.0
Miami Dolphins,1,D,2800,MIA,TB,22.8,TB by 1.5,1.9,0.6,1.0,263,83,17.9,7.4,0.7,4.7,4.7,-1.9,11.2,6.6,2.4,0.0,0.0
Minnesota Vikings,,D,2800,MIN,LAR,22.5,MIN by 1,1.4,0.8,0.4,260,129,31.3,2.8,5.3,6.2,6.2,2.3,10.2,5.5,2.0,0.0,0.0
Chicago Bears,2,D,2700,CHI,DET,21.8,DET by 3,3.3,0.7,0.6,254,83,24.4,8.3,13.3,8.4,8.4,-1.0,17.9,7.7,2.9,0.0,0.0
Green Bay Packers,2,D,2700,GB,BAL,20.5,BAL by 2.5,2.1,0.4,1.1,166,121,19.1,7.2,4.3,6.2,6.2,2.7,9.7,8.4,3.1,0.0,0.0
New England Patriots,2,D,2600,NE,@OAK,23.8,NE by 7,1.6,0.6,0.9,237,88,21.8,6.7,9.7,6.1,6.1,2.3,10.0,4.6,1.8,0.0,0.0
Atlanta Falcons,1,D,2500,ATL,@SEA,23.8,SEA by 1.5,2.6,0.2,0.8,268,101,21.0,5.8,9.3,6.4,6.4,1.6,11.3,7.6,3.0,0.0,0.0
Buffalo Bills,1,D,2500,BUF,@LAC,24.0,LAC by 7,1.2,0.3,0.8,243,89,18.6,5.3,4.3,7.7,7.7,2.0,13.3,7.5,3.0,0.0,0.0
Los Angeles Rams,10,D,2400,LAR,@MIN,23.5,MIN by 1,1.1,0.6,0.6,246,118,24.1,3.8,14.3,12.4,12.4,3.7,21.2,7.7,3.2,0.0,0.0
Cleveland Browns,3,D,2300,CLE,JAX,22.3,JAX by 7.5,1.6,0.4,0.8,208,163,22.4,5.7,5.0,5.4,5.4,3.3,7.6,6.6,2.9,0.0,0.0
Dallas Cowboys,,D,2200,DAL,PHI,26.5,PHI by 5.5,2.7,0.6,0.6,240,137,30.1,5.6,9.0,7.2,7.2,0.3,14.1,7.0,3.2,0.0,0.0
Tennessee Titans,,D,2200,TEN,@PIT,25.8,PIT by 7,1.2,0.4,1.1,252,107,20.6,6.7,8.3,5.4,5.4,1.3,9.6,6.3,2.9,0.0,0.0
New York Giants,,D,2200,NYG,KC,27.3,KC by 10,2.7,0.2,0.2,255,117,26.8,3.3,0.7,4.6,4.6,-2.5,11.6,4.6,2.1,0.0,0.0
Oakland Raiders,,D,2100,OAK,NE,30.8,NE by 7,2.4,0.3,0.2,302,108,28.3,3.0,0.7,3.0,3.0,-0.2,6.2,2.9,1.4,0.0,0.0
Washington Redskins,,D,2000,WAS,@NO,31.0,NO by 9.5,0.9,0.7,0.4,260,142,27.8,4.1,4.7,6.7,6.7,2.2,11.2,3.4,1.7,0.0,0.0
