Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Pittsburgh Steelers,8,D,3900,PIT,JAX,17.3,PIT by 7.5,0.8,0.3,0.8,179,149,24.3,2.3,9.3,11.5,11.5,6.0,17.0,8.1,2.1,0.0,0.0
Minnesota Vikings,1,D,3700,MIN,@CHI,18.3,MIN by 3,2.0,1.3,1.3,189,117,15.3,10.0,6.0,5.0,5.0,1.4,8.6,9.2,2.5,0.0,0.0
New York Giants,4,D,3600,NYG,LAC,21.3,NYG by 3,1.5,0.3,1.0,269,68,18.0,5.8,3.7,3.3,3.3,1.2,5.3,8.1,2.3,0.0,0.0
Seattle Seahawks,0,D,3500,SEA,@LAR,24.5,LAR by 2,1.0,1.0,0.3,270,114,32.0,1.5,9.0,8.5,8.5,-0.2,17.2,7.7,2.2,0.0,0.0
Cincinnati Bengals,4,D,3300,CIN,BUF,17.8,CIN by 3.5,3.0,0.0,0.3,172,113,16.8,5.5,9.7,8.3,8.3,4.1,12.4,7.3,2.2,0.0,0.0
Detroit Lions,2,D,3200,DET,CAR,20.5,DET by 1,3.0,0.5,1.3,202,116,19.5,8.3,14.0,14.5,14.5,12.1,16.9,6.8,2.1,0.0,0.0
Philadelphia Eagles,10,D,3100,PHI,ARI,19.5,PHI by 6,4.3,0.3,1.3,292,57,17.0,9.8,4.0,8.5,8.5,-0.5,17.5,8.6,2.8,0.0,0.0
Tennessee Titans,2,D,3000,TEN,@MIA,20.8,TEN by 0,3.0,0.0,1.0,183,66,8.3,11.0,3.3,3.0,3.0,-1.1,7.1,7.5,2.5,0.0,0.0
Cleveland Browns,5,D,3000,CLE,NYJ,21.3,NYJ by 1.5,3.0,1.0,0.8,192,131,18.8,9.5,4.7,4.8,4.8,3.8,5.7,7.5,2.5,0.0,0.0
New York Jets,9,D,3000,NYJ,@CLE,19.8,NYJ by 1.5,3.3,0.3,2.3,220,77,15.8,12.3,4.7,4.5,4.5,-2.9,11.9,8.5,2.8,0.0,0.0
New England Patriots,,D,2900,NE,@TB,25.5,NE by 3.5,1.7,0.3,1.0,278,85,21.7,4.7,4.3,3.5,3.5,1.1,5.9,5.2,1.8,0.0,0.0
Baltimore Ravens,13,D,2900,BAL,@OAK,21.8,OAK by 3,2.3,0.3,0.8,202,86,22.8,5.3,5.3,10.3,10.3,-2.9,23.4,7.1,2.4,0.0,0.0
Oakland Raiders,3,D,2900,OAK,BAL,18.8,OAK by 3,2.3,0.8,1.5,143,127,15.0,9.0,6.3,5.3,5.3,2.4,8.1,7.6,2.6,0.0,0.0
Houston Texans,,D,2800,HOU,KC,23.3,KC by 2,4.0,0.3,0.0,242,164,29.0,3.5,12.3,9.3,9.3,1.5,17.0,5.8,2.1,0.0,0.0
Jacksonville Jaguars,,D,2800,JAX,@PIT,24.8,PIT by 7.5,1.8,0.8,0.5,227,95,22.5,5.0,8.7,13.5,13.5,1.6,25.4,6.3,2.3,0.0,0.0
Los Angeles Rams,2,D,2800,LAR,SEA,22.5,LAR by 2,2.5,0.3,0.5,241,121,20.5,6.3,3.7,9.8,9.8,-2.5,22.0,6.2,2.2,0.0,0.0
Chicago Bears,1,D,2700,CHI,MIN,21.3,MIN by 3,1.3,1.0,0.0,263,108,19.8,4.8,4.0,3.5,3.5,-1.5,8.5,7.1,2.6,0.0,0.0
Indianapolis Colts,1,D,2700,IND,SF,21.8,IND by 1,3.3,0.5,1.0,193,105,16.5,8.3,7.0,5.8,5.8,3.1,8.4,6.2,2.3,0.0,0.0
Miami Dolphins,1,D,2700,MIA,TEN,20.8,TEN by 0,1.0,0.3,1.3,200,139,25.0,4.8,3.0,3.0,3.0,1.3,4.7,6.3,2.3,0.0,0.0
Kansas City Chiefs,,D,2700,KC,@HOU,21.3,KC by 2,4.3,0.8,1.0,193,140,24.5,10.3,10.7,8.8,8.8,4.7,12.8,8.9,3.3,0.0,0.0
San Francisco 49ers,7,D,2600,SF,@IND,22.8,IND by 1,3.5,0.8,1.0,181,85,17.3,15.5,5.3,5.0,5.0,1.1,8.9,6.4,2.5,0.0,0.0
Buffalo Bills,9,D,2600,BUF,@CIN,21.3,CIN by 3.5,3.5,1.0,1.0,203,89,14.5,11.0,10.7,10.3,10.3,7.6,12.9,6.2,2.4,0.0,0.0
Los Angeles Chargers,2,D,2500,LAC,@NYG,24.3,NYG by 3,2.0,0.0,1.0,265,59,15.0,8.3,3.0,4.3,4.3,1.3,7.2,6.7,2.7,0.0,0.0
Carolina Panthers,1,D,2500,CAR,@DET,21.5,DET by 1,3.0,0.3,0.3,203,97,21.8,5.8,4.0,6.8,6.8,-0.2,13.7,8.0,3.2,0.0,0.0
Tampa Bay Buccaneers,,D,2400,TB,NE,29.0,NE by 3.5,3.3,0.3,0.0,328,96,32.3,3.0,6.0,6.0,6.0,-5.3,17.3,3.9,1.6,0.0,0.0
Green Bay Packers,,D,2400,GB,@DAL,27.5,DAL by 2.5,1.5,0.3,0.8,229,114,23.5,5.0,6.0,6.8,6.8,3.2,10.3,3.7,1.5,0.0,0.0
Arizona Cardinals,1,D,2300,ARI,@PHI,25.5,PHI by 6,3.0,0.8,0.5,250,143,24.3,7.3,5.3,6.0,6.0,1.7,10.3,4.4,1.9,0.0,0.0
Dallas Cowboys,1,D,2100,DAL,GB,25.0,DAL by 2.5,3.8,0.3,0.8,261,75,25.5,8.0,2.0,4.5,4.5,-2.0,11.0,6.1,2.9,0.0,0.0
