"Player.Name","Likes","Inj","Pos","Salary","Team","Opp","Vegas.Pts","Vegas.Spread","Defense.Pass.Yds.G","Defense.Rush.Yds.G","DvP","L3.Pass.Att","S.Pass.Att","Proj.Pass.Att","Red.Zone.Pass.Att","Yards.Per.Pass.Att","L3.Rush.Att","S.Rush.Att","Proj.Rush.Att","Red.Zone.Rush.Att","Yards.Per.Rush.Att","L3.Targets","S.Targets","Proj.Targets","Red.Zone.Targets","Yards.Per.Target","Projected.Usage","L3.FP","L16.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Larry Fitzgerald",2,"","WR",7100,"ARI","@MIN",19,"MIN by 2.5","-13%","-9%","-26%",0,0,0,0,0,0,0.1,0,0,1,14.3,11.1,9.1,1.4,6.9,14,20.6,19,19,12,26,16.9,2.4,0,0
"Rob Gronkowski",0,"O","TE",7100,"NE","@SF",31,"NE by 11","-3%","68%","-2%",0,0,0,0,0,0,0,0,0,0,5.7,5.1,0,0.7,15,0,17.6,15.1,15.1,3.2,27.1,0,0,0,0
"Brandin Cooks",0,"","WR",7000,"NO","@CAR",24.5,"CAR by 3.5","10%","-26%","3%",0,0,0,0,0,0,0.3,0.2,0.1,6.3,5.7,7.4,7.4,0.8,10.4,12,14.9,17.5,17.5,6.4,28.6,16.2,2.3,0,0
"Stefon Diggs",3,"","WR",7000,"MIN","ARI",21.5,"MIN by 2.5","-20%","-7%","-14%",0,0,0,0,0,0.3,0.4,0.3,0.1,3.3,14,10.1,9.7,1,8.8,16,25.4,19.3,19.3,7.7,30.8,16.8,2.4,0,0
"Alshon Jeffery",NA,"S","WR",6900,"CHI","@NYG",17.5,"NYG by 7","6%","-14%","-2%",0,0,0,0,0,0,0,0,0,0,9.3,8,0,0.9,8.8,0,10.4,12.4,12.4,8.3,16.6,0,0,0,0
"LeSean McCoy",33,"","RB",6900,"BUF","@CIN",22.5,"CIN by 2.5","3%","9%","3%",0,0,0,0,0,16,16.6,16.3,2.5,5.1,2.7,3.6,4.3,0.4,4.6,34,18.1,19.7,19.7,8.8,30.6,18.2,2.6,0,0
"Jay Ajayi",8,"","RB",6800,"MIA","@LA",19.3,"LA by 1","-10%","-4%","-13%",0,0,0,0,0,23.7,15.9,19.3,2.4,5.7,2,1.9,2.2,0.4,4.6,36,21.9,16.9,16.9,4.7,29.1,15.6,2.3,0,0
"Davante Adams",16,"","WR",6700,"GB","@WAS",23,"WAS by 3","2%","8%","-1%",0,0,0,0,0,0,0,0,0,0,10.3,8.2,6.7,1.2,8.4,11,19.4,17,17,5.8,28.2,10.3,1.5,0,0
"Marcus Mariota",34,"","QB",6700,"TEN","@IND",24.8,"IND by 3","13%","7%","15%",30.3,31.7,29.7,4.1,7.8,3.3,3.9,4.1,0.8,6.2,0,0,0,0,0,57,26.8,21.1,21.1,12.4,29.7,18.9,2.8,0,0
"Michael Thomas",1,"","WR",6600,"NO","@CAR",24.5,"CAR by 3.5","10%","-26%","3%",0,0,0,0,0,0,0,0,0,0,6.7,7.7,7.4,1,8.9,11,14.2,15.9,15.9,9.1,22.7,14.2,2.2,0,0
"Matthew Stafford",5,"","QB",6600,"DET","JAX",26.5,"DET by 5.5","-18%","16%","-10%",35.3,35.3,34.8,4.3,7.5,0.7,2.3,2.6,0.1,6,0,0,0,0,0,63,15.7,20.2,20.2,12.8,27.5,18.1,2.7,0,0
"Jarvis Landry",NA,"Q","WR",6600,"MIA","@LA",19.3,"LA by 1","-10%","-4%","0%",0.3,0.1,0,0,0,0,0.3,0.6,0,6,6.7,8.6,8.3,0.6,8.6,15,10.8,15.1,15.1,7.1,23.1,14.9,2.3,0,0
"Greg Olsen",4,"","TE",6500,"CAR","NO",28,"CAR by 3.5","15%","1%","-1%",0,0,0,0,0,0,0,0,0,0,6,8.7,7.6,1,9.1,12,9.1,16.4,16.4,7.7,25,16.2,2.5,0,0
"DeAndre Hopkins",2,"","WR",6500,"HOU","@OAK",19.5,"OAK by 6","11%","7%","9%",0,0,0,0,0,0,0,0,0,0,10.7,9.9,9.4,0.6,5.4,15,8.9,12.7,12.7,5.3,20.1,16.7,2.6,0,0
"Michael Crabtree",1,"","WR",6500,"OAK","HOU",25.5,"OAK by 6","-20%","13%","-22%",0,0,0,0,0,0,0,0,0,0,11,9,7.5,1.1,7.4,12,16.7,17,17,7.3,26.6,13.1,2,0,0
"Derek Carr",2,"","QB",6400,"OAK","HOU",25.5,"OAK by 6","-20%","13%","-25%",42.3,39.3,34.4,5.3,7.1,3,2.4,2.9,0,2.9,0,0,0,0,0,60,20,20.5,20.5,10.4,30.6,16.6,2.6,0,0
"LeGarrette Blount",33,"","RB",6400,"NE","@SF",31,"NE by 11","-3%","68%","44%",0,0,0,0,0,21,20.2,19.8,4.1,3.7,0.3,0.7,0.3,0,5.2,30,21.5,17.4,17.4,9.5,25.3,15.4,2.4,0,0
"Julian Edelman",15,"Q","WR",6300,"NE","@SF",31,"NE by 11","-3%","68%","6%",0,0,0,0,0,0.3,1,0.3,0.1,4.3,9,8,9.5,0.9,6.3,14,14.5,11.3,11.3,6.8,15.7,19.1,3,0,0
"Eli Manning",13,"","QB",6300,"NYG","CHI",24.5,"NYG by 7","-1%","-8%","-4%",39,38.9,36.3,3.4,7.1,2.3,1.3,1.3,0.4,-0.4,0,0,0,0,0,61,17.2,17.3,17.3,10.3,24.3,17.7,2.8,0,0
"Russell Wilson",12,"","QB",6100,"SEA","PHI",24.8,"SEA by 6.5","-9%","-6%","-18%",32.3,33.8,33.4,4.2,8,3,3.4,4.8,0.1,1.9,0,0.1,0,0,-1,66,22,17.1,17.1,9,25.1,18.6,3,0,0
"Donte Moncrief",21,"","WR",6100,"IND","TEN",27.8,"IND by 3","9%","-12%","20%",0,0,0,0,0,0.3,0.3,0,0,-1,6,6.3,8.3,1,6.8,14,10.1,12.2,12.2,5.1,19.3,15.2,2.5,0,0
"Dak Prescott",1,"","QB",6000,"DAL","BAL",26.5,"DAL by 7.5","-13%","-33%","-15%",32.7,31.1,29.7,4.4,8.4,3.7,3.4,4.3,0.8,4,0,0,0,0,0,55,25,20.5,20.5,15.4,25.5,15.7,2.6,0,0
"Steve Smith",3,"","WR",6000,"BAL","@DAL",19,"DAL by 7.5","4%","-23%","2%",0,0,0,0,0,0,0,0,0,0,5.7,7.7,7.9,0.7,7.7,13,11.2,13.5,13.5,5.8,21.3,13.8,2.3,0,0
"Spencer Ware",29,"","RB",6000,"KC","TB",25.8,"KC by 7","7%","10%","7%",0,0,0,0,0,12.3,14.4,18.9,1.8,5,2.3,3.3,2.7,0.3,12.5,35,12.7,16.3,16.3,5.7,26.9,18.5,3.1,0,0
"Jameis Winston",0,"","QB",5900,"TB","@KC",18.8,"KC by 7","-2%","14%","2%",34,37.8,36,4.4,6.9,1.7,2.9,3.7,0.4,3,0,0,0,0,0,63,21.4,20.1,20.1,13.5,26.7,17.1,2.9,0,0
"Jonathan Stewart",1,"","RB",5900,"CAR","NO",28,"CAR by 3.5","15%","1%","21%",0,0,0,0,0,17.7,15.3,17.1,2.7,3.6,1,1.2,1.1,0.2,4.6,29,10.7,10.4,10.4,1.2,19.7,13,2.2,0,0
"Jordan Reed",30,"","TE",5900,"WAS","GB",26,"WAS by 3","3%","-20%","21%",0,0,0,0,0,0,0,0,0,0,9.3,9,7,1,7.2,12,14.8,15.4,15.4,7.2,23.5,14.7,2.5,0,0
"DeAngelo Williams",NA,"O","RB",5900,"PIT","@CLE",25.8,"PIT by 8","9%","34%","32%",0,0,0,0,0,1.7,10.7,0,1,3.7,0.3,3.3,0,0.1,4,0,0.4,11.2,11.2,-3.1,25.6,0,0,0,0
"Randall Cobb",8,"","WR",5900,"GB","@WAS",23,"WAS by 3","2%","8%","-1%",0,0,0,0,0,1.7,1.3,0.5,0.3,3.3,8.3,8.1,7.8,1.5,6.7,13,15,14.1,14.1,5.7,22.5,13.4,2.3,0,0
"Kirk Cousins",40,"","QB",5800,"WAS","GB",26,"WAS by 3","3%","-20%","-1%",42.7,39.3,35.2,5.7,7.7,2.3,1.8,2.4,0.3,2.9,0,0,0,0,0,62,24.2,19.9,19.9,15.1,24.8,20.1,3.5,0,0
"Jordan Howard",0,"","RB",5800,"CHI","@NYG",17.5,"NYG by 7","6%","-14%","-11%",0,0,0,0,0,16,14.3,14.5,2.1,5.3,1.7,3,1.8,0.6,7.4,27,15.8,15.7,15.7,4.9,26.4,11.8,2,0,0
"Lamar Miller",4,"","RB",5800,"HOU","@OAK",19.5,"OAK by 6","11%","7%","3%",0,0,0,0,0,14.3,18.7,14.9,1.4,4.3,2.3,3.1,2.5,0.3,4.4,29,10.8,14.5,14.5,5.4,23.6,13,2.2,0,0
"Doug Baldwin",15,"","WR",5700,"SEA","PHI",24.8,"SEA by 6.5","-9%","-6%","-3%",0,0,0,0,0,0,0.1,0,0,-4,6.7,7.2,6.4,1,9.7,11,18,16.2,16.2,5.9,26.5,13.6,2.4,0,0
"Delanie Walker",34,"","TE",5700,"TEN","@IND",24.8,"IND by 3","13%","7%","29%",0,0,0,0,0,0.3,0.1,0,0,3,8.3,6.9,5.8,0.7,9.2,10,19.1,14.7,14.7,5.9,23.5,12.3,2.2,0,0
"Andy Dalton",5,"","QB",5700,"CIN","BUF",25,"CIN by 2.5","1%","2%","-9%",33,35.2,31.6,4.1,8.1,1.7,3.3,4.4,0.2,4.3,0,0,0,0,0,61,19.1,19,19,14.3,23.7,18.4,3.2,0,0
"Carson Palmer",NA,"","QB",5600,"ARI","@MIN",19,"MIN by 2.5","-13%","-9%","-23%",48,41.5,37.4,5.4,7.4,0.7,0.9,1.3,0,3.4,0,0,0,0,0,61,21.9,18.2,18.2,11.1,25.2,15.8,2.8,0,0
"Tyrod Taylor",13,"","QB",5600,"BUF","@CIN",22.5,"CIN by 2.5","3%","9%","17%",34.7,29.9,29.3,3.7,6.6,6.7,6,5.9,0.9,6.7,0,0,0,0,0,59,23.1,19,19,12.5,25.5,17.5,3.1,0,0
"Terrelle Pryor",8,"","WR",5600,"CLE","PIT",17.8,"PIT by 8","9%","-4%","-8%",0,0.9,0,0.1,4.6,0,0.8,1.1,0.1,2.6,9.7,9.2,9.6,0.7,6.8,18,15.5,15.5,15.5,5.5,25.6,16.2,2.9,0,0
"Jimmy Graham",7,"","TE",5600,"SEA","PHI",24.8,"SEA by 6.5","-9%","-6%","-49%",0,0,0,0,0,0,0,0,0,0,5.7,6.4,6.6,0.8,10.2,11,16.2,14.1,14.1,4.1,24.1,11.8,2.1,0,0
"Jeremy Maclin",NA,"O","WR",5600,"KC","TB",25.8,"KC by 7","7%","10%","6%",0,0.1,0,0.1,0,0,0.1,0,0,-1,5.3,7,0,0.8,6.7,0,7.1,9.9,9.9,4.7,15.2,0,0,0,0
"Latavius Murray",5,"Q","RB",5500,"OAK","HOU",25.5,"OAK by 6","-20%","13%","-2%",0,0,0,0,0,16.3,12.7,13.3,2.1,4.4,4.3,3.4,2.6,0.6,4.3,25,22.4,16.9,16.9,7.1,26.8,12.4,2.3,0,0
"Joe Flacco",1,"","QB",5500,"BAL","@DAL",19,"DAL by 7.5","4%","-23%","-1%",38.3,42.2,41.4,3.9,6.2,2,1.9,0.9,0.4,1.6,0,0,0,0,0,68,15.8,16.3,16.3,10.9,21.7,15.7,2.9,0,0
"Tony Romo",NA,"Q","QB",5500,"DAL","BAL",26.5,"DAL by 7.5","-13%","-33%","-15%",0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mike Wallace",2,"","WR",5500,"BAL","@DAL",19,"DAL by 7.5","4%","-23%","2%",0,0,0,0,0,0,0.3,0.2,0,6.3,8,8,6.8,0.9,9.3,11,20.1,16,16,9.3,22.7,10.7,1.9,0,0
"Jordan Matthews",2,"Q","WR",5400,"PHI","@SEA",18.3,"SEA by 6.5","-1%","-10%","-9%",0,0,0,0,0,0,0,0,0,0,11.3,8.3,8.3,0.9,7.7,14,17.2,14.1,14.1,6.9,21.3,16.3,3,0,0
"Jamison Crowder",20,"","WR",5400,"WAS","GB",26,"WAS by 3","3%","-20%","0%",0,0,0,0,0,0.3,0.2,0.5,0,-1,9.3,7,5.5,1.2,8.5,10,21.3,15.5,15.5,8.7,22.2,12.9,2.4,0,0
"Doug Martin",4,"","RB",5400,"TB","@KC",18.8,"KC by 7","-2%","14%","-8%",0,0,0,0,0,13.7,13.7,16.4,2,2.9,2.3,2.3,2.9,0,6.7,31,9.5,9.5,9.5,3.1,15.9,13.2,2.4,0,0
"Blake Bortles",16,"","QB",5400,"JAX","@DET",21,"DET by 5.5","3%","0%","22%",48,42.2,37.7,5.7,6.4,4.3,4,2.7,0.3,5.8,0,0,0,0,0,70,25,20.8,20.8,14.4,27.1,18.1,3.4,0,0
"Tyler Eifert",20,"","TE",5400,"CIN","BUF",25,"CIN by 2.5","1%","2%","-5%",0,0,0,0,0,0,0,0,0,0,6.3,6.3,5.1,1,10.9,9,14.2,14.2,14.2,1,27.5,11.1,2.1,0,0
"Mark Ingram",NA,"Q","RB",5300,"NO","@CAR",24.5,"CAR by 3.5","10%","-26%","-19%",0,0,0,0,0,9.7,12.8,11.8,1.9,4.8,1.3,3.3,2.9,0.8,6,23,14,14.6,14.6,4.2,25.1,11.1,2.1,0,0
"Derrick Henry",2,"","RB",5300,"TEN","@IND",24.8,"IND by 3","13%","7%","8%",0,0,0,0,0,8.7,6.9,7.3,0.9,4.1,2,1.2,1.9,0.2,9.7,16,7.7,5.7,5.7,0,11.3,7.9,1.5,0,0
"Alex Smith",2,"","QB",5300,"KC","TB",25.8,"KC by 7","7%","10%","11%",27,33.9,31.7,4,6.7,3.3,2.9,4.5,0.6,1.9,0,0,0,0,0,59,12.2,14.4,14.4,6,22.7,17.9,3.4,0,0
"Will Fuller",2,"Q","WR",5300,"HOU","@OAK",19.5,"OAK by 6","11%","7%","9%",0,0,0,0,0,0,0,0,0,0,5.7,7.3,6,0.6,7.3,10,3.6,12.3,12.3,1.7,22.9,11.2,2.1,0,0
"Cole Beasley",2,"","WR",5300,"DAL","BAL",26.5,"DAL by 7.5","-13%","-33%","0%",0.3,0.1,0,0,0,0,0.1,0,0,7,7.3,6.8,5.3,0.7,8.7,9,11.7,14,14,9.2,18.8,9.4,1.8,0,0
"Golden Tate",28,"","WR",5300,"DET","JAX",26.5,"DET by 5.5","-18%","16%","-6%",0,0,0,0,0,0.3,0.8,0.5,0.1,0.6,11,8.2,8.4,0.8,6.9,15,17.2,13.1,13.1,2.8,23.3,16.7,3.2,0,0
"Jay Cutler",NA,"","QB",5200,"CHI","@NYG",17.5,"NYG by 7","6%","-14%","-23%",26,26.8,35.5,3.3,7.5,0.7,1,2.1,0,5.3,0,0,0,0,0,62,9.2,10.1,10.1,5.6,14.6,16.3,3.1,0,0
"Colin Kaepernick",11,"","QB",5200,"SF","NE",20,"NE by 11","3%","-6%","2%",34.3,33,32.5,3.3,7.1,8,8,5.9,0.5,7.1,0,0,0,0,0,64,22.4,21.3,21.3,16.2,26.5,16.9,3.3,0,0
"Jacquizz Rodgers",NA,"O","RB",5200,"TB","@KC",18.8,"KC by 7","-2%","14%","-8%",0,0,0,0,0,25,14.7,0,1.7,4.5,2.7,2,0,0.3,4.8,0,18.7,11,11,2.4,19.7,0,0,0,0
"Kenny Britt",3,"","WR",5200,"LA","MIA",20.3,"LA by 1","-4%","20%","3%",0,0,0,0,0,0,0,0,0,0,8,7.1,6.6,0.6,10.8,11,14.4,15.1,15.1,6.4,23.9,10.4,2,0,0
"Sam Bradford",NA,"","QB",5100,"MIN","ARI",21.5,"MIN by 2.5","-20%","-7%","-21%",39,35.4,32.7,4,7.1,0,1.3,2.1,0,-0.2,0.3,0.1,0,0,5,57,17.3,15.6,15.6,11.3,20,13.1,2.6,0,0
"Rishard Matthews",14,"","WR",5100,"TEN","@IND",24.8,"IND by 3","13%","7%","-1%",0,0,0,0,0,0,0,0,0,0,6.3,5.3,5.3,0.6,9.1,9,17.8,12,12,6.3,17.8,11.7,2.3,0,0
"Christine Michael",NA,"","RB",5100,"SEA","PHI",24.8,"SEA by 6.5","-9%","-6%","-15%",0,0,0,0,0,6.7,13,0,2.2,4,1,2.9,0,0.2,3.7,0,7,13.4,13.4,5,21.8,0,0,0,0
"Ty Montgomery",1,"","WR",5100,"GB","@WAS",23,"WAS by 3","2%","8%","-1%",0,0,0,0,0,6.3,3,4,0.6,5.3,6,3.8,2.2,1,7.1,10,12.9,7.3,7.3,-2.2,16.7,7.2,1.4,0,0
"Brock Osweiler",1,"","QB",5100,"HOU","@OAK",19.5,"OAK by 6","11%","7%","10%",32.3,36,33.5,3.6,5.6,3,2.1,2.9,0.3,3.7,0,0,0,0,0,60,10.1,12.6,12.6,8.3,17,15.7,3.1,0,0
"Theo Riddick",22,"Q","RB",5100,"DET","JAX",26.5,"DET by 5.5","-18%","16%","-6%",0,0,0,0,0,12,10.7,10.1,0.6,4,6.7,6.6,5,1.1,5.9,25,20.7,17.4,17.4,8.3,26.5,14.6,2.9,0,0
"Ryan Tannehill",NA,"","QB",5100,"MIA","@LA",19.3,"LA by 1","-10%","-4%","-16%",25.7,29.4,31.1,3.4,8,3.7,2.8,3,0.8,3.6,0,0,0,0,0,58,15,15.4,15.4,7.9,23,14.8,2.9,0,0
"Luke McCown",NA,"","QB",5000,"NO","@CAR",24.5,"CAR by 3.5","10%","-26%","9%",0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Joe Webb",NA,"","QB",5000,"CAR","NO",28,"CAR by 3.5","15%","1%","9%",0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0,3,0,0.4,0.4,0.4,-0.3,1.2,0,0,0,0
"Willie Snead",1,"","WR",5000,"NO","@CAR",24.5,"CAR by 3.5","10%","-26%","3%",0,0,0,0,0,0,0,0,0,0,7.3,7.3,7,0.8,9,11,13.3,15.2,15.2,5,25.3,14.9,3,0,0
"Josh McCown",NA,"","QB",5000,"CLE","PIT",17.8,"PIT by 8","9%","-4%","-6%",31.7,31.7,0.4,3.3,6.9,1.7,1.7,0,0.7,2,0,0,0,0,0,1,13.8,13.8,13.8,0.5,27.1,0,0,0,0
"Landry Jones",NA,"","QB",5000,"PIT","@CLE",25.8,"PIT by 8","9%","34%","34%",16,12,1,1,5.9,1,1.3,0,0,-0.6,0,0,0,0,0,2,4.6,3.5,3.5,-3.7,10.7,0,0,0,0
"Zach Mettenberger",NA,"","QB",5000,"PIT","@CLE",25.8,"PIT by 8","9%","34%","34%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cody Kessler",0,"","QB",5000,"CLE","PIT",17.8,"PIT by 8","9%","-4%","-6%",18.7,25.4,36.3,2.3,7,1.3,1.4,2,0.3,1.6,0,0,0,0,0,65,8.1,11.2,11.2,4.3,18.1,17,3.4,0,0
"Kevin Hogan",NA,"","QB",5000,"CLE","PIT",17.8,"PIT by 8","9%","-4%","-6%",8.7,8.7,0,0.3,4,2.7,2.7,0,0,13.1,0,0,0,0,0,0,7.2,7.2,7.2,-5.1,19.5,0,0,0,0
"Joe Callahan",NA,"","QB",5000,"CLE","PIT",17.8,"PIT by 8","9%","-4%","-6%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mark Sanchez",NA,"","QB",5000,"DAL","BAL",26.5,"DAL by 7.5","-13%","-33%","-15%",1,1,0,0,8,2,2,0,2,-1,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0,0
"Ryan Mallett",NA,"","QB",5000,"BAL","@DAL",19,"DAL by 7.5","4%","-23%","-1%",0.5,0.5,0.4,0,9,1,1,0,0,-1.5,0,0,0,0,0,1,0,0,0,-0.4,0.5,0,0,0,0
"Dan Orlovsky",NA,"","QB",5000,"DET","JAX",26.5,"DET by 5.5","-18%","16%","-10%",0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Chad Henne",NA,"","QB",5000,"JAX","@DET",21,"DET by 5.5","3%","0%","22%",0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Brandon Allen",NA,"","QB",5000,"JAX","@DET",21,"DET by 5.5","3%","0%","22%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marvin Jones",4,"","WR",5000,"DET","JAX",26.5,"DET by 5.5","-18%","16%","-6%",0,0,0,0,0,0,0.1,0,0,3,5.7,7.1,5.7,1,10.3,10,7.1,14.8,14.8,3.3,26.4,11.5,2.3,0,0
"Matt Cassel",NA,"","QB",5000,"TEN","@IND",24.8,"IND by 3","13%","7%","15%",0.5,0.5,0.3,0,10,1,1,0,0,0.5,0,0,0,0,0,1,0.3,0.3,0.3,-0.2,0.7,0,0,0,0
"Scott Tolzien",NA,"","QB",5000,"IND","TEN",27.8,"IND by 3","9%","-12%","18%",0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Frank Gore",9,"","RB",5000,"IND","TEN",27.8,"IND by 3","9%","-12%","-8%",0,0,0,0,0,15,16.1,13.2,1.7,4.1,3.3,3.4,2.5,0.4,4.2,27,18.2,15.7,15.7,11.7,19.7,10.7,2.1,0,0
"EJ Manuel",NA,"","QB",5000,"BUF","@CIN",22.5,"CIN by 2.5","3%","9%","17%",1.7,1.7,0.3,0,9,1.7,1.7,0,0,2.6,0,0,0,0,0,1,1.7,1.7,1.7,0.2,3.2,0,0,0,0
"AJ McCarron",NA,"","QB",5000,"CIN","BUF",25,"CIN by 2.5","1%","2%","-9%",0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Jeff Driskel",NA,"","QB",5000,"CIN","BUF",25,"CIN by 2.5","1%","2%","-9%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
