Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Denver Broncos,2,D,4000,DEN,NYG,13.5,DEN by 11.5,2.6,0.2,1.0,249,78,16.0,8.6,8.7,7.8,7.8,3.6,11.9,10.7,2.7,0.0,0.0
Houston Texans,,D,3900,HOU,CLE,18.3,HOU by 10,2.8,0.4,2.2,231,89,15.4,11.4,8.3,6.8,6.8,-1.9,15.5,10.0,2.6,0.0,0.0
Baltimore Ravens,0,D,3700,BAL,CHI,16.5,BAL by 6.5,1.8,1.2,1.2,183,117,15.2,9.2,3.7,10.6,10.6,-0.8,22.0,9.9,2.7,0.0,0.0
Jacksonville Jaguars,,D,3600,JAX,LAR,20.0,JAX by 2.5,1.2,1.2,0.6,271,111,27.6,4.0,18.3,16.4,16.4,4.2,28.6,8.4,2.3,0.0,0.0
Atlanta Falcons,2,D,3500,ATL,MIA,17.3,ATL by 11.5,2.5,0.3,1.0,157,75,8.8,10.5,6.7,6.3,6.3,1.7,10.8,9.8,2.8,0.0,0.0
Washington Redskins,1,D,3400,WAS,SF,,,3.0,0.4,0.8,222,97,17.8,7.0,8.3,9.3,9.3,4.7,13.8,7.6,2.2,0.0,0.0
New England Patriots,1,D,3300,NE,@NYJ,19.0,NE by 9.5,3.0,0.8,0.8,189,111,18.4,8.8,4.7,3.4,3.4,1.3,5.5,7.9,2.4,0.0,0.0
Indianapolis Colts,,D,3300,IND,@TEN,,,2.0,0.6,1.0,184,125,22.0,7.8,5.3,5.0,5.0,2.2,7.8,4.5,1.4,0.0,0.0
Los Angeles Rams,,D,3200,LAR,@JAX,22.5,JAX by 2.5,1.0,0.2,0.8,160,165,23.0,2.8,5.7,9.4,9.4,-1.2,20.0,6.1,1.9,0.0,0.0
Philadelphia Eagles,,D,3200,PHI,@CAR,24.5,CAR by 3.5,3.0,0.4,1.0,229,99,21.0,7.2,5.3,8.4,8.4,0.6,16.2,6.4,2.0,0.0,0.0
Kansas City Chiefs,,D,3200,KC,PIT,21.0,KC by 4,1.8,0.6,1.4,242,90,19.8,9.6,10.3,9.0,9.0,5.5,12.5,8.0,2.5,0.0,0.0
Los Angeles Chargers,,D,3100,LAC,@OAK,,,2.4,0.4,0.6,189,91,21.6,6.6,5.3,5.4,5.4,1.8,9.0,5.1,1.6,0.0,0.0
Carolina Panthers,,D,3000,CAR,PHI,21.0,CAR by 3.5,2.6,0.6,0.6,259,139,26.2,6.2,3.3,7.0,7.0,0.9,13.1,7.1,2.4,0.0,0.0
Tennessee Titans,1,D,3000,TEN,IND,,,3.6,0.6,1.0,202,100,19.0,13.6,3.3,4.2,4.2,-0.2,8.6,8.1,2.7,0.0,0.0
Minnesota Vikings,,D,2900,MIN,GB,24.8,GB by 3,3.8,0.4,0.6,245,92,26.2,7.4,7.3,5.2,5.2,2.1,8.3,6.3,2.2,0.0,0.0
Arizona Cardinals,,D,2800,ARI,TB,23.8,TB by 2,1.8,0.3,0.8,288,86,19.8,4.3,2.7,5.2,5.2,1.1,9.3,5.8,2.1,0.0,0.0
