Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Green Bay Packers,1,D,2800,GB,@MIN,21.8,GB by 3,1.8,0.8,0.0,239,118,19.8,5.2,9.3,7.8,7.8,3.9,11.7,8.2,2.9,0.0,0.0
Chicago Bears,1,D,2700,CHI,@BAL,23.0,BAL by 6.5,1.8,0.6,1.2,158,130,16.8,7.2,5.0,4.2,4.2,-0.4,8.8,6.0,2.2,0.0,0.0
New Orleans Saints,,D,2700,NO,DET,22.8,NO by 4.5,3.6,0.4,0.2,201,88,22.2,6.2,9.3,7.0,7.0,-2.3,16.3,6.3,2.3,0.0,0.0
New York Giants,,D,2600,NYG,@DEN,25.0,DEN by 11.5,3.3,0.5,1.0,198,143,23.0,5.8,3.3,3.4,3.4,1.6,5.2,5.8,2.2,0.0,0.0
Pittsburgh Steelers,,D,2600,PIT,@KC,25.0,KC by 4,3.4,0.2,0.0,258,156,31.6,2.2,8.3,10.2,10.2,4.6,15.8,4.8,1.8,0.0,0.0
Tampa Bay Buccaneers,2,D,2600,TB,@ARI,21.8,TB by 2,3.8,0.2,1.0,289,52,15.0,9.4,2.3,6.5,6.5,-2.8,15.8,7.8,3.0,0.0,0.0
Oakland Raiders,1,D,2500,OAK,LAC,,,1.2,0.2,1.0,267,79,19.8,5.4,3.3,4.2,4.2,0.8,7.6,7.1,2.8,0.0,0.0
Detroit Lions,,D,2400,DET,@NO,27.3,NO by 4.5,1.0,0.0,0.0,277,94,23.3,1.5,9.3,12.2,12.2,6.7,17.7,4.7,2.0,0.0,0.0
Cleveland Browns,,D,2300,CLE,@HOU,28.3,HOU by 10,4.0,0.8,0.8,204,141,26.4,10.2,4.7,5.0,5.0,4.0,6.0,5.4,2.3,0.0,0.0
San Francisco 49ers,,D,2200,SF,@WAS,,,1.8,1.5,0.3,233,130,21.3,9.5,5.0,5.2,5.2,1.8,8.6,4.6,2.1,0.0,0.0
New York Jets,,D,2100,NYJ,NE,28.5,NE by 9.5,3.2,0.4,0.2,320,99,29.6,4.0,8.7,5.2,5.2,-1.4,11.8,3.3,1.6,0.0,0.0
Miami Dolphins,,D,2000,MIA,@ATL,28.8,ATL by 11.5,2.0,0.3,1.3,263,126,24.5,7.8,9.0,7.3,7.3,-1.4,15.9,4.1,2.0,0.0,0.0
