"Player.Name","Likes","Inj","Pos","Salary","Team","Opp","Vegas.Pts","Vegas.Spread","Defense.Pass.Yds.G","Defense.Rush.Yds.G","DvP","L3.Pass.Att","S.Pass.Att","Proj.Pass.Att","Red.Zone.Pass.Att","Yards.Per.Pass.Att","L3.Rush.Att","S.Rush.Att","Proj.Rush.Att","Red.Zone.Rush.Att","Yards.Per.Rush.Att","L3.Targets","S.Targets","Proj.Targets","Red.Zone.Targets","Yards.Per.Target","Projected.Usage","L3.FP","L16.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Seth DeValve",NA,"O","TE",2500,"CLE","@CIN",17.8,"CIN by 11","-2%","3%","23%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Danny Vitale",NA,"","TE",2500,"CLE","@CIN",17.8,"CIN by 11","-2%","3%","23%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clay Harbor",NA,"","TE",2500,"DET","WAS",24.5,"WAS by 1","-2%","18%","2%",0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1.3,1.3,1.3,1.3,1.3,0,0,0,0
"Niles Paul",NA,"","TE",2500,"WAS","@DET",25.5,"WAS by 1","7%","3%","54%",0,0,0,0,0,0,0,0,0,0,1,1,2.1,0,16,4,2.6,2.6,2.6,2.6,2.6,3.8,1.5,0,0
"Cole Wick",2,"","TE",2500,"DET","WAS",24.5,"WAS by 1","-2%","18%","2%",0,0,0,0,0,0,0,0,0,0,1,1,3.6,0,6,6,1.3,1.3,1.3,0.1,2.4,6.6,2.6,0,0
"Khari Lee",NA,"","TE",2500,"DET","WAS",24.5,"WAS by 1","-2%","18%","2%",0,0,0,0,0,0,0,0,0,0,1,1,1.8,0,0,3,0,0,0,0,0,2.7,1.1,0,0
"Marcedes Lewis",0,"","TE",2500,"JAX","OAK",24.8,"JAX by 2","21%","26%","25%",0,0,0,0,0,0,0,0,0,0,2,2.2,1.7,0.4,8.8,3,2.4,4.7,4.7,0.9,8.5,3.1,1.2,0,0
"Mychal Rivera",NA,"","TE",2500,"OAK","@JAX",22.8,"JAX by 2","-11%","-2%","-43%",0,0,0,0,0,0,0,0,0,0,1.5,1.5,1.4,0.5,5.7,2,1.9,1.9,1.9,0.8,2.9,2.5,1,0,0
"Clive Walford",0,"","TE",2500,"OAK","@JAX",22.8,"JAX by 2","-11%","-2%","-43%",0,0,0,0,0,0,0,0,0,0,3,4.2,3,0.2,7.1,5,4.5,7.2,7.2,1.7,12.7,4.9,2,0,0
"Neal Sterling",NA,"Q","TE",2500,"JAX","OAK",24.8,"JAX by 2","21%","26%","25%",0,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,2,2,2,2,2,0,0,0,0
"Ben Koyack",NA,"","TE",2500,"JAX","OAK",24.8,"JAX by 2","21%","26%","25%",0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,1,0,0,0,0,0,0,0,0,0
"Ryan O'Malley",NA,"","TE",2500,"OAK","@JAX",22.8,"JAX by 2","-11%","-2%","-43%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MarQueis Gray",NA,"","TE",2500,"MIA","BUF",21.5,"BUF by 2.5","0%","-2%","-40%",0,0,0,0,0,0,0,0,0,0,2,2,3.2,0,20.3,6,5.5,5.5,5.5,-2.3,13.4,6.6,2.6,0,0
"Dion Sims",0,"O","TE",2500,"MIA","BUF",21.5,"BUF by 2.5","0%","-2%","-40%",0,0,0,0,0,0,0,0,0,0,2.3,2.4,0,0.4,7.8,0,1.9,3.5,3.5,0.6,6.4,0,0,0,0
"Gerald Christian",NA,"","TE",2500,"BUF","@MIA",24,"BUF by 2.5","-4%","40%","11%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nick O'Leary",NA,"","TE",2500,"BUF","@MIA",24,"BUF by 2.5","-4%","40%","11%",0,0,0,0,0,0,0,0,0,0,1.7,1.5,0.7,0.3,12.8,1,4.2,3.2,3.2,1,5.3,1.4,0.6,0,0
"Dominique Jones",NA,"","TE",2500,"MIA","BUF",21.5,"BUF by 2.5","0%","-2%","-40%",0,0,0,0,0,0,0,0,0,0,2,2,1.6,0,3,3,2.1,2.1,2.1,1.7,2.5,3.9,1.6,0,0
"Kellen Davis",NA,"","TE",2500,"NYJ","BAL",21.3,"NYJ by 2.5","-10%","-34%","-17%",0,0,0,0,0,0,0,0,0,0,1,1,0.8,0,0,1,0,0,0,0,0,1,0.4,0,0
"Brandon Bostick",NA,"","TE",2500,"NYJ","BAL",21.3,"NYJ by 2.5","-10%","-34%","-17%",0,0,0,0,0,0,0,0,0,0,1,1,2.4,0,4.5,4,0.9,0.9,0.9,-0.4,2.3,3.7,1.5,0,0
"Crockett Gillmore",0,"","TE",2500,"BAL","@NYJ",18.8,"NYJ by 2.5","16%","-19%","30%",0,0,0,0,0,0,0,0,0,0,3.3,2.8,2.3,0.4,5.1,4,5.5,4.2,4.2,-0.8,9.2,4.6,1.8,0,0
"Daniel Brown",NA,"","TE",2500,"BAL","@NYJ",18.8,"NYJ by 2.5","16%","-19%","30%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Austin Seferian-Jenkins",NA,"O","TE",2500,"NYJ","BAL",21.3,"NYJ by 2.5","-10%","-34%","-17%",0,0,0,0,0,0,0,0,0,0,1.7,1.7,0,0,12.2,0,5.7,5.7,5.7,2,9.4,0,0,0,0
"Darren Waller",NA,"","TE",2500,"BAL","@NYJ",18.8,"NYJ by 2.5","16%","-19%","30%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Braedon Bowman",NA,"O","TE",2500,"NYJ","BAL",21.3,"NYJ by 2.5","-10%","-34%","-17%",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brandon Myers",NA,"","TE",2500,"TB","@SF",22,"SF by 1","-15%","66%","20%",0,0,0,0,0,0,0,0,0,0,1.7,1.7,0.4,1,4.6,1,3.8,3.8,3.8,0.6,6.9,0,0,0,0
"Luke Stocker",NA,"Q","TE",2500,"TB","@SF",22,"SF by 1","-15%","66%","20%",0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0
"Garrett Celek",NA,"","TE",2500,"SF","TB",23,"SF by 1","3%","-2%","-25%",0,0,0,0,0,0,0,0,0,0,5,4.2,1.8,0.2,6.4,3,6.6,4.9,4.9,0.2,9.6,3.5,1.4,0,0
"Vance McDonald",0,"","TE",2500,"SF","TB",23,"SF by 1","3%","-2%","-25%",0,0,0,0,0,0,0,0,0,0,2,2.3,3.4,0.3,13.1,6,7.1,7.7,7.7,2.3,13.1,6.2,2.5,0,0
"Blake Bell",NA,"","TE",2500,"SF","TB",23,"SF by 1","3%","-2%","-25%",0,0,0,0,0,0,0,0,0,0,1.7,1.7,0.8,0.7,2,1,1,1,1,0.1,1.9,1.3,0.5,0,0
"Je'Ron Hamm",NA,"","TE",2500,"SF","TB",23,"SF by 1","3%","-2%","-25%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alan Cross",NA,"","TE",2500,"TB","@SF",22,"SF by 1","-15%","66%","20%",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.7,0,0.5,0.5,0.5,-0.4,1.4,0,0,0,0
"Sean McGrath",NA,"","TE",2500,"SD","@ATL",23.5,"ATL by 5.5","13%","-10%","62%",0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,13,0,1.1,1.1,1.1,-0.5,2.8,0,0,0,0
"Asante Cleveland",NA,"","TE",2500,"SD","@ATL",23.5,"ATL by 5.5","13%","-10%","62%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Joshua Perkins",NA,"","TE",2500,"ATL","SD",29,"ATL by 5.5","13%","-21%","3%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Austin Hooper",NA,"","TE",2500,"ATL","SD",29,"ATL by 5.5","13%","-21%","3%",0,0,0,0,0,0,0,0,0,0,1.7,1.5,2,0,25.7,3,8.3,6.8,6.8,1.7,12,3.9,1.6,0,0
"David Johnson",NA,"","TE",2500,"PIT","NE",20.8,"NE by 7.5","2%","-12%","13%",0,0,0,0,0,0,0,0,0,0,1,1,0.7,0,10.3,1,1.7,1.7,1.7,-0.1,3.5,0,0,0,0
"Ladarius Green",NA,"","TE",2500,"PIT","NE",20.8,"NE by 7.5","2%","-12%","13%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A.J. Derby",NA,"","TE",2500,"NE","@PIT",28.3,"NE by 7.5","13%","-4%","6%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xavier Grimble",NA,"","TE",2500,"PIT","NE",20.8,"NE by 7.5","2%","-12%","13%",0,0,0,0,0,0,0,0,0,0,2.3,2.8,0.7,0.3,6.3,1,2.8,4.7,4.7,0.8,8.7,1.1,0.4,0,0
"Darren Fells",NA,"","TE",2500,"ARI","SEA",22.3,"ARI by 1","-13%","-29%","-44%",0,0,0,0,0,0,0,0,0,0,1.7,2.5,1.6,0.3,6.1,3,2.7,3.8,3.8,1.5,6.1,2.9,1.2,0,0
"Jermaine Gresham",NA,"","TE",2500,"ARI","SEA",22.3,"ARI by 1","-13%","-29%","-44%",0,0,0,0,0,0,0,0,0,0,1.3,1.7,1.2,0.3,5.9,2,1.3,2,2,-1.2,5.1,2,0.8,0,0
"Ifeanyi Momah",NA,"","TE",2500,"ARI","SEA",22.3,"ARI by 1","-13%","-29%","-44%",0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"Luke Willson",NA,"O","TE",2500,"SEA","@ARI",21.3,"ARI by 1","-20%","-1%","-59%",0,0,0,0,0,0,0,0,0,0,2.3,2.4,0,0,4.2,0,1.6,2.2,2.2,0.5,3.9,0,0,0,0
"Brandon Williams",NA,"","TE",2500,"SEA","@ARI",21.3,"ARI by 1","-20%","-1%","-59%",0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0
"Nick Vannett",NA,"","TE",2500,"SEA","@ARI",21.3,"ARI by 1","-20%","-1%","-59%",0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,2,0,0,0,0,0,2.1,0.8,0,0
"Hakeem Valles",NA,"","TE",2500,"ARI","SEA",22.3,"ARI by 1","-13%","-29%","-44%",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"John Phillips",NA,"","TE",2500,"DEN","HOU",24,"DEN by 7.5","-22%","20%","-32%",0,0,0,0,0,0,0,0,0,0,2.7,2.7,0.8,0.3,5,1,5,5,5,0.4,9.6,1.4,0.6,0,0
"Ryan Griffin",NA,"","TE",2500,"HOU","@DEN",16.5,"DEN by 7.5","-23%","7%","-1%",0,0,0,0,0,0,0,0,0,0,5.3,5,1.5,0.2,5.6,2,5.8,5.9,5.9,1.6,10.3,2.2,0.9,0,0
"C.J. Fiedorowicz",2,"","TE",2500,"HOU","@DEN",16.5,"DEN by 7.5","-23%","7%","-1%",0,0,0,0,0,0,0,0,0,0,6.7,4,3,0.5,8.4,5,15.1,8,8,-0.5,16.5,5,2,0,0
"Jeff Heuerman",NA,"","TE",2500,"DEN","HOU",24,"DEN by 7.5","-22%","20%","-32%",0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,16,1,2.3,2.3,2.3,0.2,4.3,0,0,0,0
"Stephen Anderson",NA,"","TE",2500,"HOU","@DEN",16.5,"DEN by 7.5","-23%","7%","-1%",0,0,0,0,0,0,0,0,0,0,2.3,2.3,0.6,0.3,5.7,1,3,3,3,0.2,5.8,1,0.4,0,0
