Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
New York Giants,4,D,2700,NYG,@DAL,23.3,NYG by 1,2.1,0.7,1.4,217,119,16.8,10.6,2.0,7.3,0.0,1.5,13.1,7.1,2.6,1.0,0.4
Washington Redskins,1,D,2700,WAS,PIT,25.8,PIT by 2.5,2.1,0.4,1.3,287,109,25.8,5.4,10.7,7.9,0.0,4.2,11.7,7.3,2.7,-1.0,-0.4
Tampa Bay Buccaneers,2,D,2600,TB,@ATL,24.5,ATL by 2.5,2.0,0.8,1.1,274,102,19.7,7.9,2.7,6.7,0.0,1.3,12.1,7.6,2.9,3.0,1.2
Tennessee Titans,4,D,2600,TEN,MIN,21.3,MIN by 2.5,2.8,0.5,0.6,183,139,21.8,5.8,3.0,5.6,0.0,1.9,9.2,7.5,2.9,4.0,1.5
San Diego Chargers,1,D,2500,SD,@KC,26.0,KC by 6.5,2.8,0.5,0.4,204,128,23.1,5.9,7.7,5.2,0.0,1.5,8.9,5.3,2.1,4.0,1.6
Detroit Lions,,D,2500,DET,@IND,27.0,IND by 2.5,2.3,0.7,1.2,232,91,18.9,8.9,6.0,6.0,0.0,0.1,11.9,6.9,2.8,0.0,0.0
Dallas Cowboys,1,D,2500,DAL,NYG,24.3,NYG by 1,1.6,0.4,0.9,272,101,24.8,5.6,5.0,5.2,0.0,-0.1,10.5,5.4,2.2,5.0,2.0
Chicago Bears,,D,2500,CHI,@HOU,24.3,HOU by 5.5,2.3,0.5,0.8,240,109,20.1,6.9,2.7,4.9,0.0,1.2,8.7,5.3,2.1,4.0,1.6
Jacksonville Jaguars,,D,2400,JAX,GB,25.3,GB by 3.5,2.9,0.6,0.5,219,117,21.9,7.1,2.0,6.2,0.0,-1.4,13.8,6.2,2.6,1.0,0.4
Oakland Raiders,1,D,2400,OAK,@NO,26.3,NO by 2.5,2.0,0.6,0.7,311,94,25.2,5.6,8.3,6.9,0.0,3.1,10.8,6.5,2.7,2.0,0.8
New Orleans Saints,,D,2300,NO,OAK,23.8,NO by 2.5,2.1,0.6,0.9,242,92,22.1,7.4,5.0,4.9,0.0,-0.4,10.2,6.8,3.0,-4.0,-1.7
Cleveland Browns,8,D,2300,CLE,@PHI,22.3,PHI by 3.5,2.3,0.9,1.1,255,110,22.1,8.3,3.3,5.4,0.0,-0.6,11.3,6.9,3.0,1.0,0.4
Miami Dolphins,0,D,2200,MIA,@SEA,27.0,SEA by 10.5,2.9,0.5,0.5,237,143,25.3,6.5,4.3,6.0,0.0,-1.7,13.7,4.9,2.2,13.0,5.9
