Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Seattle Seahawks,12,D,3900,SEA,MIA,16.5,SEA by 10.5,2.8,0.4,0.8,238,94,18.3,7.5,8.3,10.1,0.0,5.2,15.1,9.4,2.4,11.0,2.8
Los Angeles Rams,3,D,3800,LA,@SF,20.3,LA by 2.5,3.3,0.3,0.8,207,97,14.7,9.6,8.3,8.6,0.0,2.1,15.2,9.1,2.4,1.0,0.3
Carolina Panthers,6,D,3800,CAR,@DEN,18.8,CAR by 3,2.4,0.5,1.4,248,108,20.3,8.9,5.7,10.4,0.0,3.2,17.7,9.5,2.5,8.0,2.1
Denver Broncos,0,D,3700,DEN,CAR,21.8,CAR by 3,2.1,0.6,0.6,224,144,29.4,5.1,5.7,10.9,0.0,3.8,18.1,8.3,2.2,6.0,1.6
Kansas City Chiefs,12,D,3600,KC,SD,19.5,KC by 6.5,2.5,0.7,0.8,287,85,19.7,9.4,14.3,11.0,0.0,3.7,18.3,9.2,2.6,1.0,0.3
Arizona Cardinals,11,D,3500,ARI,NE,17.8,ARI by 9,2.4,0.4,0.4,287,89,28.2,5.3,15.7,10.5,0.0,0.9,20.1,9.0,2.6,6.0,1.7
New York Jets,2,D,3400,NYJ,CIN,20.5,NYJ by 1,1.9,0.5,0.6,245,114,25.8,5.4,6.7,7.2,0.0,2.3,12.1,7.6,2.2,9.0,2.6
Philadelphia Eagles,6,D,3300,PHI,CLE,18.8,PHI by 3.5,3.3,1.1,0.8,236,96,16.6,11.4,3.7,8.3,0.0,0.4,16.1,8.0,2.4,11.0,3.3
Houston Texans,9,D,3200,HOU,CHI,18.8,HOU by 5.5,2.1,0.6,0.8,229,116,20.9,8.3,20.7,9.3,0.0,0.5,18.2,8.0,2.5,8.0,2.5
San Francisco 49ers,0,D,3100,SF,LA,22.8,LA by 2.5,1.1,0.6,0.7,175,123,16.3,8.1,3.3,4.3,0.0,-0.2,8.8,4.6,1.5,16.0,5.2
Minnesota Vikings,9,D,3100,MIN,@TEN,18.8,MIN by 2.5,3.4,1.0,1.1,219,93,17.9,11.8,15.3,8.8,0.0,3.5,14.1,8.3,2.7,21.0,6.8
Cincinnati Bengals,3,D,3000,CIN,@NYJ,21.5,NYJ by 1,1.4,0.5,1.0,254,118,24.2,5.9,9.0,8.8,0.0,4.3,13.2,7.5,2.5,5.0,1.7
Pittsburgh Steelers,2,D,2900,PIT,@WAS,23.3,PIT by 2.5,1.7,0.7,0.7,256,99,23.5,6.2,9.0,9.3,0.0,2.8,15.7,8.0,2.8,5.0,1.7
Buffalo Bills,2,D,2900,BUF,@BAL,23.8,BAL by 3,1.5,0.4,1.3,267,93,19.8,8.1,6.0,6.1,0.0,0.9,11.4,6.1,2.1,10.0,3.4
New England Patriots,,D,2900,NE,@ARI,26.8,ARI by 9,1.7,0.7,0.8,289,122,28.4,4.6,9.7,8.4,0.0,3.4,13.5,6.6,2.3,3.0,1.0
Atlanta Falcons,1,D,2800,ATL,TB,22.0,ATL by 2.5,1.7,0.8,0.9,241,136,20.3,7.2,5.3,5.8,0.0,0.4,11.1,6.4,2.3,1.0,0.4
Green Bay Packers,4,D,2800,GB,@JAX,21.8,GB by 3.5,3.1,0.6,1.1,257,92,22.4,9.8,9.3,7.5,0.0,1.4,13.6,8.1,2.9,7.0,2.5
Baltimore Ravens,1,D,2700,BAL,BUF,20.8,BAL by 3,2.6,0.6,0.6,209,153,22.6,6.1,4.7,6.1,0.0,0.4,11.8,5.8,2.1,6.0,2.2
Indianapolis Colts,,D,2700,IND,DET,24.5,IND by 2.5,2.8,0.6,0.9,263,84,21.6,6.8,11.3,7.5,0.0,2.9,12.1,7.1,2.6,-3.0,-1.1
