"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,935816793,"SOUP_A_STAR (2/3)",0,325.25,"F T.J. Warren C Kevin Love UTIL Andrew Wiggins PF Derrick Favors SG Kris Dunn SF Justin Holiday G Dwyane Wade PG Malcolm Brogdon",NA,"LeBron James","UTIL","38.98%",58
2,935839409,"bigbob420",0,319,"SF LeBron James PF Kevin Love PG Eric Bledsoe UTIL Kris Dunn SG Justin Holiday C Willie Cauley-Stein G J.R. Smith F Kyle Korver",NA,"Tim Frazier","G","36.94%",9.25
3,935792361,"MickeyAO (19/20)",0,318.5,"SG Jimmy Butler PF Kevin Love UTIL Eric Bledsoe G Donovan Mitchell C Derrick Favors SF Justin Holiday PG Ricky Rubio F Joe Ingles",NA,"Giannis Antetokounmpo","F","36.45%",57.25
4,935968505,"9erfan4life (15/20)",0,317.25,"C Kevin Love SF Otto Porter G Will Barton PF Derrick Favors SG Dion Waiters PG Kris Dunn F Taj Gibson UTIL Justin Holiday",NA,"Willie Cauley-Stein","PF","34.88%",23.5
5,935844684,"Profisher2220 (1/4)",0,313.5,"F LeBron James G Donovan Mitchell PF Otto Porter C Derrick Favors SF Justin Holiday SG Dwyane Wade UTIL Tyler Ulis PG Tyus Jones",NA,"Bradley Beal","SG","34.60%",21
6,935839453,"CoachMarsh",0,310,"G Jimmy Butler UTIL Kevin Love SG Khris Middleton PG Eric Bledsoe SF Otto Porter F Justin Holiday C Willie Cauley-Stein PF Alex Len",NA,"Eric Bledsoe","PG","34.31%",42.25
7,936042692,"GammaDaFrat",0,309.75,"SF T.J. Warren PF Kevin Love UTIL Otto Porter C Derrick Favors SG Dion Waiters PG Kris Dunn F Taj Gibson G Buddy Hield",NA,"Otto Porter","SF","27.13%",33.5
8,935931335,"Josefou812",0,307.25,"F Kevin Love PF Lauri Markkanen UTIL Eric Bledsoe SG Donovan Mitchell PG Kris Dunn C Taj Gibson SF Denzel Valentine G Justin Holiday",NA,"Denzel Valentine","SG","24.61%",24.5
8,936103528,"GSaul24 (1/4)",0,307.25,"SF Giannis Antetokounmpo SG Devin Booker PF Otto Porter C Derrick Favors UTIL Justin Holiday G Kelly Oubre Jr. F J.R. Smith PG Tim Frazier",NA,"Nikola Jokic","C","23.03%",27
10,935883286,"brownbsr (1/8)",0,306.75,"UTIL Karl-Anthony Towns SG Jimmy Butler PF Kevin Love PG Eric Bledsoe SF Justin Holiday G Gary Harris C Robin Lopez F Tony Snell",NA,"Kevin Love","C","18.75%",56.75
10,935883292,"brownbsr (2/8)",0,306.75,"UTIL Karl-Anthony Towns SG Jimmy Butler PF Kevin Love PG Eric Bledsoe SF Justin Holiday G Gary Harris C Robin Lopez F Tony Snell",NA,"Donovan Mitchell","PG","18.68%",26.75
12,936040749,"R.K.P",0,306.25,"UTIL Hassan Whiteside SF T.J. Warren PF Kevin Love PG Donovan Mitchell SG Dion Waiters G Justin Holiday C Alex Len F Kelly Oubre Jr.",NA,"Jimmy Butler","SG","18.37%",45.25
13,935855876,"nolefan31 (17/20)",0,305,"F Giannis Antetokounmpo PF Kevin Love SF Otto Porter UTIL Derrick Favors SG Justin Holiday C Marcin Gortat G Kelly Oubre Jr. PG Tim Frazier",NA,"Kenneth Faried","C","18.02%",20
14,936102092,"kingdraft219",0,304.25,"SG Devin Booker F T.J. Warren PF Lauri Markkanen G Eric Bledsoe PG Kris Dunn UTIL Denzel Valentine SF Justin Holiday C Kenneth Faried",NA,"Joe Ingles","UTIL","16.33%",18
15,935847194,"Sdotbrown24 (5/20)",0,303.25,"F LeBron James SF Devin Booker PF T.J. Warren PG Kris Dunn SG Justin Holiday C John Henson UTIL Wayne Ellington G Frank Mason III",NA,"Gary Harris","SG","15.53%",26.25
16,935939146,"Ferguson16 (5/5)",0,302.25,"SG Devin Booker PF T.J. Warren F Lauri Markkanen UTIL Eric Bledsoe PG Kris Dunn SF Justin Holiday C Robin Lopez G Mike James",NA,"Lauri Markkanen","PF","15.35%",27
17,935900160,"bflane",0,301.25,"SF LeBron James SG Jimmy Butler C Kevin Love PG Kris Dunn F Justin Holiday G Mike James PF Kelly Olynyk UTIL Kyle Korver",NA,"Karl-Anthony Towns","C","14.93%",43.75
18,936108859,"Vayp (17/20)",0,300.75,"UTIL Giannis Antetokounmpo F Devin Booker SG Eric Bledsoe SF Denzel Valentine PG Dwyane Wade PF Alex Len G Tyler Ulis C Kenneth Faried",NA,"Dwyane Wade","PG","14.06%",32.75
19,935927788,"droz79",0,300.25,"SF LeBron James G Eric Bledsoe PF Otto Porter SG Kris Dunn PG Dwyane Wade UTIL Malcolm Brogdon C John Henson F Alex Len",NA,"Marcin Gortat","C","13.95%",19.25
20,935786533,"ck013 (1/3)",0,299.25,"PF Giannis Antetokounmpo SG Eric Bledsoe C Derrick Favors UTIL Dion Waiters G Justin Holiday PG Ricky Rubio SF Joe Ingles F Kenneth Faried",NA,"Ricky Rubio","PG","13.42%",30
20,935796216,"ck013 (2/3)",0,299.25,"PF Giannis Antetokounmpo SG Eric Bledsoe C Derrick Favors UTIL Dion Waiters G Justin Holiday PG Ricky Rubio SF Joe Ingles F Kenneth Faried",NA,"Andrew Wiggins","PF","12.13%",23.5
22,935906097,"Ferriave4",0,298.75,"UTIL Hassan Whiteside C Kevin Love PF Derrick Favors SF Dion Waiters G Kris Dunn F Denzel Valentine SG Dwyane Wade PG Mike James",NA,"Taj Gibson","C","12.09%",32.25
23,936018004,"BIGGDRE12 (1/2)",0,297.5,"SF Devin Booker PF Lauri Markkanen PG Eric Bledsoe F Derrick Favors SG Kris Dunn G Dwyane Wade C Willie Cauley-Stein UTIL Marcin Gortat",NA,"Will Barton","SG","11.85%",14.5
23,936019432,"BIGGDRE12 (2/2)",0,297.5,"SF Devin Booker PF Lauri Markkanen PG Eric Bledsoe F Derrick Favors SG Kris Dunn G Dwyane Wade C Willie Cauley-Stein UTIL Marcin Gortat",NA,"Justin Holiday","SF","11.32%",49.25
25,936103623,"GSaul24 (2/4)",0,297,"SF LeBron James C Kevin Love PG Eric Bledsoe PF Derrick Favors SG Dwyane Wade UTIL Willie Cauley-Stein F J.R. Smith G Tim Frazier",NA,"Tyus Jones","PG","10.94%",30.5
26,936047232,"Vafeas1 (1/3)",0,295.75,"PF LeBron James F Otto Porter PG Kris Dunn SF Denzel Valentine SG Justin Holiday C Zach Randolph G Dwyane Wade UTIL Tyus Jones",NA,"Kris Dunn","SG","10.41%",48.5
27,935850415,"Kamden2Easy (1/2)",0,295.25,"F Kevin Love SF Andrew Wiggins G Khris Middleton UTIL Eric Bledsoe PF Derrick Favors SG Kris Dunn PG Dwyane Wade C Marcin Gortat",NA,"Rodney Hood","F","10.27%",0
27,935896599,"dricka2300",0,295.25,"SF LeBron James SG Jimmy Butler PF Kevin Love F Taj Gibson PG Dwyane Wade C Marcin Gortat G Kelly Oubre Jr. UTIL Garrett Temple",NA,"Goran Dragic","UTIL","10.23%",17.5
