"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,937050241,"EmileHeskey (9/23)",0,327.5,"C Joel Embiid UTIL Nikola Vucevic SF Aaron Gordon PF Harrison Barnes PG Reggie Jackson F Dirk Nowitzki G Jordan Clarkson SG Joe Harris",NA,"Harrison Barnes","F","53.57%",39.5
2,937084115,"RexGrossman (1/23)",0,322,"UTIL Russell Westbrook PG Kyle Lowry SF Tyreke Evans F Harrison Barnes C Trevor Booker PF Greg Monroe SG Tyus Jones G Michael Carter-Williams",NA,"Michael Carter-Williams","PG","34.44%",21.5
2,937084127,"RexGrossman (13/23)",0,322,"UTIL Russell Westbrook PG Kyle Lowry SF Tyreke Evans F Harrison Barnes C Trevor Booker PF Greg Monroe SG Tyus Jones G Michael Carter-Williams",NA,"Tyreke Evans","UTIL","34.18%",32.75
4,937084123,"RexGrossman (9/23)",0,312.25,"UTIL Russell Westbrook PG Kyle Lowry SG Tyreke Evans SF Harrison Barnes C Trevor Booker PF Greg Monroe F Kelly Olynyk G Michael Carter-Williams",NA,"Russell Westbrook","G","31.38%",69.75
4,937084135,"RexGrossman (21/23)",0,312.25,"UTIL Russell Westbrook PG Kyle Lowry SG Tyreke Evans SF Harrison Barnes C Trevor Booker PF Greg Monroe F Kelly Olynyk G Michael Carter-Williams",NA,"Bam Adebayo","C","29.59%",18.75
6,937050242,"EmileHeskey (10/23)",0,308.5,"C Joel Embiid PF Aaron Gordon SF Tyreke Evans F Harrison Barnes UTIL Enes Kanter PG Dennis Smith Jr. G Caris LeVert SG Jonathon Simmons",NA,"Dennis Smith Jr.","UTIL","29.21%",16
7,937050236,"EmileHeskey (4/23)",0,308,"C Joel Embiid G Kyle Lowry PF Aaron Gordon PG Reggie Jackson SG Dennis Smith Jr. UTIL Jordan Clarkson F Wesley Matthews SF Jonathon Simmons",NA,"Pascal Siakam","PF","27.68%",15
8,937506892,"wardric41 (2/2)",0,307.25,"F LaMarcus Aldridge PG Kyle Lowry C Dwight Howard SF Tobias Harris PF Harrison Barnes SG Kentavious Caldwell-Pope G Tyus Jones UTIL Norman Powell",NA,"DeMarcus Cousins","UTIL","26.91%",42.5
9,937084118,"RexGrossman (4/23)",0,306,"UTIL Russell Westbrook SF Kevin Durant PG Kyle Lowry SG Courtney Lee PF Greg Monroe C Kelly Olynyk G Michael Carter-Williams F Pascal Siakam",NA,"Kristaps Porzingis","PF","23.60%",3.5
9,937084130,"RexGrossman (16/23)",0,306,"UTIL Russell Westbrook SF Kevin Durant PG Kyle Lowry SG Courtney Lee PF Greg Monroe C Kelly Olynyk G Michael Carter-Williams F Pascal Siakam",NA,"Steven Adams","C","17.98%",20
11,937416981,"JL003 (5/20)",0,305.5,"SG Chris Paul PG Kyle Lowry C Draymond Green UTIL Aaron Gordon SF Harrison Barnes F Caris LeVert G Jonathon Simmons PF Alex Len",NA,"Andre Drummond","C","16.84%",35.25
