"Date","Contest_names","contest_row_index","max_entry"
"2017-08-10","$8.00entry_MLB$85KRallyCap","3100","150"
"2017-08-11","$8.00entry_MLB$125KRallyCap","3129","150"
"2017-08-12","$8.00entry_MLB$70KRallyCap","3134","150"
"2017-08-13","$8.00entry_MLB$100KRallyCap","3160","150"

