Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Ervin Santana,,SP,8000,MIN,@HOU,39%,5.31,,0.347,17.7%,5.92,19.1%,4.46,4.44,R,0.309,0.298,9%,0%,0%,13.0,19.3,19.3,5.6,33.0,10.0,1.3,13.5,1.7
Danny Duffy,1,SP,7800,KC,TEX,53%,4.35,,0.334,20.1%,5.05,21.5%,4.12,4.26,L,0.219,0.333,-2%,-3%,0%,18.2,15.6,15.6,2.7,28.5,13.1,1.7,21.8,2.8
Jhoulys Chacin,4,SP,7600,SD,SF,45%,3.97,,0.314,19.0%,3.93,19.4%,4.33,4.19,R,0.346,0.290,1%,-1%,0%,19.5,14.2,14.2,1.1,27.2,14.7,1.9,9.5,1.3
Alex Cobb,0,SP,7500,TB,@LAA,47%,4.66,,0.324,18.1%,4.10,15.7%,4.72,4.60,R,0.294,0.318,3%,-1%,0%,17.1,14.1,14.1,4.4,23.8,13.8,1.8,21.9,2.9
Mike Foltynewicz,1,SP,6900,ATL,ARI,45%,5.03,5.5,0.317,24.0%,5.01,20.3%,4.29,4.42,R,0.370,0.323,0%,0%,0%,14.7,14.8,14.8,0.9,28.6,15.8,2.3,11.4,1.7
Jake Arrieta,9,SP,6800,CHC,@BAL,53%,4.81,6,0.338,21.9%,4.45,25.1%,3.47,3.28,R,0.258,0.256,-1%,-1%,0%,14.6,15.7,15.7,5.3,26.1,15.5,2.3,18.8,2.8
Francisco Liriano,,SP,6700,TOR,@DET,42%,5.17,4.5,0.356,19.5%,4.70,24.0%,4.04,3.86,L,0.304,0.322,2%,-3%,0%,11.8,10.4,10.4,-2.4,23.2,11.8,1.8,-5.7,-0.9
Patrick Corbin,1,SP,6600,ARI,@ATL,55%,4.47,5,0.300,18.9%,4.66,20.1%,4.06,3.88,L,0.295,0.360,3%,0%,0%,18.5,13.3,13.3,3.2,23.5,14.8,2.2,15.1,2.3
Lance Lynn,2,SP,6500,STL,@PIT,46%,4.17,4,0.303,20.1%,4.25,22.2%,4.17,4.16,R,0.335,0.269,0%,-1%,-1%,11.1,16.0,16.0,5.9,26.2,14.9,2.3,19.4,3.0
Luis Castillo,3,RP,6400,CIN,WAS,40%,4.70,,0.319,22.7%,5.52,,,,R,,,0%,-2%,0%,20.1,20.1,20.1,10.7,29.6,13.4,2.1,15.3,2.4
Joe Musgrove,,SP,6200,HOU,MIN,61%,4.19,,0.329,22.8%,4.58,20.4%,4.24,4.26,R,0.353,0.344,1%,0%,0%,10.4,10.0,10.0,-0.2,20.2,15.0,2.4,7.3,1.2
Seth Lugo,,SP,6000,NYM,COL,51%,4.46,,0.325,21.5%,5.07,16.8%,4.75,4.73,R,0.307,0.299,4%,-1%,0%,12.0,12.0,12.0,1.9,22.1,12.0,2.0,17.6,2.9
Tyler Chatwood,0,SP,5800,COL,@NYM,49%,4.54,,0.317,20.6%,4.72,18.3%,4.72,4.33,R,0.322,0.316,16%,-1%,0%,10.1,13.7,13.7,2.2,25.1,14.5,2.5,-9.6,-1.7
J.C. Ramirez,2,SP,5700,LAA,TB,53%,4.34,,0.321,21.1%,4.76,17.9%,4.23,4.34,R,0.330,0.313,3%,-1%,0%,10.3,13.3,13.3,4.0,22.6,11.9,2.1,10.1,1.8
Jose Urena,,SP,5500,MIA,LAD,35%,4.96,,0.329,25.1%,5.14,14.2%,5.01,5.11,R,0.338,0.325,3%,0%,2%,14.5,13.2,13.2,5.8,20.6,11.7,2.1,-3.3,-0.6
Wade Miley,,SP,5400,BAL,CHC,47%,5.19,,0.340,20.3%,4.53,18.6%,4.36,4.15,L,0.301,0.351,0%,-2%,0%,6.6,10.2,10.2,-2.3,22.7,10.3,1.9,-3.3,-0.6
Mike Pelfrey,,SP,5200,CWS,SEA,43%,5.14,,0.335,18.5%,4.79,12.1%,4.97,4.83,R,0.370,0.322,2%,-4%,0%,6.9,8.9,8.9,0.3,17.6,6.2,1.2,9.5,1.8
Paul Blackburn,,SP,5000,OAK,CLE,32%,4.80,,0.340,19.1%,4.84,,,,R,,,5%,-3%,-1%,16.2,16.2,16.2,12.9,19.5,7.7,1.5,10.1,2.0
