Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Chris Sale,8,SP,12900,BOS,NYY,62%,3.02,8,0.323,19.8%,5.11,29.4%,2.91,3.04,L,0.221,0.278,-2%,2%,0%,34.0,34.0,34.0,27.5,40.6,22.5,1.7,28.6,2.2
Justin Verlander,0,SP,10100,DET,SEA,57%,4.08,5.5,0.325,16.6%,4.71,25.3%,3.65,3.95,R,0.289,0.312,0%,1%,0%,12.0,12.0,12.0,-4.6,28.6,15.8,1.6,27.6,2.7
Corey Kluber,2,SP,10000,CLE,HOU,64%,3.58,6.5,0.328,17.3%,4.30,26.9%,3.25,3.29,R,0.309,0.253,-2%,2%,0%,21.0,21.0,21.0,5.3,36.7,18.6,1.9,26.5,2.6
Masahiro Tanaka,2,SP,9400,NYY,@BOS,38%,3.98,4.5,0.331,18.0%,4.05,21.4%,3.64,3.53,R,0.289,0.289,-7%,3%,0%,11.7,11.7,11.7,-1.0,24.4,14.0,1.5,33.5,3.6
Taijuan Walker,6,SP,8900,ARI,SD,64%,4.41,,0.304,22.3%,3.27,21.7%,3.87,4.01,R,0.309,0.319,-2%,-1%,0%,15.0,15.0,15.0,6.8,23.3,16.4,1.8,37.0,4.2
Julio Urias,3,SP,8800,LAD,@SF,55%,3.56,,0.313,20.5%,3.43,25.0%,3.88,3.69,L,,0.322,-1%,0%,0%,0.0,0.0,0.0,0.0,0.0,17.5,2.0,13.9,1.6
Matt Harvey,5,SP,8600,NYM,ATL,60%,3.33,,0.302,19.9%,3.61,22.4%,3.62,3.55,R,0.276,0.267,2%,1%,-1%,17.0,17.0,17.0,11.5,22.5,17.1,2.0,-6.3,-0.7
Adam Wainwright,5,SP,8500,STL,TOR,65%,3.32,,0.290,22.6%,3.50,19.4%,4.14,3.88,R,0.307,0.280,1%,2%,0%,10.6,10.6,10.6,-2.2,23.4,16.8,2.0,12.3,1.4
Ricky Nolasco,3,SP,8300,LAA,OAK,54%,4.05,,0.317,21.2%,3.85,18.1%,4.31,4.35,R,0.336,0.350,2%,1%,0%,11.8,11.8,11.8,9.4,14.1,15.1,1.8,19.8,2.4
Jeremy Hellickson,2,SP,7900,PHI,MIA,50%,4.27,,0.305,21.0%,4.78,19.0%,4.19,4.16,R,0.320,0.320,2%,0%,-2%,16.2,16.2,16.2,10.7,21.6,12.9,1.6,13.3,1.7
Kendall Graveman,1,SP,7900,OAK,@LAA,46%,4.45,,0.323,15.9%,3.41,14.5%,4.51,4.34,R,0.321,0.318,3%,2%,0%,17.7,17.7,17.7,6.1,29.3,11.7,1.5,13.9,1.8
Hisashi Iwakuma,,SP,7700,SEA,@DET,42%,4.92,,0.312,20.8%,5.42,18.6%,4.13,4.07,R,0.302,0.294,-5%,1%,0%,5.6,5.6,5.6,-2.5,13.7,10.2,1.3,15.8,2.1
Matt Moore,2,SP,7500,SF,LAD,45%,3.94,,0.309,23.6%,4.19,19.7%,4.44,4.61,L,0.302,0.329,1%,0%,0%,9.4,9.4,9.4,-3.1,21.9,17.0,2.3,26.8,3.6
Edinson Volquez,,SP,7000,MIA,@PHI,50%,4.23,,0.302,22.9%,4.72,17.6%,4.52,4.39,R,0.335,0.310,1%,0%,-2%,11.3,11.3,11.3,2.5,20.2,13.2,1.9,6.8,1.0
R.A. Dickey,3,SP,6700,ATL,@NYM,40%,4.17,,0.314,21.1%,4.16,15.6%,4.76,4.71,R,0.315,0.329,5%,1%,-2%,13.3,13.3,13.3,6.7,19.9,14.7,2.2,13.1,2.0
Jered Weaver,,SP,6600,SD,@ARI,36%,6.09,,0.306,23.8%,5.50,13.5%,5.11,5.32,R,0.324,0.325,-18%,-2%,0%,10.8,10.8,10.8,4.2,17.4,8.1,1.2,0.0,0.0
Gio Gonzalez,1,SP,6500,WAS,@COL,53%,5.30,,0.309,23.8%,4.76,22.2%,3.88,3.71,L,0.271,0.313,-18%,7%,0%,21.1,21.1,21.1,14.7,27.6,15.1,2.3,19.0,2.9
Mike Fiers,1,SP,5200,HOU,@CLE,36%,4.92,,0.341,16.8%,4.68,21.1%,4.06,4.08,R,0.307,0.327,-11%,5%,0%,9.3,9.3,9.3,5.2,13.4,9.7,1.9,7.0,1.3
Casey Lawrence,1,SP,5200,TOR,@STL,35%,4.68,,0.150,38.3%,3.70,,,,,,,2%,2%,0%,7.7,7.7,7.7,7.7,7.7,20.1,3.9,-6.6,-1.3
Antonio Senzatela,,SP,4900,COL,WAS,47%,5.70,,0.329,20.0%,5.60,,,,R,,,-19%,15%,0%,19.5,19.5,19.5,16.7,22.4,9.4,1.9,0.9,0.2
