Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Zack Greinke,3,SP,12200,ARI,@CHC,42%,4.88,6.5,0.320,24.4%,4.76,23.6%,3.55,3.45,R,0.274,0.260,4%,-2%,0%,25.0,23.4,23.4,12.6,34.2,20.6,1.7,12.1,1.0
Alex Wood,10,SP,11400,LAD,@ATL,68%,3.37,6,0.301,22.1%,4.59,21.8%,3.74,3.50,L,0.271,0.302,-2%,0%,0%,20.4,22.1,22.1,11.5,32.7,20.5,1.8,14.1,1.2
Corey Kluber,15,SP,11000,CLE,NYY,63%,3.44,9,0.321,18.9%,5.33,28.8%,3.10,3.09,R,0.300,0.252,-2%,-1%,-1%,30.4,28.1,28.1,14.7,41.6,21.1,1.9,41.8,3.8
Jose Quintana,2,SP,10100,CHC,ARI,57%,4.12,6.5,0.318,24.8%,5.02,22.2%,3.86,3.81,L,0.286,0.312,1%,-2%,0%,22.3,17.2,17.2,4.6,29.8,19.8,2.0,6.5,0.6
Rick Porcello,12,SP,9700,BOS,CWS,72%,3.55,,0.301,22.4%,4.36,20.7%,3.87,3.95,R,0.315,0.319,-3%,-2%,-2%,18.3,14.9,14.9,7.0,22.8,18.4,1.9,12.6,1.3
Michael Wacha,4,SP,9700,STL,@MIL,55%,4.24,6,0.301,27.3%,4.72,20.6%,4.10,3.89,R,0.289,0.326,-2%,0%,1%,27.5,16.6,16.6,5.7,27.6,21.3,2.2,12.2,1.3
Jerad Eickhoff,1,SP,9200,PHI,@LAA,38%,5.08,,0.316,18.2%,4.20,21.0%,4.16,4.26,R,0.352,0.267,3%,-1%,0%,16.6,12.3,12.3,3.5,21.0,13.5,1.5,13.3,1.4
Sonny Gray,1,SP,8800,NYY,@CLE,37%,4.56,5.5,0.333,18.6%,4.91,20.4%,3.93,3.72,R,0.284,0.303,-6%,-2%,-2%,23.3,18.0,18.0,7.4,28.6,12.2,1.4,17.3,2.0
Parker Bridwell,1,SP,8300,LAA,PHI,62%,3.92,,0.327,21.9%,4.06,16.0%,4.84,4.86,R,,0.308,3%,-1%,0%,17.6,16.3,16.3,8.2,24.4,14.0,1.7,5.9,0.7
Collin McHugh,11,SP,7500,HOU,TB,55%,4.49,5.5,0.330,21.4%,4.60,21.1%,3.97,4.02,R,0.301,0.328,1%,0%,0%,14.4,14.4,14.4,2.9,25.9,14.7,2.0,19.3,2.6
Kendall Graveman,1,SP,7000,OAK,@SF,46%,4.45,,0.319,20.6%,3.97,14.6%,4.54,4.37,R,0.324,0.320,0%,0%,0%,9.5,12.6,12.6,2.5,22.7,11.2,1.6,-14.9,-2.1
Adalberto Mejia,,SP,6700,MIN,TEX,54%,4.56,,0.332,23.9%,4.93,17.7%,5.07,5.06,L,,0.332,-1%,4%,0%,13.0,11.3,11.3,3.8,18.7,13.2,2.0,7.0,1.0
Matt Garza,0,SP,6600,MIL,STL,45%,4.76,4,0.317,21.8%,4.44,15.6%,4.73,4.55,R,0.335,0.323,-1%,0%,1%,12.3,12.1,12.1,6.4,17.7,11.1,1.7,19.1,2.9
Sal Romano,,SP,6400,CIN,@PIT,43%,4.85,,0.303,20.3%,4.22,,,,R,,,2%,-1%,0%,11.6,11.6,11.6,-0.9,24.1,11.8,1.8,6.7,1.0
Ty Blach,3,SP,6300,SF,OAK,54%,4.05,,0.310,23.7%,4.29,12.3%,5.00,4.65,L,0.266,0.327,1%,0%,0%,14.9,11.1,11.1,-1.4,23.5,14.0,2.2,21.8,3.5
Trevor Cahill,5,SP,6200,KC,SEA,56%,4.46,,0.331,20.1%,4.76,23.3%,3.72,3.66,R,0.340,0.320,-2%,1%,0%,9.5,15.7,15.7,4.6,26.8,11.3,1.8,7.7,1.2
A.J. Griffin,1,SP,6000,TEX,@MIN,46%,4.94,,0.324,24.4%,4.51,21.0%,4.66,5.13,R,0.396,0.314,0%,4%,0%,9.2,12.3,12.3,-4.5,29.0,13.9,2.3,21.7,3.6
Yovani Gallardo,,SP,5800,SEA,@KC,44%,5.04,,0.322,18.6%,4.35,15.9%,4.95,4.73,R,0.318,0.333,-10%,1%,0%,11.5,9.0,9.0,0.0,17.9,9.3,1.6,3.7,0.6
Chad Kuhl,2,SP,5700,PIT,CIN,56%,4.15,,0.309,21.4%,4.59,18.4%,4.72,4.62,R,0.374,0.298,1%,-1%,0%,12.4,9.8,9.8,0.9,18.8,12.9,2.3,28.1,4.9
German Marquez,0,SP,5600,COL,NYM,63%,4.93,,0.308,22.5%,4.75,21.5%,4.14,4.07,R,0.330,0.329,-9%,1%,0%,24.3,16.3,16.3,4.2,28.4,15.6,2.8,12.1,2.2
Blake Snell,,SP,5300,TB,@HOU,45%,5.01,4,0.324,18.7%,5.92,22.3%,4.88,4.75,L,0.279,0.341,1%,0%,0%,11.3,10.1,10.1,5.1,15.1,14.2,2.7,8.2,1.5
Sean Newcomb,4,RP,5200,ATL,LAD,32%,5.13,,0.325,22.3%,5.08,22.5%,4.73,4.58,L,,0.314,0%,0%,0%,7.8,12.9,12.9,1.1,24.7,13.6,2.6,11.9,2.3
Matthew Boyd,,SP,5000,DET,@BAL,43%,5.63,4,0.326,23.0%,4.64,17.8%,4.71,4.96,L,0.356,0.359,0%,-1%,-1%,11.3,9.5,9.5,-2.0,20.9,13.1,2.6,10.3,2.1
Chris Tillman,,SP,4800,BAL,DET,56%,4.87,4.5,0.316,21.0%,4.86,17.5%,4.77,4.69,R,0.319,0.348,0%,-1%,-1%,8.5,4.4,4.4,-5.8,14.6,10.6,2.2,-8.3,-1.7
Miguel Gonzalez,,SP,4500,CWS,@BOS,28%,5.95,,0.331,17.8%,4.73,16.8%,4.61,4.65,R,0.326,0.319,-18%,-6%,-8%,7.6,9.7,9.7,-2.0,21.5,6.0,1.3,-15.1,-3.4
Rafael Montero,,SP,4000,NYM,@COL,37%,6.57,,0.332,21.8%,5.32,22.3%,4.70,4.74,R,0.381,0.350,-27%,1%,0%,13.9,10.5,10.5,2.3,18.6,10.1,2.5,10.2,2.5
