"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Justin Verlander",3,"SP",7900,"DET","HOU","48%",4.86,5.5,0.334,"16.9%",5.93,"24.6%",3.9,4.14,"R",0.288,0.293,"0%","-3%","-1%",13.4,14.6,14.6,2.9,26.2,12.5,1.6,24.7,3.1
"Dan Straily",4,"SP",7700,"MIA","CIN","50%",4.25,NA,0.309,"21.7%",4.55,"21.0%",4.54,4.88,"R",0.305,0.32,"2%","0%","0%",9.8,15.2,15.2,3.7,26.8,15.7,2,12.1,1.6
"Taijuan Walker",2,"SP",7600,"ARI","@STL","47%",4.41,5,0.313,"24.0%",4.51,"21.3%",4.02,4.11,"R",0.313,0.317,"5%","0%","0%",13,15.7,15.7,6.2,25.1,17.2,2.3,22.6,3
"Vince Velasquez",5,"SP",7400,"PHI","ATL","55%",4.25,NA,0.314,"20.4%",4.65,"25.8%",3.84,3.93,"R",0.331,0.336,"1%","0%","2%",8,10.9,10.9,4,17.9,15.6,2.1,22.9,3.1
"Seth Lugo",NA,"SP",7100,"NYM","@SEA","31%",5.16,NA,0.327,"21.1%",4.69,"16.3%",4.74,4.68,"R",0.291,0.315,"4%","-2%","0%",12.2,13.2,13.2,4.8,21.6,11.2,1.6,6.5,0.9
"Luis Castillo",9,"RP",7000,"CIN","@MIA","50%",4.25,NA,0.292,"19.9%",4.75,"26.8%",3.86,3.7,"R",NA,NA,"4%","0%","0%",16.6,16.6,16.6,7.6,25.6,16.8,2.4,29.6,4.2
"Carlos Rodon",NA,"SP",6900,"CWS","CLE","42%",5.17,NA,0.331,"17.0%",4.93,"23.5%",4.09,3.99,"L",0.268,0.348,"1%","-1%","0%",12.2,12.2,12.2,0.3,24.1,12.2,1.8,26.2,3.8
"Kyle Freeland",NA,"SP",6600,"COL","@WAS","50%",4.5,NA,0.311,"19.9%",5.63,"14.4%",4.92,4.78,"L",NA,0.324,"19%","0%","0%",11.4,12.6,12.6,2.7,22.6,11.1,1.7,11.9,1.8
"R.A. Dickey",4,"SP",6400,"ATL","@PHI","45%",4.75,NA,0.307,"24.2%",4.08,"15.6%",4.87,4.83,"R",0.309,0.335,"3%","0%","2%",13.2,11.9,11.9,2,21.9,16.5,2.6,26.4,4.1
"Cesar Valdez",1,"SP",6300,"TOR","LAA","51%",4.95,NA,0.321,"17.7%",4.1,"",NA,NA,"R",NA,NA,"-2%","-3%","0%",13.3,13.3,13.3,4.1,22.6,10.8,1.7,-8.3,-1.3
"John Lackey",1,"SP",6200,"CHC","@MIL","49%",4.79,5,0.31,"26.0%",4.8,"21.1%",4.02,3.98,"R",0.327,0.279,"-2%","-1%","0%",8.9,12.8,12.8,3.2,22.5,15.8,2.5,22.7,3.7
"Clayton Richard",NA,"SP",6100,"SD","PIT","40%",4.73,NA,0.327,"18.6%",4.24,"14.6%",4.15,4,"L",0.3,0.372,"2%","-1%","0%",2.1,10,10,-2,22.1,10.6,1.7,10.1,1.7
"Jason Hammel",NA,"SP",6000,"KC","@BOS","38%",5.08,4,0.33,"17.9%",4.62,"21.2%",4.11,4.23,"R",0.311,0.311,"-7%","-2%","3%",10.8,11.2,11.2,3.3,19.1,10.2,1.7,20.9,3.5
"Martin Perez",NA,"SP",5600,"TEX","BAL","50%",5.72,NA,0.323,"21.5%",4.6,"13.3%",4.91,4.59,"L",0.272,0.347,"-4%","-2%","0%",9.2,10.1,10.1,2.7,17.5,11.3,2,-6.8,-1.2
"Erick Fedde",2,"SP",5500,"WAS","COL","50%",4.5,NA,0.15,"38.3%",5.33,"",NA,NA,"",NA,NA,"0%","0%","0%",0,0,0,0,0,31.4,5.7,-2.2,-0.4
"Jesse Chavez",NA,"SP",5400,"LAA","@TOR","49%",5.05,NA,0.315,"21.1%",4.1,"20.0%",4.17,4.23,"R",0.329,0.319,"-5%","-2%","0%",8.5,10.7,10.7,1.4,20,12.9,2.4,1.9,0.4
"Wade Miley",NA,"SP",5100,"BAL","@TEX","50%",5.78,NA,0.332,"24.0%",4.96,"18.5%",4.43,4.21,"L",0.303,0.354,"-6%","-2%","0%",1.5,8.9,8.9,-3.2,21,10.8,2.1,17.6,3.5
"Bartolo Colon",1,"SP",4700,"MIN","@OAK","44%",5.34,NA,0.323,"23.1%",4.23,"16.0%",4.33,4.2,"R",0.324,0.323,"8%","-2%","-1%",-0.7,3.9,3.9,-7,14.8,10.9,2.3,4.8,1
