Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Corey Kluber,10,SP,14000,CLE,@CWS,73%,2.92,9.5,0.307,22.7%,4.36,28.7%,3.12,3.11,R,0.299,0.251,2%,0%,0%,34.0,28.4,28.4,14.6,42.3,28.7,2.0,23.7,1.7
Jacob deGrom,1,SP,12900,NYM,@SEA,55%,4.26,7.5,0.334,20.9%,4.69,26.3%,3.38,3.24,R,0.288,0.265,2%,-1%,0%,28.7,23.2,23.2,9.6,36.7,21.0,1.6,25.3,2.0
Rich Hill,2,SP,12400,LAD,SF,73%,3.11,6,0.303,19.1%,3.95,29.7%,3.38,3.54,L,0.281,0.247,3%,-1%,-1%,28.3,18.0,18.0,6.0,30.1,19.4,1.6,18.4,1.5
Zack Greinke,3,SP,12200,ARI,@STL,53%,3.63,6,0.318,24.6%,4.55,23.5%,3.56,3.46,R,0.274,0.261,3%,0%,0%,22.4,22.9,22.9,12.1,33.8,22.2,1.8,32.8,2.7
Ivan Nova,4,SP,8600,PIT,@SD,52%,3.92,,0.295,27.2%,3.84,16.4%,4.18,4.05,R,0.361,0.295,2%,0%,0%,10.4,14.9,14.9,5.0,24.9,17.9,2.1,10.4,1.2
Jerad Eickhoff,1,SP,8100,PHI,ATL,50%,4.52,,0.318,22.0%,4.67,21.2%,4.13,4.21,R,0.353,0.267,2%,1%,3%,17.4,12.4,12.4,3.4,21.4,15.2,1.9,9.8,1.2
Sean Newcomb,2,RP,8000,ATL,@PHI,50%,4.48,,0.299,22.8%,4.02,22.9%,4.63,4.40,L,,0.329,2%,1%,2%,10.9,12.8,12.8,0.2,25.4,18.2,2.3,13.7,1.7
Dinelson Lamet,8,SP,7900,SD,PIT,48%,4.08,,0.307,20.4%,4.26,29.8%,3.62,3.98,R,,,1%,0%,0%,16.5,15.8,15.8,2.7,29.0,17.1,2.2,24.5,3.1
Francisco Liriano,0,SP,7700,TOR,LAA,52%,4.64,4.5,0.316,17.0%,4.07,23.9%,4.09,3.91,L,0.303,0.326,-2%,-1%,0%,5.9,9.2,9.2,-3.5,21.9,11.2,1.5,11.9,1.5
Eduardo Rodriguez,0,SP,7700,BOS,KC,59%,3.82,5,0.324,19.1%,4.37,21.7%,4.22,4.33,L,0.343,0.302,-3%,1%,3%,16.2,17.7,17.7,10.5,24.9,14.8,1.9,5.0,0.6
Collin McHugh,0,SP,7500,HOU,@DET,53%,5.06,,0.326,21.5%,4.80,21.0%,3.98,4.03,R,0.302,0.329,-2%,-2%,-2%,6.3,6.3,6.3,6.3,6.3,13.7,1.8,22.5,3.0
Tanner Roark,2,SP,7500,WAS,COL,56%,3.91,,0.329,22.4%,5.33,18.6%,4.32,4.21,R,0.316,0.287,0%,2%,1%,11.2,13.4,13.4,1.6,25.1,13.3,1.8,13.8,1.8
Kevin Gausman,0,SP,7400,BAL,@TEX,51%,5.43,,0.332,21.7%,4.93,21.9%,4.04,4.02,R,0.311,0.357,-6%,-3%,0%,19.0,10.3,10.3,-3.0,23.6,12.2,1.6,33.5,4.5
Kyle Hendricks,6,SP,7300,CHC,@MIL,63%,4.29,5.5,0.309,22.1%,4.83,22.4%,3.65,3.50,R,0.298,0.259,-2%,0%,0%,12.4,14.1,14.1,7.4,20.7,15.1,2.1,11.7,1.6
Blake Snell,0,SP,7200,TB,@NYY,40%,5.01,,0.341,21.9%,5.36,22.5%,4.88,4.71,L,,0.337,-3%,0%,2%,10.5,10.2,10.2,5.0,15.4,14.1,2.0,9.2,1.3
Trevor Cahill,2,SP,7000,KC,@BOS,41%,4.68,5,0.329,17.9%,4.65,23.7%,3.67,3.61,R,0.341,0.308,-5%,1%,4%,13.3,17.4,17.4,7.6,27.3,11.0,1.6,-3.0,-0.4
German Marquez,,SP,6700,COL,@WAS,43%,4.59,,0.324,20.6%,5.63,20.5%,4.28,4.22,R,0.345,0.335,12%,2%,1%,16.9,15.2,15.2,3.7,26.8,15.1,2.3,34.0,5.1
Yovani Gallardo,0,SP,6700,SEA,NYM,45%,4.74,,0.333,18.4%,4.80,16.0%,4.93,4.70,R,0.321,0.332,4%,-1%,0%,7.7,8.6,8.6,-0.6,17.8,9.5,1.4,14.6,2.2
Mike Leake,0,SP,6500,STL,ARI,47%,3.87,4,0.322,23.0%,5.09,16.0%,4.10,3.86,R,0.327,0.297,1%,0%,0%,9.8,14.6,14.6,4.1,25.1,11.6,1.8,8.4,1.3
Adalberto Mejia,1,SP,6400,MIN,@OAK,50%,4.50,,0.325,20.1%,4.25,18.4%,5.00,5.00,L,,0.330,7%,0%,-1%,15.7,11.7,11.7,4.1,19.2,13.5,2.1,5.3,0.8
Junior Guerra,,SP,6000,MIL,CHC,37%,5.71,,0.324,23.4%,4.72,19.2%,4.83,4.80,R,0.307,0.314,-1%,0%,0%,3.7,8.6,8.6,0.7,16.6,11.1,1.8,11.8,2.0
Chris Smith,-1,SP,5900,OAK,MIN,50%,4.50,,0.328,23.3%,4.54,21.9%,4.37,4.29,R,,,3%,0%,-1%,12.1,12.1,12.1,5.7,18.4,14.8,2.5,5.3,0.9
Adam Conley,2,SP,5800,MIA,CIN,56%,4.15,,0.302,23.7%,4.56,20.4%,4.56,4.76,L,0.331,0.319,2%,0%,0%,5.8,9.5,9.5,-5.0,24.1,15.0,2.6,26.5,4.6
Tim Adleman,0,SP,5700,CIN,@MIA,43%,4.85,,0.310,19.7%,4.73,19.4%,4.73,5.06,R,0.354,0.337,6%,0%,0%,8.9,11.9,11.9,2.7,21.1,12.1,2.1,-4.3,-0.8
Miguel Gonzalez,,SP,5600,CWS,CLE,27%,5.08,,0.333,19.2%,4.89,16.8%,4.61,4.65,R,0.326,0.319,2%,-1%,0%,5.1,9.7,9.7,-2.4,21.9,8.6,1.5,10.1,1.8
Ty Blach,0,SP,5400,SF,@LAD,27%,5.39,,0.318,24.6%,5.14,12.4%,4.98,4.67,L,0.250,0.331,9%,-3%,-3%,9.7,11.0,11.0,-1.8,23.9,11.9,2.2,11.8,2.2
Austin Bibens-Dirkx,,SP,5300,TEX,BAL,49%,5.57,,0.339,21.6%,4.62,13.6%,5.12,5.36,R,,,-5%,-4%,0%,11.0,11.0,11.0,2.8,19.1,8.8,1.7,-0.7,-0.1
Matthew Boyd,,SP,5200,DET,HOU,47%,5.44,,0.321,17.6%,5.93,17.8%,4.73,4.96,L,0.356,0.360,0%,-3%,-4%,7.9,8.7,8.7,-2.8,20.2,9.3,1.8,19.7,3.8
Caleb Smith,0,RP,4900,NYY,TB,60%,3.99,,0.315,24.1%,4.60,,,,L,,,0%,0%,2%,0.7,0.7,0.7,0.7,0.7,17.3,3.5,7.9,1.6
