Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Chris Sale,5,SP,12700,BOS,DET,64%,3.81,9.5,0.356,19.9%,4.88,30.0%,2.89,3.00,L,0.243,0.279,-2%,-1%,-2%,25.3,29.4,29.4,22.2,36.7,21.5,1.7,22.4,1.8
Carlos Martinez,5,SP,12300,STL,PHI,69%,3.32,7,0.299,23.6%,4.05,23.7%,3.70,3.53,R,0.326,0.258,1%,-1%,-1%,25.2,21.7,21.7,12.5,30.9,24.8,2.0,48.3,3.9
Jeff Samardzija,5,SP,10900,SF,MIN,59%,3.38,7.5,0.303,25.8%,4.57,20.5%,3.95,3.92,R,0.332,0.285,1%,0%,0%,23.8,20.2,20.2,9.7,30.7,22.0,2.0,16.5,1.5
Luis Severino,10,SP,9800,NYY,BAL,69%,3.90,6.5,0.329,22.6%,4.48,23.5%,3.67,3.55,R,0.305,0.317,0%,-1%,-4%,19.4,21.2,21.2,8.6,33.7,17.7,1.8,31.4,3.2
Alex Wood,12,SP,9500,LAD,CIN,69%,3.12,,0.329,18.5%,5.15,21.2%,3.76,3.54,L,0.273,0.310,3%,1%,-1%,27.8,22.6,22.6,12.7,32.4,17.1,1.8,17.1,1.8
Gio Gonzalez,1,SP,8700,WAS,TEX,61%,4.15,5.5,0.308,21.9%,4.75,22.1%,4.03,3.84,L,0.280,0.325,0%,-2%,0%,16.7,17.1,17.1,9.5,24.8,15.7,1.8,27.1,3.1
Marcus Stroman,1,SP,8600,TOR,@SEA,52%,4.17,5,0.324,17.7%,4.72,19.3%,3.61,3.42,R,0.300,0.309,7%,1%,0%,18.6,17.0,17.0,6.5,27.4,14.7,1.7,25.6,3.0
Sonny Gray,3,SP,8300,OAK,@TB,49%,4.06,,0.319,26.3%,4.58,19.8%,3.97,3.80,R,0.287,0.305,1%,0%,0%,17.2,14.7,14.7,1.5,27.9,18.6,2.2,23.5,2.8
Dan Straily,,SP,8200,MIA,@PIT,52%,4.67,,0.302,20.6%,4.15,21.4%,4.52,4.87,R,0.292,0.322,-1%,-2%,0%,20.5,17.2,17.2,5.7,28.6,15.6,1.9,0.4,0.0
Jose Berrios,2,SP,7900,MIN,@SF,41%,4.12,,0.313,18.9%,3.61,19.6%,4.89,5.22,R,0.332,0.377,2%,0%,0%,22.2,22.2,22.2,10.0,34.4,17.8,2.3,22.0,2.8
Justin Verlander,,SP,7700,DET,@BOS,36%,5.19,,0.334,18.9%,4.69,24.8%,3.80,4.10,R,0.286,0.293,-6%,-1%,-4%,11.1,14.3,14.3,2.6,25.9,13.4,1.7,5.8,0.8
Ian Kennedy,2,SP,7500,KC,@SD,54%,4.08,5.5,0.287,23.6%,3.43,23.1%,4.07,4.35,R,0.320,0.327,3%,1%,0%,2.1,10.2,10.2,-1.3,21.8,17.1,2.3,10.7,1.4
