Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Ariel Miranda,2,SP,7400,SEA,TOR,48%,4.33,,0.344,17.7%,4.33,20.6%,4.55,4.86,L,,0.299,3%,1%,0%,22.9,16.0,16.0,2.3,29.7,14.0,1.9,10.1,1.4
Josh Tomlin,2,SP,7300,CLE,CWS,68%,4.20,4.5,0.311,24.3%,4.45,17.7%,4.06,4.01,R,0.281,0.355,-3%,-3%,-3%,15.4,10.8,10.8,-1.4,22.9,15.3,2.1,-6.0,-0.8
Mike Fiers,0,SP,7200,HOU,LAA,65%,3.96,,0.302,16.1%,4.11,20.9%,4.12,4.13,R,0.297,0.355,2%,0%,-3%,13.4,11.4,11.4,4.5,18.2,11.9,1.7,33.5,4.7
Zack Godley,3,SP,7100,ARI,MIL,59%,4.74,,0.301,23.9%,4.95,20.0%,4.05,3.92,R,0.324,0.322,-3%,-3%,0%,18.6,18.0,18.0,10.6,25.5,15.9,2.2,20.6,2.9
Robert Gsellman,,SP,6900,NYM,@ATL,61%,4.17,,0.294,22.2%,4.60,19.3%,4.06,3.86,R,0.276,0.358,-3%,-1%,0%,11.5,8.6,8.6,-1.5,18.7,13.2,1.9,24.0,3.5
Jeff Hoffman,1,SP,6700,COL,@CHC,44%,6.65,,0.319,22.1%,4.64,21.4%,4.26,4.20,R,,,10%,-3%,-9%,28.4,28.4,28.4,21.8,34.9,16.2,2.4,28.6,4.3
Erasmo Ramirez,,SP,6500,TB,OAK,51%,3.94,,0.322,21.8%,4.19,18.3%,3.94,4.02,R,0.301,0.316,2%,0%,0%,10.6,10.6,10.6,0.5,20.7,11.8,1.8,10.8,1.7
Trevor Williams,,RP,5900,PIT,MIA,48%,4.83,,0.306,22.5%,4.47,15.7%,4.70,4.86,R,,,1%,-2%,0%,13.3,10.1,10.1,0.4,19.8,12.2,2.1,0.8,0.1
Junior Guerra,,SP,5700,MIL,@ARI,41%,5.76,,0.310,23.8%,5.08,19.9%,4.47,4.36,R,0.267,0.296,-7%,-4%,0%,13.8,13.8,13.8,7.3,20.4,12.2,2.1,8.1,1.4
Eddie Butler,1,SP,5600,CHC,COL,56%,5.85,,0.312,22.2%,5.21,14.2%,5.05,4.86,R,0.424,0.365,2%,-7%,-23%,12.4,12.4,12.4,2.5,22.4,6.1,1.1,7.1,1.3
Sean Newcomb,,RP,5500,ATL,NYM,39%,5.33,,0.303,23.3%,4.93,,,,L,,,0%,-1%,0%,0.0,0.0,0.0,0.0,0.0,12.2,2.2,24.6,4.5
Chris Tillman,,SP,5400,BAL,@NYY,31%,6.10,4,0.338,22.5%,5.53,17.5%,4.73,4.64,R,0.315,0.333,-2%,-3%,-11%,3.8,6.5,6.5,-2.5,15.4,7.2,1.3,-19.0,-3.5
Nick Pivetta,,SP,5300,PHI,@STL,31%,5.18,,0.319,23.0%,4.00,,,,R,,,1%,-1%,-1%,10.8,10.8,10.8,8.0,13.5,14.5,2.7,2.4,0.5
Asher Wojciechowski,1,SP,5200,CIN,@LAD,31%,4.88,,0.314,24.6%,4.72,20.6%,4.45,5.03,R,,,10%,2%,-2%,9.4,9.4,9.4,0.9,18.0,13.8,2.7,1.7,0.3
Ricky Nolasco,,SP,5100,LAA,@HOU,35%,5.54,,0.340,17.4%,5.52,18.8%,4.31,4.37,R,0.347,0.350,1%,0%,-4%,10.5,13.0,13.0,6.2,19.8,9.4,1.8,10.4,2.0
Martin Perez,,SP,4700,TEX,@WAS,39%,5.35,,0.302,23.8%,5.54,13.4%,4.86,4.55,L,0.277,0.341,4%,-3%,0%,10.9,10.0,10.0,0.7,19.4,11.3,2.4,12.4,2.6
Miguel Diaz,1,RP,4500,SD,KC,46%,4.42,,0.302,21.3%,3.63,,,,R,,,1%,1%,0%,0.0,0.0,0.0,0.0,0.0,14.8,3.3,4.1,0.9
David Holmberg,1,SP,4400,CWS,@CLE,32%,6.30,,0.335,18.2%,4.42,11.7%,5.71,5.93,L,,0.408,-14%,-6%,-7%,4.3,4.3,4.3,3.0,5.6,5.5,1.3,16.9,3.8
