Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Jedd Gyorko,1,3B,3900,STL,NYM,4.97,Wheeler,0.321,2%,R,R,0.328,-1%,0.210,5%,4,4,0,-1%,4%,0%,11.9,8.6,8.6,1.1,16.1,8.0,2.1,2.0,0.5
Eric Thames,4,1B/OF,3900,MIL,@NYY,4.08,Severino,0.311,-2%,R,L,0.407,6%,0.328,15%,2,2,0,1%,4%,9%,7.4,9.9,9.9,0.4,19.4,11.0,2.8,7.0,1.8
Corey Dickerson,5,OF,3900,TB,BOS,4.39,Porcello,0.314,-1%,R,L,0.362,5%,0.264,19%,2,2,0,0%,0%,0%,5.5,9.5,9.5,2.0,17.1,8.3,2.1,0.0,0.0
Joc Pederson,5,OF,3900,LAD,KC,5.08,Kennedy,0.319,0%,R,L,0.365,6%,0.243,9%,6,5,-1,-2%,5%,3%,10.0,7.3,7.3,0.5,14.0,8.8,2.3,19.0,4.9
Nicholas Castellanos,,3B,3900,DET,@CLE,4.33,Clevinger,0.343,1%,R,R,0.322,-1%,0.174,-3%,7,7,-2,3%,0%,-2%,8.5,7.5,7.6,0.7,14.5,7.5,1.9,0.0,0.0
Avisail Garcia,0,OF,3900,CWS,@COL,4.83,Hoffman,0.346,1%,R,R,0.305,-3%,0.136,-5%,x,x,-,0%,0%,0%,2.8,8.3,8.3,-0.6,17.2,0.0,0.0,0.0,0.0
Josh Donaldson,3,3B,3900,TOR,HOU,4.73,Fiers,0.346,6%,R,R,0.391,-3%,0.259,-5%,3,3,0,2%,1%,0%,4.0,7.7,7.7,0.4,14.9,9.2,2.4,26.0,6.7
Joey Gallo,1,1B/3B,3900,TEX,LAA,5.68,Chavez,0.327,2%,R,L,0.333,3%,0.282,8%,x,x,-,0%,0%,0%,5.6,8.0,8.0,-0.3,16.4,0.0,0.0,0.0,0.0
Kendrys Morales,2,1B,3900,TOR,HOU,4.73,Fiers,0.294,-6%,R,S,0.338,-1%,0.217,13%,5,5,0,1%,1%,0%,5.9,7.7,7.7,0.1,15.3,7.2,1.8,3.0,0.8
Brian Dozier,3,2B,3900,MIN,BAL,5.53,Miley,0.350,7%,L,R,0.372,7%,0.236,4%,1,1,0,2%,3%,0%,5.5,8.4,8.4,1.9,15.0,10.4,2.7,2.0,0.5
Carlos Gonzalez,0,OF,3900,COL,CWS,5.67,Quintana,0.289,-7%,L,L,0.297,-14%,0.167,-22%,x,x,-,0%,0%,0%,5.7,6.1,6.1,-0.1,12.4,0.0,0.0,0.0,0.0
Jed Lowrie,3,2B,3900,OAK,@SEA,4.45,Moore,,1%,R,S,0.311,-1%,0.137,9%,5,5,-2,-2%,2%,0%,7.0,7.8,7.8,0.5,15.2,6.9,1.8,3.0,0.8
Dustin Pedroia,2,2B,3900,BOS,@TB,4.61,Cobb,0.329,0%,R,R,0.345,-3%,0.121,-8%,2,2,0,-9%,0%,0%,12.1,7.6,7.6,1.8,13.4,7.1,1.8,0.0,0.0
Evan Gattis,1,C,3900,HOU,@TOR,4.27,Stroman,0.312,-2%,R,R,0.335,0%,0.229,0%,4,x,1,3%,1%,0%,11.4,7.9,7.9,0.9,14.9,8.5,2.2,3.0,0.8
Hanley Ramirez,1,1B,3900,BOS,@TB,4.61,Cobb,0.329,0%,R,R,0.330,-6%,0.178,-14%,5,x,0,-11%,0%,0%,11.1,7.8,7.8,0.8,14.9,7.4,1.9,0.0,0.0
Josh Bell,2,1B,3900,PIT,@CHC,3.37,Arrieta,0.257,-14%,R,S,0.342,3%,0.207,3%,4,4,0,-4%,2%,0%,9.1,7.7,7.7,0.4,15.1,6.9,1.8,17.0,4.4
Trey Mancini,3,1B/OF,3800,BAL,@MIN,5.47,Mejia,0.334,3%,L,R,0.364,3%,0.274,12%,6,5,0,4%,3%,0%,4.9,8.2,8.2,-0.6,16.9,8.7,2.3,3.0,0.8
Yoan Moncada,,2B/3B,3800,CWS,@COL,4.83,Hoffman,0.291,-2%,R,S,,2%,,6%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat Valaika,1,2B/SS,3800,COL,CWS,5.67,Quintana,0.314,-1%,L,R,0.336,3%,0.220,10%,x,x,-,0%,0%,0%,5.0,6.3,6.3,-2.2,14.9,0.0,0.0,0.0,0.0
Alex Avila,7,1B/C,3800,DET,@CLE,4.33,Clevinger,0.270,-5%,R,L,0.357,11%,0.188,24%,2,2,0,14%,0%,-2%,5.9,8.5,8.5,1.4,15.6,8.9,2.3,3.0,0.8
Stephen Cardullo,,OF,3800,COL,CWS,5.67,Quintana,0.314,-1%,L,R,0.250,1%,0.060,1%,x,x,-,0%,0%,0%,2.8,2.8,2.8,-0.8,6.3,0.0,0.0,0.0,0.0
Kole Calhoun,6,OF,3800,LAA,@TEX,4.82,Ross,0.308,-3%,R,L,0.328,1%,0.162,1%,2,2,0,8%,1%,0%,6.6,7.0,7.1,0.5,13.7,8.4,2.2,0.0,0.0
Jose Bautista,5,OF,3800,TOR,HOU,4.73,Fiers,0.346,6%,R,R,0.375,1%,0.249,3%,1,1,0,2%,1%,0%,6.6,7.9,7.7,0.5,14.9,9.4,2.5,6.0,1.6
Matt Carpenter,3,1B,3800,STL,NYM,4.97,Wheeler,0.342,5%,R,L,0.386,6%,0.251,20%,1,1,0,-1%,3%,0%,7.2,8.3,8.3,1.4,15.1,9.6,2.5,9.0,2.4
Eduardo Nunez,,3B/OF,3800,SF,MIA,4.67,TBA,,%,,R,,%,,%,x,x,-,0%,0%,0%,9.3,8.0,8.0,1.2,14.7,0.0,0.0,0.0,0.0
Jackie Bradley Jr.,1,OF,3800,BOS,@TB,4.61,Cobb,0.299,-5%,R,L,0.357,4%,0.241,17%,x,x,-,0%,0%,0%,10.7,8.1,8.1,0.7,15.6,0.0,0.0,0.0,0.0
Joe Panik,1,2B,3800,SF,MIA,4.67,TBA,,%,,L,,%,,%,2,2,0,-1%,-1%,0%,8.3,6.9,6.9,0.2,13.6,7.5,2.0,5.0,1.3
Matt Joyce,4,OF,3800,OAK,@SEA,4.45,Moore,,1%,R,L,0.324,5%,0.186,8%,1,1,2,0%,2%,0%,6.8,6.7,6.7,0.0,13.4,8.5,2.2,0.0,0.0
Yolmer Sanchez,1,2B,3800,CWS,@COL,4.83,Hoffman,0.291,-2%,R,S,0.258,-3%,0.100,-8%,5,x,1,27%,3%,0%,6.6,6.6,6.6,0.9,12.2,8.1,2.1,17.0,4.5
Aledmys Diaz,,SS,3800,STL,NYM,4.97,Wheeler,0.321,2%,R,R,0.354,4%,0.202,12%,x,x,-,0%,0%,0%,3.5,6.2,6.2,-0.9,13.4,0.0,0.0,0.0,0.0
Brian Goodwin,3,OF,3800,WAS,ATL,5.49,Teheran,0.340,4%,R,L,0.331,2%,0.211,11%,1,1,0,-2%,3%,0%,5.3,7.7,7.7,-1.5,16.8,8.1,2.1,0.0,0.0
Maikel Franco,,3B,3800,PHI,SD,4.39,Chacin,0.286,-7%,R,R,0.307,-1%,0.165,-7%,5,3,-1,2%,3%,0%,8.1,6.5,6.5,-0.3,13.2,7.4,1.9,14.0,3.7
Jarrod Dyson,1,OF,3800,SEA,OAK,5.55,Smith,,1%,R,L,0.313,4%,0.128,17%,8,8,0,-3%,1%,0%,6.0,7.1,7.1,1.1,13.0,7.3,1.9,23.0,6.1
Jacoby Ellsbury,,OF,3700,NYY,MIL,5.42,Suter,,-5%,L,L,0.301,-2%,0.097,-10%,6,7,-1,1%,3%,7%,6.0,7.9,7.9,1.7,14.1,7.6,2.1,9.0,2.4
Eddie Rosario,,OF,3700,MIN,BAL,5.53,Miley,0.303,-4%,L,L,0.303,-5%,0.125,-26%,6,9,0,0%,3%,0%,8.1,7.2,7.2,-0.9,15.2,6.9,1.9,3.0,0.8
Yasmani Grandal,4,C,3700,LAD,KC,5.08,Kennedy,0.319,0%,R,S,0.342,2%,0.224,15%,7,7,0,-2%,5%,3%,9.7,7.2,7.2,0.0,14.3,7.8,2.1,5.0,1.4
Adrian Gonzalez,1,1B,3700,LAD,KC,5.08,Kennedy,0.319,0%,R,L,0.351,7%,0.194,20%,x,x,-,0%,0%,0%,4.8,5.2,5.2,0.5,9.8,0.0,0.0,0.0,0.0
Evan Longoria,1,3B,3700,TB,BOS,4.39,Porcello,0.321,0%,R,R,0.331,-3%,0.198,-3%,3,3,0,-4%,0%,0%,6.0,7.4,7.6,0.4,14.9,7.2,1.9,12.0,3.2
Aaron Hicks,,OF,3700,NYY,MIL,5.42,Suter,,2%,L,S,0.322,1%,0.168,9%,x,x,-,0%,0%,0%,3.9,9.4,9.4,0.4,18.4,0.0,0.0,0.0,0.0
Jay Bruce,4,OF,3700,NYM,@STL,4.53,Wainwright,0.321,0%,R,L,0.347,7%,0.264,15%,4,4,0,-1%,4%,0%,9.0,9.0,9.0,-0.1,18.2,8.8,2.4,17.0,4.6
Carlos Beltran,,OF,3700,HOU,@TOR,4.27,Stroman,0.298,-5%,R,S,0.340,3%,0.204,5%,x,x,-,0%,0%,0%,5.9,7.1,7.1,-0.1,14.3,0.0,0.0,0.0,0.0
Alex Bregman,2,3B,3700,HOU,@TOR,4.27,Stroman,0.312,-2%,R,R,0.318,-3%,0.179,-2%,8,8,0,2%,1%,0%,8.8,7.1,7.1,0.4,13.7,7.3,2.0,0.0,0.0
Freddie Freeman,4,1B/3B,3700,ATL,@WAS,3.51,Strasburg,0.270,-11%,R,L,0.414,7%,0.285,27%,3,3,0,-1%,3%,0%,12.8,12.5,12.5,2.6,22.3,9.1,2.5,11.0,3.0
Cesar Hernandez,,2B,3700,PHI,SD,4.39,Chacin,0.351,7%,R,S,0.318,0%,0.098,6%,x,x,-,0%,0%,0%,5.1,7.7,7.7,1.2,14.3,0.0,0.0,0.0,0.0
Eugenio Suarez,,3B,3700,CIN,@ARI,4.40,Walker,0.320,0%,R,R,0.315,-3%,0.155,-6%,x,x,-,0%,0%,0%,4.5,7.8,7.8,0.5,15.1,0.0,0.0,0.0,0.0
Josh Harrison,,2B/3B,3700,PIT,@CHC,3.37,Arrieta,0.255,-14%,R,R,0.307,-5%,0.107,-12%,x,x,-,0%,0%,0%,4.4,7.6,7.6,0.9,14.3,0.0,0.0,0.0,0.0
Albert Pujols,1,1B,3700,LAA,@TEX,4.82,Ross,0.268,-11%,R,R,0.323,1%,0.190,-2%,3,3,0,8%,1%,0%,5.1,6.8,6.8,0.2,13.3,7.9,2.1,0.0,0.0
Willy Garcia,,OF,3700,CWS,@COL,4.83,Hoffman,0.346,1%,R,R,0.282,-2%,0.148,1%,8,x,1,28%,4%,0%,6.5,5.6,5.6,0.1,11.2,7.6,2.1,10.0,2.7
Mitch Haniger,1,OF,3700,SEA,OAK,5.55,Smith,,-1%,R,R,0.358,3%,0.198,7%,7,7,-1,-5%,2%,0%,3.9,9.0,9.0,1.6,16.5,7.0,1.9,5.0,1.4
Russell Martin,5,C,3700,TOR,HOU,4.73,Fiers,0.346,6%,R,R,0.331,1%,0.190,11%,2,2,0,1%,1%,0%,7.5,7.3,7.3,0.3,14.3,8.4,2.3,12.0,3.2
Ben Zobrist,3,2B/OF,3700,CHC,PIT,4.63,Nova,0.356,8%,R,S,0.339,-1%,0.171,9%,1,5,2,-2%,2%,0%,5.0,6.6,6.6,0.4,12.8,8.3,2.2,0.0,0.0
Victor Martinez,1,1B,3700,DET,@CLE,4.33,Clevinger,0.270,-5%,R,S,0.308,-7%,0.154,-5%,6,6,0,15%,1%,-2%,5.6,6.4,6.4,0.2,12.6,7.2,1.9,0.0,0.0
Adam Engel,4,OF,3700,CWS,@COL,4.83,Hoffman,0.346,1%,R,R,0.312,-1%,0.118,-1%,1,1,4,27%,3%,0%,7.3,7.9,7.9,1.4,14.4,10.0,2.7,3.0,0.8
Yuli Gurriel,1,1B,3700,HOU,@TOR,4.27,Stroman,0.312,-2%,R,R,0.352,5%,0.187,9%,7,7,0,2%,1%,0%,12.4,7.5,7.5,0.0,15.0,8.1,2.2,3.0,0.8
Kennys Vargas,2,1B,3700,MIN,BAL,5.53,Miley,0.350,7%,L,S,0.330,7%,0.159,2%,5,x,0,2%,4%,0%,6.5,7.0,7.0,0.0,13.9,8.9,2.4,3.0,0.8
Matt Davidson,,1B/3B,3700,CWS,@COL,4.83,Hoffman,0.346,1%,R,R,0.327,-1%,0.286,13%,x,x,-,0%,0%,0%,3.6,7.8,7.8,-1.1,16.7,0.0,0.0,0.0,0.0
Robinson Chirinos,,C,3700,TEX,LAA,5.68,Chavez,0.312,-2%,R,R,0.333,-1%,0.253,4%,x,x,-,0%,0%,0%,9.8,9.0,9.0,0.3,17.6,0.0,0.0,0.0,0.0
Jefry Marte,,1B,3700,LAA,@TEX,4.82,Ross,0.268,-11%,R,R,0.298,-3%,0.184,-3%,x,x,-,0%,0%,0%,5.5,5.1,5.1,-0.5,10.8,0.0,0.0,0.0,0.0
Mike Zunino,,C,3600,SEA,OAK,5.55,Smith,,-1%,R,R,0.278,-4%,0.196,6%,9,9,-1,-4%,2%,0%,3.5,6.9,6.9,-1.8,15.7,6.0,1.7,0.0,0.0
Wil Myers,1,1B,3600,SD,@PHI,3.61,Nola,0.283,-8%,R,R,0.334,1%,0.206,11%,1,3,2,5%,3%,0%,8.2,8.4,8.3,0.9,15.7,8.9,2.5,2.0,0.6
Chase Headley,1,3B,3600,NYY,MIL,5.42,Suter,,2%,L,S,0.310,-1%,0.125,-1%,5,5,0,-2%,3%,8%,6.2,7.0,7.0,1.1,13.0,7.9,2.2,7.0,1.9
Deven Marrero,,3B,3600,BOS,@TB,4.61,Cobb,0.329,0%,R,R,0.215,-8%,0.040,-18%,x,x,-,0%,0%,0%,9.6,6.1,6.1,-1.4,13.6,0.0,0.0,0.0,0.0
Adam Lind,2,1B,3600,WAS,ATL,5.49,Teheran,0.340,4%,R,L,0.350,8%,0.211,17%,6,x,0,-1%,3%,0%,8.3,7.8,7.8,0.9,14.6,8.8,2.4,0.0,0.0
J.T. Realmuto,1,C,3600,MIA,@SF,3.83,Samardzija,0.292,-6%,R,R,0.320,-1%,0.126,-10%,7,7,-2,-5%,-1%,0%,8.8,7.9,7.9,1.1,14.8,6.1,1.7,8.0,2.2
Matt Chapman,1,3B,3600,OAK,@SEA,4.45,Moore,,-1%,R,R,,-1%,,2%,7,8,-1,-6%,2%,0%,3.3,3.3,3.3,-0.7,7.4,6.5,1.8,7.0,1.9
Franklin Barreto,,2B/SS,3600,OAK,@SEA,4.45,Moore,,-1%,R,R,0.289,-2%,0.235,5%,x,x,-,0%,0%,0%,6.0,7.4,7.4,-0.7,15.4,0.0,0.0,0.0,0.0
Miguel Cabrera,7,1B,3600,DET,@CLE,4.33,Clevinger,0.343,1%,R,R,0.390,-3%,0.220,-5%,4,4,0,6%,1%,-2%,8.2,7.5,7.5,0.9,14.2,9.1,2.5,3.0,0.8
Devon Travis,,2B,3600,TOR,HOU,4.73,Fiers,0.346,6%,R,R,0.339,0%,0.165,-3%,x,x,-,0%,0%,0%,9.8,7.0,7.0,-0.2,14.3,0.0,0.0,0.0,0.0
Brandon Drury,1,2B,3600,ARI,CIN,5.10,Castillo,,-1%,R,R,0.337,2%,0.169,-2%,6,6,0,3%,0%,0%,5.2,7.2,7.2,-0.2,14.5,6.9,1.9,4.0,1.1
Yunel Escobar,1,3B,3600,LAA,@TEX,4.82,Ross,0.268,-11%,R,R,0.329,-2%,0.099,-1%,4,4,0,9%,1%,0%,5.2,6.9,6.9,0.9,12.8,6.5,1.8,16.0,4.4
Brad Miller,3,2B,3600,TB,BOS,4.39,Porcello,0.314,-1%,R,L,0.338,7%,0.211,21%,6,6,0,0%,0%,0%,7.7,6.9,6.9,0.5,13.4,7.7,2.1,3.0,0.8
Yoenis Cespedes,2,OF,3600,NYM,@STL,4.53,Wainwright,0.318,0%,R,R,0.367,1%,0.246,1%,3,3,0,2%,4%,0%,5.2,8.2,8.2,-2.5,19.0,9.3,2.6,0.0,0.0
Alen Hanson,,2B/OF,3600,CWS,@COL,4.83,Hoffman,0.291,-2%,R,S,0.262,-2%,0.083,-5%,x,x,-,0%,0%,0%,7.4,5.4,5.4,-0.7,11.5,0.0,0.0,2.0,0.6
Keon Broxton,,OF,3600,MIL,@NYY,4.08,Severino,0.309,-2%,R,R,0.319,-4%,0.201,-4%,8,6,-1,-2%,3%,7%,5.7,8.5,8.5,0.0,16.9,7.0,1.9,0.0,0.0
Kyle Seager,7,3B,3600,SEA,OAK,5.55,Smith,,1%,R,L,0.350,5%,0.195,6%,5,5,0,-2%,2%,0%,5.5,7.0,6.9,-0.1,13.9,8.4,2.3,3.0,0.8
Leury Garcia,,OF,3600,CWS,@COL,4.83,Hoffman,0.291,-2%,R,S,0.342,7%,0.194,24%,x,x,-,0%,0%,0%,8.1,7.6,7.6,0.9,14.3,0.0,0.0,0.0,0.0
Gregory Polanco,,OF,3600,PIT,@CHC,3.37,Arrieta,0.257,-14%,R,L,0.326,6%,0.166,8%,6,6,0,-5%,2%,0%,8.4,6.9,6.9,0.1,13.6,6.9,1.9,18.0,5.0
Yasiel Puig,,OF,3600,LAD,KC,5.08,Kennedy,0.320,0%,R,R,0.326,-3%,0.171,-1%,8,x,0,-4%,5%,3%,8.1,8.1,8.1,-0.7,16.9,8.0,2.2,3.0,0.8
Tyler Saladino,,2B/SS,3600,CWS,@COL,4.83,Hoffman,0.346,1%,R,R,0.274,-4%,0.111,0%,x,x,-,0%,0%,0%,4.6,5.3,5.3,0.6,10.1,0.0,0.0,0.0,0.0
Manuel Margot,,OF,3600,SD,@PHI,3.61,Nola,0.283,-8%,R,R,0.293,-3%,0.145,1%,2,2,0,0%,2%,0%,9.2,7.1,7.1,-0.3,14.5,6.8,1.9,8.0,2.2
Hernan Perez,1,3B/OF,3600,MIL,@NYY,4.08,Severino,0.309,-2%,R,R,0.290,-1%,0.129,-7%,x,x,-,0%,0%,0%,6.1,7.9,7.9,0.2,15.7,0.0,0.0,0.0,0.0
Robbie Grossman,3,OF,3600,MIN,BAL,5.53,Miley,0.350,7%,L,S,0.344,3%,0.123,-5%,4,2,-2,2%,3%,0%,5.9,7.3,7.3,0.8,13.9,8.1,2.3,8.0,2.2
Jacob May,,OF,3600,CWS,@COL,4.83,Hoffman,0.291,-2%,R,S,,2%,,6%,x,x,-,0%,0%,0%,1.4,1.8,1.8,-0.3,4.0,0.0,0.0,0.0,0.0
Danny Valencia,,1B,3600,SEA,OAK,5.55,Smith,,-1%,R,R,0.334,-6%,0.177,-3%,6,6,-1,-5%,2%,0%,8.0,7.3,7.3,-0.5,15.0,6.3,1.8,0.0,0.0
Jason Kipnis,4,2B,3500,CLE,DET,5.17,Verlander,0.288,-7%,R,L,0.356,7%,0.178,13%,1,1,0,4%,0%,-1%,6.9,7.2,7.2,-0.8,15.2,8.3,2.4,5.0,1.4
Freddy Galvis,3,SS,3500,PHI,SD,4.39,Chacin,0.351,7%,R,S,0.298,4%,0.145,11%,2,2,0,-2%,3%,0%,8.4,6.3,6.5,-0.1,13.1,8.0,2.3,0.0,0.0
Adam Jones,3,OF,3500,BAL,@MIN,5.47,Mejia,0.334,3%,L,R,0.323,-2%,0.168,-9%,4,2,0,4%,4%,0%,3.9,7.1,7.1,0.2,14.0,8.4,2.4,4.0,1.1
Guillermo Heredia,,OF,3500,SEA,OAK,5.55,Smith,,-1%,R,R,0.308,-2%,0.075,-10%,x,x,-,0%,0%,0%,6.4,6.2,6.2,0.3,12.0,0.0,0.0,0.0,0.0
Nick Franklin,,OF,3500,LAA,@TEX,4.82,Ross,0.308,-3%,R,S,0.303,7%,0.173,22%,9,9,-1,7%,1%,0%,4.2,4.5,4.5,-2.3,11.3,6.1,1.7,5.0,1.4
Francisco Mejia,,C,3500,CLE,DET,5.17,Verlander,0.288,-7%,R,S,,2%,,6%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorge Bonifacio,,OF,3500,KC,@LAD,3.92,McCarthy,0.304,-3%,R,R,0.339,1%,0.201,6%,2,2,0,-9%,5%,3%,7.9,7.4,7.4,1.0,13.8,7.0,2.0,8.0,2.3
Chris Iannetta,,C,3500,ARI,CIN,5.10,Castillo,,-1%,R,R,0.263,-17%,0.148,-13%,x,x,-,0%,0%,0%,5.8,7.7,7.7,-0.5,15.9,0.0,0.0,0.0,0.0
Jordan Patterson,,OF,3500,COL,CWS,5.67,Quintana,0.289,-7%,L,L,,-7%,,-22%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jayson Werth,,OF,3500,WAS,ATL,5.49,Teheran,0.264,-12%,R,R,0.303,-12%,0.142,-22%,x,x,-,0%,0%,0%,8.1,8.1,8.1,0.0,16.2,0.0,0.0,0.0,0.0
Greg Bird,,1B,3500,NYY,MIL,5.42,Suter,,-5%,L,L,0.323,-6%,0.152,-21%,x,x,-,0%,0%,0%,5.8,4.2,4.2,-2.7,11.1,0.0,0.0,0.0,0.0
Nick Williams,1,OF,3500,PHI,SD,4.39,Chacin,0.351,7%,R,L,,2%,,6%,3,x,2,-3%,3%,0%,5.0,5.0,5.0,1.8,8.2,6.5,1.9,2.0,0.6
Tyler Naquin,,OF,3500,CLE,DET,5.17,Verlander,0.288,-7%,R,L,0.372,3%,0.216,8%,x,x,-,0%,0%,0%,4.4,4.4,4.4,-0.5,9.3,0.0,0.0,0.0,0.0
Daniel Nava,2,OF,3500,PHI,SD,4.39,Chacin,0.351,7%,R,S,0.304,6%,0.089,17%,1,1,0,-2%,2%,0%,6.7,7.3,7.3,1.0,13.7,8.2,2.3,3.0,0.9
Jesus Aguilar,1,1B,3500,MIL,@NYY,4.08,Severino,0.309,-2%,R,R,0.334,-1%,0.227,10%,6,7,-2,0%,4%,9%,11.7,9.0,9.0,-0.6,18.5,8.2,2.3,5.0,1.4
Asdrubal Cabrera,3,2B/SS,3500,NYM,@STL,4.53,Wainwright,0.321,0%,R,S,0.332,3%,0.190,12%,2,2,0,0%,4%,0%,7.5,7.7,7.7,0.1,15.4,8.5,2.4,0.0,0.0
Jason Heyward,2,OF,3500,CHC,PIT,4.63,Nova,0.356,8%,R,L,0.322,5%,0.135,11%,7,8,-1,-2%,2%,0%,6.0,6.8,6.8,0.7,12.8,7.8,2.2,0.0,0.0
Ronald Torreyes,,3B/SS,3500,NYY,MIL,5.42,Suter,,2%,L,R,0.290,2%,0.029,-5%,9,9,-2,-3%,3%,8%,7.4,5.9,5.9,0.1,11.7,6.5,1.9,0.0,0.0
Hunter Renfroe,,OF,3500,SD,@PHI,3.61,Nola,0.283,-8%,R,R,0.293,-6%,0.215,0%,4,4,0,6%,3%,0%,7.6,7.0,7.0,-0.3,14.2,6.8,1.9,7.0,2.0
Chris Carter,,1B,3500,NYY,MIL,5.42,Suter,,2%,L,R,0.342,3%,0.252,4%,x,x,-,0%,0%,0%,3.7,5.9,5.9,-0.6,12.3,0.0,0.0,0.0,0.0
Austin Barnes,,C,3500,LAD,KC,5.08,Kennedy,0.320,0%,R,R,0.329,-1%,0.132,-2%,x,x,-,0%,0%,0%,10.9,9.1,9.1,0.6,17.6,0.0,0.0,0.0,0.0
Tim Anderson,2,SS,3500,CWS,@COL,4.83,Hoffman,0.346,1%,R,R,0.279,-5%,0.139,5%,7,6,-1,31%,4%,0%,5.2,6.3,6.3,-0.3,12.9,8.2,2.3,17.0,4.9
Orlando Arcia,,SS,3500,MIL,@NYY,4.08,Severino,0.309,-2%,R,R,0.297,-2%,0.142,2%,9,9,-1,-2%,3%,8%,9.9,6.6,6.6,0.4,12.8,6.4,1.8,0.0,0.0
Ketel Marte,,SS,3400,ARI,CIN,5.10,Castillo,,1%,R,S,0.300,4%,0.073,-13%,7,x,-1,5%,0%,0%,6.2,6.2,6.2,0.7,11.7,6.1,1.8,3.0,0.9
Jeremy Hazelbaker,,OF,3400,ARI,CIN,5.10,Castillo,,1%,R,L,0.356,5%,0.241,13%,x,x,-,0%,0%,0%,4.9,4.9,4.9,-0.3,10.1,0.0,0.0,0.0,0.0
Adam Frazier,,OF,3400,PIT,@CHC,3.37,Arrieta,0.257,-14%,R,L,0.318,0%,0.121,6%,1,1,0,-2%,1%,0%,4.9,8.3,8.3,0.6,15.9,6.9,2.0,0.0,0.0
Andrew Romine,,2B/OF,3400,DET,@CLE,4.33,Clevinger,0.270,-5%,R,S,0.282,-1%,0.095,13%,x,x,-,0%,0%,0%,5.0,6.3,6.3,0.3,12.2,0.0,0.0,0.0,0.0
Bradley Zimmer,1,OF,3400,CLE,DET,5.17,Verlander,0.288,-7%,R,L,0.355,4%,0.184,9%,8,8,-1,3%,0%,-2%,5.8,7.8,7.8,1.1,14.6,7.1,2.1,12.0,3.5
Jon Jay,0,OF,3400,CHC,PIT,4.63,Nova,0.356,8%,R,L,0.303,-2%,0.096,13%,x,x,-,0%,0%,0%,6.1,6.1,6.1,1.2,11.1,0.0,0.0,0.0,0.0
Ender Inciarte,2,OF,3400,ATL,@WAS,3.51,Strasburg,0.270,-11%,R,L,0.332,4%,0.111,16%,1,1,0,1%,2%,0%,8.4,8.7,8.5,1.4,15.6,7.5,2.2,7.0,2.1
Chris Herrmann,3,C/OF,3400,ARI,CIN,5.10,Castillo,,1%,R,L,0.304,4%,0.203,14%,2,x,4,4%,0%,0%,6.3,6.5,6.5,-1.2,14.1,7.6,2.2,0.0,0.0
David Wright,,3B,3400,NYM,@STL,4.53,Wainwright,0.318,0%,R,R,0.343,-6%,0.162,-6%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordy Mercer,,SS,3400,PIT,@CHC,3.37,Arrieta,0.255,-14%,R,R,0.289,-7%,0.106,-15%,8,8,-1,2%,2%,0%,5.4,6.5,6.4,0.6,12.3,5.1,1.5,9.0,2.6
Arismendy Alcantara,,2B/OF,3400,CIN,@ARI,4.40,Walker,0.310,-2%,R,S,0.234,-3%,0.086,-2%,x,x,-,0%,0%,0%,3.8,3.8,3.8,-1.4,9.0,0.0,0.0,0.0,0.0
T.J. Rivera,1,1B/3B,3400,NYM,@STL,4.53,Wainwright,0.318,0%,R,R,0.370,5%,0.181,10%,5,5,0,5%,4%,0%,8.4,6.6,6.6,0.3,12.8,7.7,2.3,9.0,2.6
Mike Tauchman,,OF,3400,COL,CWS,5.67,Quintana,0.289,-7%,L,L,,-7%,,-22%,x,x,-,0%,0%,0%,6.0,6.0,6.0,1.8,10.2,0.0,0.0,0.0,0.0
Tommy Joseph,2,1B,3400,PHI,SD,4.39,Chacin,0.286,-7%,R,R,0.320,-3%,0.206,-9%,4,4,0,2%,3%,0%,9.1,7.2,7.2,-0.2,14.6,7.4,2.2,10.0,2.9
Nick Ahmed,,SS,3400,ARI,CIN,5.10,Castillo,,-1%,R,R,0.243,-9%,0.110,-8%,x,x,-,0%,0%,0%,5.6,6.7,6.7,-0.7,14.2,0.0,0.0,0.0,0.0
Andrew Knapp,2,C,3400,PHI,SD,4.39,Chacin,0.351,7%,R,S,0.354,4%,0.163,7%,6,x,2,-2%,3%,0%,7.3,6.5,6.5,0.8,12.1,6.6,1.9,0.0,0.0
Jason Castro,,C,3400,MIN,BAL,5.53,Miley,0.303,-4%,L,L,0.270,-9%,0.112,-28%,9,x,-1,0%,3%,0%,6.0,6.1,6.1,0.3,11.8,5.5,1.6,3.0,0.9
