"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Jacob deGrom",8,"SP",10800,"NYM","SF","59%",3.14,6.5,0.31,"19.9%",3.39,"26.3%",3.28,3.14,"R",0.286,0.265,"1%","2%","0%",21,21.4,21.4,10,32.8,21.1,2,25.3,2.3
"Carlos Martinez",7,"SP",9800,"STL","@MIA","51%",3.94,5.5,0.311,"21.7%",4.41,"23.3%",3.69,3.54,"R",0.328,0.266,"2%","0%","1%",15.7,18.9,18.9,7.3,30.4,17.7,1.8,21.3,2.2
"Marcus Stroman",1,"SP",9400,"TOR","CLE","52%",3.91,4.5,0.334,"18.4%",4.38,"19.1%",3.57,3.4,"R",0.301,0.299,"-2%","0%","0%",14.8,16,16,1.1,30.8,15.7,1.7,14.7,1.6
"Masahiro Tanaka",3,"SP",9100,"NYY","@CIN","54%",4.05,5,0.305,"21.4%",5.3,"21.1%",3.66,3.54,"R",0.282,0.293,"0%","3%","0%",19.6,15.6,15.6,2.4,28.8,17.6,1.9,19.1,2.1
"Gio Gonzalez",5,"SP",8700,"WAS","@BAL","47%",4.66,5,0.315,"23.2%",4.41,"22.3%",3.93,3.75,"L",0.274,0.313,"0%","3%","0%",20.1,20.5,20.5,15.3,25.6,18.6,2.1,-1.1,-0.1
"Alex Wood",4,"SP",8600,"LAD","PIT","69%",3.14,NA,0.321,"19.6%",3.83,"20.0%",3.92,3.7,"L",0.274,0.307,"2%","1%","0%",15,15,15,8.5,21.4,16.3,1.9,35.5,4.1
"Matt Moore",NA,"SP",8000,"SF","@NYM","41%",3.86,5,0.296,"22.0%",5.24,"19.9%",4.47,4.63,"L",0.31,0.326,"4%","3%","0%",9.4,8.9,8.9,-6.6,24.3,16,2,10.6,1.3
"Trevor Bauer",NA,"SP",7900,"CLE","@TOR","48%",4.09,5.5,0.313,"20.4%",3.87,"22.0%",4.21,4.18,"R",0.319,0.323,"0%","0%","0%",11.8,11.8,11.8,-0.6,24.2,14.9,1.9,12.1,1.5
"Jake Arrieta",3,"SP",7800,"CHC","@COL","56%",4.87,5.5,0.321,"22.2%",4.74,"25.8%",3.3,3.11,"R",0.255,0.246,"-17%","4%","0%",17.6,18.9,18.9,8.8,29,15.2,1.9,0,0
"Trevor Cahill",21,"SP",7600,"SD","TEX","54%",3.57,NA,0.306,"25.0%",4.48,"23.4%",3.56,3.55,"R",0.341,0.296,"1%","1%","0%",19.9,19.9,19.9,13.1,26.6,18.6,2.4,25.8,3.4
"Ricky Nolasco",2,"SP",7500,"LAA","@OAK","46%",4.17,NA,0.318,"20.9%",3.73,"18.3%",4.31,4.36,"R",0.337,0.349,"2%","0%","0%",13,12.4,12.4,8.1,16.8,14.1,1.9,28.8,3.8
"Blake Snell",8,"SP",7400,"TB","KC","56%",3.48,NA,0.316,"20.3%",2.83,"23.1%",4.73,4.55,"L",NA,0.331,"1%","0%","0%",11.9,11.5,11.5,6.9,16.1,16.7,2.3,0.7,0.1
"Nate Karns",7,"SP",7200,"KC","@TB","43%",4.02,NA,0.323,"24.6%",4.34,"23.5%",4.02,4,"R",0.308,0.334,"5%","0%","0%",14.6,14.6,14.6,5.4,23.9,17.5,2.4,28.9,4
"Kevin Gausman",NA,"SP",6600,"BAL","WAS","53%",4.34,NA,0.335,"19.5%",6.3,"21.5%",3.95,3.97,"R",0.302,0.347,"0%","5%","-1%",2,3.5,3.5,-6,13,9.3,1.4,28.1,4.3
"Kendall Graveman",2,"SP",6500,"OAK","LAA","54%",3.83,NA,0.308,"16.1%",3.84,"14.6%",4.54,4.37,"R",0.323,0.319,"3%","1%","0%",12.6,12.6,12.6,0.2,25.1,11.3,1.7,18.4,2.8
"Adam Conley",NA,"SP",6400,"MIA","STL","49%",4.06,NA,0.307,"23.1%",4.31,"20.9%",4.47,4.68,"L",0.329,0.318,"2%","-1%","1%",9.8,9.8,9.8,-5.4,25,12.8,2,-7.7,-1.2
"Antonio Senzatela",NA,"SP",6000,"COL","CHC","43%",5.63,NA,0.315,"22.3%",5,"13.3%",4.6,4.51,"R",NA,NA,"-15%","8%","1%",14.5,15.4,15.4,7.5,23.2,11.2,1.9,0,0
"Nick Martinez",2,"SP",5800,"TEX","@SD","46%",3.93,NA,0.295,"24.3%",3.66,"12.7%",5.1,5.22,"R",0.347,0.356,"6%","2%","0%",9.3,9.3,9.3,-5,23.7,14.8,2.6,8.1,1.4
"Rookie Davis",NA,"SP",4800,"CIN","NYY","46%",4.45,NA,0.306,"19.5%",5.79,"",NA,NA,"R",NA,NA,"0%","7%","-1%",3.8,3.8,3.8,-7.3,14.9,8.2,1.7,3.8,0.8
"Trevor Williams",0,"RP",4600,"PIT","@LAD","31%",4.86,NA,0.331,"24.0%",4.74,"",NA,NA,"R",NA,NA,"9%","2%","0%",0,0,0,0,0,13.4,2.9,-6,-1.3
