"Player.Name","Likes","Pos","Salary","Team","Opp","RS","Pitcher.Name","Pitcher.wOBA","Pitcher.wOBA.Diff","Pitcher.Handedness","Hitter.Handedness","Hitter.wOBA","Hitter.wOBA.Diff","Hitter.ISO","Hitter.ISO.Diff","Batting.Order..Confirmed.","Batting.Order..Projected.","Batting.Order.Diff","Park.Factor","Temperature.Factor","Wind.Factor","L10.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Ian Desmond",NA,"1B/OF",4900,"COL","CIN",7.22,"Romano",NA,"-1%","R","R",0.306,"-4%",0.144,"-4%","x","x","-","0%","0%","0%",6.1,7.6,7.6,0.5,14.7,0,0,0,0
"Paul Goldschmidt",3,"1B",4900,"ARI","@LAD",3.34,"Hill",0.252,"-15%","L","R",0.429,"5%",0.236,"0%","3","3","0","-8%","1%","2%",6.5,11.3,11.4,3.2,19.6,8.5,1.7,3,0.6
"Tommy Pham",0,"OF",4800,"STL","MIA",5.48,"Koehler",0.322,"0%","R","R",0.351,"-1%",0.209,"1%","2","2","0","-1%","2%","-1%",11.6,9.8,9.8,0.5,19.1,8.4,1.8,3,0.6
"Starling Marte",NA,"OF",4800,"PIT","@PHI",4.55,"Hellickson",0.315,"-1%","R","R",0.351,"0%",0.155,"3%","x","x","-","0%","0%","0%",8.2,7.8,7.8,-1.9,17.4,0,0,0,0
"Robinson Cano",8,"2B",4800,"SEA","OAK",5.25,"Blackburn",NA,"1%","R","L",0.371,"7%",0.226,"24%","3","3","0","-2%","3%","0%",9.8,8.8,8.8,-0.3,17.8,9.2,1.9,10,2.1
"Mark Reynolds",2,"1B",4800,"COL","CIN",7.22,"Romano",NA,"-1%","R","R",0.361,"8%",0.204,"13%","5","4","-1","12%","11%","0%",6.6,9,9,0.4,17.5,11.1,2.3,5,1
"David Dahl",1,"OF",4700,"COL","CIN",7.22,"Romano",NA,"1%","R","L",0.38,"5%",0.218,"15%","x","x","-","0%","0%","0%",0,0,0,0,0,0,0,0,0
"Zack Cozart",0,"SS",4700,"CIN","@COL",5.78,"Chatwood",0.314,"-1%","R","R",0.331,"0%",0.181,"-1%","x","x","-","0%","0%","0%",3.5,9.2,9.2,0.8,17.6,0,0,7,1.5
"Miguel Sano",11,"3B",4700,"MIN","BAL",5.15,"Bundy",0.323,"1%","R","R",0.363,"0%",0.247,"-1%","3","4","0","2%","6%","0%",8.5,9.3,9.3,0.9,17.8,9.3,2,7,1.5
"Dexter Fowler",NA,"OF",4700,"STL","MIA",5.48,"Koehler",0.329,"2%","R","S",0.343,"-3%",0.184,"7%","x","x","-","0%","0%","0%",12.8,8.4,8.4,0.4,16.3,0,0,0,0
"Scooter Gennett",0,"2B/OF",4700,"CIN","@COL",5.78,"Chatwood",0.319,"0%","R","L",0.331,"7%",0.172,"12%","2","7","1","23%","10%","0%",12,10.1,10.1,-1.6,21.7,11.4,2.4,13,2.8
"Travis Shaw",1,"3B",4700,"MIL","@CHC",4.17,"Montgomery",0.288,"-8%","L","L",0.326,"-6%",0.228,"-6%","x","x","-","0%","0%","0%",12,9.8,9.8,1.4,18.2,0,0,0,0
"Khris Davis",9,"OF",4700,"OAK","@SEA",4.25,"Gaviglio",NA,"-1%","R","R",0.361,"2%",0.282,"4%","4","4","0","-6%","4%","0%",11.2,8.8,8.9,0.4,17.4,8.6,1.8,20,4.3
"Cody Bellinger",2,"1B/OF",4600,"LAD","ARI",4.16,"Ray",0.306,"-3%","L","L",0.388,"-5%",0.333,"-15%","x","x","-","0%","0%","0%",7.2,10.6,10.6,0,21.2,0,0,4,0.9
"J.D. Martinez",1,"OF",4600,"DET","SF",6.08,"Stratton",NA,"-1%","R","R",0.372,"-2%",0.245,"-3%","5","4","-1","0%","6%","0%",8.4,9.6,9.6,-0.6,19.8,8.8,1.9,5,1.1
"Eric Thames",0,"1B/OF",4600,"MIL","@CHC",4.17,"Montgomery",0.288,"-8%","L","L",0.352,"-7%",0.313,"-15%","x","x","-","0%","0%","0%",7.4,9.9,9.9,0.4,19.4,0,0,0,0
"Ryan Braun",2,"OF",4600,"MIL","@CHC",4.17,"Montgomery",0.308,"-3%","L","R",0.403,"8%",0.244,"5%","3","3","0","2%","6%","0%",7.7,9.8,9.8,2.2,17.3,10.2,2.2,20,4.3
"Jose Ramirez",7,"2B/3B",4600,"CLE","SD",5.22,"Lamet",NA,"1%","R","S",0.326,"1%",0.142,"5%","5","5","0","4%","2%","0%",13.1,9.7,9.8,0.6,19,9.1,2,24,5.2
"Logan Morrison",0,"1B",4500,"TB","BOS",2.95,"Sale",0.241,"-17%","L","L",0.291,"-10%",0.111,"-42%","4","4","0","0%","0%","0%",10.5,9.4,9.4,0.9,17.9,5.7,1.3,13,2.9
"Corey Seager",3,"SS",4500,"LAD","ARI",4.16,"Ray",0.306,"-3%","L","L",0.352,"-7%",0.189,"-13%","2","2","0","-3%","1%","2%",12.9,9.2,9.2,0.5,17.9,7.5,1.7,9,2
"Andrew Benintendi",4,"OF",4500,"BOS","@TB",4.05,"Faria",NA,"1%","R","L",0.371,"5%",0.211,"16%","6","6","-2","-4%","0%","0%",11.6,8.9,8.9,-0.4,18.3,8.2,1.8,5,1.1
"Edwin Encarnacion",7,"1B",4500,"CLE","SD",5.22,"Lamet",NA,"-1%","R","R",0.377,"0%",0.269,"5%","4","4","0","2%","3%","0%",6.8,8.4,8.4,0,16.9,9.1,2,33,7.3
"Jean Segura",7,"SS",4500,"SEA","OAK",5.25,"Blackburn",NA,"-1%","R","R",0.335,"2%",0.135,"4%","1","1","0","-5%","3%","0%",10.8,9.4,9.4,2,16.8,7.8,1.7,14,3.1
"Christian Yelich",1,"OF",4500,"MIA","@STL",4.02,"Wacha",0.293,"-6%","R","L",0.365,"6%",0.165,"17%","3","3","0","1%","2%","-1%",9,8.1,8.1,1.2,15.1,8.4,1.9,8,1.8
"Justin Smoak",4,"1B",4500,"TOR","HOU",4.02,"McCullers",0.277,"-9%","R","S",0.339,"4%",0.239,"17%","4","4","0","2%","3%","0%",9.1,9.3,9.3,0.6,17.9,7.7,1.7,3,0.7
"Billy Hamilton",1,"OF",4500,"CIN","@COL",5.78,"Chatwood",0.319,"0%","R","S",0.28,"2%",0.065,"-16%","1","1","0","22%","6%","0%",9,8.6,8.6,1.2,16.1,11.7,2.6,10,2.2
"Trea Turner",NA,"SS",4500,"WAS","ATL",5.09,"Foltynewicz",0.325,"1%","R","R",0.377,"7%",0.21,"17%","x","x","-","0%","0%","0%",13.4,10.9,10.9,1,20.8,0,0,0,0
"Freddie Freeman",6,"1B",4400,"ATL","@WAS",3.91,"Gonzalez",0.271,"-11%","L","L",0.35,"-9%",0.153,"-32%","3","3","0","-1%","0%","-4%",10.5,12.1,12.1,2.2,22,7.3,1.7,16,3.6
"Max Kepler",12,"OF",4400,"MIN","BAL",5.15,"Bundy",0.334,"3%","R","L",0.35,"10%",0.22,"19%","4","5","1","0%","5%","0%",8.9,7.7,7.7,-0.1,15.6,9.1,2.1,11,2.5
"Nelson Cruz",7,"OF",4400,"SEA","OAK",5.25,"Blackburn",NA,"-1%","R","R",0.369,"-5%",0.234,"-7%","4","4","0","-5%","4%","0%",8.2,8.8,8.8,1.2,16.3,8,1.8,0,0
"Justin Turner",3,"3B",4400,"LAD","ARI",4.16,"Ray",0.322,"0%","L","R",0.347,"-7%",0.169,"-14%","3","3","0","-4%","1%","2%",11,9.4,9.4,2.6,16.3,7.7,1.8,6,1.4
"Carlos Gonzalez",2,"OF",4300,"COL","CIN",7.22,"Romano",NA,"1%","R","L",0.376,"9%",0.242,"13%","4","3","0","11%","11%","0%",5.7,6.2,6.2,0,12.4,11.8,2.7,0,0
"Justin Upton",2,"OF",4300,"DET","SF",6.08,"Stratton",NA,"-1%","R","R",0.351,"-1%",0.23,"0%","3","5","0","0%","5%","0%",9,8.8,8.8,1,16.6,9.1,2.1,16,3.7
"Anthony Rendon",5,"3B",4300,"WAS","ATL",5.09,"Foltynewicz",0.325,"1%","R","R",0.339,"-3%",0.174,"1%","6","6","0","0%","0%","-4%",9.5,9.3,9.3,-1.3,20,7.6,1.8,10,2.3
"Kris Bryant",2,"3B",4300,"CHC","MIL",5.33,"Davies",0.316,"-1%","R","R",0.376,"-2%",0.227,"-5%","2","2","0","1%","6%","0%",6.6,9.1,9.1,0.8,17.3,9.4,2.2,2,0.5
"Gerardo Parra",NA,"OF",4300,"COL","CIN",7.22,"Romano",NA,"1%","R","L",0.328,"8%",0.168,"30%","x","x","-","0%","0%","0%",12.6,8.1,8.1,0.6,15.7,0,0,0,0
"Raimel Tapia",0,"OF",4300,"COL","CIN",7.22,"Romano",NA,"1%","R","L",0.334,"2%",0.105,"-1%","1","2","3","11%","8%","0%",9.4,7.7,7.7,-0.6,16,10.5,2.4,12,2.8
"Steven Souza Jr.",0,"OF",4300,"TB","BOS",2.95,"Sale",0.276,"-10%","L","R",0.319,"-2%",0.16,"-8%","1","1","3","-4%","0%","0%",9,8.9,8.9,0.1,17.6,6.6,1.5,0,0
"Matt Carpenter",2,"1B",4300,"STL","MIA",5.48,"Koehler",0.329,"2%","R","L",0.387,"7%",0.252,"20%","1","1","0","-1%","2%","-1%",7.5,8.3,8.3,1.3,15.2,9.2,2.1,8,1.9
"Arismendy Alcantara",NA,"2B/OF",4200,"CIN","@COL",5.78,"Chatwood",0.319,"0%","R","S",0.237,"-2%",0.087,"-2%","x","x","-","0%","0%","0%",3.8,3.8,3.8,-1.4,9,0,0,0,0
"Ian Happ",2,"2B/OF",4200,"CHC","MIL",5.33,"Davies",0.333,"3%","R","S",0.374,"4%",0.317,"19%","4","5","0","-2%","5%","0%",9,9.3,9.3,0.2,18.4,8.2,2,0,0
"Justin Bour",0,"1B",4200,"MIA","@STL",4.02,"Wacha",0.293,"-6%","R","L",0.358,"2%",0.238,"5%","5","5","0","1%","3%","-2%",7.5,9,9,0.3,17.7,7.8,1.9,2,0.5
"Domingo Santana",3,"OF",4200,"MIL","@CHC",4.17,"Montgomery",0.308,"-3%","L","R",0.376,"6%",0.238,"16%","2","4","2","2%","5%","0%",10.2,8.5,8.5,1.6,15.5,9.2,2.2,33,7.9
"Aledmys Diaz",NA,"SS",4200,"STL","MIA",5.48,"Koehler",0.322,"0%","R","R",0.354,"4%",0.202,"12%","x","x","-","0%","0%","0%",3.5,6.2,6.2,-0.9,13.4,0,0,0,0
"Jonathan Schoop",6,"2B",4200,"BAL","@MIN",4.35,"Berrios",0.341,"4%","R","R",0.352,"7%",0.221,"14%","3","3","0","4%","6%","0%",9.1,8.5,8.3,0.9,15.8,9.9,2.4,9,2.1
"Paul DeJong",1,"2B",4200,"STL","MIA",5.48,"Koehler",0.322,"0%","R","R",0.291,"-2%",0.205,"6%","x","x","-","0%","0%","0%",6.5,6.5,6.5,0,12.9,0,0,5,1.2
"Brandon Belt",2,"1B/OF",4200,"SF","@DET",4.92,"Sanchez",0.298,"-5%","R","L",0.368,"3%",0.21,"5%","5","5","-1","-6%","5%","0%",11.4,8.4,8.4,1,15.8,7.8,1.9,5,1.2
"Carlos Santana",1,"1B",4200,"CLE","SD",5.22,"Lamet",NA,"1%","R","S",0.356,"2%",0.232,"19%","x","x","-","0%","0%","0%",9.1,7.5,7.8,0.6,15,0,0,0,0
"Evan Gattis",3,"C",4200,"HOU","@TOR",4.98,"Liriano",0.321,"0%","L","R",0.337,"1%",0.232,"1%","x","x","-","0%","0%","0%",9.1,7.5,7.5,0.9,14.1,0,0,0,0
"Marcell Ozuna",1,"OF",4200,"MIA","@STL",4.02,"Wacha",0.33,"2%","R","R",0.324,"-3%",0.173,"-5%","4","4","0","1%","2%","-2%",9.4,9.6,9.6,0.7,18.4,8.4,2,15,3.6
"Joe Mauer",2,"1B",4200,"MIN","BAL",5.15,"Bundy",0.334,"3%","R","L",0.332,"3%",0.127,"10%","x","x","-","0%","0%","0%",8.5,7.4,7.4,1.2,13.7,0,0,0,0
"Chris Taylor",1,"2B/OF",4200,"LAD","ARI",4.16,"Ray",0.322,"0%","L","R",0.336,"5%",0.124,"0%","4","5","0","-4%","1%","2%",9.5,9.2,9.2,0.3,18.1,7.5,1.8,18,4.3
"Ryan Zimmerman",5,"1B",4200,"WAS","ATL",5.09,"Foltynewicz",0.325,"1%","R","R",0.314,"-6%",0.182,"-12%","4","4","0","1%","0%","-4%",6.4,10.1,10.1,1.1,19,7.6,1.8,6,1.4
"Eugenio Suarez",0,"3B",4200,"CIN","@COL",5.78,"Chatwood",0.314,"-1%","R","R",0.314,"-3%",0.156,"-6%","5","5","0","28%","10%","0%",4.8,7.8,7.8,0.4,15.2,10.5,2.5,15,3.6
"Josh Reddick",NA,"OF",4200,"HOU","@TOR",4.98,"Liriano",0.305,"-3%","L","L",0.265,"-20%",0.089,"-43%","x","x","-","0%","0%","0%",18.5,9.5,9.5,1.4,17.7,0,0,0,0
"Orlando Arcia",NA,"SS",4200,"MIL","@CHC",4.17,"Montgomery",0.308,"-3%","L","R",0.331,"5%",0.138,"6%","8","8","0","1%","5%","0%",9.7,6.6,6.6,0.4,12.8,6.8,1.6,9,2.1
"DJ LeMahieu",1,"2B",4200,"COL","CIN",7.22,"Romano",NA,"-1%","R","R",0.345,"0%",0.102,"2%","2","x","0","12%","8%","0%",6.1,7.5,7.5,0.5,14.5,10,2.4,2,0.5
"John Jaso",NA,"1B/OF",4200,"PIT","@PHI",4.55,"Hellickson",0.321,"0%","R","L",0.347,"4%",0.174,"10%","x","x","-","0%","0%","0%",7.2,5.8,5.8,0.1,11.5,0,0,0,0
"Willson Contreras",0,"C",4100,"CHC","MIL",5.33,"Davies",0.316,"-1%","R","R",0.343,"-1%",0.201,"1%","6","4","-2","0%","5%","0%",9.3,7.1,7.1,-0.3,14.6,7.2,1.8,14,3.4
"J.T. Realmuto",2,"C",4100,"MIA","@STL",4.02,"Wacha",0.33,"2%","R","R",0.32,"-1%",0.127,"-10%","2","7","4","2%","2%","-1%",8,7.8,7.8,1,14.6,8.1,2,6,1.5
"Adam Frazier",NA,"OF",4100,"PIT","@PHI",4.55,"Hellickson",0.321,"0%","R","L",0.32,"0%",0.122,"6%","x","x","-","0%","0%","0%",6.6,8.4,8.4,0.8,16.1,0,0,0,0
"Eddie Rosario",2,"OF",4100,"MIN","BAL",5.15,"Bundy",0.334,"3%","R","L",0.32,"1%",0.192,"10%","6","6","1","0%","5%","0%",9,7.1,7.1,-1,15.3,8.1,2,2,0.5
"Aaron Altherr",1,"OF",4100,"PHI","PIT",4.45,"Kuhl",0.29,"-3%","R","R",0.329,"0%",0.179,"-6%","5","3","-2","0%","0%","0%",8.2,9,9,1,16.9,7.2,1.8,12,2.9
"Manny Pina",NA,"C",4100,"MIL","@CHC",4.17,"Montgomery",0.308,"-3%","L","R",0.339,"3%",0.091,"-1%","6","6","0","0%","5%","0%",6.4,7.5,7.5,0.3,14.7,7,1.7,7,1.7
"Jake Lamb",0,"3B",4100,"ARI","@LAD",3.34,"Hill",0.273,"-15%","L","L",0.245,"-19%",0.136,"-30%","7","5","-3","-10%","1%","2%",7.9,9.8,9.8,2,17.7,5,1.2,30,7.3
"Chris Owings",3,"OF/SS",4100,"ARI","@LAD",3.34,"Hill",0.252,"-15%","L","R",0.3,"1%",0.147,"7%","4","4","1","-11%","1%","2%",10.8,8.9,8.9,1.1,16.7,6.1,1.5,0,0
"Marwin Gonzalez",9,"1B/OF",4100,"HOU","@TOR",4.98,"Liriano",0.321,"0%","L","S",0.335,"1%",0.172,"3%","5","6","1","2%","3%","0%",10.8,9.4,9.4,1.6,17.3,8,2,14,3.4
"Ian Kinsler",0,"2B",4100,"DET","SF",6.08,"Stratton",NA,"-1%","R","R",0.335,"-2%",0.154,"-3%","1","1","0","1%","5%","0%",5,7.8,7.8,0.3,15.4,8.4,2,0,0
"Scott Schebler",0,"OF",4100,"CIN","@COL",5.78,"Chatwood",0.319,"0%","R","L",0.344,"0%",0.225,"0%","6","6","0","24%","10%","0%",5.3,7.9,7.9,-0.5,16.2,10.4,2.5,12,2.9
"Jedd Gyorko",2,"3B",4100,"STL","MIA",5.48,"Koehler",0.322,"0%","R","R",0.328,"-1%",0.21,"5%","4","4","0","-1%","2%","-2%",10.4,8.5,8.5,1,16,7.6,1.9,8,2
"Giancarlo Stanton",NA,"OF",4100,"MIA","@STL",4.02,"Wacha",0.33,"2%","R","R",0.348,"-8%",0.249,"-12%","x","x","-","0%","0%","0%",9.6,9.5,9.5,0.3,18.6,0,0,0,0
"Jesse Winker",NA,"OF",4000,"CIN","@COL",5.78,"Chatwood",0.319,"0%","R","L",NA,"2%",NA,"6%","x","x","-","0%","0%","0%",7,7,7,7,7,0,0,0,0
"Yonder Alonso",5,"1B",4000,"OAK","@SEA",4.25,"Gaviglio",NA,"1%","R","L",0.336,"4%",0.152,"6%","3","5","2","0%","3%","0%",6.8,8.9,8.9,0.5,17.4,8.4,2.1,13,3.3
"Adam Eaton",NA,"OF",4000,"WAS","ATL",5.09,"Foltynewicz",0.369,"11%","R","L",0.361,"5%",0.172,"28%","x","x","-","0%","0%","0%",10.9,10.6,10.6,3,18.2,0,0,0,0
"Alex Avila",0,"1B/C",4000,"DET","SF",6.08,"Stratton",NA,"1%","R","L",0.358,"11%",0.189,"25%","2","2","0","-5%","5%","0%",5.8,8.6,8.6,1.4,15.9,8.5,2.1,4,1
"Cesar Hernandez",NA,"2B",4000,"PHI","PIT",4.45,"Kuhl",0.393,"10%","R","S",0.318,"0%",0.098,"6%","x","x","-","0%","0%","0%",5.1,7.7,7.7,1.2,14.3,0,0,0,0
"Xander Bogaerts",0,"SS",4000,"BOS","@TB",4.05,"Faria",NA,"-1%","R","R",0.335,"-3%",0.131,"-1%","3","3","0","-10%","0%","0%",6.5,8.5,8.5,1.3,15.8,7.3,1.8,2,0.5
"Denard Span",0,"OF",4000,"SF","@DET",4.92,"Sanchez",0.298,"-5%","R","L",0.35,"11%",0.152,"35%","1","1","0","-7%","4%","0%",10.9,8.2,8.2,0.4,16,8.2,2,7,1.8
"Trevor Story",0,"SS",4000,"COL","CIN",7.22,"Romano",NA,"-1%","R","R",0.329,"-6%",0.225,"-10%","7","5","-1","12%","10%","0%",5.1,6.6,6.6,0.8,12.4,9,2.3,10,2.5
"Michael A. Taylor",2,"OF",4000,"WAS","ATL",5.09,"Foltynewicz",0.325,"1%","R","R",0.287,"-3%",0.154,"-4%","2","2","1","0%","0%","-3%",10.8,8.8,8.8,0.2,17.4,7.8,1.9,0,0
"Matt Chapman",NA,"3B",4000,"OAK","@SEA",4.25,"Gaviglio",NA,"-1%","R","R",NA,"-1%",NA,"2%","8","7","-3","-6%","3%","0%",4,4,4,-0.4,8.4,6.3,1.6,2,0.5
"Stephen Vogt",NA,"C",4000,"MIL","@CHC",4.17,"Montgomery",0.288,"-8%","L","L",0.26,"-13%",0.114,"-29%","x","x","-","0%","0%","0%",9.5,5.9,5.9,-0.6,12.5,0,0,0,0
"Josh Donaldson",4,"3B",4000,"TOR","HOU",4.02,"McCullers",0.307,"-3%","R","R",0.391,"-3%",0.26,"-5%","3","3","0","2%","3%","0%",3.7,7.6,7.6,0.2,14.9,8.4,2.1,14,3.5
"Buster Posey",2,"1B/C",4000,"SF","@DET",4.92,"Sanchez",0.378,"13%","R","R",0.349,"-4%",0.14,"-14%","4","4","0","4%","5%","0%",9.3,8.5,8.5,2,15,10.2,2.5,0,0
"Lonnie Chisenhall",6,"OF",4000,"CLE","SD",5.22,"Lamet",NA,"1%","R","L",0.326,"2%",0.172,"11%","6","6","0","4%","2%","0%",8.4,9,9,0.7,17.4,8,2,11,2.8
"Chris Davis",0,"1B",4000,"BAL","@MIN",4.35,"Berrios",0.344,"6%","R","L",0.372,"6%",0.3,"16%","x","x","-","0%","0%","0%",6.3,7.4,7.4,-0.9,15.8,0,0,0,0
"Franklin Barreto",1,"SS",4000,"OAK","@SEA",4.25,"Gaviglio",NA,"-1%","R","R",0.325,"-1%",0.267,"6%","x","x","-","0%","0%","0%",6,7.4,7.4,-0.7,15.4,0,0,0,0
"Stephen Piscotty",1,"OF",4000,"STL","MIA",5.48,"Koehler",0.322,"0%","R","R",0.335,"-3%",0.168,"-6%","x","x","-","0%","0%","0%",7.7,7.1,7.1,0.7,13.5,0,0,2,0.5
"Jose Peraza",0,"2B",3900,"CIN","@COL",5.78,"Chatwood",0.314,"-1%","R","R",0.289,"-2%",0.081,"-7%","7","x","-1","30%","7%","0%",4.9,6.5,6.5,0.1,12.9,9.8,2.5,3,0.8
"Logan Forsythe",7,"2B/3B",3900,"LAD","ARI",4.16,"Ray",0.322,"0%","L","R",0.356,"7%",0.213,"33%","1","1","5","-4%","1%","2%",8.7,6.6,6.6,0.2,12.9,8.2,2.1,23,5.9
"Andrew Knapp",NA,"C",3900,"PHI","PIT",4.45,"Kuhl",0.393,"10%","R","S",0.365,"4%",0.17,"6%","7","8","1","-2%","0%","0%",7.6,6.5,6.5,0.8,12.2,6.4,1.6,4,1
"A.J. Pollock",1,"OF",3900,"ARI","@LAD",3.34,"Hill",0.252,"-15%","L","R",0.359,"0%",0.208,"11%","1","1","0","-10%","1%","2%",6.9,9.5,9.5,1.8,17.2,7.5,1.9,3,0.8
"Michael Brantley",7,"OF",3900,"CLE","SD",5.22,"Lamet",NA,"1%","R","L",0.369,"6%",0.167,"21%","3","3","0","4%","2%","0%",8,7.7,7.7,1.7,13.8,9.2,2.4,21,5.4
"Yasmani Grandal",NA,"C",3900,"LAD","ARI",4.16,"Ray",0.322,"0%","L","S",0.315,"-3%",0.12,"-26%","x","x","-","0%","0%","0%",11.9,7.3,7.3,0.1,14.4,0,0,0,0
"Brian Dozier",9,"2B",3900,"MIN","BAL",5.15,"Bundy",0.323,"1%","R","R",0.334,"-4%",0.224,"-2%","1","1","0","2%","5%","0%",5.8,8.5,8.5,1.9,15,9.2,2.4,0,0
"Nicholas Castellanos",0,"3B",3900,"DET","SF",6.08,"Stratton",NA,"-1%","R","R",0.32,"-1%",0.172,"-4%","6","6","-1","1%","5%","0%",9,7.6,7.6,0.7,14.4,8,2.1,17,4.4
"Josh Harrison",NA,"2B/3B",3900,"PIT","@PHI",4.55,"Hellickson",0.315,"-1%","R","R",0.308,"-5%",0.108,"-12%","1","2","1","1%","0%","0%",6.6,7.7,7.7,1,14.4,8,2.1,3,0.8
"Ben Gamel",4,"OF",3900,"SEA","OAK",5.25,"Blackburn",NA,"1%","R","L",0.335,"0%",0.1,"-11%","2","2","1","-3%","3%","0%",6.3,8.1,8.1,0.6,15.7,7.3,1.9,0,0
"Daniel Nava",NA,"OF",3900,"PHI","PIT",4.45,"Kuhl",0.393,"10%","R","S",0.3,"5%",0.088,"17%","1","x","0","-2%","0%","0%",6.7,7.6,7.6,1.3,13.9,8.1,2.1,0,0
"Jonathan Villar",1,"2B",3900,"MIL","@CHC",4.17,"Montgomery",0.308,"-3%","L","S",0.328,"1%",0.169,"11%","1","1","0","1%","4%","0%",8.3,7.8,7.8,-0.3,15.8,9.3,2.4,16,4.1
"Francisco Lindor",11,"SS",3900,"CLE","SD",5.22,"Lamet",NA,"1%","R","S",0.337,"-1%",0.159,"-2%","2","2","0","4%","2%","0%",6.4,8,8,0.4,15.6,9.1,2.3,5,1.3
"Joe Panik",1,"2B",3900,"SF","@DET",4.92,"Sanchez",0.298,"-5%","R","L",0.335,"2%",0.156,"17%","2","2","0","-7%","4%","0%",7.1,6.8,6.8,0,13.6,7.4,1.9,12,3.1
"Dustin Pedroia",2,"2B",3900,"BOS","@TB",4.05,"Faria",NA,"-1%","R","R",0.346,"-2%",0.122,"-7%","2","2","0","-9%","0%","0%",10.2,7.4,7.4,1.8,13.1,7.1,1.8,6,1.5
"Robbie Grossman",2,"OF",3900,"MIN","BAL",5.15,"Bundy",0.334,"3%","R","S",0.33,"-2%",0.145,"7%","2","2","0","0%","4%","0%",5.8,7.4,7.4,0.7,14,7.7,2,2,0.5
"Devin Mesoraco",NA,"C",3900,"CIN","@COL",5.78,"Chatwood",0.314,"-1%","R","R",0.281,"-5%",0.133,"-4%","x","x","-","0%","0%","0%",6.1,6.8,6.8,-0.3,13.8,0,0,0,0
"Joc Pederson",NA,"OF",3900,"LAD","ARI",4.16,"Ray",0.306,"-3%","L","L",0.263,"-15%",0.142,"-29%","x","x","-","0%","0%","0%",10.5,7.3,7.3,0.4,14.1,0,0,4,1
