Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Jacob deGrom,6,SP,12700,NYM,LAD,46%,3.93,7.5,0.333,24.0%,5.06,26.5%,3.35,3.22,R,0.288,0.264,2%,0%,-2%,25.9,23.3,23.3,10.1,36.5,22.0,1.7,16.4,1.3
James Paxton,10,SP,12200,SEA,@KC,61%,3.71,6.5,0.321,18.3%,4.31,24.0%,3.70,3.53,L,0.309,0.283,-5%,1%,0%,30.4,22.2,22.2,10.2,34.1,17.7,1.5,24.5,2.0
Madison Bumgarner,11,SP,11300,SF,ARI,56%,3.69,,0.326,24.7%,5.00,26.8%,3.26,3.36,L,0.237,0.274,1%,0%,0%,17.2,19.3,19.3,13.8,24.9,22.0,1.9,20.9,1.8
Yu Darvish,10,SP,11000,LAD,@NYM,54%,3.57,7,0.320,22.0%,4.80,28.6%,3.52,3.55,R,0.310,0.277,1%,0%,-2%,11.8,18.6,18.6,6.8,30.4,21.1,1.9,37.3,3.4
Brad Peacock,5,SP,10300,HOU,TOR,62%,3.91,,0.333,21.1%,4.23,28.5%,4.02,4.15,R,0.329,0.255,1%,0%,-2%,21.1,19.9,19.9,9.4,30.5,15.4,1.5,8.9,0.9
Justin Verlander,4,SP,9000,DET,@BAL,40%,5.02,5.5,0.323,22.4%,4.65,24.5%,3.91,4.15,R,0.288,0.292,0%,-1%,-1%,21.0,15.1,15.1,3.5,26.6,18.8,2.1,32.1,3.6
Jake Faria,6,SP,8500,TB,MIL,60%,4.01,,0.331,25.2%,4.72,23.0%,4.33,4.50,R,,0.298,1%,0%,0%,13.8,18.9,18.9,11.4,26.4,18.1,2.1,25.9,3.0
Tanner Roark,0,SP,8500,WAS,@CHC,39%,5.05,5,0.319,22.4%,4.72,18.8%,4.32,4.22,R,0.316,0.288,3%,2%,0%,16.1,13.4,13.4,2.0,24.8,14.7,1.7,17.4,2.0
Kevin Gausman,7,SP,8100,BAL,DET,60%,3.98,5,0.316,21.0%,4.83,21.9%,4.03,4.00,R,0.312,0.353,0%,-1%,-1%,18.6,11.3,11.3,-2.5,25.1,14.4,1.8,27.4,3.4
Ivan Nova,3,SP,7800,PIT,SD,63%,3.83,4.5,0.294,24.4%,3.79,16.6%,4.16,4.02,R,0.362,0.299,0%,0%,0%,11.1,14.7,14.7,5.0,24.5,16.8,2.2,16.7,2.1
