"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Clayton Kershaw",2,"SP",13600,"LAD","ATL","77%",2.57,9.5,0.297,"22.1%",4.72,"32.5%",2.46,2.32,"L",0.227,0.227,"2%","-1%","-1%",36.9,28.5,28.5,18.1,38.9,29.9,2.2,7.9,0.6
"Corey Kluber",9,"SP",12400,"CLE","TOR","63%",3.4,9.5,0.328,"19.9%",4.16,"28.4%",3.14,3.14,"R",0.3,0.25,"-2%","-1%","0%",33.2,27.4,27.4,13.7,41.2,22.9,1.8,43,3.5
"Stephen Strasburg",0,"SP",11300,"WAS","@ARI","53%",4.12,7.5,0.31,"22.6%",5.07,"29.6%",3.14,3.12,"R",0.27,0.297,"-4%","0%","0%",19.8,21.9,21.9,9.4,34.5,20.9,1.8,6.1,0.5
"Rick Porcello",1,"SP",10500,"BOS","@LAA","53%",4.34,5,0.322,"17.8%",4.05,"20.8%",3.85,3.94,"R",0.316,0.318,"7%","-1%","0%",18.3,14.6,14.6,6.4,22.8,16.5,1.6,22.3,2.1
"Lance McCullers Jr.",3,"SP",10400,"HOU","@BAL","55%",4.71,6.5,0.339,"21.2%",4.62,"27.2%",3.47,3.17,"R",0.278,0.313,"-1%","-2%","0%",14.6,19.1,19.1,9.4,28.9,16.4,1.6,-3.3,-0.3
"Jose Quintana",3,"SP",9700,"CHC","STL","61%",3.53,6.5,0.315,"22.8%",4.56,"22.1%",3.85,3.8,"L",0.288,0.312,"1%","-1%","0%",25.9,17,17,3.7,30.3,19.4,2,21.3,2.2
"Robbie Ray",1,"SP",9400,"ARI","WAS","47%",4.38,7,0.305,"20.8%",5.58,"27.0%",3.79,3.74,"L",0.3,0.325,"-3%","0%","0%",19.1,23.4,23.4,11.4,35.5,18.8,2,6.5,0.7
"Michael Wacha",NA,"SP",9000,"STL","@CHC","39%",4.47,5.5,0.322,"24.9%",4.71,"20.5%",4.13,3.92,"R",0.291,0.325,"1%","-1%","0%",25.5,16.4,16.4,5.1,27.8,17.4,1.9,11.9,1.3
"Jake Odorizzi",2,"SP",8700,"TB","TEX","54%",4.29,NA,0.329,"22.8%",4.88,"21.2%",4.2,4.37,"R",0.281,0.332,"2%","0%","0%",11.5,13.2,13.2,4.4,22.1,14.3,1.6,8.8,1
"J.A. Happ",NA,"SP",8600,"TOR","@CLE","37%",4.6,4,0.336,"16.3%",4.79,"20.9%",4.05,3.95,"L",0.311,0.304,"-5%","-3%","0%",13,15.2,15.2,6.2,24.3,9.8,1.1,-1.7,-0.2
"Kyle Freeland",0,"SP",8400,"COL","PIT","52%",6.13,NA,0.334,"19.1%",4.28,"14.6%",4.95,4.81,"L",NA,0.324,"-14%","-8%","0%",11.5,12.5,12.5,2.3,22.7,8.2,1,14.7,1.7
"Ivan Nova",NA,"SP",7900,"PIT","@COL","48%",6.37,NA,0.32,"24.0%",5.31,"16.4%",4.18,4.05,"R",0.359,0.293,"-29%","-10%","0%",12.2,15.7,15.7,6.1,25.3,8.2,1,0.7,0.1
